Facility Name,License Number,State Facility Type 2 Literal,Status,Address,City,State,Zip Code,County,Phone Number,State Facility Type 1 Literal,Capacity
RICHMOND ELDERCARE,PND1088,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,18 HATHORN ST,RICHMOND,ME,04357-1161,SAGADAHOC,+1 (207) 737-8911,ASSISTED HOUSING,16
RIDGEWOOD ESTATES,PND1670,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,480 RIDGEVIEW AVE,MADAWASKA,ME,04756-1649,AROOSTOOK,+1 (207) 728-6324,ASSISTED HOUSING,52
RIDLEY ROAD,RCC2250,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,139 RIDLEY RD,SANFORD,ME,04073-6216,YORK,+1 (207) 850-1212,ASSISTED HOUSING,3
RISING HILL,PND2256,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,95 ACCESS HWY,LIMESTONE,ME,04750-6300,AROOSTOOK,+1 (207) 325-4771,ASSISTED HOUSING,36
RIVERSIDE AT CHASE POINT,PND903,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,51 SCHOONER ST,DAMARISCOTTA,ME,04543-4055,LINCOLN,+1 (207) 563-4200,ASSISTED HOUSING,18
RIVERSIDE DRIVE HOUSE,PNC38635,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,780 RIVERSIDE DR APT B,AUGUSTA,ME,04330-8307,KENNEBEC,+1 (207) 626-7557,ASSISTED HOUSING,5
RIVERSTONE RANCH,RCA39044,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1 CONARY LN,WARREN,ME,04864-4218,KNOX,+1 (207) 273-2126,ASSISTED HOUSING,2
RIVERVIEW,RCA39145,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,10 RIVERVIEW RD,BATH,ME,04530-1632,SAGADAHOC,+1 (207) 386-5162,ASSISTED HOUSING,2
RIVERVIEW HOUSE,RCC2188,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,3 RIVERVIEW LANE,ADDISON,ME,4606,WASHINGTON,+1 (207) 483-4772,ASSISTED HOUSING,3
RIVERWOOD RANCH,RCC906,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1270 OYSTER RIVER RD,WARREN,ME,04864-4245,KNOX,+1 (207) 273-3369,ASSISTED HOUSING,4
ROBBINSTON BRIDGE HOME,RCD1911,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,736 ROUTE 1,ROBBINSTON,ME,4671,WASHINGTON,+1 (207) 952-0240,ASSISTED HOUSING,8
ROBERT AND MARY'S PLACE,ADS1537,ADULT DAY SERVICES PROGRAM,ACTIVE,50 MEADOW VIEW LN STE 35,ELLSWORTH,ME,04605-1547,HANCOCK,+1 (207) 667-5449,ASSISTED HOUSING,30
ROBERTS BOARDING HOME,RCA909,LEVEL I RESIDENTIAL CARE FACILITY,FAILED TO RENEW,,,,,,+1 (207) 782-4766,ASSISTED HOUSING,2
ROBINS NEST BOARDING HOME,PNC910,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,203 MAIN ST,WARREN,ME,04864-4233,KNOX,+1 (207) 273-3345,ASSISTED HOUSING,4
ROCHELLE STREET,RCA38940,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,28A ROCHELLE ST,AUBURN,ME,04210-4268,ANDROSCOGGIN,+1 (207) 784-6333,ASSISTED HOUSING,2
ROCKLAND HOUSE,PNC38886,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,252 RANKIN ST,ROCKLAND,ME,04841-2347,KNOX,+1 (207) 596-0029,ASSISTED HOUSING,4
ROCKY COAST GROUP HOME,RCC38700,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,269 TOWNSEND AVE,BOOTHBAY HARBOR,ME,04538-1802,LINCOLN,+1 (207) 633-3504,ASSISTED HOUSING,4
ROCKY ROAD,RCA39314,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,24A ROCKY RD,HEBRON,ME,04238-3584,OXFORD,+1 (207) 966-1014,ASSISTED HOUSING,2
ROOSEVELT TRAIL,RCA39065,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,273 ROOSEVELT TRL,WINDHAM,ME,04062-4461,CUMBERLAND,+1 (207) 937-8260,ASSISTED HOUSING,2
ROSE,RCC38992,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,445 MAIN ST APT D,BIDDEFORD,ME,04005-2142,YORK,+1 (207) 284-8569,ASSISTED HOUSING,3
ROSE OF SHARON/HAVEN OF REST 1,RCC1637,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,984 N MAIN ST,WINTERPORT,ME,04496-3404,WALDO,+1 (207) 223-5528,ASSISTED HOUSING,6
ROSEWOOD COTTAGE,RCC39043,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,9 ALISON LN,DAMARISCOTTA,ME,04543-4246,LINCOLN,+1 (207) 563-3530,ASSISTED HOUSING,3
ROSS MANOR ASSOCIATION DAY HEALTH SERVICES,ADS916,ADULT DAY SERVICES PROGRAM,FAILED TO RENEW,,,,,,+1 (207) 941-8400 x234,ASSISTED HOUSING,6
ROSSWOOD,RCA38892,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,2 WALKER ST APT 3.103,WESTBROOK,ME,04092-2998,CUMBERLAND,+1 (207) 591-5036,ASSISTED HOUSING,2
ROUND HILL,PNC38687,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 ROUND HILL ST,BIDDEFORD,ME,04005-3715,YORK,+1 (207) 284-8270,ASSISTED HOUSING,4
ROUND POND GREEN,RCC2036,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1410 STATE ROUTE 32,ROUND POND,ME,04564-3618,LINCOLN,+1 (207) 529-6000,ASSISTED HOUSING,6
RUMFORD COMMUNITY HOME I I,PND22625,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 JOHN F KENNEDY LN,RUMFORD,ME,04276-3636,OXFORD,+1 (207) 364-7863,ASSISTED HOUSING,53
RUNNING TIDE DRIVE,RCC927,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,22 RUNNING TIDE DR,SCARBOROUGH,ME,04074-9088,CUMBERLAND,+1 (207) 282-8387,ASSISTED HOUSING,3
RUSSELL PARK RESIDENTIAL CARE,PND22627,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,158 RUSSELL ST,LEWISTON,ME,04240-6027,ANDROSCOGGIN,+1 (207) 786-0691 x102,ASSISTED HOUSING,53
RUTH AVENUE,RCA39188,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,57 RUTH AVE,HAMPDEN,ME,04444-1521,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
S & S FOSTER HOME,RCB932,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,344 MAIN ST,VAN BUREN,ME,04785-1327,AROOSTOOK,+1 (207) 868-2674,ASSISTED HOUSING,4
SABATTUS STREET,RCA39330,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,211 SABATTUS ST,LEWISTON,ME,04240-6348,ANDROSCOGGIN,+1 (207) 312-5186,ASSISTED HOUSING,1
SAFE HAVEN AT ST. ANDREWS VILLAGE,RCD38860,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,145 EMERY LN,BOOTHBAY HARBOR,ME,04538-1963,LINCOLN,+1 (207) 633-0920,ASSISTED HOUSING,11
SAM L. COHEN CENTER,ADS38604,ADULT DAY SERVICES PROGRAM,ACTIVE,30 BARRA RD,BIDDEFORD,ME,04005-9459,YORK,+1 (207) 396-6500,ASSISTED HOUSING,50
SAM L. COHEN HOUSEHOLDS,ALP39060,ASSISTED LIVING PROGRAM,ACTIVE,650 OCEAN AVE,PORTLAND,ME,04103-2704,CUMBERLAND,+1 (207) 221-7000,ASSISTED HOUSING,20
SAND ROAD WAIVER,RCC38838,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 SAND RD,NEWPORT,ME,04953-3463,PENOBSCOT,+1 (207) 368-4972,ASSISTED HOUSING,3
SANDY BROOK HOME,RCC939,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 HOULTON RD,DANFORTH,ME,4424,WASHINGTON,+1 (207) 448-3180,ASSISTED HOUSING,4
SANDY CREEK,RCC38777,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,119 SANDY CREEK RD,BRIDGTON,ME,04009-4135,CUMBERLAND,+1 (207) 808-5030 x1311,ASSISTED HOUSING,5
SANFIELD REHAB & LIVING CENTER,RCD22631,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,95 MAIN ST,HARTLAND,ME,4943,SOMERSET,+1 (207) 938-2616,ASSISTED HOUSING,12
SARAH FRYE HOME,PND945,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,751 WASHINGTON ST N,AUBURN,ME,04210-3882,ANDROSCOGGIN,+1 (207) 784-7242,ASSISTED HOUSING,36
SAWYER ROAD,RCA39208,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,291 SAWYER RD,HAMPDEN,ME,04444-3230,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
SAWYER STREET HOUSE,PND1567,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,388 SAWYER ST,SOUTH PORTLAND,ME,04106-3960,CUMBERLAND,+1 (207) 799-0637,ASSISTED HOUSING,8
SCARBOROUGH TERRACE,RCD954,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,600 COMMERCE DR,SCARBOROUGH,ME,04074-7305,CUMBERLAND,+1 (207) 885-5568,ASSISTED HOUSING,77
SCHOOL STREET,ALP38807,ASSISTED LIVING PROGRAM,ACTIVE,11 SCHOOL ST,SACO,ME,04072-3360,YORK,+1 (207) 284-8583,ASSISTED HOUSING,7
SCHOOL STREET HOME,RCC955,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,40 SCHOOL ST,SANFORD,ME,04073-3019,YORK,+1 (207) 324-1607,ASSISTED HOUSING,5
SCHOONER ASSISTED LIVING PROGRAM,ALP1700,ASSISTED LIVING PROGRAM,ACTIVE,200 STETSON RD,AUBURN,ME,04210-6458,ANDROSCOGGIN,+1 (207) 784-2900,ASSISTED HOUSING,145
SCHOONER ESTATES RESIDENTIAL CARE,PND978,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,200 STETSON RD,AUBURN,ME,04210-6458,ANDROSCOGGIN,+1 (207) 784-2900,ASSISTED HOUSING,9
SCHOONER MEMORY CARE,PND39025,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,180 STETSON ROAD,AUBURN,ME,,,+1 (207) 784-2900,ASSISTED HOUSING,66
SEA HAVEN AT HARBOR PLACE,PNC39132,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,80 HIGH ST UNIT B,BELFAST,ME,04915-6250,WALDO,+1 (207) 522-2388,ASSISTED HOUSING,6
SENIOR CARE CENTER,ADS2271,ADULT DAY SERVICES PROGRAM,FAILED TO RENEW,37 SPRUCE ST APT 1,LEWISTON,ME,04240-7322,ANDROSCOGGIN,+1 (207) 740-5598,ASSISTED HOUSING,20
SENTRY HILL AT YORK HARBOR,PND1212,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,2 VICTORIA CT,YORK,ME,03909-1455,YORK,+1 (207) 363-5116,ASSISTED HOUSING,54
SENTRY HILL CONGREGATE HOUSING,ALP969,ASSISTED LIVING PROGRAM,ACTIVE,2 VICTORIA CT,YORK,ME,03909-1455,YORK,+1 (207) 363-5116,ASSISTED HOUSING,31
SETH JORDAN HOUSE,PNC761,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,39 OBRION ST,PORTLAND,ME,04101-4411,CUMBERLAND,+1 (207) 874-1084,ASSISTED HOUSING,6
SEVENTY FIVE STATE STREET,PND975,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,75 STATE ST,PORTLAND,ME,04101-3746,CUMBERLAND,+1 (207) 772-2675,ASSISTED HOUSING,69
SEVENTY SIX BRADLEY STREET,PNC976,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,76 BRADLEY ST,LEWISTON,ME,04240-6302,ANDROSCOGGIN,+1 (207) 786-0900,ASSISTED HOUSING,6
SEWALL STREET HOME,RCC783,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,13 SEWALL STREET,ISLAND FALLS,ME,4747,AROOSTOOK,+1 (207) 463-2823,ASSISTED HOUSING,4
SHALOM-WOODFORD STREET,PNC38810,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,503 WOODFORD ST,PORTLAND,ME,04103-2439,CUMBERLAND,+1 (207) 878-5022,ASSISTED HOUSING,6
SHALOM-WOODFORD STREET ASSISTED LIVING,ALP38812,ASSISTED LIVING PROGRAM,ACTIVE,503 WOODFORD ST,PORTLAND,ME,04103-2439,CUMBERLAND,+1 (207) 878-5022,ASSISTED HOUSING,2
SHARED LIVING GROUP HOME,PNC979,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,468 CORINNA RD,SAINT ALBANS,ME,04971-7008,SOMERSET,+1 (207) 938-4005,ASSISTED HOUSING,6
"SHAW HOUSE, THE",PND1701,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,257 SOUTH ST,BIDDEFORD,ME,04005-2154,YORK,+1 (207) 283-1011,ASSISTED HOUSING,20
SHERI'S HAVEN,RCC38668,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,33 JAMES ST,BANGOR,ME,04401-4634,PENOBSCOT,+1 (207) 951-7134,ASSISTED HOUSING,6
SHIN POND ROAD HOME,RCC1882,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,219 SHIN POND RD,PATTEN,ME,04765-3124,PENOBSCOT,+1 (207) 528-2917,ASSISTED HOUSING,3
SHIRLEY DRINKWATER HOME - 1,RCC986,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,289 MEADOW STREET,ROCKPORT,ME,4856,KNOX,+1 (207) 236-0626,ASSISTED HOUSING,3
SHIRLEY DRINKWATER HOME - 2,RCA987,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,289 MEADOW ST,ROCKPORT,ME,4856,KNOX,+1 (207) 236-0626,ASSISTED HOUSING,2
SKY - HY ADULT DAY CARE,ADS994,ADULT DAY SERVICES PROGRAM,ACTIVE,32 SKY HY DR,TOPSHAM,ME,04086-5772,SAGADAHOC,+1 (207) 725-7577,ASSISTED HOUSING,48
SKYHAVEN,PND995,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,2 AIRPORT DR,PRESQUE ISLE,ME,04769-2041,AROOSTOOK,+1 (207) 764-0759,ASSISTED HOUSING,10
SLG DOWN,RCA38985,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,8 SOPHIE LN,GORHAM,ME,04038-1871,CUMBERLAND,+1 (207) 878-9663,ASSISTED HOUSING,1
SLG MAIN,RCA38973,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,8 SOPHIE LN,GORHAM,ME,04038-1871,CUMBERLAND,+1 (207) 878-9663,ASSISTED HOUSING,2
SLG UP,RCA38984,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,8 SOPHIE LN,GORHAM,ME,04038-1871,CUMBERLAND,+1 (207) 878-9663,ASSISTED HOUSING,1
SMITH AVENUE,RCA39064,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1 SMITH AVE,STANDISH,ME,,,+1 (207) 937-8260,ASSISTED HOUSING,2
SMITH'S FOSTER HOME,RCB999,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,913 DEPOT ST,WALDOBORO,ME,04572-5905,LINCOLN,+1 (207) 832-4579,ASSISTED HOUSING,2
SNOWE,RCC38739,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,13 SHORT BENNETT RD,NEW GLOUCESTER,ME,04260-3842,CUMBERLAND,+1 (207) 808-5030 x1311,ASSISTED HOUSING,6
SOMERSET HOUSE,PND38650,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,395 WATERVILLE RD,NORRIDGEWOCK,ME,04957-3004,SOMERSET,+1 (207) 634-2569,ASSISTED HOUSING,8
SOMERSET HOUSE,RCC2149,LEVEL III RESIDENTIAL CARE FACILITY,FAILED TO RENEW,,,,,,+1 (207) 907-2098,ASSISTED HOUSING,6
SOMERSET REHAB & LIVING CENTER,RCD22638,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,43 OWENS ST,BINGHAM,ME,04920-4008,SOMERSET,+1 (207) 672-4041,ASSISTED HOUSING,13
SOUCY'S FOSTER HOME,RCB1006,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,101 BERRY AVE,VAN BUREN,ME,04785-1443,AROOSTOOK,+1 (207) 868-7777,ASSISTED HOUSING,5
SOUTH BAY MANOR,RCD2181,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,44 S BAY RD,FRANKLIN,ME,04634-3140,HANCOCK,+1 (207) 565-3805,ASSISTED HOUSING,8
SOUTH BELFAST ROAD HOUSE I,PNA1833,PNMI LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,31A S BELFAST RD,WINDSOR,ME,04363-3402,KENNEBEC,+1 (207) 445-3951,ASSISTED HOUSING,2
SOUTH BELFAST ROAD HOUSE II,PNA1835,PNMI LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,31B S BELFAST RD,WINDSOR,ME,04363-3402,KENNEBEC,+1 (207) 445-3964,ASSISTED HOUSING,2
SOUTH BELFAST ROAD HOUSE III,PNA1836,PNMI LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,31C S BELFAST RD,WINDSOR,ME,04363-3402,KENNEBEC,+1 (207) 445-3958,ASSISTED HOUSING,2
SOUTH CHINA HOUSE,PNC1971,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,44 ROUTE 3,SOUTH CHINA,ME,04358-5059,KENNEBEC,+1 (207) 445-3165,ASSISTED HOUSING,3
SOUTH MAIN,RCA39031,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,194 S MAIN ST,AUBURN,ME,04210-6659,ANDROSCOGGIN,+1 (207) 782-2726,ASSISTED HOUSING,2
SOUTH MAIN HUD,RCA39034,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,196 S MAIN ST,AUBURN,ME,04210-6659,ANDROSCOGGIN,+1 (207) 782-2726,ASSISTED HOUSING,2
SOUTH MAIN STREET HOUSE,PNC38788,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 S MAIN ST,ATHENS,ME,04912-4612,SOMERSET,+1 (207) 622-5946,ASSISTED HOUSING,5
"SOUTHERN ACRES RESIDENTIAL CARE, INC.",PND38718,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,203 TWEEDIE RD,WESTFIELD,ME,04787-3216,AROOSTOOK,+1 (207) 429-9231,ASSISTED HOUSING,30
SOUTHERN HARBOR HOUSE,RCC38729,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,12 PULPIT HARBOR RD,NORTH HAVEN,ME,04853-3104,KNOX,+1 (207) 867-2345,ASSISTED HOUSING,6
SOUTHRIDGE REHAB & LIVING CENTER,RCD22642,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,10 MAY ST,BIDDEFORD,ME,04005-2923,YORK,+1 (207) 282-4138,ASSISTED HOUSING,46
SPECTRUM GENERATIONS ADULT DAY BREAK PROGRAM,ADS1752,ADULT DAY SERVICES PROGRAM,ACTIVE,30 LEAVITT ST,SKOWHEGAN,ME,04976-1843,SOMERSET,+1 (207) 242-0179,ASSISTED HOUSING,30
SPILLER PARK APARTMENTS,RCC1009,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,12 DAY RD,GORHAM,ME,04038-1856,CUMBERLAND,+1 (207) 774-6323,ASSISTED HOUSING,6
SPRING STREET,RCC2097,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,28 SPRING ST,BRUNSWICK,ME,04011-2313,CUMBERLAND,+1 (207) 504-5678,ASSISTED HOUSING,5
SPRING STREET APARTMENT,RCA39072,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,9 SPRING ST UNIT A,NORWAY,ME,04268-5603,OXFORD,+1 (207) 743-8049 x202,ASSISTED HOUSING,1
SPRING VALLEY,RCA1013,LEVEL I RESIDENTIAL CARE FACILITY,FAILED TO RENEW,,,,,,,ASSISTED HOUSING,2
SPRINGWATER,RCA39178,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,9 SPRING WATER DR,WINDHAM,ME,04062-4287,CUMBERLAND,+1 (207) 835-0099,ASSISTED HOUSING,2
SPURWINK JEANNE STREET,RCC38709,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,50 JEANNE ST,PORTLAND,ME,04102-1825,CUMBERLAND,+1 (207) 797-2512,ASSISTED HOUSING,3
SPURWINK PLEASANT LAKE HOUSE,RCC38867,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,990 MEADOW RD,CASCO,ME,4015,,+1 (207) 615-6264,ASSISTED HOUSING,5
SPURWINK VICTORIA DRIVE,RCC38633,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,114 VICTORIA DR,WESTBROOK,ME,04092-2047,CUMBERLAND,+1 (207) 797-2512,ASSISTED HOUSING,3
SPURWINK WALNUT STREET,RCC39136,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,134 WALNUT ST,SOUTH PORTLAND,ME,04106-4731,CUMBERLAND,,ASSISTED HOUSING,5
SSW BACK,RCA38979,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,119 SACO ST,WESTBROOK,ME,04092-2714,CUMBERLAND,+1 (207) 878-9663,ASSISTED HOUSING,2
SSW FRONT,RCA38978,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,119 SACO ST,WESTBROOK,ME,04092-2714,CUMBERLAND,+1 (207) 878-9663,ASSISTED HOUSING,2
"ST. JOSEPH MEMORY CARE, INC.",PND2386,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,426 US ROUTE 1,FRENCHVILLE,ME,04745-6155,AROOSTOOK,+1 (207) 543-6648,ASSISTED HOUSING,40
ST. JUDE'S FOSTER HOME,RCB1020,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,123 WRIGHT ST,VAN BUREN,ME,04785-1350,AROOSTOOK,+1 (207) 868-5180,ASSISTED HOUSING,4
STANDISH MIDDLE ROAD HOME,RCC1937,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,575 MIDDLE RD,STEEP FALLS,ME,04085-6001,CUMBERLAND,+1 (207) 675-3116,ASSISTED HOUSING,3
STARKS HOUSE,ALP38828,ASSISTED LIVING PROGRAM,ACTIVE,9 PAUL ST,DOVER FOXCROFT,ME,04426-1050,PISCATAQUIS,+1 (207) 564-7294,ASSISTED HOUSING,4
STEARNS ASSISTED LIVING,ALP1027,ASSISTED LIVING PROGRAM,ACTIVE,80 MAINE AVE,MILLINOCKET,ME,04462-1564,PENOBSCOT,+1 (207) 723-4445,ASSISTED HOUSING,20
STINCHFIELD HILL,RCC1638,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,47 STINCHFIELD HILL RD,CHESTERVILLE,ME,04938-3019,FRANKLIN,+1 (207) 778-0492,ASSISTED HOUSING,3
STONEYBROOK ROAD,RCA39198,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,53 STONEYBROOK RD,HAMPDEN,ME,04444-1621,PENOBSCOT,+1 (207) 862-2643,ASSISTED HOUSING,2
STROUDWATER LODGE,ALP38856,ASSISTED LIVING PROGRAM,ACTIVE,116 LANDING RD,WESTBROOK,ME,04092-4165,CUMBERLAND,+1 (207) 854-8333,ASSISTED HOUSING,115
STROUDWATER STREET RESIDENCE,RCC1032,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,537 STROUDWATER ST,WESTBROOK,ME,04092-4070,CUMBERLAND,+1 (207) 854-9591,ASSISTED HOUSING,4
SUE WRIGHT HOUSE,RCC38795,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,899A RIVERSIDE ST,PORTLAND,ME,04103-1070,CUMBERLAND,+1 (207) 856-8827,ASSISTED HOUSING,5
SUMMER COMMONS,PND39387,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,21 JUNE STREET,SANFORD,ME,,,+1 (207) 206-1360,ASSISTED HOUSING,30
SUMMIT 85,RCA38894,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,115 SUMMIT TER APT 85,SOUTH PORTLAND,ME,04106-2274,CUMBERLAND,+1 (207) 747-4421,ASSISTED HOUSING,2
SUNNY LANE,RCC293,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,14 SUNNY LN,SANFORD,ME,04073-5122,YORK,+1 (207) 324-6443,ASSISTED HOUSING,4
SUNNYBROOK,ALP38855,ASSISTED LIVING PROGRAM,ACTIVE,340 BATH RD,BRUNSWICK,ME,04011-2651,CUMBERLAND,+1 (207) 443-9100,ASSISTED HOUSING,51
SUNRISE ASSISTED LIVING 1 LLC,RCD39158,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 OCEAN ST,JONESPORT,ME,04649-3376,WASHINGTON,+1 (207) 497-4133,ASSISTED HOUSING,8
SUNRISE ASSISTED LIVING 2 LLC,RCD39159,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 OCEAN ST,JONESPORT,ME,04649-3376,WASHINGTON,+1 (207) 497-4133,ASSISTED HOUSING,8
SUNRISE ASSISTED LIVING 3 LLC,RCD39160,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 OCEAN ST,JONESPORT,ME,04649-3376,WASHINGTON,+1 (207) 497-4133,ASSISTED HOUSING,8
SUNRISE PROGRAM,ALP38765,ASSISTED LIVING PROGRAM,ACTIVE,2128 N BELFAST AVE,AUGUSTA,ME,04330-4390,KENNEBEC,+1 (207) 626-3482,ASSISTED HOUSING,5
SUNSET HOME,PND1043,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,114 COLLEGE AVE,WATERVILLE,ME,04901-5609,KENNEBEC,+1 (207) 872-8414,ASSISTED HOUSING,20
SUPPORT SOLUTIONS - 1008 SABATTUS,RCC2,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1008 SABATTUS ST,LEWISTON,ME,04240-3336,ANDROSCOGGIN,+1 (207) 783-0860,ASSISTED HOUSING,4
SUPPORT SOLUTIONS - 170 NORWAY,RCC1558,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,170 EDDIE KAHKONEN RD,NORWAY,ME,04268-5311,OXFORD,+1 (207) 743-5252,ASSISTED HOUSING,4
SUPPORT SOLUTIONS - COLLEGE,RCC38833,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,414 COLLEGE ST,LEWISTON,ME,04240-5332,ANDROSCOGGIN,+1 (207) 241-2330,ASSISTED HOUSING,3
SUPPORT SOLUTIONS - GORDON,RCC2155,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,36 GORDON RD,DAYTON,ME,04005-7432,YORK,+1 (207) 499-2331,ASSISTED HOUSING,3
SUPPORT SOLUTIONS - MARSTON,RCC1985,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,57 MARSTON ST,AUBURN,ME,04210-4325,ANDROSCOGGIN,+1 (207) 784-2150,ASSISTED HOUSING,3
