Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
REDINGTON MEMORIAL HOME,REDINGTON MEMORIAL HOME,RCD888,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 NORTH AVE,,,,SKOWHEGAN,ME,04976-1819,23025,SOMERSET,,+1 (207) 474-2444,+1 (207) 474-6432,,,,,,,,,,,,,,,3/17/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,31,STEVEN ROBITAILLE
REEF LANE,REEF LANE,RCC889,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 REEF LN,,,,SCARBOROUGH,ME,04074-9092,23005,CUMBERLAND,,+1 (207) 885-1349,+1 (207) 885-1349,,,,,,,,,,,,,,,10/4/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JAMES WHITEHOUSE
REMELIAH HOUSE,REMELIAH HOUSE,RCD890,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,10 MAHAR LN,,,,CALAIS,ME,04619-1202,23029,WASHINGTON,,+1 (207) 454-3972,+1 (207) 454-8964,,,,,,,,,,,,,,,4/27/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,RHONDA E. CHAMBERS
"RESIDENCE AT GRAY BIRCH, THE",THE RESIDENCE AT GRAY BIRCH,PND22503,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,37 GRAY BIRCH DR,,,,AUGUSTA,ME,04330-6105,23011,KENNEBEC,,+1 (207) 621-7100,+1 (207) 621-7101,,,,,,,,,,,,,,,2/28/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,37,TARSHA RODRIGUE
"RESIDENCE AT TALL PINES, THE",THE RESIDENCE AT TALL PINES,ALP2160,ASSISTED LIVING PROGRAM,ACTIVE,24 MARTIN LN,,,,BELFAST,ME,04915-6099,23027,WALDO,,+1 (207) 930-7031,+1 (207) 930-7034,,,,,,,,,,,,,,,8/14/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,CHRISTINA ROOTES-HUNTER
RICHMOND ELDERCARE,RICHMOND ELDERCARE,PND1088,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,18 HATHORN ST,,,,RICHMOND,ME,04357-1161,23023,SAGADAHOC,,+1 (207) 737-8911,+1 (207) 737-8102,,,,,,,,,,,,,,,4/14/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,16,JILL WAGURAK
RIDGEWOOD ESTATES,RIDGEWOOD ESTATES,PND1670,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,480 RIDGEVIEW AVE,,,,MADAWASKA,ME,04756-1649,23003,AROOSTOOK,,+1 (207) 728-6324,+1 (207) 728-6118,,,,,,,,,,,,,,,7/9/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,52,JACQUELINE M. ROY
RIDLEY ROAD,RIDLEY ROAD,RCC2250,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,139 RIDLEY RD,,,,SANFORD,ME,04073-6216,23031,YORK,,+1 (207) 850-1212,+1 (866) 322-6192,,,,,,,,,,,,,,,2/5/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,KIMBERLY A. PELLERIN
RISING HILL,RISING HILL,PND2256,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,95 ACCESS HWY,,,,LIMESTONE,ME,04750-6300,23003,AROOSTOOK,,+1 (207) 325-4771,+1 (207) 325-4239,,,,,,,,,,,,,,,1/13/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,36,SHARON LABRECK
RIVERSIDE AT CHASE POINT,RIVERSIDE AT CHASE POINT,PND903,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,51 SCHOONER ST,,,,DAMARISCOTTA,ME,04543-4055,23015,LINCOLN,,+1 (207) 563-4200,+1 (207) 563-4222,,,,,,,,,,,,,,,8/16/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,18,WANDA L. WILCOX
RIVERSIDE DRIVE HOUSE,RIVERSIDE DRIVE HOUSE,PNC38635,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,780 RIVERSIDE DR APT B,,,,AUGUSTA,ME,04330-8307,23011,KENNEBEC,,+1 (207) 626-7557,+1 (207) 626-7557,,,,,,,,,,,,,,,10/2/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,KARINA GENEST
RIVERSTONE RANCH,RIVERSTONE RANCH,RCA39044,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1 CONARY LN,,,,WARREN,ME,04864-4218,23013,KNOX,,+1 (207) 273-2126,+1 (207) 273-3344,,,,,,,,,,,,,,,12/8/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ROBIN E. BOGGS
RIVERVIEW,RIVERVIEW,RCA39145,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,10 RIVERVIEW RD,,,,BATH,ME,04530-1632,23023,SAGADAHOC,,+1 (207) 386-5162,+1 (207) 443-8887,,,,,,,,,,,,,,,1/7/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ALEX KAUTAMAN
RIVERVIEW HOUSE,RIVERVIEW HOUSE,RCC2188,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,3 RIVERVIEW LANE,,,,ADDISON,ME,4606,23029,WASHINGTON,,+1 (207) 483-4772,+1 (207) 483-2817,,,,,,,,,,,,,,,10/2/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,PAUL L. CHARTRAND
RIVERWOOD RANCH,RIVERWOOD RANCH,RCC906,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1270 OYSTER RIVER RD,,,,WARREN,ME,04864-4245,23013,KNOX,,+1 (207) 273-3369,+1 (207) 273-3369,,,,,,,,,,,,,,,8/21/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ROBIN E. BOGGS
ROBBINSTON BRIDGE HOME,ROBBINSTON BRIDGE HOME,RCD1911,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,736 ROUTE 1,,,,ROBBINSTON,ME,4671,23029,WASHINGTON,,+1 (207) 952-0240,+1 (207) 454-3777,,,,,,,,,,,,,,,12/5/21,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,RHONDA E. CHAMBERS
ROBERT AND MARY'S PLACE,ROBERT AND MARY'S PLACE,ADS1537,ADULT DAY SERVICES PROGRAM,ACTIVE,50 MEADOW VIEW LN STE 35,,,,ELLSWORTH,ME,04605-1547,23009,HANCOCK,,+1 (207) 667-5449,,,,,,,,,,,,,,,,11/6/21,,,"Dementia/Alzheimer's, Health",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,IDA W. PAGE
ROBERTS BOARDING HOME,ROBERTS BOARDING HOME,RCA909,LEVEL I RESIDENTIAL CARE FACILITY,FAILED TO RENEW,,,,,,,,,,,+1 (207) 782-4766,,,,,,,,,,,,,,,,3/28/16,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,
ROBINS NEST BOARDING HOME,ROBINS NEST BOARDING HOME,PNC910,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,203 MAIN ST,,,,WARREN,ME,04864-4233,23013,KNOX,,+1 (207) 273-3345,+1 (207) 273-6135,,,,,,,,,,,,,,,6/13/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ROBIN E. BOGGS
ROCHELLE STREET,ROCHELLE STREET,RCA38940,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,28A ROCHELLE ST,,,,AUBURN,ME,04210-4268,23001,ANDROSCOGGIN,,+1 (207) 784-6333,+1 (844) 231-8850,,,,,,,,,,,,,,,11/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,BONNIE LEE-DUBOIS
ROCKLAND HOUSE,ROCKLAND HOUSE,PNC38886,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,252 RANKIN ST,,,,ROCKLAND,ME,04841-2347,23013,KNOX,,+1 (207) 596-0029,,,,,,,,,,,,,,,,9/10/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SCOTT J. MAYO
ROCKY COAST GROUP HOME,ROCKY COAST GROUP HOME,RCC38700,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,269 TOWNSEND AVE,,,,BOOTHBAY HARBOR,ME,04538-1802,23015,LINCOLN,,+1 (207) 633-3504,+1 (844) 451-5685,,,,,,,,,,,,,,,6/30/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SHANNON K. BROWN
ROCKY ROAD,ROCKY ROAD,RCA39314,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,24A ROCKY RD,,,,HEBRON,ME,04238-3584,23017,OXFORD,,+1 (207) 966-1014,+1 (207) 797-8149,,,,,,,,,,,,,,,7/1/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ZOË SWEET
ROOSEVELT TRAIL,ROOSEVELT TRAIL,RCA39065,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,273 ROOSEVELT TRL,,,,WINDHAM,ME,04062-4461,23005,CUMBERLAND,,+1 (207) 937-8260,,,,,,,,,,,,,,,,10/21/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,BERTRAND MIZERO
ROSE,ROSE,RCC38992,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,445 MAIN ST APT D,,,,BIDDEFORD,ME,04005-2142,23031,YORK,,+1 (207) 284-8569,+1 (207) 797-6398,,,,,,,,,,,,,,,2/3/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,DEBORAH BICKFORD
ROSE OF SHARON/HAVEN OF REST 1,ROSE OF SHARON/HAVEN OF REST 1,RCC1637,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,984 N MAIN ST,,,,WINTERPORT,ME,04496-3404,23027,WALDO,,+1 (207) 223-5528,+1 (207) 223-5528,,,,,,,,,,,,,,,11/13/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,LAURIE A. HALL
ROSEWOOD COTTAGE,ROSEWOOD COTTAGE,RCC39043,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,9 ALISON LN,,,,DAMARISCOTTA,ME,04543-4246,23015,LINCOLN,,+1 (207) 563-3530,+1 (207) 563-3531,,,,,,,,,,,,,,,10/6/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ROBIN E. BOGGS
ROSS MANOR ASSOCIATION DAY HEALTH SERVICES,ROSS MANOR ASSOCIATION DAY HEALTH SERVICES,ADS916,ADULT DAY SERVICES PROGRAM,FAILED TO RENEW,,,,,,,,,,,+1 (207) 941-8400 x234,+1 (207) 992-2216,,,,,,,,,,,,,,,3/25/16,,,Health,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,
ROSSWOOD,ROSSWOOD,RCA38892,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,2 WALKER ST APT 3.103,,,,WESTBROOK,ME,04092-2998,23005,CUMBERLAND,,+1 (207) 591-5036,+1 (207) 854-1787,,,,,,,,,,,,,,,8/18/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ANN-MARIE MAYBERRY
ROUND HILL,ROUND HILL,PNC38687,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 ROUND HILL ST,,,,BIDDEFORD,ME,04005-3715,23031,YORK,,+1 (207) 284-8270,+1 (866) 273-8054,,,,,,,,,,,,,,,6/30/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,PAUL M. PICHÉ
ROUND POND GREEN,ROUND POND GREEN,RCC2036,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1410 STATE ROUTE 32,,,,ROUND POND,ME,04564-3618,23015,LINCOLN,,+1 (207) 529-6000,+1 (207) 529-6000,,,,,,,,,,,,,,,1/15/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,PAMELA C. GEORGE
RUMFORD COMMUNITY HOME I I,RUMFORD COMMUNITY HOME I I,PND22625,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,11 JOHN F KENNEDY LN,,,,RUMFORD,ME,04276-3636,23017,OXFORD,,+1 (207) 364-7863,+1 (207) 364-2672,,,,,,,,,,,,,,,1/31/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,53,STEPHANIE BURROWS
RUNNING TIDE DRIVE,RUNNING TIDE DRIVE,RCC927,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,22 RUNNING TIDE DR,,,,SCARBOROUGH,ME,04074-9088,23005,CUMBERLAND,,+1 (207) 282-8387,+1 (207) 282-8388,,,,,,,,,,,,,,,10/4/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,CHRISTINA MCNAGLE
RUSSELL PARK RESIDENTIAL CARE,RUSSELL PARK RESIDENTIAL CARE,PND22627,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,158 RUSSELL ST,,,,LEWISTON,ME,04240-6027,23001,ANDROSCOGGIN,,+1 (207) 786-0691 x102,+1 (207) 782-8094,,,,,,,,,,,,,,,7/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,53,LORI POMELOW
RUTH AVENUE,RUTH AVENUE,RCA39188,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,57 RUTH AVE,,,,HAMPDEN,ME,04444-1521,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
S & S FOSTER HOME,S & S FOSTER HOME,RCB932,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,344 MAIN ST,,,,VAN BUREN,ME,04785-1327,23003,AROOSTOOK,,+1 (207) 868-2674,+1 (207) 868-3371,,,,,,,,,,,,,,,7/31/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SHERYL A. PARENT
SABATTUS STREET,SABATTUS STREET,RCA39330,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,211 SABATTUS ST,,,,LEWISTON,ME,04240-6348,23001,ANDROSCOGGIN,,+1 (207) 312-5186,+1 (207) 797-8149,,,,,,,,,,,,,,,7/1/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,ZOË SWEET
SAFE HAVEN AT ST. ANDREWS VILLAGE,SAFE HAVEN AT ST. ANDREWS VILLAGE,RCD38860,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,145 EMERY LN,,,,BOOTHBAY HARBOR,ME,04538-1963,23015,LINCOLN,,+1 (207) 633-0920,+1 (207) 633-1211,,,,,,,,,,,,,,,12/31/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,11,CHERYL WUSTERBARTH
SAM L. COHEN CENTER,SAM L. COHEN CENTER,ADS38604,ADULT DAY SERVICES PROGRAM,ACTIVE,30 BARRA RD,,,,BIDDEFORD,ME,04005-9459,23031,YORK,,+1 (207) 396-6500,+1 (207) 833-8249,,,,,,,,,,,,,,,1/10/23,,,Health,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,50,KATLYN BLACKSTONE
SAM L. COHEN HOUSEHOLDS,SAM L. COHEN HOUSEHOLDS,ALP39060,ASSISTED LIVING PROGRAM,ACTIVE,650 OCEAN AVE,,,,PORTLAND,ME,04103-2704,23005,CUMBERLAND,,+1 (207) 221-7000,+1 (207) 772-6038,,,,,,,,,,,,,,,3/11/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,20,ANGELA P. HUNT
SAND ROAD WAIVER,SAND ROAD WAIVER,RCC38838,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 SAND RD,,,,NEWPORT,ME,04953-3463,23019,PENOBSCOT,,+1 (207) 368-4972,+1 (207) 368-4972,,,,,,,,,,,,,,,1/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ELICIA FOLEY-PARADIS
SANDY BROOK HOME,SANDY BROOK HOME,RCC939,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 HOULTON RD,,,,DANFORTH,ME,4424,23029,WASHINGTON,,+1 (207) 448-3180,+1 (207) 448-2010,,,,,,,,,,,,,,,4/4/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ANGELA COWGER
SANDY CREEK,SANDY CREEK,RCC38777,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,119 SANDY CREEK RD,,,,BRIDGTON,ME,04009-4135,23005,CUMBERLAND,,+1 (207) 808-5030 x1311,+1 (207) 808-5031,,,,,,,,,,,,,,,8/23/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,TRICIA BARKER
SANFIELD REHAB & LIVING CENTER,SANFIELD REHAB & LIVING CENTER,RCD22631,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,95 MAIN ST,,,,HARTLAND,ME,4943,23025,SOMERSET,,+1 (207) 938-2616,+1 (207) 938-2850,,,,,,,,,,,,,,,7/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,12,BRIDGETTE KEEGAN
SARAH FRYE HOME,SARAH FRYE HOME,PND945,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,751 WASHINGTON ST N,,,,AUBURN,ME,04210-3882,23001,ANDROSCOGGIN,,+1 (207) 784-7242,+1 (207) 784-0199,,,,,,,,,,,,,,,8/20/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,36,VIVIAN T BLACK
SAWYER ROAD,SAWYER ROAD,RCA39208,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,291 SAWYER RD,,,,HAMPDEN,ME,04444-3230,23019,PENOBSCOT,,+1 (207) 862-2643,+1 (207) 862-2709,,,,,,,,,,,,,,,3/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN LEE
SAWYER STREET HOUSE,SAWYER STREET HOUSE,PND1567,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,388 SAWYER ST,,,,SOUTH PORTLAND,ME,04106-3960,23005,CUMBERLAND,,+1 (207) 799-0637,+1 (207) 533-2526,,,,,,,,,,,,,,,3/18/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,AMY SAWYER
SCARBOROUGH TERRACE,SCARBOROUGH TERRACE,RCD954,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,600 COMMERCE DR,,,,SCARBOROUGH,ME,04074-7305,23005,CUMBERLAND,,+1 (207) 885-5568,+1 (207) 883-2805,,,,,,,,,,,,,,,3/18/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,77,DAVID SINCLAIR
SCHOOL STREET,SCHOOL STREET,ALP38807,ASSISTED LIVING PROGRAM,ACTIVE,11 SCHOOL ST,,,,SACO,ME,04072-3360,23031,YORK,,+1 (207) 284-8583,+1 (207) 571-3476,,,,,,,,,,,,,,,2/21/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,7,ABIGAIL SPADONE
SCHOOL STREET HOME,SCHOOL STREET HOME,RCC955,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,40 SCHOOL ST,,,,SANFORD,ME,04073-3019,23031,YORK,,+1 (207) 324-1607,+1 (207) 324-6050,,,,,,,,,,,,,,,12/19/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,HEIDI REED
SCHOONER ASSISTED LIVING PROGRAM,SCHOONER ASSISTED LIVING PROGRAM,ALP1700,ASSISTED LIVING PROGRAM,ACTIVE,200 STETSON RD,,,,AUBURN,ME,04210-6458,23001,ANDROSCOGGIN,,+1 (207) 784-2900,+1 (207) 513-5001,,,,,,,,,,,,,,,6/19/23,,,"Dementia/Alzheimer's, Type II - Medication and Nursing",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,145,CYNTHIA SWIFT
SCHOONER ESTATES RESIDENTIAL CARE,SCHOONER ESTATES RESIDENTIAL CARE,PND978,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,200 STETSON RD,,,,AUBURN,ME,04210-6458,23001,ANDROSCOGGIN,,+1 (207) 784-2900,+1 (207) 784-2900,,,,,,,,,,,,,,,6/26/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,9,JOHN S RICE
SCHOONER MEMORY CARE,SCHOONER MEMORY CARE,PND39025,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,180 STETSON ROAD,,,,AUBURN,ME,,,,,+1 (207) 784-2900,+1 (207) 513-5001,,,,,,,,,,,,,,,4/28/23,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,66,MICHAEL LACASSE
SEA HAVEN AT HARBOR PLACE,SEA HAVEN AT HARBOR PLACE,PNC39132,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,80 HIGH ST UNIT B,,,,BELFAST,ME,04915-6250,23027,WALDO,,+1 (207) 522-2388,+1 (207) 373-1160,,,,,,,,,,,,,,,12/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,MARIA CAMERON
SENIOR CARE CENTER,SENIOR CARE CENTER,ADS2271,ADULT DAY SERVICES PROGRAM,FAILED TO RENEW,37 SPRUCE ST APT 1,,,,LEWISTON,ME,04240-7322,23001,ANDROSCOGGIN,,+1 (207) 740-5598,+1 (207) 783-4644,,,,,,,,,,,,,,,10/21/17,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,20,
SENTRY HILL AT YORK HARBOR,SENTRY HILL AT YORK HARBOR,PND1212,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,2 VICTORIA CT,,,,YORK,ME,03909-1455,23031,YORK,,+1 (207) 363-5116,+1 (207) 363-4182,,,,,,,,,,,,,,,8/13/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,54,SARA ANN JOHNSON
SENTRY HILL CONGREGATE HOUSING,SENTRY HILL CONGREGATE HOUSING,ALP969,ASSISTED LIVING PROGRAM,ACTIVE,2 VICTORIA CT,,,,YORK,ME,03909-1455,23031,YORK,,+1 (207) 363-5116,+1 (207) 363-4182,,,,,,,,,,,,,,,3/25/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,31,SARA ANN JOHNSON
SETH JORDAN HOUSE,SETH JORDAN HOUSE,PNC761,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,39 OBRION ST,,,,PORTLAND,ME,04101-4411,23005,CUMBERLAND,,+1 (207) 874-1084,+1 (207) 874-1077,,,,,,,,,,,,,,,4/28/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ABIGAIL SPADONE
SEVENTY FIVE STATE STREET,SEVENTY FIVE STATE STREET,PND975,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,75 STATE ST,,,,PORTLAND,ME,04101-3746,23005,CUMBERLAND,,+1 (207) 772-2675,+1 (207) 772-2896,,,,,,,,,,,,,,,8/18/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,69,CHRISTINE KATHERINE BOUGIE
SEVENTY SIX BRADLEY STREET,SEVENTY SIX BRADLEY STREET,PNC976,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,76 BRADLEY ST,,,,LEWISTON,ME,04240-6302,23001,ANDROSCOGGIN,,+1 (207) 786-0900,+1 (207) 784-2398,,,,,,,,,,,,,,,5/22/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,HAROLD STROUT
SEWALL STREET HOME,SEWALL STREET HOME,RCC783,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,13 SEWALL STREET,,,,ISLAND FALLS,ME,4747,23003,AROOSTOOK,,+1 (207) 463-2823,+1 (207) 463-2151,,,,,,,,,,,,,,,4/21/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,DIANNE L. BROWNE
