State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,The Connelly House,THE CONNELLY HOUSE LLC,"511 B STREET,",Sharon,PA,16146,7249888299.0,Mercer,8,PROFIT,449400,6/30/21
PERSONAL CARE HOME,The Corrigan House,THE CORRIGAN HOUSE INC,"350 HAZLE TOWNSHIP BOULEVARD,",Hazle Township,PA,18202,5704531690.0,Luzerne,38,PROFIT,201380,6/30/21
PERSONAL CARE HOME,The Devon Senior Living,FIVE STAR QUALITY CARE NS OPERATOR LLC,"445 NORTH VALLEY FORGE ROAD,",Devon,PA,19333,6102632300.0,Chester,84,PROFIT,132060,6/30/21
PERSONAL CARE HOME,The Faidley House,TFH HEALTHCARE LLC,"1378 FOURTH STREET,",Monongahela,PA,15063,7243103674.0,Washington,28,PROFIT,449580,6/30/21
PERSONAL CARE HOME,The Fountains At Indiana,THE FOUNTAINS AT INDIANA LLC,"2698 WEST PIKE ROAD,",Indiana,PA,15701,7244645399.0,Indiana,32,PROFIT,448540,6/30/21
PERSONAL CARE HOME,The Fountains At Indiana,THE FOUNTAINS AT INDIANA LLC,"2720 WEST PIKE ROAD,",Indiana,PA,15701,7244652861.0,Indiana,40,PROFIT,452980,6/30/21
PERSONAL CARE HOME,The Garden At Pine Run Health Center,DOYLESTOWN HOSPITAL,"777 FERRY ROAD,",Doylestown,PA,18901,2153405154.0,Bucks,40,NON-PROFIT,133110,6/30/21
PERSONAL CARE HOME,The Gardens At Freedom Village,CCRC-BRANDYWINE LLC,"25 FREEDOM BOULEVARD,",West Brandywine,PA,19320,4842882300.0,Chester,73,PROFIT,126000,6/30/21
PERSONAL CARE HOME,The Gardens At Stevens,MAYBROOK-P DENVER OPCO LLC,"400 LANCASTER AVENUE,",Stevens,PA,17578,7173363878.0,Lancaster,26,PROFIT,332660,6/30/21
PERSONAL CARE HOME,The Glen At Willow Valley,WILLOW VALLEY COMMUNITIES,"675 WILLOW VALLEY SQUARE,",Lancaster,PA,17602,7174646816.0,Lancaster,76,NON-PROFIT,321910,6/30/21
PERSONAL CARE HOME,The Grand Residence At Upper St. Clair,GRAND RESIDENCE OF UPPER ST CLAIR INC,"45 MCMURRAY ROAD,",Upper St. Clair,PA,15241,4128332500.0,Allegheny,85,PROFIT,432320,6/30/21
PERSONAL CARE HOME,The Grove At Harmony,MAYBROOK-C EVERGREEN OPCO LLC,"191 EVERGREEN MILL ROAD,",Harmony,PA,16037,7244526970.0,Butler,44,PROFIT,447570,6/30/21
PERSONAL CARE HOME,The Groves,SAFE AND SOUND INC,"103 W. MAIN STREET,",Ephrata,PA,17522,7177332040.0,Lancaster,15,PROFIT,322270,6/30/21
PERSONAL CARE HOME,The Haven At North Hills,THE HAVEN AT NORTH HILLS LLC,"1 WINDSOR WAY,",Pittsburgh,PA,15237,4123646411.0,Allegheny,90,PROFIT,449380,6/30/21
PERSONAL CARE HOME,The Haven At Springwood,HAVEN AT SPRINGWOOD OPCO LLC,"2321 FREEDOM WAY,",York,PA,17402,7177419919.0,York,123,PROFIT,335030,6/30/21
PERSONAL CARE HOME,The Hawthorne Home,ALVARIUM PERSONAL CARE LLC,"1501 MINERAL SPRING ROAD,",Reading,PA,19602,6103759696.0,Berks,48,NON-PROFIT,227630,6/30/21
PERSONAL CARE HOME,The Heights At Windy Hill Village,PRESBYTERIAN HOMES OF THE PRESBYTERY OF HUNTINGDON,"250 DOGWOOD DRIVE,",Philipsburg,PA,16866,8143428466.0,Centre,18,NON-PROFIT,227780,6/30/21
PERSONAL CARE HOME,The Heritage At St. Paul Homes,ST PAUL HOMES,"339 EAST JAMESTOWN ROAD,",Greenville,PA,16125,7245894601.0,Mercer,125,NON-PROFIT,424570,6/30/21
PERSONAL CARE HOME,The Hickman,THE HICKMAN FRIENDS SENIOR COMMUNITY OF WEST CHESTER,"400 N. WALNUT STREET,",West Chester,PA,19380,4847606300.0,Chester,125,NON-PROFIT,140930,6/30/21
PERSONAL CARE HOME,The Highlands At Wyomissing Personal Care Facility,THE HIGHLANDS AT WYOMISSING INC,"2000 CAMBRIDGE AVENUE,",Wyomissing,PA,19610,6107752300.0,Berks,75,NON-PROFIT,205350,6/30/21
PERSONAL CARE HOME,The Hillside Senior Living Community,CSM MONTOURSVILLE LLC,"2725 FOUR MILE DRIVE,",Montoursville,PA,17754,5704781017.0,Lycoming,60,PROFIT,228300,6/30/21
PERSONAL CARE HOME,The Inn At Freedom Village,CCRC-BRANDYWINE LLC,"25 FREEDOM BOULEVARD,",West Brandywine,PA,19320,6103835100.0,Chester,25,PROFIT,118750,6/30/21
PERSONAL CARE HOME,The Inn At Horsham Center For Jewish Life,1425 HORSHAM SNF OPERATIONS LLC,"1425 HORSHAM ROAD,",North Wales,PA,19454,2153713000.0,Montgomery,58,PROFIT,147060,6/30/21
PERSONAL CARE HOME,The Inn At The Watermark,WATERMARK LOGAN LLC,"TWO FRANKLIN TOWN BOULEVARD,",Philadelphia,PA,19103,2155631800.0,Philadelphia,101,PROFIT,142650,6/30/21
PERSONAL CARE HOME,The Lafayette,HOLY REDEEMER HEALTH SYSTEM,"8580 VERREE ROAD, 2ND&3RD FLRS,",Philadelphia,PA,19111,2152142800.0,Philadelphia,150,NON-PROFIT,101920,6/30/21
PERSONAL CARE HOME,The Lakes At Jefferson,EMBASSY MERCER LLC,"7271 WEST MARKET STREET,",Mercer,PA,16137,7247040039.0,Mercer,69,PROFIT,451510,6/30/21
PERSONAL CARE HOME,The Landing At Towamencin,COLUMBIA WEGMAN TOWAMENCIN LLC,"900 TOWAMENCIN AVENUE,",Lansdale,PA,19446,2153535203.0,Montgomery,144,PROFIT,145330,6/30/21
PERSONAL CARE HOME,The Landing Of Collegeville,COLUMBIA/WEGMAN COLLEGEVILLE LLC,"1421 SOUTH COLLEGEVILLE ROAD,",Collegeville,PA,19426,4848541600.0,Montgomery,110,PROFIT,142610,6/30/21
PERSONAL CARE HOME,The Landing Of Southampton,COLUMBIA WEGMAN SOUTHAMPTON LLC,"1160 STREET ROAD,",Southampton,PA,18966,2157916666.0,Bucks,106,PROFIT,145380,6/30/21
PERSONAL CARE HOME,The Laurels,THE GREEN HOME,"39 CENTRAL AVENUE,",Wellsboro,PA,16901,5707236860.0,Tioga,60,NON-PROFIT,203410,6/30/21
PERSONAL CARE HOME,The Laurels,LAURELS SENIOR LIVING INC,"23 FAITH DRIVE,",Hazleton,PA,18202,5704557757.0,Luzerne,100,PROFIT,211170,6/30/21
PERSONAL CARE HOME,The Leland Of Laurel Run,REGAL MANOR LLC,"120 WEST MAIN STREET,",Waynesboro,PA,17268,7177490083.0,Franklin,72,PROFIT,329940,6/30/21
PERSONAL CARE HOME,The Lutheran Home At Johnstown,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,"807 GOUCHER STREET,",Johnstown,PA,15905,8142556844.0,Cambria,48,NON-PROFIT,300780,6/30/21
PERSONAL CARE HOME,The Manor At Market Square,"THREE READING, LP","803 PENN STREET,",Reading,PA,19601,6103730800.0,Berks,80,PROFIT,205890,6/30/21
PERSONAL CARE HOME,The Mansion At Rosemont,HUMANGOOD PENNSYLVANIA,"404 CHESWICK PLACE,",Rosemont,PA,19010,6105276500.0,Delaware,221,NON-PROFIT,176630,6/30/21
PERSONAL CARE HOME,The Meadows At Shannondell,SHANNONDELL INC,"6000 SHANNONDELL DRIVE,",Audubon,PA,19403,6107285400.0,Montgomery,184,PROFIT,128370,6/30/21
PERSONAL CARE HOME,The Meadows Manor,"ECUMENICAL ENTERPRISES, INC.","200 LAKE STREET,",Dallas,PA,18612,5706759336.0,Luzerne,66,NON-PROFIT,243650,6/30/21
PERSONAL CARE HOME,"The Meadows, A Personal Care Community",THE PARK HOME,"2160 WARRENSVILLE ROAD,",Montoursville,PA,17754,5704334663.0,Lycoming,64,NON-PROFIT,225960,6/30/21
PERSONAL CARE HOME,The Mennonite Home,THE MENNONITE HOME,"1520 HARRISBURG PIKE,",Lancaster,PA,17601,7173931301.0,Lancaster,125,NON-PROFIT,321780,6/30/21
PERSONAL CARE HOME,The Muhlenberg Lodge,LUTHERCARE INC,"300 ST. MARK AVENUE,",Lititz,PA,17543,7176272335.0,Lancaster,90,NON-PROFIT,321820,6/30/21
PERSONAL CARE HOME,The Neighborhoods At Walden'S View,WALDEN'S VIEW NORTH HUNTINGDON OPCO LLC,"7990 US ROUTE 30,",North Huntingdon,PA,15642,7248632600.0,Westmoreland,40,PROFIT,446810,6/30/21
PERSONAL CARE HOME,"The Palmerton, An Inspirit Senior Living Community",INSPIRIT PALMERTON OPERATOR LLC,"71 PRINCETON AVENUE,",Palmerton,PA,18071,6108247406.0,Carbon,71,PROFIT,226800,6/30/21
PERSONAL CARE HOME,The Palms At O'Neil,THE PALMS AT O'NEIL INC,"1 GLENSHIRE LANE,",Mckeesport,PA,15132,4126641000.0,Allegheny,82,PROFIT,439640,6/30/21
PERSONAL CARE HOME,The Pathways At Warrington,GDL FARMS CORP,"2900 STREET ROAD,",Warrington,PA,18976,2672284690.0,Bucks,108,NON-PROFIT,147470,6/30/21
PERSONAL CARE HOME,The Patriot A Choice Community,SENIOR CHOICE INC,"495 WEST PATRIOT STREET,",Somerset,PA,15501,8144454549.0,Somerset,76,NON-PROFIT,321360,6/30/21
PERSONAL CARE HOME,The Pines At Clarks Summit,MILLETT PINES LLC,"1300 MORGAN HIGHWAY,",Clarks Summit,PA,18411,5705877709.0,Lackawanna,72,PROFIT,226120,6/30/21
PERSONAL CARE HOME,The Pines Of Mt. Lebanon,TITHONUS MT. LEBANON LP,"1537 WASHINGTON ROAD,",Pittsburgh,PA,15228,4123414400.0,Allegheny,112,PROFIT,433610,6/30/21
PERSONAL CARE HOME,The Pinnacle At Plymouth Meeting,CSW ARBOUR SQUARE III PLYMOUTH MEETING LP,"215 PLYMOUTH ROAD,",Plymouth Meeting,PA,19462,6102923030.0,Montgomery,138,PROFIT,147200,6/30/21
PERSONAL CARE HOME,The Residence A Senior Living Community At The Jewish Home,JEWISH HOME OF GREATER HARRISBURG,"4004 LINGLESTOWN ROAD,",Harrisburg,PA,17112,7174418530.0,Dauphin,64,NON-PROFIT,312760,6/30/21
PERSONAL CARE HOME,The Residence At Arrowood,SOUTHWESTERN HEALTHCARE OPERATIONS LLC,"512 N LEWIS RUN ROAD,",Pittsburgh,PA,15122,4124693330.0,Allegheny,84,PROFIT,452150,6/30/21
PERSONAL CARE HOME,The Residence At Chadds Ford,LCB CHADDS FORD LLC,"1778 WILMINGTON PIKE,",Glen Mills,PA,19342,6102223333.0,Delaware,108,PROFIT,145360,6/30/21
PERSONAL CARE HOME,The Residence At Hilltop,MON-VALE NON ACUTE CARE SERVICES INC,"210 ROUTE 837,",Monongahela,PA,15063,7242588940.0,Washington,84,PROFIT,474880,6/30/21
PERSONAL CARE HOME,The Residence At Southwestern,SOUTHWESTERN HEALTHCARE OPERATIONS LLC,"502 N LEWIS RUN ROAD,",Pittsburgh,PA,15122,4124601099.0,Allegheny,39,PROFIT,452160,6/30/21
PERSONAL CARE HOME,The Residence At Weinberg Village,JEWISH ASSOCIATION ON AGING,"300 JHF DRIVE,",Pittsburgh,PA,15217,4125218988.0,Allegheny,76,NON-PROFIT,429860,6/30/21
PERSONAL CARE HOME,The Residence At Whitehall,CPF LIVING COMMUNITIES - WHITEHALL LLC,"4750 CLAIRTON BOULEVARD,",Pittsburgh,PA,15236,4128851500.0,Allegheny,46,PROFIT,450210,6/30/21
PERSONAL CARE HOME,The Residence At Willow Lane,VALLEY MEDICAL FACILITIES INC,"30 HECKEL ROAD,",Mckees Rocks,PA,15136,4123316139.0,Allegheny,107,NON-PROFIT,451910,6/30/21
PERSONAL CARE HOME,The Ridgewood At St. Paul Homes,"ST. PAUL HOMES, INC.","339 EAST JAMESTOWN ROAD,",Greenville,PA,16125,7245887610.0,Mercer,52,NON-PROFIT,467480,6/30/21
PERSONAL CARE HOME,The Robert Packer Hospital Personal Care Home,THE ROBERT PACKER HOSPITAL,"603 WILLIAM STREER,",Towanda,PA,18848,5702682426.0,Bradford,94,NON-PROFIT,229870,6/30/21
PERSONAL CARE HOME,The Sheridan At Bethel Park,KJ BETHEL PARK LLC,"2000 COOL SPRINGS DRIVE,",Pittsburgh,PA,15234,4129234892.0,Allegheny,147,PROFIT,449480,6/30/21
PERSONAL CARE HOME,The Solana Doylestown,LCS DOYLESTOWN LLC,"1621 EASTON ROAD,",Warrington,PA,18976,2672824168.0,Bucks,129,PROFIT,145310,6/30/21
PERSONAL CARE HOME,The Susquehanna House,NEW CONCEPTS INC,"2400 SUSQUEHANNA TRAIL,",Mcewensville,PA,17749,5705389555.0,Northumberland,22,PROFIT,213120,6/30/21
PERSONAL CARE HOME,The Terrace At Chestnut Hill,ABINGTON SENIOR CARE LLC,"495 EAST ABINGTON AVENUE,",Philadelphia,PA,19118,2152475307.0,Philadelphia,122,PROFIT,141570,6/30/21
PERSONAL CARE HOME,The Villa Personal Care Llc,THE VILLA PERSONAL CARE LLC,"429 NAPOLEON PLACE,",Johnstown,PA,15901,8142544514.0,Cambria,50,PROFIT,328360,6/30/21
PERSONAL CARE HOME,The Villa St. Elizabeth,EVERGREEN ELDER CARE INC,"1201 MUSEUM ROAD,",Reading,PA,19611,6104781201.0,Berks,92,PROFIT,205760,6/30/21
PERSONAL CARE HOME,The Village At Greenbriar,"THE GREENBRIAR INDEPENDENT AND ASSTD LIVING COMMUNITY, INC","4244 MEMORIAL HIGHWAY,",Dallas,PA,18612,5706751300.0,Luzerne,78,PROFIT,213320,6/30/21
PERSONAL CARE HOME,The Village At Morrisons Cove,THE VILLAGE AT MORRISONS COVE,"425 SOUTH MARKET STREET,",Martinsburg,PA,16662,8147932104.0,Blair,40,NON-PROFIT,303890,6/30/21
PERSONAL CARE HOME,The Village At Penn State,LIBERTY LUTHERAN HOUSING DEVELOPMENT CORPORATION,"160 LIONS HILL ROAD,",State College,PA,16803,8142381949.0,Centre,14,NON-PROFIT,229440,6/30/21
PERSONAL CARE HOME,The Village House,PRESBYTERIAN HOMES INC,"1155 INDIAN SPRINGS ROAD,",Indiana,PA,15701,7244641600.0,Indiana,42,NON-PROFIT,427290,6/30/21
PERSONAL CARE HOME,The Village Of Nanty Glo P.C.H.,THE VILLAGE OF NANTY GLO PCH INC,"628 PIKE ROAD,",Johnstown,PA,15909,8147495100.0,Cambria,50,PROFIT,325690,6/30/21
PERSONAL CARE HOME,The Vineyard Personal Care Home,THE VINEYARD PERSONAL CARE HOME INC,"3030 COLUMBIA AVENUE,",Lancaster,PA,17603,7172992919.0,Lancaster,42,NON-PROFIT,325030,6/30/21
PERSONAL CARE HOME,The Watermark At Bellingham,WATERMARK BELLINGHAM LLC,"1615 EAST BOOT ROAD,",West Chester,PA,19380,6108398920.0,Chester,80,PROFIT,146881,6/30/21
PERSONAL CARE HOME,"The Williamsport Home & Apartments, 3Rd Floor","WILLIAMSPORT HOME, INC.","1900 RAVINE ROAD,",Williamsport,PA,17701,5703234589.0,Lycoming,124,NON-PROFIT,200630,6/30/21
PERSONAL CARE HOME,"The Willow, An Inspirit Senior Living Community",INSPIRIT MACUNGIE OPERATOR LLC,"6488 ALBURTIS ROAD,",Macungie,PA,18062,6104218100.0,Lehigh,67,PROFIT,226810,6/30/21
PERSONAL CARE HOME,The Willows Of Living Branches,HATFIELD MENNONITE HOME,"2343 BETHLEHEM PIKE,",Hatfield,PA,19440,2158220688.0,Bucks,80,NON-PROFIT,126780,6/30/21
PERSONAL CARE HOME,The Woods At Cedar Run,VS WOODS LLC,"824 LISBURN ROAD,",Camp Hill,PA,17011,7177373373.0,Cumberland,79,PROFIT,331320,6/30/21
PERSONAL CARE HOME,Thornwald Home,UNITED CHURCH OF CHRIST HOMES INC,"442 WALNUT BOTTOM ROAD,",Carlisle,PA,17013,7172494118.0,Cumberland,36,NON-PROFIT,343420,6/30/21
PERSONAL CARE HOME,Tiffany Court At Kingston,SNH PENN TENANT LLC,"700 NORTHAMPTON STREET,",Kingston,PA,18704,5702832336.0,Luzerne,110,PROFIT,228220,6/30/21
PERSONAL CARE HOME,Tilburg'S Home For The Young At Heart,"VIVE BENE, INC.","801 MARKET STREET,",Williamsport,PA,17701,5703225951.0,Lycoming,24,PROFIT,218390,6/30/21
PERSONAL CARE HOME,Traditions Of Hershey,GAHC3 PALMYRA PA ALF TRS SUB LLC,"100 NORTH LARKSPUR ROAD,",Palmyra,PA,17078,7178382330.0,Lebanon,36,PROFIT,332600,6/30/21
PERSONAL CARE HOME,Traditions Of Lansdale,IVQ LANSDALE OPCO LP,"1800 WALNUT STREET,",Lansdale,PA,19446,2158551235.0,Montgomery,150,PROFIT,145210,6/30/21
PERSONAL CARE HOME,Transitions Healthcare Washington Pa,TRANSITIONS HEALTHCARE WASHINGTON PA LLC,"90 HUMBERT LANE,",Washington,PA,15301,7242285666.0,Washington,48,PROFIT,445990,6/30/21
PERSONAL CARE HOME,Tri-County Respite-Quakertown House,TRI-COUNTY RESPITE INC,"219 EAST BROAD STREET,",Quakertown,PA,18951,2155382424.0,Bucks,65,NON-PROFIT,126810,6/30/21
PERSONAL CARE HOME,Trinity Oaks Ii,TRINITY OAKS INC,"117 SHADY REST ROAD,",Ellwood City,PA,16117,7247529166.0,Beaver,30,PROFIT,458570,6/30/21
PERSONAL CARE HOME,Trosiek'S Personal Care Home,MICHAEL M TROSIEK JR,"214 SECOND STREET,",New Salem,PA,15468,7242450203.0,Fayette,13,PROFIT,450260,6/30/21
PERSONAL CARE HOME,"Truewood By Merrill, Glen Riddle",MG MEDIA SUBTENANT LLC,"263 GLEN RIDDLE ROAD,",Media,PA,19063,6103589933.0,Delaware,153,PROFIT,145820,6/30/21
PERSONAL CARE HOME,Tunkhannock Manor,UMH PA CORP,"50 WEST TIOGA STREET,",Tunkhannock,PA,18657,5708362983.0,Wyoming,42,NON-PROFIT,236550,6/30/21
PERSONAL CARE HOME,Twin Cedar Senior Living,LITTLE WALKER HOLDINGS LLC,"364 LITTLE WALKER ROAD,",Shohola,PA,18458,5702967471.0,Pike,37,PROFIT,228500,6/30/21
PERSONAL CARE HOME,Twin Oaks Personal Care Home,TWIN OAKS PERSONAL CARE HOME INC,"1100 COWLEY RD,",Granville Summit,PA,16926,5706736010.0,Bradford,24,PROFIT,214700,6/30/21
PERSONAL CARE HOME,Twining Village,DIAKON LUTHERAN SOCIAL MINISTRIES,"1400 OLD JORDAN ROAD,",Holland,PA,18966,2153226100.0,Bucks,152,NON-PROFIT,126920,6/30/21
PERSONAL CARE HOME,United Hands Home Care,"UNITED HANDS HOME CARE, LLC","514 MITCHELL AVENUE,",Clairton,PA,15025,4126149912.0,Allegheny,36,PROFIT,442400,6/30/21
PERSONAL CARE HOME,United Zion Retirement Community,"UNITED ZION RETIREMENT COMMUNITY, INC.","722 FURNACE HILLS PIKE,",Lititz,PA,17543,7176278409.0,Lancaster,49,NON-PROFIT,321810,6/30/21
PERSONAL CARE HOME,Universal Health Recovery Center,UNIVERSAL HEALTH RECOVERY CENTERS INC,"2000 PROVIDENCE AVENUE,",Chester,PA,19013,6108768448.0,Delaware,16,PROFIT,188360,6/30/21
PERSONAL CARE HOME,Upmc Western Behavioral Health At Mon Yough,MON YOUGH COMMUNITY SERVICES INC,"1109 LONG RUN ROAD,",White Oak,PA,15131,4126758900.0,Allegheny,18,NON-PROFIT,447470,6/30/21
PERSONAL CARE HOME,Upmc Western Behavioral Health At Mon Yough,MON-YOUGH COMMUNITY SERVICES INC,"624 LYSLE BLVD.,",Mckeesport,PA,15132,4126734315.0,Allegheny,27,NON-PROFIT,430030,6/30/21
PERSONAL CARE HOME,Upmc Western Behavioral Health At Mon Yough,MON YOUGH COMMUNITY SERVICES INC,"2813 VERSAILLES AVENUE,",Mckeesport,PA,15132,4126781760.0,Allegheny,8,NON-PROFIT,439100,6/30/21
PERSONAL CARE HOME,Upton'S Country Comfort,WARREN J UPTON,"544 BUCHANAN ROAD,",Normalville,PA,15469,7244551926.0,Fayette,16,PROFIT,474700,6/30/21
PERSONAL CARE HOME,Valley View Haven,VALLEY VIEW HAVEN,"4702 EAST MAIN ST.-THE TERRACE,",Belleville,PA,17004,7179352105.0,Mifflin,95,NON-PROFIT,335520,6/30/21
PERSONAL CARE HOME,Vibra Senior Living,MECHANICSBURG SENIOR CARE LLC,"707 SHEPHARDSTOWN ROAD,",Mechanicsburg,PA,17055,7175912125.0,Cumberland,46,PROFIT,331090,6/30/21
PERSONAL CARE HOME,Victoria House At Spring House Estates,HOMEWOOD AT SPRING HOUSE ESTATES INC,"150 VICTORIA AVENUE,",Everett,PA,15537,8146230349.0,Bedford,32,NON-PROFIT,335100,6/30/21
PERSONAL CARE HOME,Victoria House I,VICTORIA HOUSE PERSONAL CARE HOMES INC,"751 TYROL BLVD.,",Monessen,PA,15062,7246846783.0,Westmoreland,8,PROFIT,429220,6/30/21
PERSONAL CARE HOME,Victoria House Iii,VICTORIA HOUSE PERSONAL CARE HOMES INC,"1014 STATE ROAD,",Monessen,PA,15062,7246846783.0,Westmoreland,20,PROFIT,429260,6/30/21
PERSONAL CARE HOME,Victoria Manor Personal Care Home,LAFFEY HEALTH CARE SERVICES LLC,"100 ROSE COURT,",Oakdale,PA,15071,7246938325.0,Allegheny,38,PROFIT,446420,6/30/21
PERSONAL CARE HOME,Victorian Villa,"DALLASTOWN OPERATING, INC.","621 EAST MAIN STREET,",Dallastown,PA,17313,7172449722.0,York,40,PROFIT,320000,6/30/21
PERSONAL CARE HOME,Villa Angela At St. Anne Home,ST ANNE HOME INC,"685 ANGELA DRIVE,",Greensburg,PA,15601,7248376070.0,Westmoreland,54,NON-PROFIT,428040,6/30/21
PERSONAL CARE HOME,Vincentian Home,VINCENTIAN HOME INC,"111 PERRYMONT ROAD,",Pittsburgh,PA,15237,4123661039.0,Allegheny,60,NON-PROFIT,431530,6/30/21
PERSONAL CARE HOME,Vine Street Manor,KAYMARIE BRIDDELL,"230 NORTH 65TH STREET,",Philadelphia,PA,19139,2158804641.0,Philadelphia,84,PROFIT,142340,6/30/21
PERSONAL CARE HOME,Vintage Knolls,CSM DANVILLE LLC,"9 JUSTIN DRIVE,",Danville,PA,17821,5702751824.0,Montour,66,PROFIT,228310,6/30/21
PERSONAL CARE HOME,Walden Iii,LIFEOPTIONS INC,"325 NORTH BROADWAY,",Wind Gap,PA,18091,6108637059.0,Northampton,77,PROFIT,242420,6/30/21
PERSONAL CARE HOME,Walden'S View At North Huntingdon,WALDEN'S VIEW NORTH HUNTINGDON OPCO LLC,"7990 US ROUTE 30,",North Huntingdon,PA,15642,7248632600.0,Westmoreland,100,PROFIT,446800,6/30/21
PERSONAL CARE HOME,Walnut Manor,GLEN AND JANET VIRGO,"5032 WALNUT STREET,",Philadelphia,PA,19139,2155285297.0,Philadelphia,27,PROFIT,117191,6/30/21
PERSONAL CARE HOME,Walnut Ridge Memory Care,WALNUT RIDGE A MEMORY CARE HOME LLC,"711 ROUTE 119,",Greensburg,PA,15601,7248345711.0,Westmoreland,60,PROFIT,429380,6/30/21
PERSONAL CARE HOME,Warrior Run Heritage House,NEW CONCEPTS INC,"11430 STATE ROUTE 44,",Watsontown,PA,17777,5706495100.0,Northumberland,20,PROFIT,216960,6/30/21
PERSONAL CARE HOME,Washington Manor Personal Care Home Llc,WASHINGTON MANOR PERSONAL CARE HOME LLC,"320 SOUTH WASHINGTON STREET,",Butler,PA,16003,7242858115.0,Butler,25,PROFIT,448630,6/30/21
PERSONAL CARE HOME,Watson Memorial Home,WATSON MEMORIAL HOME,"1200 CONEWANGO AVENUE,",Warren,PA,16365,8147238310.0,Warren,25,NON-PROFIT,444120,6/30/21
PERSONAL CARE HOME,Waverly Heights,WAVERLY HEIGHTS LTD,"P.O.BOX 179, 1400 WAVERLY ROAD,",Gladwyne,PA,19035,6106458600.0,Montgomery,82,NON-PROFIT,127820,6/30/21
PERSONAL CARE HOME,We Care Personal Care Home,"WE CARE PERSONAL CARE HOME, LLC","904 SOUTH 49TH STREET,",Philadelphia,PA,19143,2157267002.0,Philadelphia,15,PROFIT,133841,6/30/21
PERSONAL CARE HOME,Weikert'S Care Home,AMANDA WEIKERT,"159 KINGSDALE ROAD,",Littlestown,PA,17340,7173599418.0,Adams,8,PROFIT,337430,6/30/21
PERSONAL CARE HOME,Wellington Court At Hershey'S Mill,ARHC WHWCHPA01 TRS LLC,"1361 EAST BOOT ROAD,",West Chester,PA,19380,4846531200.0,Chester,74,PROFIT,141360,6/30/21
PERSONAL CARE HOME,Wellsboro Shared Homes,WELLSBORO SHARED HOMES INC,"27 BACON STREET,",Wellsboro,PA,16901,5707242300.0,Tioga,31,NON-PROFIT,237110,6/30/21
PERSONAL CARE HOME,Welsh Mountain Home,WELSH MOUNTAIN HOME INC,"567 SPRINGVILLE ROAD,",New Holland,PA,17557,7173559522.0,Lancaster,52,NON-PROFIT,321720,6/30/21
PERSONAL CARE HOME,Wesbury United Methodist Community,WESBURY UNITED METHODIST COMMUNITY,"31 NORTH PARK AVENUE,",Meadville,PA,16335,8143329000.0,Crawford,110,NON-PROFIT,446820,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living At Stapeley,STAPELEY HALL,"6300 GREENE STREET,",Philadelphia,PA,19144,2158440700.0,Philadelphia,79,NON-PROFIT,140170,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living Burholme,NORTH AMERICAN BAPTIST HOME FOR THE AGED,"7040-52 OXFORD AVENUE,",Philadelphia,PA,19111,2157453517.0,Philadelphia,60,NON-PROFIT,108540,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living Doylestown,THE NEW HERITAGE TOWERS INC,"200 VETERANS LANE,",Doylestown,PA,18901,2678951146.0,Bucks,75,NON-PROFIT,127180,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living Main Line Personal Care,"MARTINS RUN, INC.","100 HALCYON DRIVE,",Media,PA,19063,6103537660.0,Delaware,59,NON-PROFIT,182800,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living Pennypack Park,"EVANGELICAL MANOR, INC.","8401 ROOSEVELT BOULEVARD,",Philadelphia,PA,19152,2156245800.0,Philadelphia,50,NON-PROFIT,176380,6/30/21
PERSONAL CARE HOME,Wesley Enhanced Living Upper Moreland,MAPLE VILLAGE,"2815 BYBERRY ROAD,",Hatboro,PA,19040,2156750103.0,Montgomery,52,NON-PROFIT,127910,6/30/21
PERSONAL CARE HOME,Wesley Village,UMH PA CORP,"215 ROBERTS ROAD,",Pittston,PA,18640,5706552891.0,Luzerne,157,NON-PROFIT,241880,6/30/21
PERSONAL CARE HOME,West Side Kozy Comfort Personal Care Home,WEST SIDE KOZY COMFORT PERSONAL CARE HOME INC,"906 SOUTH MAIN AVENUE,",Scranton,PA,18504,5703415840.0,Lackawanna,36,PROFIT,204490,6/30/21
PERSONAL CARE HOME,West Side Manor,WEST SIDE MANOR INC,"6 WEST SIDE, P.O.BOX 289,",Rossiter,PA,15772,8149389601.0,Indiana,16,PROFIT,427361,6/30/21
PERSONAL CARE HOME,Westfield,WESTFIELD BEHAVIORAL HEALTH AFFILIATES INC,"5826 OLD PULASKI ROAD,",New Wilmington,PA,16142,7246583006.0,Lawrence,8,NON-PROFIT,474240,6/30/21
PERSONAL CARE HOME,Westminster Place Of Oakmont,PRESBYTERIAN SENIOR CARE INC,"1215 HULTON ROAD,",Oakmont,PA,15139,4128266088.0,Allegheny,120,NON-PROFIT,429620,6/30/21
PERSONAL CARE HOME,Westminster Village,PRESBYTERIAN HOMES INC,"803 NORTH WAHNETA STREET,",Allentown,PA,18109,6107828361.0,Lehigh,90,NON-PROFIT,216460,6/30/21
