State Facility Type 2 Literal,License Number,Facility Name,City,State,Zip Code,Phone Number,Capacity,Licensee,Date Accessed,State Facility Type 1 Literal,Address
SMALL GROUP,AS530311992,Home Of Scottville - Main Street,Scottville,MI,49454,2319361012.0,6,SAMARITAS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,314 NORTH MAIN STREET
FAMILY HOME,AF390016150,Phillips Afc,Kalamazoo,MI,49008,2693826549.0,5,WILLIAM PHILLIPS AND CHRISTINE PHILLIPS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,623 WHITES RD
SMALL GROUP,AS390313581,Phillips 2,Kalamazoo,MI,49008,2693826549.0,6,WILLIAM PHILLIPS AND CHRISTINE PHILLIPS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,741 WHITES ROAD
SMALL GROUP,AS410396322,Life Choice Adult Home,Grand Rapids,MI,49506,6163186038.0,6,NERVILYN JENKINS-ATKINS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2930 HAMPSHIRE BLVD SE
LARGE GROUP,AL740261122,Mercy Village #1,Fort Gratiot,MI,48059,8109897440.0,20,TRINITY CONTINUING CARE SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4170 24TH AVE
LARGE GROUP,AL810261121,St. Joseph'S Village  #1,Ypsilanti,MI,48197,7347121600.0,13,TRINITY CONTINUING CARE SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"5341 MCAULEY DR., 1ST FLOOR"
HOME FOR THE AGED,AH630236793,The Haworth Center,Farmington Hills,MI,48334,2485393131.0,59,DETROIT BAPTIST MANOR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,30225 13 MILE ROAD
MEDIUM GROUP,AM380093368,Twin Maples Inc.,Jackson,MI,49203,5177502968.0,12,TWIN MAPLES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,158 ROBINSON ROAD
LARGE GROUP,AL630299637,Mercy Bellbrook/Mcauley,Rochester Hills,MI,48307,2486566306.0,13,MERCY SERVICES FOR AGING,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,873 W. AVON ROAD
HOME FOR THE AGED,AH610299982,Christian Care,Muskegon,MI,49442,2317227165.0,21,CHRISTIAN CARE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2053 S. SHERIDAN
FAMILY HOME,AF330377657,Mccalla Afc,Onondaga,MI,49264,5176288700.0,5,ELIZABETH J MCCALLA,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4391 ONONDAGA RD
SMALL GROUP,AS090243262,Oakwood Home,Bay City,MI,48706,9896712312.0,6,RIVERSBEND REHABILITATION INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3252 E WILDER RD.
SMALL GROUP,AS090287270,Baxwood,Bay City,MI,48706,9896710866.0,4,RIVERSBEND REHABILITATION INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5428 BAXMAN ROAD
SMALL GROUP,AS820083899,Family Tyes Afc Home,Detroit,MI,48236,3138844638.0,6,FAMILY TYES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6017 HILLCREST
LARGE GROUP,AL820070263,Mack Adult Foster Care Home,Detroit,MI,482072551,3139257289.0,20,MACK ADULT FOSTER CARE HOME INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,849 E. GRAND BOULEVARD
LARGE GROUP,AL500082088,Leisure Manor Residence For Srs,Richmond,MI,48062,5867270700.0,20,NOVAK ASSISTED CARE CORPORATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,68453 STOECKER LANE
LARGE GROUP,AL470092982,Ashley Court -Bldg # 4,Brighton,MI,48116,8102257400.0,20,ASHLEY COURT OF BRIGHTON INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7400 CHALLIS ROAD
LARGE GROUP,AL110238445,Blessed Home Afc,Niles,MI,49120,2696842668.0,20,GRACE ADENIYI & MICHAEL ADENIYI,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1217 STATE LINE ROAD
SMALL GROUP,AS280079450,Arbor House,Traverse City,MI,49686,2319353772.0,6,ARBOR HOUSE CO,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6901 MISSION RIDGE
HOME FOR THE AGED,AH110353051,Woodland Terrace At Longmeadow,Niles Township,MI,49120,2696837900.0,90,"DOCKERTY HEALTH CARE SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,13 LONGMEADOW VILLAGE DR.
LARGE GROUP,AL110073685,Woodland Terrace - Magnolia Court,Bridgman,MI,49106,2694657600.0,20,"DOCKERTY HEALTH CARE SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8850 RED ARROW HWY
LARGE GROUP,AL110073684,Woodland Terrace - Dogwood Court,Bridgman,MI,49106,2694657600.0,20,"DOCKERTY HEALTH CARE SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8850 RED ARROW HWY
SMALL GROUP,AS810013406,Hillside House,Ypsilanti,MI,48197,7344348830.0,6,RAINBOW REHABILITATION CENTERS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3985 HILLSIDE DRIVE
SMALL GROUP,AS630282366,Shady Lane South,Farmington Hills,MI,48334,7346461603.0,4,RAINBOW REHABILITATION CENTERS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,28417 SHADY LANE
LARGE GROUP,AL630281598,North Meadow,Farmington Hills,MI,48336,7344821200.0,20,RAINBOW REHABILITATION CENTERS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,25911 MIDDLEBELT
SMALL GROUP,AS630345942,Spring Valley,Farmington Hills,MI,48336,2484783358.0,6,RAINBOW REHABILITATION CENTERS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,27555 SPRING VALLEY
SMALL GROUP,AS810249964,Woodside Ii,Ypsilanti,MI,48197,7344812260.0,6,RAINBOW REHABILITATION CENTERS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6200 TEXTILE
SMALL GROUP,AS820014261,Lindsay Home,Romulus,MI,48174,7347281181.0,6,"SAINTS,  INCORPORATED",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,33777 BEVERLY ROAD
SMALL GROUP,AS820306595,Robertson Home #1,Detroit,MI,48223,3134272394.0,6,ROBERTSON FOSTER HOME INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,15070 FAUST
SMALL GROUP,AS820366091,Wormer,Redford,MI,48239,7346320125.0,6,DOMEL INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,14420 WORMER
FAMILY HOME,AF500084516,Sara Rose Adult Foster Care,Clinton Twp,MI,48038,5862260985.0,6,SANTIAGO CORAZON,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,40150 SARA ROSE
SMALL GROUP,AS630082923,Jamestowne Clf,Novi,MI,48375,7344080112.0,6,ADULT LEARNING SYSTEMS-LOWER MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,24243 JAMESTOWN
MEDIUM GROUP,AM540070004,Creekside Manor,Big Rapids,MI,49307,2317966131.0,12,"CHAFFEE MARY E & CHAFFEE, MICHAEL D",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,17460 TWELVE MILE ROAD
LARGE GROUP,AL410007104,Thresholds Eastern Group Home,Grand Rapids,MI,495087537,6162491531.0,16,THRESHOLDS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"4707 EASTERN AVENUE, SE"
MEDIUM GROUP,AM410278667,Plainfield Group Home,Grand Rapids,MI,49505,6163610838.0,8,THRESHOLDS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2860 PLAINFIELD NE
SMALL GROUP,AS410360988,Mayfield,Grand Rapids,MI,49525,6163615491.0,4,THRESHOLDS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3927 MAYFIELD NE
LARGE GROUP,AL410083024,Wildwood Residential Services,Grand Rapids,MI,495464338,6169400040.0,16,HOPE NETWORK REHABILITATION SERV,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3492 LAKE DRIVE  SE
SMALL GROUP,AS520083568,Northern Home,Marquette,MI,498551464,9062266178.0,6,"ADULT LEARNING SYSTEMS - UP, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1948 WRIGHT STREET
SMALL GROUP,AS520242757,Norwood,Marquette,MI,498551340,9062269933.0,6,"ADULT LEARNING SYSTEMS - UP, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2242 NORWOOD STREET
SMALL GROUP,AS520284502,Cherry Creek,Marquette,MI,49855,9062499167.0,6,"ADULT LEARNING SYSTEMS - UP, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,120 OLD KILN RD.
LARGE GROUP,AL280095116,"Joy Givers, Inc.",Traverse City,MI,49684,2319226793.0,20,"JOY GIVERS, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7438 N LONG LAKE ROAD
LARGE GROUP,AL110087629,Caretel Inns Of Royalton - Bristol,Saint  Joseph,MI,49085,2483309598.0,20,CLIFFSIDE COMPANY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3905 LORRAINE PATH
SMALL GROUP,AS390298225,Evelyn'S Kare,Kalamazoo,MI,49004,2693735899.0,6,WRIGHT JACQUELINE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,828 BETH AVE.
SMALL GROUP,AS740248863,Gates Afc,Kimball,MI,48074,8103678079.0,6,HAVEN ADULT FOSTER CARE LIMITED,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,400 BURNS ROAD
SMALL GROUP,AS820259527,Hope Home,Dearborn,MI,48128,3135619122.0,6,CREATIVE IMAGES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,22949 HOLLANDER
FAMILY HOME,AF620075381,Oakview,White Cloud,MI,49349,2316896832.0,6,PURDY LAURA,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,979 S OAK
LARGE GROUP,AL300249260,Country Living Of Hillsdale  Llc,Hillsdale,MI,49242,5174370239.0,20,COUNTRY LIVING OF HILLSDALE  LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1127 N. LAKE PLEASANT RD.
SMALL GROUP,AS250080805,Kra - Nur Manor,Burton,MI,48509,8107150904.0,6,KRA-NUR MANOR INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1383 KRA-NUR CIRCLE
SMALL GROUP,AS820283563,Welcome Home Ranch,Romulus,MI,48174,7349415729.0,6,THE REACH FOUNDATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10420 OZGA
MEDIUM GROUP,AM370085652,Country Place Iii,Mount Pleasant,MI,48858,9897736320.0,10,COMMUNITY HEALTH CARE MANAGEMENT,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1809 E. JORDAN
SMALL GROUP,AS330087738,Redwood Cottage,Lansing,MI,48910,5173935203.0,6,"TURNING LEAF RES REHAB SVCS., INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,621 E. JOLLY RD.
SMALL GROUP,AS330092645,Elm Cottage,Lansing,MI,48910,5173935203.0,6,"TURNING LEAF RES REHAB SVCS., INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,621 E. JOLLY ROAD
MEDIUM GROUP,AM610301443,Northridge,Muskegon,MI,49442,2317605195.0,7,"TURNING LEAF RES REHAB SVCS., INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,788 MARQUETTE AVE.
SMALL GROUP,AS610317388,Eastwood Cottage I,Muskegon,MI,49442,2315636306.0,6,"TURNING LEAF RES REHAB SVCS., INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1137 EAST ST.
MEDIUM GROUP,AM640400196,White Oak Cottage,Pentwater,MI,49449,2318694884.0,8,"TURNING LEAF RES REHAB SVCS., INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,566 S. CLYMER STREET
SMALL GROUP,AS090086238,Liberty House,Bay City,MI,48708,9898924243.0,6,LIBERTY LIVING INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1116 24TH STREET
SMALL GROUP,AS090256087,Jefferson North,Bay City,MI,48708,9898924361.0,6,LIBERTY LIVING INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1611 S. JEFFERSON
FAMILY HOME,AF750069659,Nu Care,Sturgis,MI,49091,2696514772.0,5,JULIE CLEMONS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,605 LANCASHIRE
MEDIUM GROUP,AM250388518,Flushing,Flushing,MI,48433,8108674637.0,11,"FLATROCK MANOR, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7012 RIVER ROAD
MEDIUM GROUP,AM250402509,Fenton South,Fenton,MI,48430,8103548581.0,10,"FLATROCK MANOR, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"17600 SILVER PARKWAY, SUITE 2"
SMALL GROUP,AS250404610,Santa Fe,Flint,MI,48532,8108776932.0,6,"FLATROCK MANOR, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6424 SANTA FE TR.
SMALL GROUP,AS800343665,Beacon Home At Bayview,Bangor,MI,49013,2694270288.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,29320 63RD STREET
SMALL GROUP,AS630387850,Beacon Home At County Line,Ortonville,MI,48462,2694278400.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10750 COUNTY LINE ROAD
SMALL GROUP,AS380399315,Beacon Home At County Farm,Jackson,MI,49201,2694278400.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4380 COUNTY FARM ROAD
SMALL GROUP,AS390406165,Beacon Home At Richland,Richland,MI,49083,2694880024.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9445 N. 24TH ST.
SMALL GROUP,AS390406170,Beacon Home At Wolf Lake,Kalamazoo,MI,49009,2693531809.0,6,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10633 W. J AVE.
MEDIUM GROUP,AM030402102,Beacon Home At Bridge Street,Plainwell,MI,49080,,12,"BEACON SPECIALIZED LIVING SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,691 WEST BRIDGE STREET
SMALL GROUP,AS820270062,Downriver Adult Care,Allen Park,MI,48101,3133888231.0,6,SOUTHGATE ADULT CARE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,14592 MCLAIN
SMALL GROUP,AS500310013,Greenbrier,Clinton Twp,MI,48038,5867815040.0,3,"FRIENDS AND FAMILY, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,42359 GREENBRIAR
SMALL GROUP,AS500274733,Chesley Drive,Sterling Heights,MI,48310,5869792740.0,6,"SPECIAL TREE RESIDENTIAL CENTERS, LTD",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2640 CHESLEY DRIVE
SMALL GROUP,AS740013023,Progression House,Port Huron,MI,48060,8109823042.0,6,INNOVATIVE HOUSING DEV CORP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1721 10TH AVENUE
MEDIUM GROUP,AM750091929,Birch Afc Inc,Leonidas,MI,49066,2694968014.0,11,BIRCH AFC INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,30895 KING RD
SMALL GROUP,AS820014665,Leslie Group Home,Inkster,MI,48141,3135629384.0,6,KENNEDY'S CARE ENTERPRISE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,26743 STANFORD
SMALL GROUP,AS820247826,Romulus Home,Romulus,MI,48174,7349429919.0,5,KENNEDY'S CARE ENTERPRISE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9650 TOBINE
SMALL GROUP,AS340285830,Prairie Creek,Ionia,MI,48846,6165220513.0,6,CRISIS CENTER INC - DBA LISTENING EAR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1017 PRAIRIE CREEK RD.
SMALL GROUP,AS410088304,Whitney Home,Grand Rapids,MI,495469159,6169778659.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"7780 CASCADE ROAD, SE"
SMALL GROUP,AS410312036,Bristol,Grand Rapids,MI,49504,6167914130.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,909 BRISTOL AVE. NW
SMALL GROUP,AS410363929,Grace,Caledonia,MI,49316,6168035631.0,6,HOPE NETWORK WEST MICHIGAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2260 PEERPOINT SE
SMALL GROUP,AS820014549,Salem Residence,Flat Rock,MI,48134,7347825607.0,6,SPECTRUM COMMUNITY SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,28595 HURON RIVER DRIVE
SMALL GROUP,AS630397223,Groveland Home,Davisburg,MI,48350,7344588729.0,6,SPECTRUM COMMUNITY SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9921 WALNUT HILL DRIVE
SMALL GROUP,AS410338053,Lake Gerald Home,Sparta,MI,49345,6162055557.0,6,SPECTRUM COMMUNITY SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9410 LAKE GERALD
SMALL GROUP,AS130069760,Great Lakes Afc #1,Battle Creek,MI,49017,2699620908.0,6,"GREAT LAKES REGIONAL CARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,207 NORTH AVENUE
LARGE GROUP,AL630088248,Quality Afc #2,Pontiac,MI,48341,2483357034.0,20,QUALITY AFC HOMES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,529 ORCHARD LAKE RD.
SMALL GROUP,AS630083088,Hampstead House,Rochester Hills,MI,48309,2483758950.0,6,NORTH-OAKLAND RESIDENTIAL SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1510 HAMPSTEAD LANE
LARGE GROUP,AL820073559,Crystal Creek Assisted Living I,Canton,MI,48187,7349277025.0,20,CRYSTAL CREEK ASSISTED LVNG INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8157 LILLEY
SMALL GROUP,AS820311703,Henrys Inc. Lashae Home,Redford,MI,48240,2488558471.0,6,HENRYS INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19438 BEECH DALY ROAD
SMALL GROUP,AS820014379,Marable Specialized Care,Westland,MI,48185,7343267642.0,6,MARABLE SPECIALIZED CARE INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1565 SCHUMAN
SMALL GROUP,AS820014388,Hemlock Street Afc,Detroit,MI,48211,3138373552.0,6,BRIDGEFORT INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,15562 HEMLOCK STREET
FAMILY HOME,AF320002402,Langley Afc Home,Port Austin,MI,48467,9898744155.0,6,LANGLEY GERALD KIRK,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2450 STODDARD ROAD
FAMILY HOME,AF450066173,The Toy House Retirement Home,Suttons Bay,MI,49682,2312715301.0,6,ROBERT JELINEK AND FRAN JELINEK,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1990 N SETTERBO RD
FAMILY HOME,AF260002059,Smith Afc,Gladwin,MI,48624,9894293272.0,6,LAVEL AND WILLIAM SMITH,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,311 CLARWIN AVE
MEDIUM GROUP,AM330015780,Gardners Adult Foster Care,Lansing,MI,48917,5178861114.0,12,KAREN L. GARDNER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2924 W WILLOW ROAD
HOME FOR THE AGED,AH030236924,William Crispe Community House,Plainwell,MI,49080,2696855296.0,22,"WILLIAM CRISPE COMMUNITY HOUSE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,203 W BRIDGE ST.
HOME FOR THE AGED,AH820236926,Woodhaven Retirement Community,Livonia,MI,48154,7342619000.0,105,WOODHAVEN RETIREMENT COMMUNITY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,29667 WENTWORTH AVE.
FAMILY HOME,AF690005195,Gottschalk Family Afc Home,Gaylord,MI,49735,9897321691.0,5,"GOTTSCHALK, LARRY",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,507 N COURT STREET
FAMILY HOME,AF460003748,Whispering Pines Afc,Adrian,MI,49221,5172630403.0,6,ROBERT ROTHENBERGER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1050 LABERDEE RD
FAMILY HOME,AF380002778,Williams Afc Home,Jackson,MI,49201,5177889917.0,6,RUTH AND STEVE WILLIAMS,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,307 QUARRY
SMALL GROUP,AS820067419,Milburn Ii House,Livonia,MI,48152,2486157569.0,4,COMMUNITY OPPORTUNITY CENTER NPHC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19415 MILBURN
MEDIUM GROUP,AM820010011,Forrest Haven East,Detroit,MI,48207,3139226006.0,12,FORREST HAVEN LTD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,867 E GRAND BOULEVARD
SMALL GROUP,AS820251656,Avalon,Romulus,MI,48174,7377281410.0,6,"ADVANCE CARE, INCORPORATED",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6007 CARNEGIE
SMALL GROUP,AS810073951,Grant House,Ann Arbor,MI,48108,7349751514.0,6,SYNOD RESIDENTIAL SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2500 GRANT DRIVE
SMALL GROUP,AS630294048,Rosewood House,Oak Park,MI,48237,2485461659.0,4,SYNOD RESIDENTIAL SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10020 ROSEWOOD
SMALL GROUP,AS630012311,North Pine Center,West Bloomfield,MI,48323,2486810192.0,6,LEE HOMES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2344 N PINE CENTER
SMALL GROUP,AS820014551,Crites Afc Home #2,Detroit,MI,48202,3137019595.0,6,CRITES ADULT FOSTER CARE INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1333 SEWARD
SMALL GROUP,AS230010634,Santee Hwy Home,Charlotte,MI,48813,5175430272.0,6,VALLEY RESIDENTIAL SERV INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,138 SANTEE HIGHWAY
SMALL GROUP,AS730094689,Southport Home,Saginaw,MI,48601,9897775165.0,6,VALLEY RESIDENTIAL SERV INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2950 BRIARWOOD
SMALL GROUP,AS730016089,Navaho Trail Home,Hemlock,MI,48626,9896423603.0,6,VALLEY RESIDENTIAL SERV INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3161 NAVAHO TRAIL
SMALL GROUP,AS250010735,Neff Road Home,Mt Morris,MI,48458,8106862298.0,6,"MICHIGAN COMMUNITY SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7085 NEFF RD
SMALL GROUP,AS500074105,Romeo Home,Clinton Twp,MI,48038,2486417200.0,4,PROGRESSIVE RESIDENTIAL SERVICES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,39880 ROMEO PLANK RD
MEDIUM GROUP,AM130065138,Cretsinger Country Place,Battle Creek,MI,49015,2699794936.0,12,CRETSINGER CARE HOMES LTD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"4171 CAPITAL AVENUE, SW"
LARGE GROUP,AL250006953,Group Living Facility Inc,Flint,MI,48507,8102349461.0,16,GROUP LIVING FACILITY INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,G5095 VAN SLYKE ROAD
SMALL GROUP,AS070014980,Aurora House,L'Anse,MI,49946,9065245526.0,6,COPPER COUNTRY COMMUNITY MENTAL HEALTH SRVS BD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,125 WOODS AVENUE
MEDIUM GROUP,AM070366534,Wood Haven,L'Anse,MI,49946,9065245536.0,7,COPPER COUNTRY COMMUNITY MENTAL HEALTH SRVS BD,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,501 EAST RIVER DRIVE
MEDIUM GROUP,AM320008401,Lees Afc Home Ii,Pigeon,MI,487550739,9894532947.0,12,LEE ROBERT L,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,80 BERNE STREET
SMALL GROUP,AS250010919,Maple Road Home,Flint,MI,48503,2484714880.0,6,ALTERNATIVE SERVICES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4341 W. MAPLE AVENUE
MEDIUM GROUP,AM330008412,Howe Home,Holt,MI,48842,2484714880.0,8,ALTERNATIVE SERVICES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,960 ONONDAGA ROAD
SMALL GROUP,AS330011145,Oxford Mason Home,Mason,MI,48854,5176762377.0,6,ALTERNATIVE SERVICES INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3375 HARPER RD
SMALL GROUP,AS250084495,Langdon Manor,Clio,MI,48420,8106877904.0,6,BENTLEY MANOR INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11239 LANGDON
MEDIUM GROUP,AM250291561,Bentley Assisted Living,Mt Morris,MI,48458,8106866976.0,12,BENTLEY MANOR INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6252 W MT MORRIS RD
SMALL GROUP,AS250287277,Bentley Manor #9,Clio,MI,48420,8105643459.0,6,BENTLEY MANOR INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4041 BARKER ST.
