State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AS,AS820274810,Colling Homes Inc 2,20214 Cardoni,,Detroit,MI,48203,3134753317,5,Colling Homes Inc
AF,AF500282023,Metroparkway Home,37860 Hazel Street,,Harrison Township,MI,48045,5864636344,6,Cornelia and Alexandru Derecichei
AS,AS820282017,Kevdaco Westland I,1900 Martin Street,,Westland,MI,48185,2487225004,6,Kevdaco Human Services LLC
AH,AH730279101,Saginaw Bickford Cottage,5275 Mackinaw Rd.,,Saginaw,MI,48603,9897999600,55,"Saginaw Bickford Cottage, LLC"
AF,AF630338196,Orchard View Care Home,26450 Orchard Lake Road,,Farmington Hills,MI,48334,2484764825,6,Maria Pop and Traian Pop
AS,AS440282365,Shirley's House,5329 Main Street,,Dryden,MI,48428,8107964032,6,"Pillsbury, Rochelle"
AH,AH560278460,Midland Bickford Cottage,101 Joseph Dr,,Midland,MI,48642,9898355300,55,"Midland Bickford Cottage, LLC"
AL,AL400294299,Meadow View AFC,5536 Gonyer Road,,Fife Lake,MI,49633,2318794023,15,Northern Springs Management Co.
AL,AL250281678,Harmony Manor,903 E Court Street,,Flint,MI,48503,8107620988,15,Harmony Manor LLC
AS,AS810282088,Arbor Care on Independence,2169 Independence,,Ann Arbor,MI,48104,7347161596,6,"Arbor Care Independence, Inc."
AL,AL090281510,Leighton House Inn,6700 Westside Saginaw Rd,,Bay City,MI,48706,9896679800,20,"Wood Care VIII, Inc."
AS,AS820280757,Amen's Care,9014 Rockland,,Redford,MI,48239,3134781374,6,"Amen's Care, Inc."
AS,AS820281136,Kean Home,26645 Kean Street,,Inkster,MI,48141,3135610910,6,Hill's Support Services Inc
AS,AS820292182,Oak Tree II,608 Oak St.,,Wyandotte,MI,48192,7342826630,6,Hill's Support Services Inc
AS,AS820370081,Grace at Ecorse,44257 Ecorse Rd,,Belleville,MI,48111,7347100646,6,Fonag Inc
AF,AF210277469,Sunny View AFC Home,7754 Co 416J Road,,Gladstone,MI,49837,9067862666,6,"Forvilly, Julie"
AS,AS820286839,Gabriel's Nest III Inc.,20525 Lauder,,Detroit,MI,48235,3133412072,6,Gabriel's Nest Inc
AF,AF170283860,Sue's Place,1016 E 6th Avenue,,Sault Ste Marie,MI,49783,9062590032,6,"Sikora, Susan"
AS,AS820284114,Prevost AFC Home,17126 Prevost St.,,Detroit,MI,48235,3133402500,6,"Acon Services, Inc."
AH,AH630285481,Waltonwood at Main,1401 Rochester Rd.,,Rochester Hills,MI,48307,2486017600,114,"Waltonwood at Main, LLC"
AS,AS820383852,Genesee Manor 2,29825 Joy Road,,Westland,MI,48185,3139492501,6,"Genesee Manor, Inc."
AS,AS820286212,House of Marie Ephraim,20521 Westmoreland Rd.,,Detroit,MI,48219,3133627516,5,"Romarie Residential Services, Inc."
AS,AS820380118,Landers Home #2,4300 6th Street,,Ecorse,MI,48229,3137246192,5,"Landers & Landers Home for the Aged, Inc."
AF,AF630287197,Hay,471 Maplehill Road,,Rochester,MI,48306,2483210675,1,"Hay, Margaret"
AL,AL040293571,Turning Brook II,100 Village Blvd.,,Alpena,MI,49407,9893544200,20,Retirement Living Management of Alpena LLC
AF,AF410285580,New Outlook,3051 Lowry Ct.,,Kentwood,MI,49512,6165543661,6,"Deming, Amanda"
AH,AH810287412,Superior Woods Healthcare Center,8380 Geddes Rd.,,Ypsilanti,MI,48198,7345477600,26,"SSC Superior Township Operating Company, LLC"
AF,AF700379920,Sunshine Manor,10334 Riley Street,,Zeeland,MI,49424,6163504430,6,"Ansari, David and Ansari, Ashru"
AM,AM410285333,SouthWest AFC,212 56th St. SW,,Wyoming,MI,49548,6165345870,12,"SouthWest AFC, L.L.C."
AS,AS220300456,Safe Haven of Iron Mountain,110 West E Street,,Iron Mountain,MI,49801,9067741449,6,"Brown, James and Berniece"
AF,AF220368292,Safe Haven,108 West E Street,,Iron Mountain,MI,49801,9067741449,6,"Brown, James and Berniece"
AS,AS820290873,Wayne AFC Home,8802 Wayne Rd.,,Romulus,MI,48174,7346298512,5,MAKA SIL & Group Home Inc
AS,AS820289615,"MAKA Group Home, Inc.",4775 W. Outer Dr.,,Detroit,MI,48235,3136466112,6,MAKA SIL & Group Home Inc
AS,AS330264845,Kekeli's Foster Care Home,731 Louisa Street,,Lansing,MI,48911,5178879869,6,Anna Masambaji
AL,AL040293493,Sally's Care Home I,740 St. Onge,,Alpena,MI,49707,9893542401,20,"Bobi Sue, Inc."
AS,AS820293943,Alexandria Home,30101 Grandview,,Inkster,MI,48141,7343654707,5,Midwest AFC Homes Inc.
AS,AS820382166,Abbot Manor,19385 Woodworth Street,,Redford,MI,48239,3139522427,6,Midwest AFC Homes Inc.
AF,AF140293340,Shepherd Home,26232 M-60,,Cassopolis,MI,49031,2694455353,6,Namita and Dilip Samadder
AS,AS510288937,"Sunset Manor Senior AFC, Corp.",11074 Chippewa Hwy,,Bear Lake,MI,49614,2318641121,6,"Sunset Manor Senior AFC, Corp."
AF,AF110290212,Jolly's Home,4886 Kimber Lane,,Berrien Springs,MI,49103,2694711983,6,Jolly Raj
AH,AH760291909,"Stonegate Village Assisted Living, LLC",70 W Argyle Street,,Sandusky,MI,48471,8106489410,73,"Stonegate Village Assisted Living, LLC"
AM,AM040291143,Beacon Home at Ossineke,10685 Spruce Rd,,Ossineke,MI,49766,9894711192,12,"The Country House, LLC"
AM,AM410289650,David's House III,2387 Banner Dr. SW,,Wyoming,MI,49509,6162477861,12,David's House Ministries
AS,AS630298638,The Estates of Rochester Hills II,2086 S. Rochester Rd.,,Rochester Hills,MI,48307,2486089961,6,Caring Hands Home Care;dba Attendant Care of MI
AS,AS250309812,A & M Inc,4064 Sheraton Drive,,Flint,MI,48532,8108207332,6,A & M Inc.
AS,AS330294925,"CBI Rehabilitation Services, Inc.",3320 Westwood,,Lansing,MI,48906,5178865629,6,"CBI Rehabilitation Services, Inc."
AS,AS390295180,"Gull Arbor Senior Living, Inc.",7788 East DE Ave.,,Richland,MI,49083,2696293178,6,"Gull Arbor Senior Living, Inc."
AF,AF210295215,Krantz AFC,529 N 18th St,,Escanaba,MI,49829,9063987021,2,Robert and Deborah Krantz
AS,AS630296212,Ambrosia Villa Bloomfield,721 Ivy Ln.,,Bloomfield,MI,48304,2482076511,6,"A.V. Bloomfield, Inc."
AM,AM410313774,Bergsma AFC LLC # 2,1675 3 Mile Rd. NW,,Walker,MI,49544,6167846197,12,Bergsma AFC LLC
AF,AF700309513,Alval by the Lake,17653 Hiawatha Drive,,Spring Lake,MI,49456,6162962082,6,"Basmayor, Cristina"
AS,AS820297903,Sunshine Home for Special Needs,20000 Vining Road,,New Boston,MI,48164,7347532200,6,Cosma Care Services LLC
AF,AF440303255,"Home Away From Home, AFC",9281 Graves Road,,Silverwood,MI,48760,8103582638,4,"Walleman, April"
AL,AL830309090,Pleasant Lake Lodge North,2035 S. 33 1/2 Mile Road,,Cadillac,MI,49601,2317757366,20,"Pleasant Lake Lodge, Inc."
AS,AS490300190,Pleasant View Portage,W568 Old Portage Trail,,St. Ignace,MI,49781,9066436607,6,"Pleasantview AFC, Inc."
AS,AS110301777,Ferny's Home,7720 Wright Road,,Niles,MI,49120,2696845069,6,"Ferny AFC Home, LLC"
AS,AS630301800,Care Assistant Living,31521 W. Stonewood Ct.,,Farmington,MI,48334,2482543195,6,Care Assistant Living Home Inc.
AS,AS630379750,Care Assisted Living 2,6237 Wynford Drive,,West Bloomfield,MI,48323,2489738425,5,Care Assistant Living Home Inc.
AS,AS630299534,Frenkel AFC Home I,184 Whittemore,,Pontiac,MI,48342,2489817646,6,Frenkel Adult Foster Care Inc.
AL,AL610302645,Walker House AFC,125 Delaware,,Muskegon,MI,49442,2317283102,15,"Walker Jr., Billy"
AM,AM160309297,Hancock Haven Retirement Village,3723 Long Lake Rd.,,Cheboygan,MI,49721,2316258132,12,"Hancock Haven Retirement Village, LLC"
AF,AF110304834,Kathy AFC Home,1622 Lake Street,,Niles,MI,49120,2696845834,6,Albert Sarkar
AS,AS350311823,Harbors Independent Living of East Tawas,1010 Alice Street,,East Tawas,MI,48730,9893624655,6,"Harbor's Independent Living of East Tawas, Inc."
AS,AS410398069,Victory Palace V,904 College Ave. NE,,Grand Rapids,MI,49503,6168813843,6,Ime & Raphael Etuk
AM,AM830387403,Ohana AFC,11530 E 16 Rd,,Manton,MI,49663,2319201621,12,"Shepler, Jordan"
AS,AS330316950,Dansville Country Care,1060 S. Jackson Street,,Dansville,MI,48819,5176230119,6,Dansville Country Care LLC
AM,AM500309965,Wadham Valley I,33255 26 Mile Rd,,Lenox,MI,48048,5862706784,12,D & J Home Care 3 LLC
AS,AS370400088,Kirby's Eagle Point AFC,8114 E. Pickard,,Mt. Pleasant,MI,48858,9894308061,6,Kirby's Adult Foster Care Services Inc.
AS,AS090309994,Lucia House,3958 E Kawkawlin River,,Bay City,MI,48706,9893162838,6,"Lucia Home, LLC"
AM,AM310310003,Hubbell Haven AFC Home,27012 West 21st Street,,Hubbell,MI,49934,9062960041,12,"Garland, Michael"
AS,AS810310408,Birchwood Manor,2106 Camelot,,Ann Arbor,MI,48104,7342165027,6,"Assisted Living, LLC"
AS,AS500315154,Jewel's Place,30911 Clark Street,,New Haven,MI,48048,5867495811,6,"Tamika Jennings, dba, T and C Home Care"
AL,AL410385282,Green Acres of Lowell III,11546 Fulton Street,,Lowell,MI,49331,6169879115,20,"Retirement Living Management of Lowell, LLC"
AF,AF410310837,Barn Swallow Manor,1420 92nd St. SW,,Byron Center,MI,49315,6164468884,6,Valerie Drummond
AS,AS820316567,Grand Style Home Living,2455 W. Grand Street,,Detroit,MI,48238,3137317052,5,Reality Response LLC
AS,AS830316692,Real Care Adult Foster Care L.L.C.,602 White Pine Drive,,Cadillac,MI,49601,2314682823,6,Realcare Adult Foster Care L.L.C.
AS,AS820379793,Heavenly Comfort Too  AFC,15255 Collingham Drive,,Detroit,MI,48205,3134345810,6,Heavenly Comfort LLC
AH,AH500317073,Pomeroy Living Sterling Assisted,2200 15 Mile Road,,Sterling Heights,MI,48310,5865547200,74,Pomkal Sterling Assisted LLC
AS,AS410394051,Texas Manor,1315 Texas St N.W.,,Walker,MI,49544,6168055771,6,"Sakshaug Group Homes, LLC"
AS,AS410317479,Ascension Health AFC,1948 Millbank St. SE,,Grand Rapids,MI,49508,6162590061,6,Fannview AFC LLC
AS,AS250382491,Rose Cottage Senior Living,4146 N State Road,,Davison,MI,48423,8109310550,6,Mission Care LLC
AF,AF410317511,Taylor's Home Care,1505 Morewood Dr. SE,,Grand Rapids,MI,49508,6162471412,4,Thurman Taylor
AF,AF030314952,Mary's Home,3295 Babylon Road,,Allegan,MI,49010,2693551199,6,"Dotson, Mary & Beaumont, Leslie"
AF,AF750314462,Hena's AFC Home,245 E. Michigan Avenue,,Three Rivers,MI,49093,2698583009,6,Hena Mondol
AF,AF410315360,Emmanuel,604 Jefferson Avenue SE,,Grand Rapids,MI,49503,6165894609,6,Tenagne Mengistu
AS,AS110314668,Petrona's Country Home,8948 2nd Street,,Baroda,MI,49101,2694221905,6,"Bodley, Sybil"
AS,AS630315994,D & P Special Needs Center,22223 N. Brandon,,Farmington Hills,MI,48336,2489578076,6,"D & P Specialized Living, Inc."
AS,AS500381557,Genesis Senior Living - Warren,2430 East 13 Mile Rd,,Warren,MI,48092,2482506575,6,"Genesis Senior Care, LLC"
AL,AL800315839,White Oaks Assisted Living - II,300 White Oak Road,,Lawton,MI,49065,2696244811,20,"White Oaks, A Randall Residence"
AS,AS630339746,"Gavin's Fragile Care, LLC",26403 Springland,,Farmington Hills,MI,48334,2488937494,6,"Gavin's Fragile Care, LLC"
AF,AF250326260,Thomas Family Adult AFC,5143 Mellwood Dr.,,Grand Blanc,MI,48507,8106944157,5,Barry LaPeen & Cynthia Palmateer
AL,AL250388977,Marie Manor,3162 Flushing Rd.,,Flint,MI,48504,8104418415,20,"Marie Manor AFC, LLC"
AF,AF810327788,Bake Home,10194 Bunton Road,,Willis,MI,48191,7346465439,3,Debra Bake
AM,AM250318760,Washington AFC 2,1115 Garland Street,,Flint,MI,485038503,8102387464,8,Washington AFC LLC
AH,AH730317973,New Hope Valley,3785 North Center Road,,Saginaw,MI,48603,9894984000,93,"New Hope Partners, L.L.C."
AM,AM250328940,New Beginnings,3902 Cuthbertson,,Flint,MI,48507,8102322215,11,The New Beginnings Manor LLC
AM,AM820336297,Oakdale House,43825 Michigan Ave,,Canton,MI,48188,7347130088,9,"Hegira Health, Inc."
AL,AL280335950,Boardman Lake Glens:  Brigadoon,1456 Brigadoon Crt,,Traverse City,MI,49686,2319330933,20,CP Traverse Bay Leaseco LLC
AL,AL130363312,Grand Vista Of Marshall,208 Winston Drive,,Marshall,MI,49068,5172274055,20,"Grand Vista Living, LLC"
AL,AL370337347,Green Acres Mt. Pleasant I,1805 E. Remus Road,,Mt. Pleasant,MI,48858,9897723456,20,Retirement Living Management of Mt. Pleasant
AS,AS500337345,Golden Haven Foster Home Warren,28740 Roan Drive,,Warren,MI,48093,5868060528,6,Golden Haven Adult Foster Home LLC
AF,AF630339080,Greencastle Family Care,28062 E. Greenmeadow Cir,,Farmington Hills,MI,48334,2489874007,6,Elena Iacoban
AH,AH350338564,Hale Creek Manor,3191 M-65,,Hale,MI,48739,9897281300,43,Hale Area Assisted Living Corporation
AL,AL340338193,Harrison House AFC,532 Harrison Avenue,,Belding,MI,48809,6162443443,20,"Braintree Management, Inc."
AS,AS730338751,Home Away From Home AFC,1122 Hoyt St.,,Saginaw,MI,48601,9892132251,6,Tricia Pratt
AS,AS700344860,Benjamin's Hope - Home 6,2993 Grace Circle,,Holland,MI,49424,6163996293,6,Benjamin's Hope
AS,AS700363714,Benjamin's Hope - Home 3,2999 Grace Circle,,Holland,MI,49424,6163996293,6,Benjamin's Hope
AS,AS460338821,All Care @Life's Junction,113 LaFayette Street,,Hudson,MI,49247,5173066187,6,"All Care, Inc."
AS,AS110362299,Sara's,8825 Meadow Lane,,Berrien Springs,MI,49103,2694876916,5,"Sylva Villas, L.L.C."
AH,AH780364157,The Meadows,245 N. Caledonia Drive,,Owosso,MI,48867,9897208823,61,"Memorial Assisted Living, LLC"
AS,AS250353604,Lakeside Park AFC,1526 W. Court,,Flint,MI,48053,8102336696,6,"Precious Places, LLC"
AF,AF110360803,Alex AFC Home,706 Hickory Street,,Niles,MI,49120,2693405959,6,Flora Shilu
AL,AL780360986,Lodge of Durand MC South,8800 E. Monroe Road,,Durand,MI,48429,9892886561,20,"The Lodge of Durand Memory Care, LLC"
AM,AM460389110,Maple City Assisted Living,518 State Street,,Adrian,MI,49221,5174422161,12,"Country House Care, L.L.C."
XH,XH170396001,Freighter View Assisted Living,605 West Portage Ave.,,Sault Ste. Marie,MI,49783,9066356002,50,Freighter View Assited Living
AL,AL620366250,Green Acres of Fremont,801 E. Main Street,,Fremont,MI,49412,2313352060,20,Retirement Living Management of Fremont LLC
AH,AH410343036,Emerald Meadows,6117 Charlevoix Woods Ct.,,Grand Rapids,MI,495468505,6169542366,60,"Providence Operations, LLC"
AM,AM410360748,Key Assisted Living,851 Turner NW,,Grand Rapids,MI,49504,6163509008,12,Key Assisted Living LLC
AS,AS820347171,Sunshine Homes,27287 Stanford,,Inkster,MI,48141,3135613146,6,Sunshine Homes 2 LLC
AS,AS280379331,NeuroRestorative Michigan-East Bay South,3205 Supply Rd.,,Traverse City,MI,49696,2319320413,6,"Center For Comprehensive Services, Inc."
AF,AF630375493,"Emmanuel Community Living House, Inc.",5864 Seville Circle,,Orchard Lake,MI,48324,2482217769,6,Silvia Turcas
AL,AL300352081,Maple Ridge Farms Assisted Living,14831 Beecher Road,,Hudson,MI,49247,5177406688,15,"Maple Ridge Farms Assisted Living, LLC"
AH,AH500367787,Orchard Grove Health Campus,71150 Orchard Crossing Ln,,Romeo,MI,48065,5863360102,38,"Trilogy Healthcare of Romeo, LLC"
AS,AS820360626,Orchard AFC Home,73 Orchard,,Ecorse,MI,48229,3137224530,4,Orchard AFC Home
AS,AS820385603,Susie's House,1758 Helen,,Detroit,MI,48207,3133554716,6,Prevision Withstanding
AS,AS820384497,Dunning II,26125 Dunning,,Inkster,MI,48141,3135589607,5,Infinity Care LLC
AM,AM570363712,Morning Glory Adult Foster Care LLC,1266 N. Forward Road,,Lake City,MI,49651,2318391131,12,Morning Glory Adult Foster Care LLC
AS,AS630377781,Barrett Regency Inc,5101 N. Rochester,,Rochester,MI,48306,2484946719,6,"Barrett Regency, Inc."
AH,AH520364507,"Teal Lake Senior Living Community, Inc",290 W. Water Street,,Negaunee,MI,49866,9064010511,46,"Teal Lake Senior Living Community, Inc"
AS,AS120377744,"Unity Group IV, LLC",126 Gail Ann Drive,,Coldwater,MI,49036,5179241457,6,"Unity Group IV, LLC"
AS,AS630387131,Heartfelt Hawthorne Home,22430 Hawthorne St,,Farmington,MI,48336,8003793860,6,"Heartfelt Residential Care, LLC"
AH,AH630387151,Cedarbrook Of Rochester,790 Letica Drive,,Rochester,MI,48307,2485836020,85,"CSL Rochester Master Operator, LLC"
AF,AF750385328,Miracle AFC Home,402 West Street,,Three Rivers,MI,49093,9092773903,6,Manoshi Moni Baroya
AS,AS630399606,Absolute 5,7405 Cornwall Ct,,West Bloomfield,MI,48322,2482526310,6,"Absolute Care, LLC"
AS,AS470386846,"Arrowhead Manor, LLC",5269 Navajo Trail,,Pinckney,MI,48169,8103551536,6,"Arrowhead Manor, LLC"
AS,AS820386977,Akwaaba House,2633 Calvert,,Detroit,MI,48206,3138267411,5,"Jabez Recovery Management Services, Inc."
AS,AS630383028,New Heights Assisted Living,9402 Michigamme Road,,Clarkston,MI,48348,2486607014,6,"New Heights Assisted Living, LLC"
AM,AM570388583,Quiet Creek AFC,292 E Falmouth Rd,,Falmouth,MI,49632,2318260020,12,"Prevailing Grace, LLC"
AH,AH630396969,Blossom Springs,3215 Silverbell Rd.,,Oakland Twp,MI,48306,2483409400,56,"Blossom Ridge, LLC"
AS,AS410388045,LA Benediction,5035 Marwood Court SE,,Kentwood,MI,49508,6164324106,5,LA Benediction CO LLC
AS,AS380387560,Island Estates Senior Care LLC,490 Island Drive,,Grass Lake,MI,49240,5177955193,6,Island Estates Senior Care LLC
AS,AS470389158,Grace Pointe Assisted Living,1575 Kellogg,,Brighton,MI,48114,8105225753,6,Grace Pointe Assisted Living LLC
AS,AS380389161,Senior Moments Assisted Living,3200 Horton Rd,,Jackson,MI,49203,5179173988,6,Lena Faling
AS,AS630389499,Suncrest Senior Living,25390 Wixom Rd,,Novi,MI,48374,2482075378,6,"Suncrest Senior Living, LLC"
AS,AS730381437,Courtneys CARE,1006 Congress Ave,,Saginaw,MI,48602,9894018962,5,Courtney Martin-Darby
AS,AS340398815,Thompson,9625 Thompson Road,,Lake Odessa,MI,48849,4194391218,6,"New Hope Group Home, LLC"
AS,AS160382145,Cleveland,445 Cleveland St.,,Cheboygan,MI,49721,2316274405,6,Community Home & Health Services LLC
AS,AS820381048,Nellie's Place,117 Massachusetts Street,,Highland Park,MI,48203,3137367824,5,"Nellie's Place, LLC"
AS,AS390380979,Mercy Homes Assisted Living,2901 Asbury St.,,Kalamazoo,MI,49048,8177816512,6,Mercy Homes Assisted Living LLC
AS,AS800384551,Mills Haus,303 Cemetery Road,,Bangor,MI,49013,2694271084,3,"Our Haus, Inc."
AS,AS750385878,Lynn AFC Home,815 West Street,,Three Rivers,MI,49093,2404233517,6,Snehlata Singh
AH,AH330386131,Robinwood Landing Alzheim,1634 Lake Lansing Road,,Lansing,MI,48912,5172033044,66,"Lansing Care Group, LLC"
AH,AH250382918,The Pines Of Burton Memory - South,5340 Davison Road,,Burton,MI,48509,8107438520,23,"Premier Operating Burton MC South, LLC"
AH,AH190401909,Vista Springs Imperial Park at Timber Ridge,16260 Park Lake Road,,East Lansing,MI,48823,5173392322,40,"IP Vista Springs Timber Ridge Opco, LLC"
AS,AS330406492,Ebenezer AFC,1516 Vermont Ave,,Lansing,MI,48906,4046187856,3,Yewande Okubanjo
AS,AS160396035,Kennedy Farms,1031 Woiderski Rd,,Cheboygan,MI,49721,2314457059,6,KnL Services LLC
AF,AF800384257,Wrzesinski Family Home,56221 CR 384,,Grand Junction,MI,49056,2697674973,6,Kimberly  and  Kaylee Wrzesinski
AS,AS820383893,Detroit Family Home,17180 Indiana St.,,Detroit,MI,48221,3132707751,6,"Detroit Family Home, INC."
AL,AL500388683,Meadows Assisted Living II,75 North Avenue,,Mt. Clemens,MI,48043,5864612882,20,"Meadows Assisted Living, Inc."
AM,AM250390141,Tranquility House AFC,2039 Clifford Street,,Flint,MI,48503,8106105942,11,"Pressley, Cassandra"
AL,AL250382983,The Pines Of Goodrich Memory,8119 S State Road,,Goodrich,MI,48438,8102440694,20,"Premier Operating Goodrich MC, LLC"
AL,AL060380538,Eden Fields  Memory Care,3567 Deep River Rd.,,Standish,MI,48658,9897183117,20,Eden Fields Assisted Living And Memory Care
AS,AS810405342,Memory Lane Stoneham,8253 Stoneham Drive,,Ypsilanti,MI,48197,7347074039,6,Memory Lane LLC
AS,AS820390308,Rosetta's Bella Casa,18213 Yorkshire,,Riverview,MI,48193,7342507199,6,Rose Of Sharon LLC
AF,AF830385277,"BEAM Of Hope, LLC",8376 S 27 Rd,,Cadillac,MI,49601,2319202096,6,"Smith, Brenda"
AL,AL250387323,Maple Place,1132 East Maple Avenue,,Flint,MI,48507,8105693673,18,Lisa Lowell
AH,AH380381401,Brightside Assisted Living & Memory Care,2388 Robinson Road,,Jackson,MI,49203,5177874150,38,Brightside Assisted Living LLC
AF,AF820389964,Kim's Comforts Of Home,32477 Six Mile Rd,,Livonia,MI,48152,3139520945,4,Kimberly Bishop
AF,AF250382605,Yenglin Home,3252 Field Road,,Clio,MI,48420,8105643460,6,"Yenglin, Lisa"
AL,AL250382511,Hampton Manor Davison 2,10222 Lapeer Road,,Davison,MI,48423,8107775050,20,Investors Lands Holding LLC
AS,AS250385628,Pal's Place,5336 E Court St S,,Burton,MI,48509,8109380018,6,"Pal's Place, LLC"
AL,AL500382676,The Villages Community,22570 Main Street,,Armada,MI,48005,5864733227,20,"Rhema-Armada Village Operating, LLC"
AS,AS630390815,Essence Memory Care LLC,20800 Chigwidden St,,Northville,MI,48167,2483089607,6,Colleen Cassidy AND Caroline Anderson
AS,AS390401226,RoseDiri Care Facility,1223 Cobblestone Ln,,Portage,MI,49024,2694148013,6,"Precious Care Assisted Living, LLC"
AM,AM380392461,Victorian Rose Assisted Living,5585 Brooklyn Rd,,Jackson,MI,49201,5177644163,8,Westgate Holdings LLC
AH,AH290406205,Arbor Grove Assisted Living & Memory Care,1320 Pine Avenue,,Alma,MI,48801,9894633074,62,"Senior Living Arbor Grove, LLC"
