Facility Number,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,First Name Administrator,Last Name Administrator,Certification,Certification,Capacity,Alzheimer's SCU,DMH Licensed,Facility Phone Number,Facility Fax Number,Region,Facility Mailing Address,Facility Mailing City,Facility Mailing Zip,Operator Name,Operator Type
27358,N,ALF**,THE OAKS RETIREMENT COMMUNITY,127 HAMLET ROAD,BRANSON,65616-7746,TANEY,AMY,TUCKER,,,30,NO,FALSE,(417) 239-1112,(417) 336-0975,1,127 HAMLET ROAD,BRANSON,65616-7746,PEAK SENIOR LIVING LLC,LIMITED LIABILITY COMPANY
27367,A,SNF,ABBEY SENIOR HEALTH,206 NORTH MAIN ST,O'FALLON,63366-2299,SAINT CHARLES,CHRIS,BROWN,Medicare/Medicaid,265839,55,No,FALSE,(636) 240-5754,6362404324,5,206 NORTH MAIN ST,O'FALLON,63366-2299,"MOUNT CARMEL COMMUNITIES-O'FALLON, LLC",LIMITED LIABILITY COMPANY
27548,M,ALF,COUNTRY LIVING ASSISTED LIVING,2820 NORTH MAIN ST,MOUNTAIN GROVE,65711-1403,WRIGHT,DEANNA,THOMPSON,,,40,No,FALSE,(417) 926-1955,4179261951,1,2820 NORTH MAIN ST,MOUNTAIN GROVE,65711-1403,COUNTRY LIVING CARE HOMES LLC,LIMITED LIABILITY COMPANY
27570,A,SNF,ABERDEEN HEIGHTS,505 COUCH AVE,KIRKWOOD,63122-5536,SAINT LOUIS COUNTY,LILY,LANDY,Medicare/Medicaid,265841,38,No,FALSE,(314) 909-6000,3149096001,7,505 COUCH AVE,KIRKWOOD,63122-5536,"ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES, INC",NOT FOR PROFIT CORPORATION
27570,B,ICF,ABERDEEN HEIGHTS,505 COUCH AVE,KIRKWOOD,63122-5536,SAINT LOUIS COUNTY,LILY,LANDY,,,16,Yes,FALSE,(314) 909-6000,3149096001,7,505 COUCH AVE,KIRKWOOD,63122-5536,"ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES, INC",NOT FOR PROFIT CORPORATION
27570,N,ALF**,ABERDEEN HEIGHTS,505 COUCH AVE,KIRKWOOD,63122-5536,SAINT LOUIS COUNTY,LILY,LANDY,,,36,No,FALSE,(314) 909-6000,3149096001,7,505 COUCH AVE,KIRKWOOD,63122-5536,"ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES, INC",NOT FOR PROFIT CORPORATION
27620,C,RCF*,"HAVEN, THE",614 SOUTH BY-PASS,KENNETT,63857-3240,DUNKLIN,GINA,STOVERINK,,,64,No,TRUE,(573) 888-1201,5738880114,2,612 SOUTH BY-PASS,KENNETT,63857-3240,"KENNETT RESIDENTIAL CARE FACILITY II, INC",PROFIT CORPORATION
27659,N,ALF**,"VICTORIAN PLACE OF WASHINGTON, RESIDENTIAL CARE BY AMERICARE",2800 RABBIT TRAIL DR,WASHINGTON,63090-6737,FRANKLIN,JOSEPH,SUTTERER,,,48,No,FALSE,(636) 390-9500,6363909505,6,2800 RABBIT TRAIL DR,WASHINGTON,63090-6737,"AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC",LIMITED LIABILITY COMPANY
27755,N,ALF**,DOLAN MEMORY CARE AT CALAIS,1225 TENNANT RD,SAINT LOUIS,63146-5523,SAINT LOUIS CITY,TONI,DEWHIRST,,,44,Yes,FALSE,(314) 569-9060,3145699085,7,1225 TENNANT RD,SAINT LOUIS,63146-5523,"CURA, INC",PROFIT CORPORATION
27793,M,ALF,GARDEN VILLAS OF O'FALLON,7092 SOUTH OUTER 364 ROAD,O'FALLON,63368-7757,SAINT CHARLES,KAREN,DUNN,,,95,No,FALSE,(636) 240-5560,6362404995,5,7092 SOUTH OUTER 364 RD,O'FALLON,63368-7757,"GARDEN VILLAS OF O'FALLON, LLC",LIMITED LIABILITY COMPANY
27826,N,ALF**,GARDEN PLAZA OF FLORISSANT,1101 GARDEN PLAZA DR,FLORISSANT,63033-2269,SAINT LOUIS COUNTY,CINDY,EMCH,,,102,YES,FALSE,(314) 831-0988,3148311465,7,1101 GARDEN PLAZA DR,FLORISSANT,63033-2269,"FLORISSANT RETIREMENT INVESTORS, LLC",LIMITED LIABILITY COMPANY
27914,N,ALF**,ARBORS AT WESTBROOK TERRACE-ALZHEIMER'S ASSISTED LIVING BY AMERICARE,3409 NORTH 10 MILE DR,JEFFERSON CITY,65109-0530,COLE,CARRIE ANN,JOHNSON,,,26,Yes,FALSE,(573) 556-5648,5736352717,6,3409 NORTH 10 MILE DR,JEFFERSON CITY,65109-0530,"JEFFERSON CITY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
27986,D,RCF,VALLEY PARK RETIREMENT CENTER,355 KAREN DR,HOLTS SUMMIT,65043-2519,CALLAWAY,JENNIFER,OTTO,,,22,No,FALSE,(573) 896-0208,5738960298,6,355 KAREN DR,HOLTS SUMMIT,65043-2519,"PCH MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
28019,N,ALF**,MEADOW RIDGE SENIOR LIVING,521 MEADOW RIDGE LN,MOBERLY,65270-4550,RANDOLPH,LORNA,MILES,,,57,No,FALSE,(660) 263-0550,6602637085,5,521 MEADOW RIDGE LANE,MOBERLY,65270-4550,"CSL-MOBERLY, LLC",LIMITED LIABILITY COMPANY
28026,N,ALF**,VILLAGE CENTER CARE OF WENTZVILLE,909 E PITMAN AVE,WENTZVILLE,63385-1818,SAINT CHARLES,GREGORY,GETTMAN,,,22,No,FALSE,(636) 219-3114,(636) 327-3904,5,909 E PITMAN AVE,WENTZVILLE,63385-1818,"VILLAGE CENTER CARE OF WENTZVILLE, LLC",LIMITED LIABILITY COMPANY
28065,N,ALF**,"ARBORS AT VICTORIAN PLACE OF WASHINGTON, MEMORY CARE ASSISTED LIVING BY AMERICARE, THE",2701 RABBIT TRAIL DR,WASHINGTON,63090-6711,FRANKLIN,JOSEPH,SUTTERER,,,32,Yes,FALSE,(636) 390-0011,6363900013,6,2701 RABBIT TRAIL DR,WASHINGTON,63090-6711,"AMERICARE AT VICTORIAN MANOR OF WASHINGTON, LLC",LIMITED LIABILITY COMPANY
28129,N,ALF**,ADDINGTON PLACE OF SHOAL CREEK,9601 NORTH TULLIS DR,KANSAS CITY,64157-7890,CLAY,LINDA,HUNT,,,88,Yes,FALSE,(816) 407-9667,6782970384,4,9601 NORTH TULLIS DR,KANSAS CITY,64157-7890,"ARHC SCKCYMO01 TRS, LLC",LIMITED LIABILITY COMPANY
28136,N,ALF**,ADDINGTON PLACE OF LEE'S SUMMIT,2160 SE BLUE PARKWAY,LEE'S SUMMIT,64063-1007,JACKSON,ERICA,RUNYON,,,88,Yes,FALSE,(816) 554-0101,6782970384,3,2160 SE BLUE PARKWAY,LEE'S SUMMIT,64063-1007,"ARHC LSSMTMO01 TRS, LLC",LIMITED LIABILITY COMPANY
28149,N,ALF**,BROOKDALE WEST COUNTY,785 HENRY AVE,BALLWIN,63011-2736,SAINT LOUIS COUNTY,ANGELA,SWEET,,,98,Yes,FALSE,(636) 527-5700,6365275701,7,785 HENRY AVE,BALLWIN,63011-2736,"VB BALLWIN SH, LLC",LIMITED LIABILITY COMPANY
28184,N,ALF**,WESTVIEW AT ELLISVILLE ASSISTED LIVING,27 REINKE RD,ELLISVILLE,63021-4734,SAINT LOUIS COUNTY,CAROLINE,CATTINARI,,,99,Yes,FALSE,(636) 527-5554,6365275571,7,27 REINKE RD,ELLISVILLE,63021-4734,"S-K ELLISVILLE, LLC",LIMITED LIABILITY COMPANY
28191,N,ALF**,COLONY POINTE-ASSISTED LIVING BY AMERICARE,1510 CHAPEL HILL RD,COLUMBIA,65203-5457,BOONE,ONEVA,MCCLENDON,,,59,Yes,FALSE,(573) 234-1193,,6,1510 CHAPEL HILL RD,COLUMBIA,65203-5457,"AMERICARE AT COLONY POINTE ASSISTED LIVING, LLC",PROFIT CORPORATION
28242,N,ALF**,SUNRISE OF WEBSTER GROVES,45 EAST LOCKWOOD,SAINT LOUIS,63119-3050,SAINT LOUIS COUNTY,BEVERLY,RECTOR,,,90,Yes,FALSE,(314) 918-7300,3149187303,7,45 EAST LOCKWOOD,SAINT LOUIS,63119-3050,WELLTOWER OPCO GROUP LLC,LIMITED LIABILITY COMPANY
28295,N,ALF**,CEDARHURST OF SPRINGFIELD,1146 EAST LAKEWOOD ST,SPRINGFIELD,65810-2614,GREENE,MICHAEL,COX,,,66,Yes,FALSE,(417) 885-9050,4178859034,1,1146 E LAKEWOOD ST,SPRINGFIELD,65810-2614,"MAPLE WOOD MANAGEMENT MO, LLC",LIMITED LIABILITY COMPANY
28426,M,ALF,ADVANCE ASSISTED LIVING,252 PAYTON PLACE,ADVANCE,63730-7251,STODDARD,DEBBIE,NEWMAN,,,44,No,FALSE,(573) 722-5200,5737223239,2,PO BOX 790,ADVANCE,63730-0790,"ADVANCE MISSOURI HEALTH CARE, LLC",LIMITED LIABILITY COMPANY
28446,N,ALF**,SOUTHVIEW ASSISTED LIVING,9916 REAVIS ROAD,AFFTON,63123-5314,SAINT LOUIS COUNTY,DENISE,NIEMANN,,,116,Yes,FALSE,(314) 544-4440,3145444460,7,9916 REAVIS RD,AFFTON,63123-5314,"REAVIS SL OPERATOR, LLC",LIMITED LIABILITY COMPANY
28451,D,RCF,"WAGNER RESIDENTIAL CARE, INC",320 N CHAMBER DR,FREDERICKTOWN,63645-7947,MADISON,TEENA,WAGNER,,,40,No,TRUE,(573) 783-4511,5737834513,2,320 N CHAMBER DR,FREDERICKTOWN,63645-7947,"WAGNER RESIDENTIAL CARE, INC",PROFIT CORPORATION
28552,N,ALF**,SPRING MANOR,3610 PALM ST,SAINT LOUIS,63107-2505,SAINT LOUIS CITY,ALI,CHAUDHRY,,,94,No,TRUE,(314) 533-3111,3145333120,7,3610 PALM ST,SAINT LOUIS,63107-2505,"NEELUM, LLC",LIMITED LIABILITY COMPANY
28635,N,ALF**,MAPLEBROOK-ASSISTED LIVING BY AMERICARE,520 MAPLE VALLEY DR,FARMINGTON,63640-1981,SAINT FRANCOIS,CHRISTY,BARTON,,,61,Yes,FALSE,(573) 756-2777,(573) 756-1043,2,520 MAPLE VALLEY DR,FARMINGTON,63640-1981,"AMERICARE AT MAPLEBROOK ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
28782,N,ALF**,"FREMONT SENIOR LIVING, THE",1520 EAST BATES ST,SPRINGFIELD,65804-8401,GREENE,CHRISTY,KAY,,,72,Yes,FALSE,(417) 881-0500,(417) 501-8610,1,1520 EAST BATES ST,SPRINGFIELD,65804-8401,"HS FUND FREMONT TRS, LLC",LIMITED LIABILITY COMPANY
28804,N,ALF**,LA BONNE MAISON-ASSISTED LIVING BY AMERICARE,226 PLAZA DR,SIKESTON,63801-5105,SCOTT,DANIELLE,CRAVENS,,,30,No,FALSE,(573) 472-2546,(573) 481-0457,2,226 PLAZA DR,SIKESTON,63801-5105,"AMERICARE AT LABONNE MAISON ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
28815,N,ALF**,"LODGE, THE",542 STATE ROAD DD,FAYETTE,65248-9658,HOWARD,LEIGH,HILDERBRAND,,,40,No,TRUE,(660) 248-2277,6602483699,5,542 STATE RD DD,FAYETTE,65248-9658,"HANK VENTURES, INC",PROFIT CORPORATION
28861,N,ALF**,WEXFORD PLACE ASSISTED LIVING AND MEMORY SUPPORT BY SENIOR STAR,6460 NORTH COSBY AVE,KANSAS CITY,64151-2377,PLATTE,MARSHA,RUFENER,,,98,Yes,FALSE,(816) 587-5400,8165875411,4,6460 NORTH COSBY AVE,KANSAS CITY,64151-2377,"GEMINI KC LAND, LLC",LIMITED LIABILITY COMPANY
28930,N,ALF**,GARDEN VILLAS NORTH,4505 PARKER ROAD,BLACK JACK,63033-4268,SAINT LOUIS COUNTY,PATTY,O'LEARY-BAY,,,90,No,FALSE,(314) 355-6100,3143551463,7,4505 PARKER RD,BLACK JACK,63033-4268,"GARDEN VILLAS NORTH, LLC",LIMITED LIABILITY COMPANY
28964,M,ALF,GARDEN VILLAS SOUTH,13457 TESSON FERRY RD,SAINT LOUIS,63128-4010,SAINT LOUIS COUNTY,MICHELLE,MILLER,,,76,No,FALSE,(314) 843-7788,3148437845,7,13457 TESSON FERRY RD,SAINT LOUIS,63128-4010,"GARDEN VILLAS OF SOUTH COUNTY, INC",PROFIT CORPORATION
28978,N,ALF**,GARDEN VILLAS,13590 SOUTH OUTER 40 RD,TOWN AND COUNTRY,63017-5823,SAINT LOUIS COUNTY,VICTORIA M,BUSSO,,,46,No,FALSE,(314) 434-2520,3144344223,7,13590 SOUTH OUTER 40 RD,TOWN AND COUNTRY,63017-5823,"DOUBLE G LAND CO, LLC",LIMITED LIABILITY COMPANY
28997,N,ALF**,LAKE GEORGE ASSISTED LIVING,5000 EAST RICHLAND ROAD,COLUMBIA,65201-9606,BOONE,ANNE B,REEVES,,,10,No,FALSE,(573) 442-0577,(573) 441-0822,6,5000 EAST RICHLAND RD,COLUMBIA,65201-9606,"LAKE GEORGE ESTATES, LLC",LIMITED LIABILITY COMPANY
29016,N,ALF**,PARK PLACE II,2000 BOARDWALK PLACE DR,O'FALLON,63368-3901,SAINT CHARLES,KATHLEEN,STEGE,,,80,No,FALSE,(636) 695-4360,(636) 695-4351,5,2000 BOARDWALK PLACE DR,O'FALLON,63368-3901,CHP O'FALLON MO TENANT CORP,PROFIT CORPORATION
29020,N,ALF**,PRIMROSE RETIREMENT COMMUNITY OF KANSAS CITY,8559 NORTH LINE CREEK PARKWAY,KANSAS CITY,64154-2100,PLATTE,JUDY,CARLSON,,,44,No,FALSE,(816) 468-8282,8164688283,4,8559 NORTH LINE CREEK PARKWAY,KANSAS CITY,64154-2100,"PRIMROSE SENIOR HOLDINGS, LLC",LIMITED LIABILITY COMPANY
29067,M,ALF,CHESTERFIELD VILLAS,14901 N OUTER 40 RD,CHESTERFIELD,63017-6034,SAINT LOUIS COUNTY,KIM,LIEFER,,,52,No,FALSE,(636) 532-9296,6365320551,7,14901 N OUTER 40 RD,CHESTERFIELD,63017-6034,"CHESTERFIELD VILLAS, LLC",LIMITED LIABILITY COMPANY
29077,A,SNF,COMMUNITIES OF WILDWOOD RANCH,3222 SOUTH JOHN DUFFY DR,JOPLIN,64804-1569,JASPER,MANDY,KINSLEY,Medicare/Medicaid,265848,120,No,FALSE,(417) 621-0175,4176210177,1,3222 SOUTH JOHN DUFFY DR,JOPLIN,64804-1569,"JOPLIN #1, INC",PROFIT CORPORATION
29084,N,ALF**,MCCRITE PLAZA AT BRIARCLIFF ASSISTED LIVING,1201 NW TULLISON RD,KANSAS CITY,64116-2639,CLAY,STEPHEN,PARROTT,,,138,Yes,FALSE,(816) 888-7930,(816) 437-9365,4,1201 NW TULLISON RD,KANSAS CITY,64116-2639,"McCRITE PLAZA AT BRIARCLIFF, LLC",LIMITED LIABILITY COMPANY
29084,A,SNF,MCCRITE PLAZA AT BRIARCLIFF SKILLED NURSING,1301 TULLISON ROAD,KANSAS CITY,64116-2640,CLAY,ANGELA,HULLINGER,Medicare,265869,80,No,FALSE,(816) 888-7930,8164379365,4,1201 NW TULLISON ROAD,KANSAS CITY,64116-2639,"McCRITE PLAZA AT BRIARCLIFF, LLC",LIMITED LIABILITY COMPANY
29258,N,ALF**,VILLAGE ASSISTED LIVING,1701 NW O'BRIEN RD,LEE'S SUMMIT,64081-1559,JACKSON,ANTHONY,COLUMBATTO,,,50,Yes,FALSE,(816) 347-2700,8162518090,3,1701 NW O'BRIEN RD,LEE'S SUMMIT,64081-1559,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION
29304,N,ALF**,BROOKDALE WORNALL PLACE,501 WEST 107TH ST,KANSAS CITY,64114-5919,JACKSON,SARAH,ODAMAH,,,68,No,FALSE,(816) 941-7777,8169419315,3,501 WEST 107TH ST,KANSAS CITY,64114-5919,"BLC KANSAS CITY-GC, LLC",LIMITED LIABILITY COMPANY
29351,A,SNF,SILVERSTONE PLACE,2735 EAGLESON DR,ROLLA,65401-8384,PHELPS,LILLIAN,ZUMWALT,Medicare/Medicaid,265851,110,No,FALSE,(573) 426-6200,5734266050,6,2735 EAGLESON DR,ROLLA,65401-8384,"SILVERSTONE SNF, LLC",LIMITED LIABILITY COMPANY
29396,N,ALF**,"ARBORS AT MOUNT CARMEL, THE",723 FIRST CAPITOL DR,SAINT CHARLES,63301-2729,SAINT CHARLES,BRENT,GLOVER,,,30,No,FALSE,(636) 946-4140,6369461104,5,723 FIRST CAPITOL DR,SAINT CHARLES,63301-2729,"MOUNT CARMEL COMMUNITIES, LLC",LIMITED LIABILITY COMPANY
29435,N,ALF**,"FOUNTAINS OF WEST COUNTY AL, LLC  THE",15822 CLAYTON RD,ELLISVILLE,63011-2240,SAINT LOUIS COUNTY,MARY,GRODEON,,,80,Yes,FALSE,(636) 220-1660,(636) 220-1683,7,15822 CLAYTON RD,ELLISVILLE,63011-2240,"FOUNTAINS OF WEST COUNTY AL, LLC (THE)",LIMITED LIABILITY COMPANY
29440,N,ALF**,CREVE COEUR ASSISTED LIVING AND MEMORY CARE,693 DECKER LN,CREVE COEUR,63141-7127,SAINT LOUIS COUNTY,WILLIAM,TOWELL,,,110,Yes,FALSE,(314) 997-4532,3149932902,7,693 DECKER LANE,CREVE COEUR,63141-7127,"CREVE COEUR OPERATOR, LLC",LIMITED LIABILITY COMPANY
29519,N,ALF**,BENTON HOUSE OF TIFFANY SPRINGS,5901 NW 88TH ST,KANSAS CITY,64154-1607,PLATTE,WENDY,NEWBURGH,,,80,Yes,FALSE,(816) 505-4555,8164926775,4,5901 NW 88TH ST,KANSAS CITY,64154-1607,"TIFFANY SLP, LLC",LIMITED LIABILITY COMPANY
29544,N,ALF**,OAK POINTE OF MARYVILLE,817 SOUTH COUNTRY CLUB DR,MARYVILLE,64468-1477,NODAWAY,THOMAS,BEATTIE,,,55,Yes,FALSE,(660) 562-2799,6605622797,4,817 SOUTH COUNTRY CLUB DR,MARYVILLE,64468-1477,"MARYVILLE, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY
29639,N,ALF**,HAROLD AND LOUISE ASSISTED LIVING,135 COMMUNICATION DR,HANNIBAL,63401-3670,MARION,MARCUS,WASHINGTON,,,47,No,TRUE,(573) 221-1189,5732216705,5,135 COMMUNICATION DR,HANNIBAL,63401-3670,"HRW, INC",PROFIT CORPORATION
29674,N,ALF**,SUNNYHILL INDEPENDENCE CENTER,3343 ARMBRUSTER ROAD,DE SOTO,63020-4506,JEFFERSON,MEGAN CLAIRE,SHOULTS,,,32,No,TRUE,(636) 586-2188,6365862189,2,3343 ARMBRUSTER RD,DE SOTO,63020-4506,"SUNNY HILL, INC",NOT FOR PROFIT CORPORATION
29697,N,ALF**,PRIMROSE RETIREMENT COMMUNITY OF JEFFERSON CITY,1214 FREEDOM BLVD,JEFFERSON CITY,65109-0082,COLE,SANDY,KLIEGEL,,,45,No,FALSE,(573) 634-5408,(573) 556-6175,6,1214 FREEDOM BLVD,JEFFERSON CITY,65109-0082,"JEFFERSON CITY RETIREMENT, LLC",LIMITED LIABILITY COMPANY
29711,N,ALF**,OAK RIDGE ASSISTED LIVING,403 CRISPIN ST,RICHMOND,64085-1212,RAY,CHRISTOPHER S,BROWN,,,55,Yes,FALSE,(816) 776-3435,(816) 615-6126,4,403 CRISPIN ST,RICHMOND,64085-1212,SENIOR CITIZENS NURSING HOME DISTRICT OF RAY COUNTY,NURSING HOME DISTRICT
29729,N,ALF**,BENTON HOUSE OF BLUE SPRINGS,1701 NW JEFFERSON ST,BLUE SPRINGS,64015-7229,JACKSON,KIMBERLY,DAVIS,,,95,Yes,FALSE,(816) 224-2727,(816) 998-7450,3,1701 NW JEFFERSON ST,BLUE SPRINGS,64015-7229,"CENTERPOINT SLP, LLC",LIMITED LIABILITY COMPANY
29803,N,ALF**,OAK POINTE OF KEARNEY,200 MEADOWBROOK DR,KEARNEY,64060-8788,CLAY,ERIN K,WINSTEAD,,,55,Yes,FALSE,(816) 628-0075,8166354164,4,200 MEADOWBROOK DR,KEARNEY,64060-8788,"KEARNEY, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY
29874,N,ALF**,CEDARHURST OF COLUMBIA,2333 CHAPEL HILL RD,COLUMBIA,65203-1537,BOONE,BAILEY,DEVORE,,,127,Yes,FALSE,(573) 234-1091,5732341071,6,2333 CHAPEL HILL RD,COLUMBIA,65203-1537,"CH COLUMBIA MANAGEMENT MO, LLC",LIMITED LIABILITY COMPANY
29889,N,ALF**,VILLAGES OF ST PETERS MEMORY CARE,5300 EXECUTIVE CENTER PARKWAY,SAINT PETERS,63376-3182,SAINT CHARLES,DEBRA,TAPPE,,,60,Yes,FALSE,(636) 477-6955,6364776940,5,5300 EXECUTIVE CENTER PARKWAY,SAINT PETERS,63376-3182,"ST PETERS MEMORY CARE OPERATIONS, LLC",LIMITED LIABILITY COMPANY
29896,N,ALF**,BENTON HOUSE OF RAYMORE,2100 JOHNSTON DR,RAYMORE,64083-8122,CASS,CAROL,RIGSBY,,,95,Yes,FALSE,(816) 322-2111,(816) 974-2933,3,2100 JOHNSTON DR,RAYMORE,64083-8122,"RAYMORE SLP, LLC",LIMITED LIABILITY COMPANY
29917,N,ALF**,"PARKWAY SENIOR LIVING, THE",550 NE NAPOLEON DR,BLUE SPRINGS,64014-5403,JACKSON,KAYATANA,BURRAGE,,,72,Yes,FALSE,(816) 228-8866,8162243813,3,550 NE NAPOLEON DR,BLUE SPRINGS,64014-5403,"BLUE SPRINGS SENIOR HOUSING I OPCO, LLC",LIMITED LIABILITY COMPANY
29933,A,SNF,MCCLAY SENIOR CARE,3801 MCCLAY ROAD,SAINT PETERS,63376-7327,SAINT CHARLES,JENNIFER,GETTMAN,Medicare/Medicaid,265875,60,No,FALSE,(636) 244-3323,6362444431,5,3801 MCCLAY ROAD,SAINT PETERS,63376-7327,MCCLAY HEALTH AND REHAB LLC,LIMITED LIABILITY COMPANY
29947,N,ALF**,SKYLINE ASSISTED LIVING LLC,100 HARD ROCK RD DR,VAN BUREN,63965-,CARTER,JEFF,NEWMAN,,,24,No,TRUE,(573) 323-2108,5733232110,2,PO BOX 780,VAN BUREN,63965-0780,SKYLINE ASSISTED LIVING LLC,LIMITED LIABILITY COMPANY
29972,N,ALF**,OAK POINTE OF NEOSHO,2601 OAK RIDGE EXTENSION,NEOSHO,64850-7765,NEWTON,CYNTHIA,THOMAS,,,55,Yes,FALSE,(417) 451-8872,4174512447,1,2601 OAK RIDGE EXTENSION,NEOSHO,64850-7765,"NEOSHO, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY
29982,D,RCF,VALLEY PARK NORTH,2631 FAIRWAY DR,FULTON,65251-3936,CALLAWAY,STEPHANIE,EASLEY,,,19,No,FALSE,(573) 592-4995,,6,2631 FAIRWAY DR,FULTON,65251-3936,"PCH MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
30034,N,ALF**,DOUGHERTY FERRY ASSISTED LIVING & MEMORY CARE,2929 DOUGHERTY FERRY RD,SAINT LOUIS,63122-3368,SAINT LOUIS COUNTY,CYNTHIA,REBBE,,,110,Yes,FALSE,(636) 825-6665,6368256654,7,2929 DOUGHERTY FERRY RD,SAINT LOUIS,63122-3368,"DOUGHERTY FERRY OPERATOR, LLC",LIMITED LIABILITY COMPANY
30048,N,ALF**,"GABLES AT BRADY CIRCLE, LLC  THE",11 BRADY CIRCLE,SAINT LOUIS,63114-1110,SAINT LOUIS COUNTY,RYAN D,BENTLEY,,,32,No,FALSE,(314) 890-2230,3148902231,7,11 BRADY CIRCLE,SAINT LOUIS,63114-1110,"THE GABLES AT BRADY CIRCLE, LLC",LIMITED LIABILITY COMPANY
30084,D,RCF,LAKE PARKE SENIOR LIVING,145 4TH ST,CAMDENTON,65020-7138,CAMDEN,CHERIE J,TEICHMEIER,,,48,No,FALSE,(573) 745-0874,(573) 873-2825,6,145 4TH ST,CAMDENTON,65020-7138,"CAMDEN PROJECTS, LLC",LIMITED LIABILITY COMPANY
30107,N,ALF**,MILL CREEK VILLAGE-ASSISTED LIVING BY AMERICARE,1990 W SOUTHAMPTON DR,COLUMBIA,65203-6238,BOONE,HOLLY,FULLER,,,50,Yes,FALSE,(573) 381-2510,5733812513,6,1990 W SOUTHAMPTON DR,COLUMBIA,65203-6238,"AMERICARE AT MILL CREEK VILLAGE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
30112,N,ALF**,"PETTIS COUNTY ASSISTED LIVING, LLC",3017 BROOKING PARK AVENUE,SEDALIA,65301-9327,PETTIS,RANDY,ASHER,,,139,No,TRUE,(660) 851-7118,6608292217,6,3017 BROOKING PARK AVE,SEDALIA,65301-9327,"PETTIS COUNTY ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
30136,D,RCF,"SUPERIOR MANOR OF DOWNTOWN, LLC",1501 CLINTON STREET,SAINT LOUIS,63106-4100,SAINT LOUIS COUNTY,SARA,WINBUSH,,,40,NO,FALSE,(314) 376-5000,(314) 376-5001,7,1501 CLINTON STREET,SAINT LOUIS,63106-4100,"SUPERIOR MANOR OF DOWNTOWN, LLC",LIMITED LIABILITY COMPANY
30144,D,RCF,HARTON SENIOR LIVING,1054 SOUTH HWY 47,WARRENTON,63383-2625,WARREN,LAFONDA,JOHNSON,,,36,No,FALSE,(636) 377-4444,6363774446,6,1054 SOUTH HWY 47,WARRENTON,63383-2625,"HARLYNN, INC",PROFIT CORPORATION
30156,N,ALF**,LINDEN WOODS VILLAGE,2901 NE 72ND STREET,GLADSTONE,64119-7400,CLAY,CODY,HUGHES,,,40,No,FALSE,(816) 268-4000,8164378779,4,2901 NE 72ND STREET,GLADSTONE,64119-7400,"CCRC OF GLADSTONE, LLC",LIMITED LIABILITY COMPANY
30156,A,SNF,LINDEN WOODS VILLAGE,2901 NE 72ND STREET,GLADSTONE,64119-7400,CLAY,CODY,HUGHES,Medicare/Medicaid,265855,40,NO,FALSE,(816) 268-4000,8164378779,4,2901 NE 72ND STREET,GLADSTONE,64119-7400,"CCRC OF GLADSTONE, LLC",LIMITED LIABILITY COMPANY
30168,N,ALF**,OAK POINTE OF CARTHAGE,300 W AIRPORT DR,CARTHAGE,64836-3511,JASPER,MARLANE,WILLIAMS,,,55,Yes,FALSE,(417) 358-3355,4173584546,1,300 W AIRPORT DR,CARTHAGE,64836-3511,"CARTHAGE, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY
30182,A,SNF,E W THOMPSON HEALTH & REHABILITATION CENTER,975 MITCHELL ROAD,SEDALIA,65301-2133,PETTIS,KRISTEN,WEST,Medicare/Medicaid,265858,60,Yes,FALSE,(660) 851-0668,(660) 851-0092,6,975 MITCHELL ROAD,SEDALIA,65301-2133,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",NOT FOR PROFIT CORPORATION
30198,N,ALF**,ANTHOLOGY OF BURLINGTON CREEK,6311 NORTH COSBY AVENUE,KANSAS CITY,64151-2344,PLATTE,JEANETTE,SPORTSMAN,,,110,Yes,FALSE,(816) 505-3030,8165053032,4,6311 N COSBY AVENUE,KANSAS CITY,64151-2344,"CA SENIOR BURLINGTON CREEK OPERATOR, LLC",LIMITED LIABILITY COMPANY
30206,N,ALF**,OAK POINTE OF MONETT,1011 OLD AIRPORT ROAD,MONETT,65708-1375,LAWRENCE,BOBBIE,MISNER,,,55,Yes,FALSE,(417) 235-3500,4172360846,1,1011 OLD AIRPORT ROAD,MONETT,65708-1375,"MONETT, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY
