State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Date Accessed
RESIDENTIAL CARE ELDERLY,197607601,Senior'S Nest,SENIOR'S NEST-HALINA'S IN HOME LOVING CARE CORP.,halina.wrobel58@gmail.com,(661) 287-3144,25821 FORSYTHE WAY,Stevenson Ranch,CA,91381,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005914,"Senior'S Retreat, Inc.","SENIOR'S RETREAT, INC.",lornaps@sbcglobal.net,(714) 332-0685,312 GUAVA PLACE,Brea,CA,92821,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005434,Senior Assisted Care Homes,"SENIOR ASSISTED CARE HOMES, LLC",kmahmalji@gmail.com,(818) 631-3474,15311 CASCADE LANE,Huntington Beach,CA,92647,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005431,Senior Assisted Care Homes,SENIOR ASSISTED CARE HOMES LLC,kmahmalji@gmail.com,(818) 631-3474,2609 SANTA YSABEL,Fullerton,CA,92831,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608752,Senior Care At Northridge Inc.,"SENIOR CARE AT NORTHRIDGE, INC.",seniorcare111@hotmail.com,(818) 727-0338,19241 CALAHAN STREET,Northridge,CA,91324,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005650,Senior Care Living,"DIVINE CARE HOMES, INC",divinecarehomes01@gmail.com,(714) 538-8476,487 S DUNAS ST,Orange,CA,92869,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,315002064,Senior Care Of Granite Bay,"COSTEA, DANIEL",costeada@yahoo.com,(916) 768-4447,9500 EDWARD COURT,Granite Bay,CA,95746,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,315002345,Senior Care Villa Of Loomis,"PLACER SENIOR CARE VILLA, LLC",roxana@seniorcarevilla.com,(916) 652-8000,3400 CHISOM TRAIL,Loomis,CA,95650,Placer,27,7/13/21
RESIDENTIAL CARE ELDERLY,374603156,Senior Care & Comfort Living,"LOGALLA, BRANDON",blogalla@yahoo.com,(619) 334-3775,1019 GREENFIELD DRIVE,El Cajon,CA,92021,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602254,Senior Care & Supervision,"ABITRIA, M. DONNA U.",cindy_aquino1123@yahoo.com,(858) 566-9495,8231 CASA BLANCA PLACE,San Diego,CA,92126,San Diego,5,7/13/21
RESIDENTIAL CARE ELDERLY,342700957,Senior Care @ Diamond Oaks,SENIOR CARE @ DIAMOND OAKS,thefountainseniorcare@yahoo.com,(916) 470-1416,219 DIAMOND OAKS RD.,Roseville,CA,95678,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603376,Senior Comfort Care,SENIOR COMFORT CARE CORP.,nataliespence64@yahoo.com,(916) 768-6948,196 PACIFIC VIEW LANE,Encinitas,CA,92024,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,347003800,Senior Garden,"PUNZALAN, E. VICTORIA S.",seniorgarden2@yahoo.com,(916) 723-2402,6024 KIFISIA WAY,Fair Oaks,CA,95628,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,312700356,Senior Haven,WAYMAR LEGACY GROUP INC,kap121960@gmail.com,(916) 759-3023,1867 TORINO LOOP,Lincoln,CA,95648,Placer,6,7/13/21
RESIDENTIAL CARE ELDERLY,336423557,Senior Home Professional Care 1,CORNELIO AND SARAH EVANGELISTA,sarahmelencione@gmail.com,(760) 834-8140,45010 DESERT FOX DRIVE,La Quinta,CA,92253,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,336410287,Senior Home Professional Care Ii,SARAH EVANGELISTA,sarahmelencione@gmail.com,(760) 772-2948,45155 DESERT AIR,La Quinta,CA,92253,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880692,Senior Hope Manor,RRJ SENIOR CARE HOMES INC.,seniorhopemanor.rrj@gmail.com,(760) 610-5011,74115 PORTOLA POINTE,Palm Desert,CA,92211,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200758,Senior Legacy Home 1,"SENIOR LEGACY HEALTH CARE SERVICES, INC",rch_castro@yahoo.com,(925) 719-9351,993 OAK GROVE ROAD,Concord,CA,94518,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200858,Senior Legacy Home 2,SENIOR LEGACY HEALTH CARE SERVICES INC,seniorlegacy17@gmail.com,(925) 849-5729,1921 WHITMAN RD,Concord,CA,94518,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,198601570,Senior Living Lifestyle- Palos Verdes,"SENIOR LIVING LIFESTYLE, LLC",info@seniorlivinglifestyle.com,(424) 241-2539,3832 PALOS VERDES DRIVE NORTH,Palos Verdes Estates,CA,90274,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604351,Senior Living Norwoods Hacienda,SENIOR LIVING NORWOODS HACIENDA,norwoodsboardandcare@gmail.com,(818) 284-2502,4149 ROLANDO AVE,San Diego,CA,92115,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604092,Senior Living Norwoods Hacienda,SENIOR LIVING NORWOODS HACIENDA,norwoodsboardandcare@gmail.com,(818) 284-2502,35 EL RANCHO VISTA,Chula Vista,CA,91910,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604424,Senior Living Norwoods Hacienda Ii,SENIOR LIVING NORWOODS HACIENDA,norwoodsboardandcare@gmail.com,(818) 858-7543,4146 ROLANDO AVE,San Diego,CA,92115,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604431,Senior Living Norwoods Hacienda Iii,SENIOR LIVING NORWOODS HACIENDA III,norwoodsboardandcare@gmail.com,(818) 284-2502,9414 GROSSMONT BLVD,La Mesa,CA,91941,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602864,Senior Manor Care,"SENIOR MANOR CARE, INC",spgfnf@yahoo.com,(310) 989-1941,2011 SANTA RENA DRIVE,Rancho Palos Verdes,CA,90275,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602866,Senior Manor Care Ii,"SENIOR MANOR CARE, INC",spgfnf@yahoo.com,(310) 989-1941,1851 REDONDELA DRIVE,Rancho Palos Verdes,CA,90275,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198320013,Senior Manor Care Iii,SENIOR MANOR CARE INC,seniormanorcareinc@yahoo.com,(310) 212-0883,2423 SANTA FE AVE,Torrance,CA,90501,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,331881123,Senior Oasis,SENIOR OASIS ASSISTED LIVING LLC,gabrielaapotrosoaei@yahoo.com,(949) 306-8258,826 PASEO GRANDE,Corona,CA,92882,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880874,Senior Residential Cottages,"ALVARADO, MARGARITA",peggyalvarado@yahoo.com,(909) 993-4604,16053 NIPPET LANE,Moreno Valley,CA,92551,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700972,Senior Star Living Facility,"KAUR, PARDEEP & SINGH, BUTA & SEHGAL, MANISH",kaur021980@hotmail.com,(918) 477-5150,6450 WINDING WAY,Carmichael,CA,95608,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608562,Seniors' Haven Llc,SENIORS' HAVEN LLC,seniorshaven@gmail.com,(818) 843-3572,1831 NORTH KENWOOD STREET,Burbank,CA,91505,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,415600895,Seniors At Crane,"VIZ-A-VIZ-HOMES, LLC",giannepatrice@hotmail.com,(650) 274-0546,690 CRANE AVENUE,Foster City,CA,94404,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603836,Seniors Dignity Home And Care,EDWARD A. ALOZIE,edalozie1@yahoo.com,(619) 957-6133,966 BOLLENBACHER STREET,San Diego,CA,92114,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,565801690,Seniors Way Inc.,SENIORS WAY INCORPORATED,margierydeslate59@gmail.com,(805) 422-8144,4005 SNOWGOOSE STREET,Simi Valley,CA,93065,Ventura,5,7/13/21
RESIDENTIAL CARE ELDERLY,415201955,Seniors With Grace Care Home,SENIORS WITH GRACE CARE HOME,seniorswithgrace@gmail.com,(650) 369-5070,167 ALAMEDA DE LAS PULGAS,Redwood City,CA,94062,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004701,Sequoia Care Home,LL&J ENTERPRISE,lfmugol@gmail.com,(714) 981-7869,6710 SEQUOIA DRIVE,Buena Park,CA,90620,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,126803830,Sequoia Springs Senior Living Community,EP OPERATION FORTUNA;LENITY MANAGEMENT LLC,alice.pitt@avalonseniorliving.com,(541) 840-4035,2401 REDWOOD WAY,Fortuna,CA,95540,Humboldt,92,7/13/21
RESIDENTIAL CARE ELDERLY,502701037,Serene Care Home,SERENE CARE HOME LLC,babdhawan@gmail.com,(510) 996-8520,5404 KIERNAN AVENUE,Salida,CA,95368,Stanislaus,22,7/13/21
RESIDENTIAL CARE ELDERLY,79200967,Serene Care Jacqueline,LILYROSE LLC,ronanrances@yahoo.com,(925) 267-9084,2297 JACQUELINE DRIVE,Pittsburg,CA,94565,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200804,Serene Care Winchester,LILYROSE LLC,ronanrances@yahoo.com,(925) 625-0543,4984 WINCHESTER DR,Oakley,CA,94561,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604074,Serene Greenfield Manor,SERENE GREENFIELD MANOR,chanjeffrey888@yahoo.com,(619) 444-5731,2083 GREENFIELD DRIVE,El Cajon,CA,92019,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608600,Serene Life Senior Care,RIMA ABELIAN,rabelian@yahoo.com,(818) 308-6578,11221 LULL STREET,Sun Valley,CA,91352,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,361881161,Serene Meadows,"BANDAO, MARCELINA",gemkeane@yahoo.com,(760) 995-5989,12608 GERONIMO AVENUE,Victorville,CA,92395,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608815,Serene Nature Assisted Living,RIMA ABELIAN,rabelian@yahoo.com,(818) 253-5989,10987 LUDDINGTON STREET,Sun Valley,CA,91352,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604158,Serene Richview,"MY FAMILY HOME CARE, INC.",chanjeffrey888@yahoo.com,(619) 475-4244,1086 CALLE MESITA,Bonita,CA,91902,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005294,Serene Senior Care,SERENE SENIOR CARE LLC,geiselbarrera@yahoo.com,(657) 263-4988,13092 NEWLAND STREET,Garden Grove,CA,92844,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602144,Serene Sunset I,SERENE SUNSET INC.,andrzejwkozak@gmail.com,(619) 749-2000,1233 CRESTHILL RD,El Cajon,CA,92021,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004034,Serene Valley Care Home,WONG-SAMSON INC.,irenewongsamson@hotmail.com,(949) 951-1948,24321 BLUERIDGE ROAD,Lake Forest,CA,92630,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,425802117,Serene Villa Senior Care,SERENE VILLA SENIOR CARE INC,serenevillaseniorcare@outlook.com,(805) 346-1950,1935 NOROESTE AVE,Santa Maria,CA,93458,Santa Barbara,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202795,"Serenitas Care, Llc","SERENITAS CARE, LLC",serenitascarellc@gmail.com,(408) 677-3635,677 SHAWNEE LANE,San Jose,CA,95123,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,336426546,Serenity Assisted Living,"VIEYRA AVILES, YENNY",serenityliving16@yahoo.com,(909) 653-7912,3879 LAFAYETTE ST,Riverside,CA,92503,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,496803632,Serenity Board And Care,"TRINIDAD, JOEL",joel.trinidad@att.net,(707) 537-1933,407 CALISTOGA ROAD,Santa Rosa,CA,95409,Sonoma,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602285,Serenity Care Health Evergreen,SERENITY CARE HEALTH EA CORPORATION,bioseh@serenitycarehealth.com,(626) 699-4609,131 SEGOVIA AVENUE,San Gabriel,CA,91775,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602286,Serenity Care Health Evergreen Cottage,SERENITY CARE HEALTH EA CORPORATION,bioseh@serenitycarehealth.com,(213) 444-6271,169 N MOUNTAIN TRAIL AVE,Sierra Madre,CA,91024,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,347001740,Serenity Care Home,"TESORIO, LUCY & PABLITO",tesoriolucy@yahoo.com,(916) 723-0493,7953 IVY HILL WAY,Antelope,CA,95843,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,435201883,Serenity Care Home Rcfe,MELBURGA SENOT,melburgasenot684@gmail.com,(408) 747-3439,684 LAKEWOOD DR,Sunnyvale,CA,94089,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,486803640,Serenity Care Manor,SERENITY CARE MANOR,serenitycaremanor@gmail.com,(707) 389-4092,1833 KOLOB DRIVE,Fairfield,CA,94534,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700834,Serenity Care Villa Llc,SERENITY CARE VILLA LLC,fubaraj@hotmail.com,(916) 376-7778,7274 PRITCHARD ROAD,Sacramento,CA,95828,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,347003477,Serenity Family Care Home,"VILLANUEVA, MARIA TERESA, VILLANUEVA, NOLI V.",serenityfamilycarehome@comcast.net,(916) 681-8630,9086 PIAZZA COURT,Elk Grove,CA,95624,Sacramento,4,7/13/21
RESIDENTIAL CARE ELDERLY,107208950,Serenity Garden Home 2,SERENITY GARDEN HOME 2,serenitygardenhomes@gmail.com,(559) 478-4504,5409 E BUTLER AVE,Fresno,CA,93727,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107208236,Serenity Garden Homes Llc,SERENITY GARDEN HOMES LLC,gina.flores42@yahoo.com,(408) 712-3040,5414 E BALCH AVE,Fresno,CA,93727,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,455002550,Serenity Gardens,"CAIN, MATTHEW & BETTY",serenitygardensonwillis@gmail.com,(530) 605-4033,1233 WILLIS STREET,Redding,CA,96001,Shasta,30,7/13/21
RESIDENTIAL CARE ELDERLY,198204856,Serenity Guest Home - Iv,"SERENITY VILLA, INC.",serenity1036@gmail.com,(310) 521-0043,1036 VIA LA PAZ,San Pedro,CA,90732,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198204489,Serenity Guest Home Iii,"SERENITY CARE HOMES, INC.",serenityguesthomeiii@gmail.com,(310) 548-1700,1080 VIA LA PAZ,San Pedro,CA,90732,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,336425532,Serenity Haven,BRANDON TERRELL HARMISON,serenityhaven11@gmail.com,(951) 246-9465,24300 CANYON LAKE DR. N,Canyon Lake,CA,92587,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,507003678,Serenity Hill Residential Care Home,"ABANIA, JACINTA ALENI T.",juris1691@yahoo.com,(209) 848-2238,643 HILL ROAD,Oakdale,CA,95361,Stanislaus,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004694,Serenity Hills Manor,"SERENITY HILLS LOVE AND CARE,INC.",dumitruborcea@gmail.com,(714) 912-4658,490 OLD RANCH ROAD,Anaheim,CA,92808,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,347004284,Serenity Home Care,LENUTA IOVA,iovalenuta1952@gmail.com,(916) 727-1248,6558 DONEGAL DRIVE,Citrus Heights,CA,95621,Sacramento,4,7/13/21
RESIDENTIAL CARE ELDERLY,502701082,Serenity Home Care,"ABELLA SOUXOUAY, MARIA ANGELICA",serenityhomecare1001@gmail.com,(209) 345-6618,1813 ELDER LN.,Modesto,CA,95355,Stanislaus,6,7/13/21
RESIDENTIAL CARE ELDERLY,392700592,Serenity Home @ Mckinley,"INFINITE CARE ALLIANCE, LLC",rose.serenitycare@gmail.com,(209) 888-4495,10350 S. MCKINLEY AVE.,French Camp,CA,95231,San Joaquin,20,7/13/21
RESIDENTIAL CARE ELDERLY,306004315,Serenity Living,PAUL DEJESUS,emygeslani@yahoo.com,(949) 481-2444,29825 ANDREA WAY,Laguna Niguel,CA,92677,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,107201663,Serenity Living,SERENITY CARE INCORPORATED,josianejones4@gmail.com,(559) 449-0504,2605 W. BARSTOW AVENUE,Fresno,CA,93711,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107203958,Serenity Living Ii,SERENITY CARE INCORPORATED,josianejones@rocketmail.com,(559) 436-0211,1770 W. SAN JOSE AVENUE,Fresno,CA,93711,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609888,Serenity Manor Llc,SERENITY MANOR LLC,david@custommerch.com,(818) 386-8540,4934 SWINTON AVE,Encino,CA,91436,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202456,Serenity Of Silicon Valley,"SERENITY OF SILICON VALLEY, INC.",serenitysv20@gmail.com,(408) 972-0125,777 TERRAZZO DRIVE,San Jose,CA,95123,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202457,Serenity Of Silicon Valley,"SERENITY OF SILICON VALLEY, INC.",sernitysv20@gmail.com,(408) 224-6225,781 TERRAZZO DRIVE,San Jose,CA,95123,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202579,Serenity Of Silicon Valley Inc,SERENITY OF SILICON VALLEY INC,serenitysv20@gmail.com,(408) 629-6178,770 PRONTO DRIVE,San Jose,CA,95123,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,547209023,Serenity Senior Care,BRIANNA ESQUIVEL,brianna_esquivel95@yahoo.com,(559) 719-7510,164 EAST YATES,Porterville,CA,93257,Tulare,6,7/13/21
RESIDENTIAL CARE ELDERLY,107208984,Serenity Senior Care,BRIANNA ESQUIVEL,brianna_esquivel95@yahoo.com,(559) 719-7510,164 EAST YATES,Porterville,CA,93257,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,306004685,Serenity Senior Care Home,"IM SERENITY, INCORPORATED",minervasansano@yahoo.com,(949) 600-7757,22952 COUNCIL BLUFFS,Lake Forest,CA,92630,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609921,Serenity Senior Retreat,SERENITY SENIOR RETREAT LLC,jillperera99@gmail.com,(661) 313-3030,26213 BEECHER LANE,Stevenson Ranch,CA,91381,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607301,Serenity Seniors Home I,"SERENITY SENIORS HOME, INC.",serenityseniorshome@yahoo.com,(310) 763-7879,217 S. ESSEY AVE.,Compton,CA,90221,Los Angeles,10,7/13/21
RESIDENTIAL CARE ELDERLY,198601630,Serenity Seniors Home Ii,"SERENITY SENIORS HOME, INC.",serenityseniorshome@yahoo.com,(310) 715-1280,13302 TOWNE AVE,Los Angeles,CA,90061,Los Angeles,4,7/13/21
RESIDENTIAL CARE ELDERLY,198602281,Serenity Seniors Home Iii,"SERENITY SENIORS HOME, INC.",serenityseniorshome@yahoo.com,(424) 338-6385,212 S. ESSEY AVE,Compton,CA,90221,Los Angeles,4,7/13/21
RESIDENTIAL CARE ELDERLY,198320219,Serenity Seniors Home Iv,SERENITY SENIORS HOME INC,serenityseniorshome@yahoo.com,(310) 763-7879,14043 S. NORTHWOOD AVE.,Compton,CA,90222,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880679,Serenity Springs,SERENITY SPRINGS LIMITED,ariel@serenityspringsresidential.com,(213) 321-4285,9850 BOLTON AVE,Riverside,CA,92503,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603894,Serenity Villa,SENIOR COMFORT CARE CORP.,shanel.pronovost@yahoo.com,(760) 758-9990,228 IRON DRIVE,Vista,CA,92083,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,496803610,Serenity Villa,SERENITY VILLA,aida_reznik@yahoo.com,(415) 609-3827,477 PETALUMA AVENUE,Sebastopol,CA,95472,Sonoma,21,7/13/21
RESIDENTIAL CARE ELDERLY,197609368,Serenity Villa Assisted Living,"MARTINEZ, FRANCISCO",serenityvillaassistedliving@gmail.com,(661) 557-3434,43126 FENNER AVE,Lancaster,CA,93536,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,496803720,Serenity Villa Ii,SERENITY VILLA II,aida_reznik@yahoo.com,(415) 609-3827,184 BOAS DR,Santa Rosa,CA,95409,Sonoma,12,7/13/21
RESIDENTIAL CARE ELDERLY,198320181,"Serenity Villa Jja, Inc.","SERENITY VILLA JJA, INC.",serenityguesthomes@gmail.com,(310) 521-0043,1036 VIA LA PAZ,San Pedro,CA,90732,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,374602940,Serra Mesa Guests Home Ii,"SERRA MESA GUESTS HOME II, LLC",sm_guestshome@yahoo.com,(619) 944-3018,566 PARKWOOD DRIVE,San Diego,CA,92139,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374601334,"Serra Mesa Guests Home Iii, Llc","SERRA MESA GUESTS HOME II, LLC",sm_guestshome@yahoo.com,(858) 277-6515,3008 MELBOURNE DR,San Diego,CA,92123,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374601185,"Serra Mesa Guests Home, Llc","SERRA MESA GUESTS HOME, LLC",sm_guestshome@yahoo.com,(858) 576-9701,8693 CELESTINE AVENUE,San Diego,CA,92123,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005946,Serra Sol,SAN JUAN OPCO LLC ; AGEMARK MANAGEMENT LLC,jlopez@agemark.com,(916) 836-8022,31451 AVENIDA LOS CERRITOS,San Juan Capistrano,CA,92675,Orange,70,7/13/21
RESIDENTIAL CARE ELDERLY,342700999,Serrano Guest Home,"MEZA, LILIBETH",lilibeth071879@yahoo.com,(916) 661-2940,8701 SUMERLIN CT,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342701022,Serrano Guest Home 2,"MEZA, LILIBETH",lilibeth071879@yahoo.com,(916) 661-2940,8774 KELSEY DR.,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,97005648,Serrano Manor,"MANORS INC., THE",admin@serranomanor.com,(916) 293-8385,3618 ARCHETTO DRIVE,El Dorado Hills,CA,95762,El Dorado,6,7/13/21
RESIDENTIAL CARE ELDERLY,336403223,Serrano Residential Care For The Elderly,FRANCES SERRANO,frances.serrano@yahoo.com,(760) 325-1537,2710 CYPRESS RD.,Palm Springs,CA,92262,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200561,Serving Hands Llc,SERVING HANDS LLC,putitsay@yahoo.com,(925) 838-7736,245 LA PERA CIRCLE,Danville,CA,94526,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,336426350,Seven Sisters Home Care,"GERADA HOME CARE I, INC.",geradahomecare@msn.com,(760) 328-4407,30720 AVENIDA DEL PADRE,Cathedral City,CA,92234,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200633,Seventh Heaven,SEVENTH HEAVEN,ooff68@gmail.com,(510) 701-2252,1338 7TH STREET,Rodeo,CA,94572,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200738,Seventh Heaven,SEVENTH HEAVEN RESIDENTIAL CARE HOME LLC,ooff68@gmail.com,(510) 701-2252,1338 7TH STREET,Rodeo,CA,94572,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,435201598,Seville Gardens,"JASON HOMES, INC.",s.gardens@sbcglobal.net,(408) 258-9185,1736 SEVILLE WAY,San Jose,CA,95131,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,385600277,Sfal - The Avenue,"SAN FRANCISCO CARE CENTER, LP / MEL LEE MGMT, INC.",teresa.wong@sfalsenior.com,(415) 776-1800,1035 VAN NESS AVENUE,San Francisco,CA,94109,San Francisco,145,7/13/21
RESIDENTIAL CARE ELDERLY,374603523,Shaded Arbor Groveland Terrace,SHADED ARBOR LLC,shadedarborllc@gmail.com,(619) 631-7000,1412 GROVELAND TERRACE,El Cajon,CA,92021,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374604135,Shadowridge,SEQUIOIA AFFORDABLE HOUSING FOUNDATION,beatrice@bayshirellc.com,(760) 295-3888,2354 WATSON WAY,Vista,CA,92081,San Diego,48,7/13/21
RESIDENTIAL CARE ELDERLY,347003229,Shady Oaks Care Home,"REBOJA, PEDRO, FORTUNATA",mrjreb@yahoo.com,(916) 723-4911,7209 CROSS DRIVE,Citrus Heights,CA,95610,Sacramento,5,7/13/21
RESIDENTIAL CARE ELDERLY,306004755,"Shaffer Home, The",ST. ANNE SENIOR LIVING CORPORATION,theshafferhome@yahoo.com,(714) 363-3438,1818 NORTH SHAFFER STREET,Orange,CA,92865,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,331881187,"Shaffer Senior Care, Llc","SHALABI, JAMAL",jamal.shalabi.98@gmail.com,(337) 244-2252,672 SHAFFER STREET,Corona,CA,92879,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,300606675,Shalin Care I,SHALIN CARE INC.,shahla.azadgan@gmail.com,(949) 495-1134,29081 PASEO DE OCASO,Laguna Niguel,CA,92677,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,300606953,Shalin Care Ii,"SHALIN CARE, INC.",shahla.azadgan@gmail.com,(949) 495-1134,25451 MARINA CIRCLE,Mission Viejo,CA,92691,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,300613070,Shalin Care Iv,"SHALIN CARE, INC.",shahla.azadgan@gmail.com,(949) 495-8750,24451 QUINTANA,Mission Viejo,CA,92691,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608653,"Shalom Elderly Care, Inc. 4","SHALOM ELDERLY CARE, INC.",shalomelderlycare@yahoo.com,(818) 703-1094,5900 RUDNICK AVENUE,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608654,"Shalom Elderly Care, Inc. 5","SHALOM ELDERLY CARE, INC.",shalomelderlycare@yahoo.com,(818) 703-0159,5912 RUDNICK AVENUE,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608655,"Shalom Elderly Care, Inc. 6","SHALOM ELDERLY CARE, INC.",shalomelderlycare@yahoo.com,(818) 963-8360,23540 BURBANK BLVD.,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197606094,"Shalom Elderly Care, Inc. #2","SHALOM ELDERLY CARE, INC.",shalomelderlycare@yahoo.com,(818) 710-8711,5738 WILHELMINA AVENUE,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,216800503,Shalom House,"DE OLAVE, MARIA DEL PILAR",olave415@aol.com,(415) 491-0604,566 WAKEROBIN LANE,San Rafael,CA,94903,Marin,5,7/13/21
RESIDENTIAL CARE ELDERLY,197607573,"Shamrock Place, The","24/7 HOME CARE SERVICES, INC.",shamrock11716@gmail.com,(818) 368-2014,11716 LOUISE AVENUE,Granada Hills,CA,91344,Los Angeles,6,7/13/21
