State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RESIDENTIAL CARE ELDERLY,355201055,"WHISPERING PINES INN, LLC","WHISPERING PINES INN,LLC",WHPINESINN@AOL.COM,(831) 636-9620,476 LOS VIBORAS ROAD,HOLLISTER,CA,95023,SAN BENITO,36,LICENSED
RESIDENTIAL CARE ELDERLY,361880646,WHISPERING WINDS OF APPLE VALLEY ASSISTED LIVING,WELLTOWER PEGASUS TENANT LLC; PSL ASSOCIATES LLC,LLEBAR@PEGASUSSENIORLIVING.COM,(760) 961-1212,11825 APPLE VALLEY ROAD,APPLE VALLEY,CA,92308,SAN BERNARDINO,115,LICENSED
RESIDENTIAL CARE ELDERLY,336410192,WHITE'S LOVE & CARE RESIDENTIAL ELDERLY HOME,"WHITE'S LOVE & CARE RESIDENTIAL ELDERLY HOME, INC.",,(951) 600-7496,41131 DENIAN COURT,MURRIETA,CA,92562,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,336423972,WHITE'S LOVE & CARE RESIDENTIAL ELDERLY HOME INCII,WHITE'S LOVE AND CARE RESIDENTIAL ELDERLY HOME INC,WHITESELDERLYCARE@MSN.COM,(951) 319-6622,24068 RISTRAS LANE,MURRIETA,CA,92562,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,486801804,WHITE BLOSSOMS CARE HOME,"ODER-WINEGAR, MONICA",WHITEBLOSSOMSHOME@YAHOO.COM,(707) 647-3391,1606 OAKWOOD AVE,VALLEJO,CA,94591,SOLANO,4,CLOSED
RESIDENTIAL CARE ELDERLY,435201246,WHITE DOVE RESIDENTIAL CARE HOME,ERNESTO TUGADI & EVELYN TUGADI,EMTUGADI1146@YAHOO.COM,(408) 734-4663,965 LAKEBIRD DRIVE,SUNNYVALE,CA,94089,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,435200504,WHITE OAKS MANOR,"CEREZO, LUZVIMINDA Q.",FQCEREZO@GMAIL.COM,(408) 559-5053,1680 WHITE OAKS AVENUE,CAMPBELL,CA,95008,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202581,WHITE OAKS SENIOR CARE HOME,EDGAR ABLAO AND VICKY ABLAO LLC,VABLAO@SBCGLOBAL.NET,(408) 559-5053,1680 WHITE OAKS ROAD,CAMPBELL,CA,95008,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,435202820,WHITE OAKS SENIOR LIVING,"GOLDEN GENERATIONS, LLC",IRISH.LADWIG@GMAIL.COM,(408) 821-2630,1680 WHITE OAKS RD.,CAMPBELL,CA,95008,SANTA CLARA,6,PENDING
RESIDENTIAL CARE ELDERLY,374603092,WHITE ORCHID GUEST HOME,"ESTEPA, STAN",B.ESTEPA@YAHOO.COM,(760) 737-6030,978 WEST 2ND AVE,ESCONDIDO,CA,92025,SAN DIEGO,5,LICENSED
RESIDENTIAL CARE ELDERLY,515002741,WHITE ROCK SENIORS HOME,WHITE ROCK SENIORS HOME,WHITEROCKSENIORSHOME@OUTLOOK.COM,(916) 616-6464,490 WHITE ROCK DRIVE,YUBA CITY,CA,95991,SUTTER,5,LICENSED
RESIDENTIAL CARE ELDERLY,496801754,WHITE ROSE MANOR,"WHITE ROSE MANOR, LLC",GRSANTOS11@YAHOO.COM,(707) 776-0858,313 SHEILA COURT,PETALUMA,CA,94954,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,306004192,WHITTEN HEIGHTS ASSISTED LIVING AND MEMORY CARE,WHITTEN LLC,FAYE@WHITTENHEIGHTS.COM,(562) 691-1200,200 WEST WHITTIER BLVD.,LA HABRA,CA,90631,ORANGE,196,LICENSED
RESIDENTIAL CARE ELDERLY,336409486,WHITTIER BOARD & CARE,JULIANA PINTO,,(951) 765-5479,1425 WHITTIER AVE,HEMET,CA,92543,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306003441,WHITTIER COTTAGE,WHITTIER COTTAGE CORPORATION,VILMABOHANAN@YAHOO.COM,(714) 449-0209,710 RYE AVENUE,LA HABRA,CA,90631,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,198603485,WHITTIER COTTAGE II,WHITTIER COTTAGE CORPORATION,,(562) 315-9897,16222 MARLINTON DR.,WHITTIER,CA,90604,LOS ANGELES,6,PENDING
RESIDENTIAL CARE ELDERLY,198602088,WHITTIER GLEN ASSISTED LIVING,SYCAMORE SENIOR LIVING INC,,(562) 943-3724,10615 JORDAN RD,WHITTIER,CA,90603,LOS ANGELES,93,CLOSED
RESIDENTIAL CARE ELDERLY,198603162,WHITTIER GLEN ASSISTED LIVING,"SYCAMORE SENIOR LIVING, INC.",MTIRADO@WHITTIERGLENAL.COM,(562) 943-3724,10615 JORDAN RD,WHITTIER,CA,90603,LOS ANGELES,93,LICENSED
RESIDENTIAL CARE ELDERLY,198602248,WHITTIER PLACE SENIOR LIVING,BURGESS SR. CARE LLC: WATERMARK RETIREMENT COM INC,,(562) 777-1477,12315 BURGESS AVE,WHITTIER,CA,90604,LOS ANGELES,125,CLOSED
RESIDENTIAL CARE ELDERLY,197606823,WHITTIER PLACE SENIOR LIVING,"CRP IMPERIAL PK. LEESEE,LP & INTGRAL SEN. LIV, LLC",,(562) 777-1477,12315 BURGESS AVENUE,WHITTIER,CA,90604,LOS ANGELES,125,CLOSED
RESIDENTIAL CARE ELDERLY,198603222,WHITTIER PLACE SENIOR LIVING,WHITTIER CA SR. HSNG. LLC; WATERMARK RTMT COMM LLC,LICENSING@WATERMARKCOMMUNITIES.COM,(562) 777-1477,12315 BURGESS AVENUE,WHITTIER,CA,90604,LOS ANGELES,125,LICENSED
RESIDENTIAL CARE ELDERLY,380540090,WHOLESOME CARE HOME,"PARKER, MARIAN J. AND MICHAEL R.",,(415) 337-5131,565 ARGONAUT AVENUE,SAN FRANCISCO,CA,94134,SAN FRANCISCO,6,CLOSED
RESIDENTIAL CARE ELDERLY,342700024,WHOLESOME ELDERLY ON ARGO,WHOLESOME ELDERLY CARE HOMES LLC,CHRIS@WHOLESOMEELDERLY.COM,(916) 823-5117,5205 ARGO WAY,SACRAMENTO,CA,95820,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609565,WHOLESOME LIFE SENIOR LIVING,TASH MANOR INC,ATASHMANOR@GMAIL.COM,(310) 975-5452,22040 COVELLO ST,CANOGA PARK,CA,91303,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,19200526,WHOLESOME LIVING CARE HOME,"WHOLESOME LIVING FOR THE ELDERLY, INC.",VERSHA@WHOLESOMECAREHOMES.COM,(925) 648-7856,8206 RHODA AVENUE,DUBLIN,CA,94568,ALAMEDA,6,CLOSED
RESIDENTIAL CARE ELDERLY,547209031,WIGGINS HOME 3,"BOYD, ELYSIA",WIGGINSHOMES@YAHOO.COM,(559) 783-0732,677 S SIERRA STREET,PORTERVILLE,CA,93257,TULARE,6,LICENSED
RESIDENTIAL CARE ELDERLY,107209029,WIGGINS HOME 3,ELYSIA BOYD,WIGGINSHOMES@YAHOO.COM,(559) 350-0141,677 SOUTH SIERRA STREET,PORTERVILLE,CA,93257,FRESNO,6,PENDING
RESIDENTIAL CARE ELDERLY,216800305,WILD FLOWERS II RCFE,"ALLEN, C. ELIZABETH",WILDFLOWR@EARTHLINK.NET,(415) 883-8096,119 MONTEGO KEY,NOVATO,CA,94949,MARIN,6,CLOSED
RESIDENTIAL CARE ELDERLY,210111734,WILD FLOWERS RCFE,"ALLEN, C. ELIZABETH",ELIZ.ALLEN2002@GMAIL.COM,(415) 264-7399,256 SUNSET PARKWAY,NOVATO,CA,94945,MARIN,6,LICENSED
RESIDENTIAL CARE ELDERLY,496800968,WILD ROSE CARE HOME,"GARCIA, DAVID AND MARY",WILDROSECAREHOME@GMAIL.COM,(707) 571-1910,1921 QUAIL RUN,SANTA ROSA,CA,95403,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803042,WILD ROSE CARE HOME AT HARDIES LANE,"GARCIA, DAVID & MARY",WILDROSECAREHOME@GMAIL.COM,(707) 526-2434,2564 HARDIES LANE,SANTA ROSA,CA,95403,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496802017,WILD ROSE LIVING,"PORCINI, LLC",PAMOAKTREELODGE@COMCAST.NET,(707) 578-0392,1172 WILD ROSE DRIVE,SANTA ROSA,CA,95401,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,336407346,WILDOMAR SENIOR ASSISTED LIVING,WILDOMAR SENIOR PARTNERS L.P. II,VICKY@WILDOMARSENIOR.COM,(951) 678-1555,32365 SOUTH PASADENA ST.,WILDOMAR,CA,92595,RIVERSIDE,152,LICENSED
RESIDENTIAL CARE ELDERLY,366408638,WILDWOOD CANYON VILLA,"WILDWOOD CANYON,LLC;COMPASS SENIOR LIVING, LLC",JOSORIO@WILDWOODCANYONVILLA.COM,(909) 446-0405,33951 COLORADO STREET,YUCAIPA,CA,92399,SAN BERNARDINO,130,CLOSED
RESIDENTIAL CARE ELDERLY,361881019,WILDWOOD CANYON VILLA,"CSL-YUCAIPA, LLC; COMPASS SENIOR LIVING, LLC",CWILLIS@COMPASS-LIVING.COM,(909) 446-0405,33951 COLORADO ST,YUCAIPA,CA,92399,SAN BERNARDINO,130,LICENSED
RESIDENTIAL CARE ELDERLY,107208764,WILLIAM'S RESIDENTIAL CARE FOR THE ELDERLY LLC,WILLIAM'S RESIDENTIAL CARE FOR THE ELDERLY LLC,RUNDERSONARF@ATT.NET,(559) 226-1082,2909 EAST GRIFFITH WAY,FRESNO,CA,93726,FRESNO,3,LICENSED
RESIDENTIAL CARE ELDERLY,197607726,WILLIAM J.  PETE  KNIGHT VETERANS HOME-LANCASTER,CALIFORNIA DEPARTMENT OF VETERANS AFFAIRS,ELVIE.ANCHETA@CALVET.CA.GOV,(661) 974-7035,45221 30TH STREET WEST,LANCASTER,CA,93536,LOS ANGELES,60,LICENSED
RESIDENTIAL CARE ELDERLY,15601296,WILLIAMS FAMILY CARE HOME,"WILLIAMS, JOHN DAVID & GLADYS GUTIERREZ WILLIAMS",WILLIAMSFAMILYCAREHOME@YAHOO.COM,(510) 441-1180,674 GLENEAGLE AVENUE,HAYWARD,CA,94544,ALAMEDA,6,CLOSED
RESIDENTIAL CARE ELDERLY,19200878,WILLIAMS FAMILY CARE HOME,WILLIAMS FAMILY CARE INC,WILLIAMSFAMILYCAREHOME@YAHOO.COM,(510) 441-1180,674 GLENEAGLE AVENUE,HAYWARD,CA,94544,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,107201578,WILLIAMS WHITTLE RESIDENTIAL CARE HOME #3,"WILLIAMS, LUCILLE & WHITTLE, CHERYL",WilliamsWhittleRCH@gmail.com,(559) 271-2152,4093 W. TERRACE AVENUE,FRESNO,CA,93722,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,435201626,WILLIE CARE HOME,"XU, GUILI",GUILIX@YAHOO.COM,(408) 749-0823,1194 SOUTH MARY AVE.,SUNNYVALE,CA,94087,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,435294286,WILLIE CARE HOME II,"ZHAO, WUSHENG",GUILIX@YAHOO.COM,(408) 749-8758,1136 SOUTH MARY AVENUE,SUNNYVALE,CA,94087,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,15601256,WILLOW CREEK ALZHEIMER'S & DEMENTIA CARE CENTER,"ALTCARE WILLOW CREEK, INC.",ELIZABETH@THE-CREEKS.COM,(510) 889-1300,22424 CHARLENE WAY,CASTRO VALLEY,CA,94546,ALAMEDA,49,LICENSED
RESIDENTIAL CARE ELDERLY,347000909,WILLOW CREEK HOME CARE,"ANCA, IOAN",N/A,(916) 983-7735,809 WILLOW CREEK DRIVE,FOLSOM,CA,95630,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,347004061,WILLOW CREEK MANOR,"LEPADAT, GABRIELA",GABYSIRB@YAHOO.COM,(916) 984-6918,216 WILLOW CREEK DR,FOLSOM,CA,95630,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,361880560,WILLOW GARDENS,WILLOW GARDENS LLC,MYWILLOWGARDENS@GMAIL.COM,(909) 736-0019,13345 ROGUE RIVER DR,RANCHO CUCAMONGA,CA,91739,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,515001963,WILLOW GLEN CARE CENTER,WILLOW GLEN CARE CENTER,DGILBERT@WGCC.US,(530) 751-9900,1547 PLUMAS COURT,YUBA CITY,CA,95991,SUTTER,60,LICENSED
RESIDENTIAL CARE ELDERLY,435294123,WILLOW GLEN GUEST HOME,"IBRAHIM, HELEN",IHELENBONITA@AOL.COM,(408) 460-6656,2304 RICHLAND AVE.,SAN JOSE,CA,95125,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,496803796,WILLOW GLEN HOME,"TEETER, ZOE",ZOETEETER@GMAIL.COM,(707) 708-2199,4750 COUNTRY CLUB DR,ROHNERT PARK,CA,94928,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75600012,WILLOW GLEN RESIDENCE,LEVI SOLIVEN VILLAREAL,LEVI.VILLAREAL@YMAIL.COM,(925) 458-5057,2040 MENDOCINO DRIVE,BAY POINT,CA,94565,CONTRA COSTA,5,LICENSED
RESIDENTIAL CARE ELDERLY,435202725,WILLOW GLEN SENIOR LIVING,"LADWIG, LLC",IRISH.LADWIG@GMAIL.COM,(408) 914-1147,2991 FAIRCLIFF CT,SAN JOSE,CA,95125,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,366425680,WILLOW LANE CARE FOR THE ELDERLY,"FALBO, NADINE B.",,(951) 682-1300,8729 WILLOW LANE,JOSHUA TREE,CA,92252,SAN BERNARDINO,2,CLOSED
RESIDENTIAL CARE ELDERLY,435202580,WILLOW OAKS SENIOR CARE HOME,EDGAR ABLAO AND VICKY ABLAO LLC,VABLAO@SBCGLOBAL.NET,(408) 267-5729,1573 WILLOW OAKS DRIVE,SAN JOSE,CA,95125,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,435202821,WILLOW OAKS SENIOR LIVING,"GOLDEN GENERATIONS, LLC",JUSTIN.LADWIG@GMAIL.COM,(408) 914-1147,1573 WILLOW OAKS DR.,SAN JOSE,CA,95125,SANTA CLARA,6,PENDING
RESIDENTIAL CARE ELDERLY,455001248,WILLOW SPRINGS ALZHEIMER'S SPECIAL CARE CTR.,"CHRN CRK INC.GPOFCHRNCRK LP; REDD MC CARE PROP,LLC",ZYANYA.BARNEY@JEASENIORLIVING.COM,(530) 242-0654,191 CHURN CREEK ROAD,REDDING,CA,96003,SHASTA,56,LICENSED
RESIDENTIAL CARE ELDERLY,455002645,WILLOW SPRINGS ALZHEIMERS SPECIAL CARE CENTER,WILLOW SPRINGS MANAGEMENT CA; JEA SENIOR LIVING,,(530) 242-0654,191 CHURN CREEK RD,REDDING,CA,96003,SHASTA,56,CLOSED
RESIDENTIAL CARE ELDERLY,191221821,"WILLOWS, THE","SERDAR, VANYA",WHYWILLOWS@AOL.COM,(818) 344-7885,18171 ROSITA STREET,TARZANA,CA,91356,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197610128,WILLOWVIEW HOME CORP,WILLOWVIEW HOME CORP,THEWILLOWVIEWHOME@GMAIL.COM,(818) 667-5411,27828 PARKVALE DRIVE,SAUGUS,CA,91350,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197606831,"WILLOWVIEW MANOR, INC.","WILLOWVIEW MANOR, INC.",RON@WILLIOWVIEWMANOR.COM,(661) 297-0985,27828 PARKVALE DRIVE,SAUGUS,CA,91350,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,366412420,WILSON'S BOARD & CARE,JOHN M. WILSON,JWILSONPRUCA@LIVE.COM,(909) 438-7334,8004 TAMARIND AVENUE,FONTANA,CA,92336,SAN BERNARDINO,6,LICENSED
RESIDENTIAL CARE ELDERLY,45001959,WINDCHIME OF CHICO,"WINDCHIME ASSISTED LVG, ASSOCIATES; MILESTONE RET",EXECUTIVEDIRECTOR@WINDCHIMESENIORS.COM,(530) 566-1800,855 BRUCE RD,CHICO,CA,95928,BUTTE,120,ON PROBATION
RESIDENTIAL CARE ELDERLY,216800977,WINDCHIME OF MARIN,WINDCHIME GROUP LLC; INTEGRAL SENIOR LIVING LLC,WINDCHIMEED@ISLLLC.COM,(415) 482-4100,1111 SIR FRANCIS DRAKE RD,KENTFIELD,CA,94904,MARIN,55,LICENSED
RESIDENTIAL CARE ELDERLY,157207096,WINDCREEK SENIOR CARE,"TUNGPALAN, FE V.",VILLAFE1069@YAHOO.COM,(661) 387-6582,9300 WINDCREEK CT.,BAKERSFIELD,CA,93312,KERN,6,LICENSED
RESIDENTIAL CARE ELDERLY,107201396,"WINDHAM, THE",KRC FRESNO II LP; INTEGRAL SENIOR LIVING MGT LLC,PATRICIA.GUSTIN@KISCOSL.COM,(559) 449-8070,100 E SPRUCE AVE,FRESNO,CA,93720,FRESNO,59,CLOSED
RESIDENTIAL CARE ELDERLY,107208238,"WINDHAM, THE",WINDHAM SENIOR CARE LLC; CADENCE SL WINDHAM FRESNO,PGUSTIN@CADENCESL.COM,(559) 449-8070,1100 E SPRUCE AVE,FRESNO,CA,93720,FRESNO,88,CLOSED
RESIDENTIAL CARE ELDERLY,107208930,"WINDHAM, THE",CADENCE SL WINDHAM FRSNO LLC; CAP IX-WINDHAM LLC,RLEINBACH@CADENCEL.COM,(559) 449-8070,1100 E SPRUCE AVE,FRESNO,CA,93720,FRESNO,88,LICENSED
RESIDENTIAL CARE ELDERLY,347005443,"WINDING WAY VILLA, LLC.","WINDING WAY VILLA, LLC.",JSTROUPKW@GMAIL.COM,(916) 671-3278,4316 ILLINOIS AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,75600202,WINDROSE CARE HOME,"TOLENTINO, CECILIA",CCWINDROSE@YAHOO.COM,(925) 777-1904,2308 ROBLES DRIVE,ANTIOCH,CA,94509,CONTRA COSTA,6,CLOSED
RESIDENTIAL CARE ELDERLY,197610153,WINDSCAPE SENIOR CARE,"WINDSCAPE SENIOR CARE, INC.",WINDSCAPESENIORCARE@GMAIL.COM,(818) 720-8870,7636 KENTLAND AVE,WEST HILLS,CA,91304,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609792,"WINDSCAPE SENIOR CARE, INC.","WINDSCAPE SENIOR CARE, INC.",NENOARMINE@MSN.COM,(559) 907-1184,7636 KENTLAND AVE,WEST HILLS,CA,91304,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,336403366,WINDSOR COURT ASSISTED LIVING,"WINDSOR COURT ASSISTED LIVING, LLC",MMAXWELL@WINDSORCARES.COM,(760) 327-8351,201 S. SUNRISE WAY,PALM SPRINGS,CA,92262,RIVERSIDE,130,LICENSED
RESIDENTIAL CARE ELDERLY,490107971,WINDSOR HOUSE,"MACKIE, WILLIAM AND MACKIE-TAPLEY, LEE",XJOHN4330@AOL.COM,(707) 838-9601,890 JENSEN LANE,WINDSOR,CA,95492,SONOMA,8,CLOSED
RESIDENTIAL CARE ELDERLY,496802016,WINDSOR HOUSE II,"MACKIE, WILLIAM",XJOHN8890@YAHOO.COM,(707) 838-9602,113 LEAFY GLADE PLACE,WINDSOR,CA,95492,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,331881008,WINE COUNTRY ASSISTED LIVING,"WINE COUNTRY AL, LLC",NEWJERSEYGIRL915@GMAIL.COM,(818) 277-0403,5 SHASTA LAKE DR,RANCHO MIRAGE,CA,92270,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,286801534,WINE COUNTRY SENIOR'S VILLA,"CRUZ, TERRY & ROA, FRANCISCO",KITSROA@YAHOO.COM,(707) 226-3055,3552 JEFFERSON ST.,NAPA,CA,94558,NAPA,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803582,"WINE COUNTRY SENIOR LIVING, INC.","WINE COUNTRY SENIOR LIVING, INC.",MERAKHIROYA@YAHOO.COM,(707) 665-5624,1879 ALAN DRIVE,PENNGROVE,CA,94951,SONOMA,10,LICENSED
RESIDENTIAL CARE ELDERLY,197608140,WINNETKA GUEST HOME,"HOME CARE MANOR, INC.",NITZ_CARE@YAHOO.COM,(818) 515-6724,19733 HEMMINGWAY STREET,WINNETKA,CA,91306,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609620,WINNETKA HOME CARE,LA CONSULTING AGENCY INC,ASNAPYAN@YAHOO.COM,(818) 349-9589,19733 HEMMINGWAY STREET,WINNETKA,CA,91306,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609875,WINNETKA HOME CARE,LHM CONNECT LLC,WINNETKAHOMECARE@GMAIL.COM,(818) 429-0797,19733 HEMMINGWAY STREET,WINNETKA,CA,91306,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197608269,"WINTER WIND, THE","JM & CRISS ELDERLY CARE, LLC.",,(909) 971-3597,2105 SAN MARCOS,CLAREMONT,CA,91711,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,336412425,WINTER WOODS COTTAGES,WINTER WOODS HOME CARE FOR ELDERLY LLC,WINTERWOODSCOTTAGES@YAHOO.COM,(951) 682-4198,845 W. LA CADENA DRIVE,RIVERSIDE,CA,92501,RIVERSIDE,23,LICENSED
RESIDENTIAL CARE ELDERLY,435294110,WISTERIA HOME,"REGALA, VICTORIA A.",VICTORIAREGALA@YAHOO.COM,(408) 230-1909,1160 REGIA CT.,SUNNYVALE,CA,94087,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609993,WISTERIA WARNER CENTER LLC,WISTERIA WARNER CENTER CCRC LLC,WSPIEKER@CONTINUINGLIFE.COM,(760) 704-6300,5500 CANOGA AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,497,PENDING
RESIDENTIAL CARE ELDERLY,306005334,WONDER'S YEARS,JUAN M GARCIA TRUJILLO,WONDERYEARS.ADM@GMAIL.COM,(949) 215-4087,24301 BARK STREET,LAKE FOREST,CA,92630,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,19200753,WONDER YEARS CARE HOME,WONDER YEARS HOME INC,WONDERYEARSCAREHOME@ICLOUD.COM,(415) 942-4224,2511 HENRY AVENUE,PINOLE,CA,94564,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,486800552,WOOD CREEK HOME,"HOLMAN, DONALD WILLIAM & AMY LEE",AMYWCH@ATT.NET,(707) 427-2789,1400 ANDOVER CT.,FAIRFIELD,CA,94533,SOLANO,6,CLOSED
RESIDENTIAL CARE ELDERLY,312700247,WOOD CREEK SENIOR CARE LLC,WOOD CREEK SENIOR CARE LLC,VINEYARDHOMECARE@YAHOO.COM,(916) 289-5550,8049 GILLELAND DRIVE,ROSEVILLE,CA,95747,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,421700457,"WOOD GLEN HALL, INC.",WOOD GLEN HALL INC.,JOAN@WOODGLENHALL.ORG,(805) 687-7771,3010 FOOTHILL ROAD,SANTA BARBARA,CA,93105,SANTA BARBARA,72,LICENSED
RESIDENTIAL CARE ELDERLY,306005960,WOODBRIDGE TERRACE,"HSRE-KISCO I TRS, LLC; KSL WOODBRIDGE MGR LLC",WBREGULATORYCOMPLIANCE@KISCOSL.COM,(760) 804-5900,1 WITHERSPOON,IRVINE,CA,92604,ORANGE,180,LICENSED
RESIDENTIAL CARE ELDERLY,306005290,WOODBRIDGE TERRACE,"HCP IRVINE CA OPCO LLC; KSL WOODBRIDGE MANAGER,LLC",DIANE.MORRIS@ATRIASENIORLIVING.COM,(949) 654-8500,1 WITHERSPOON,IRVINE,CA,92604,ORANGE,180,LICENSED
RESIDENTIAL CARE ELDERLY,198320101,WOODBURY GUEST HOME,"BEECHFIELD MANOR, INC.",INFO@BHFECARE.COM,(310) 533-1131,1586 WOODBURY DRIVE,HARBOR CITY,CA,90710,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,451373915,WOODCLIFF CARE HOME,"CALLOWAY, GLORIA L",glr_calloway@yahoo.com,(530) 244-2467,165 WOODCLIFF DRIVE,REDDING,CA,96003,SHASTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,312700259,WOODCREEK VILLA LLC,WOODCREEK VILLA LLC,MOTIVATEDGARCIA@GMAIL.COM,(916) 540-0914,521 COULSTON COURT,ROSEVILLE,CA,95747,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,317005625,"WOODCREEK VILLA, LLC","WOODCREEK VILLA, LLC",,(916) 865-4680,521 COULSTON COURT,ROSEVILLE,CA,95747,PLACER,6,CLOSED
RESIDENTIAL CARE ELDERLY,496801983,WOODCREST HOME CARE,"ROQUE, ALEXANDER",NOYRASRAMOS@GMAIL.COM,(707) 528-4829,4467 HOEN AVE,SANTA ROSA,CA,95405,SONOMA,6,CLOSED
RESIDENTIAL CARE ELDERLY,340313203,WOODLAKE GUEST HOME,"MANGABAT, NORMINIO & GLADYS",MANGABATGLADYS@YAHOO.COM,(916) 649-1082,1002 LOCHBRAE ROAD,SACRAMENTO,CA,95815,SACRAMENTO,14,LICENSED
RESIDENTIAL CARE ELDERLY,197609495,WOODLAKE LOVING CARE LLC,WOODLAKE LOVING CARE LLC,SHAKILAVB@YAHOO.COM,(818) 217-6778,8016 WOODLAKE AVE,WEST HILLS,CA,91304,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700594,"WOODLAKE, THE",WOODLAKE CARE GROUP LLC;LEISURE CARE LLC,MSWEARINGEN@LEISURECARE.COM,(916) 604-3780,1445 EXPO PARKWAY,SACRAMENTO,CA,95815,SACRAMENTO,144,LICENSED
RESIDENTIAL CARE ELDERLY,79200605,WOODLAND,KAREN TOTO FOR ALEGRIA COMMUNITY LIVING,,(510) 287-8488,4219 WOODLAND,CONCORD,CA,94521,CONTRA COSTA,4,CLOSED
RESIDENTIAL CARE ELDERLY,374601124,WOODLAND BORDEN CARE,"VUKOVICH, MIRJANA",INFO@WOODLANDBORDENCARE.COM,(760) 744-4829,819 WULFF STREET,SAN MARCOS,CA,92069,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602295,WOODLAND GARDEN RESIDENTIAL CARE,BENITO RAMIREZ ENCABO,BENENCABO@GMAIL.COM,(760) 735-8414,1717 KATY PL,ESCONDIDO,CA,92026,SAN DIEGO,6,CLOSED
RESIDENTIAL CARE ELDERLY,374602567,WOODLAND GARDEN RESIDENTIAL CARE II,"ENCABO, BENITO R & HELEN D",BENENCABO@GMAIL.COM,(760) 294-5728,1709 KATY PLACE,ESCONDIDO,CA,92026,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,191222545,WOODLAND HILLS MANOR,"ABRIGO, EUGENIA G.",WOODLAND.HILLS.MANOR@GMAIL.COM,(818) 594-5994,22642 VICTORY BLVD.,WOODLAND HILLS,CA,91367,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609786,WOODLAND HILLS RETIREMENT HOME,AGING SOLUTIONS PLUS LLC,SERGUEI35@YAHOO.COM,(818) 564-4381,24301 OXNARD ST,WOODLAND HILLS,CA,91367,LOS ANGELES,6,LICENSED
