Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
Sunrise Of Buckhead,ASSISTED LIVING COMMUNITY,"1000 LENOX PARK BOULEVARD, NE",Atlanta,GA,30319,Fulton,125,4042618700,martin.brown@sunriseseniorliving.com,6/24/21
Sunrise Of Decatur,ASSISTED LIVING COMMUNITY,920 CLAIRMONT AVENUE,Decatur,GA,30030,Dekalb,100,4043776111,decatur.ed@sunriseseniorliving.com,6/24/21
Sunrise Of East Cobb,ASSISTED LIVING COMMUNITY,1551 JOHNSON FERRY ROAD NE,Marietta,GA,30062,Cobb,100,7705090919,eastcobb.ed@sunriseseniorliving.com,6/24/21
Sunrise Of Five Forks,ASSISTED LIVING COMMUNITY,3997 FIVE FORKS TRICKUM ROAD,Lilburn,GA,30047,Gwinnett,101,7703817733,licensing@sunriseseniorliving.com,6/24/21
Sunrise Of Ivey Ridge,ASSISTED LIVING COMMUNITY,2950 OLD ALABAMA ROAD,Alpharetta,GA,30022,Fulton,119,7704756622,,6/24/21
Sunrise Of Johns Creek,ASSISTED LIVING COMMUNITY,11405 MEDLOCK BRIDGE ROAD,Johns Creek,GA,30097,Fulton,100,7708140505,johnscreek.ed@sunriseseniorliving.com,6/24/21
Sunrise Village,PERSONAL CARE HOME,573 PIONEER ROAD,Jasper,GA,30143,Pickens,6,7062530043,sunrisevillage15@yahoo.com,6/24/21
Sunset Nellee'S,PERSONAL CARE HOME,6420 BENNETT DRIVE,Rex,GA,30273,Clayton,6,6785659940,,6/24/21
Sunshine Care,PERSONAL CARE HOME,3863 AUGUSTA HIGHWAY,Lincolnton,GA,30817,Lincoln,14,7063594773,sunshinecare30817@yahoo.com,6/24/21
Sunshine Noel Pch,PERSONAL CARE HOME,3085 LAKE PORT DRIVE,Snellville,GA,30039,Gwinnett,6,4044623756,noelbuckle@att.net,6/24/21
Sunshine Noel Pch 2,PERSONAL CARE HOME,7411 PLEASANT HILL ROAD,Lithonia,GA,30058,Dekalb,6,6789936998,noellebuckle@att.net,6/24/21
Sunshine Pch,PERSONAL CARE HOME,1130 EAST 40TH STREET,Savannah,GA,31404,Chatham,4,9122368227,,6/24/21
Sunshine Residential Care,PERSONAL CARE HOME,3949 PINE GORGE CIRCLE,Dacula,GA,30019,Gwinnett,5,6785463293,sunshine.pch@gmail.com,6/24/21
Susan'S Personal Care Home,PERSONAL CARE HOME,114 HAMBLETON STREET,Thomasville,GA,31792,Thomas,6,2292263318,susancarley@yahoo.com,6/24/21
Sweet Sadie'S Pch,PERSONAL CARE HOME,434 RAILROAD AVE,Blythe,GA,30805,Richmond,5,7065929130,swill25@aol.com,6/24/21
Sylvania Personal Care Home,PERSONAL CARE HOME,202 SOUTH HULL STREET,Sylvania,GA,30467,Screven,6,9125649154,sylvaniapersonalcare@gmail.com,6/24/21
T & A'S Personal Care Home,PERSONAL CARE HOME,5150 ATLANTA HIGHWAY,Bogart,GA,30622,Clarke,4,7067254827,shebat@bellsouth.net,6/24/21
T C Personal Care Home,PERSONAL CARE HOME,3520 LAKE MONROE ROAD,Douglasville,GA,30135,Douglas,6,4706893926,tcpch.tcmedicals@gmail.com,6/24/21
T I P Organization Inc,PERSONAL CARE HOME,4412 LIBERTY PKWY,Savannah,GA,31405,Chatham,4,9124414954,tiporganization2014@gmail.com,6/24/21
Tabitha'S Retreat,PERSONAL CARE HOME,6071 ANTIOCH COURT,Powder Springs,GA,30127,Cobb,3,6783862269,heather@tabithasretreat.com,6/24/21
Tall Pine Estates Pch,PERSONAL CARE HOME,3863 WHITAKER ROAD,Roberta,GA,31078,Crawford,6,4788364691,,6/24/21
Tallokas Pch #1,PERSONAL CARE HOME,189 TALLOKAS ESTATES,Moultrie,GA,31768,Colquitt,3,2299857190,thampton@georgiapines.net,6/24/21
Tapestry House Assisted Living,ASSISTED LIVING COMMUNITY,2725 HOLCOMB BRIDGE ROAD,Alpharetta,GA,30022,Fulton,140,7706490808,llewis@insigniaseniorliving.com,6/24/21
Tapestry House Memory Care,ASSISTED LIVING COMMUNITY,9212 NESBIT FERRY ROAD,Alpharetta,GA,30022,Fulton,60,7709920505,mcruz@insigniaseniorliving.com,6/24/21
Tapley'S Personal Care Home,PERSONAL CARE HOME,4602 HEREFORD FARM ROAD,Evans,GA,30809,Columbia,18,7063034144,anntapley20012000@yahoo.com,6/24/21
Tapley'S Personal Care Home # 2,PERSONAL CARE HOME,1372 INTERSTATE PARKWAY,Augusta,GA,30909,Richmond,24,7069935952,anntapley20012000@yahoo.com,6/24/21
"Tapley'S, Ann Personal Care Home 1",PERSONAL CARE HOME,339 MARSHALL STREET,Martinez,GA,30907,Columbia,11,7068685497,anntapley20012000@yahoo.com,6/24/21
"Tapley'S, Ann Personal Care Home 2",PERSONAL CARE HOME,339 MARSHALL STREET,Augusta,GA,30907,Columbia,11,7063642627,anntapley20012000@yahoo.com,6/24/21
"Tapley'S, Ann Personal Care Home 3",PERSONAL CARE HOME,339 MARSHALL STREET,Martinez,GA,30907,Columbia,11,7068631785,anntapley20012000@yahoo.com,6/24/21
Tarr Personal Care Home,PERSONAL CARE HOME,1180 MUNDYS MILL ROAD,Jonesboro,GA,30238,Clayton,8,6785935969,tarrpersonalcarehome@gmail.com,6/24/21
Tattnall-Evans Manor,PERSONAL CARE HOME,312 NORTH HENRY STREET,Glennville,GA,30427,Tattnall,4,9126544961,,6/24/21
Tebeau House,PERSONAL CARE HOME,2019 TEBEAU STREET,Waycross,GA,31501,Ware,15,9122859303,mlaidler@helpathome.com,6/24/21
Tefnushaboo,PERSONAL CARE HOME,6349 WINDY RIDGE WAY,Lithonia,GA,30058,Dekalb,3,6783927192,juneanboone@yahoo.com,6/24/21
Temple Personal Home Care Llc,PERSONAL CARE HOME,838 SHADYBROOK DRIVE,Marietta,GA,30066,Cobb,3,4046601571,templepersonalhomecare@gmail.com,6/24/21
Tender Hands Home Care,PERSONAL CARE HOME,3025 SONYA LANE,Snellville,GA,30078,Gwinnett,6,6786157891,,6/24/21
Tender Hands Home Care Ii Llc,PERSONAL CARE HOME,3600 BRUSHY WOOD DR,Loganville,GA,30052,Gwinnett,6,7705549414,marlene30052@yahoo.com,6/24/21
Tender Loving Care,PERSONAL CARE HOME,4722 LIONS HEAD CIRCLE,Lithonia,GA,30038,Dekalb,3,6784181596,beverlygraham63@yahoo.com,6/24/21
Tender Loving Care Personal Care Home,PERSONAL CARE HOME,45 EAST LAWN WAY,Covington,GA,30016,Newton,3,6786257166,tlcpersonalcarehome1@gmail.com,6/24/21
Tender Personal Care Home #2,PERSONAL CARE HOME,339 RUSSELL RD,Lawrenceville,GA,30043,Gwinnett,8,6782428981,tenderpersonal@yahoo.com,6/24/21
Tender Personal Home Care,PERSONAL CARE HOME,1560 TWIN BRIDGE LANE,Lawrenceville,GA,30043,Gwinnett,6,6789851387,tenderpersonal@yahoo.com,6/24/21
Tennille Retirement Home,PERSONAL CARE HOME,525 NORTH MAIN STREET,Tennille,GA,31089,Washington,24,4785520607,,6/24/21
"Terraces At Peachtree Hills Place Al, The",ASSISTED LIVING COMMUNITY,229 PEACHTREE HILLS AVENUE,Atlanta,GA,30305,Fulton,76,6786195600,sclark@peachtreehillsplace.com,6/24/21
Terrell'S Personal Care Home,PERSONAL CARE HOME,5100 ATLANTA HWY,Bogart,GA,30622,Clarke,4,7063510272,shebat@bellsouth.net,6/24/21
The Grove At Orchard Ridge Residences,PERSONAL CARE HOME,494 GROVE PARKWAY,Dalton,GA,30721,Whitfield,24,7062595483,mfox@veritasseniorliving.com,6/24/21
Thomas Dd Site #1,PERSONAL CARE HOME,1517 WRIGHT STREET,Thomasville,GA,31792,Thomas,3,2292285996,thampton@georgiapines.net,6/24/21
Thomas Kelly Senior Living Community,ASSISTED LIVING COMMUNITY,4083 BUSINESS HWY 27,Buchanan,GA,30113,Haralson,60,7706467777,zkelly@kellyfoundation4seniors.org,6/24/21
Thomas Mr Site #5,PERSONAL CARE HOME,211 HUNTER'S CHASE CIRCLE,Thomasville,GA,31792,Thomas,3,2292260634,thampton@georgiapines.net,6/24/21
"Thomas, Inez Pch #2",PERSONAL CARE HOME,3405 RICHMOND HILL ROAD,Augusta,GA,30906,Richmond,6,7067922702,thomaspch1@yahoo.com,6/24/21
Thomaston Manor,PERSONAL CARE HOME,409 WEST GORDON STREET,Thomaston,GA,30286,Upson,12,7066478220,sabrinalancasternp@gmail.com,6/24/21
Thrive Assisted Living And Memory Care,ASSISTED LIVING COMMUNITY,37 BROCK DRIVE,Lookout Mountain,GA,30750,Dade,70,7069565898,jeramy.ragsdale@thrivesl.com,6/24/21
Thrive At Augusta,ASSISTED LIVING COMMUNITY,2222 INDIGO HALL DRIVE,Martinez,GA,30907,Columbia,95,7069552275,hello@thriveataugusta.com,6/24/21
Thrive At Frederica,ASSISTED LIVING COMMUNITY,3615 FREDERICA ROAD,Saint Simons Island,GA,31522,Glynn,120,9122954699,tatjana.harper@thriveatfrederica.com,6/24/21
Thrive At Green Island,ASSISTED LIVING COMMUNITY,6896 RIVER ROAD,Columbus,GA,31904,Muscogee,74,7063830590,bryan.barnes@thriveatgreenisland.com,6/24/21
Thrive On Skidaway,ASSISTED LIVING COMMUNITY,5 LAKE ST,Savannah,GA,31411,Chatham,47,9122954220,hello@thriveonskidaway.com,6/24/21
Tibia Personal Care Home,PERSONAL CARE HOME,2862 WHIPOORWILL TRAIL,Hartwell,GA,30643,Hart,3,7063761184,diane9206@att.net,6/24/21
"Tignall House, The",PERSONAL CARE HOME,185 S HULIN AVE,Tignall,GA,30668,Wilkes,12,7062852483,akaramihalis@yahoo.com,6/24/21
Timberwood Pch,PERSONAL CARE HOME,359 SHORELINE DRIVE A AND B,Thomasville,GA,31757,Thomas,6,2292262272,thampton@georgiapines.net,6/24/21
Tl & L Personal Care Home,PERSONAL CARE HOME,1213 DUNWOODY DRIVE,Valdosta,GA,31602,Lowndes,4,2292450778,tllpch@bellsouth.net,6/24/21
Tl&C Personal Care Home,PERSONAL CARE HOME,1513 BAYMEADOW DRIVE,Valdosta,GA,31601,Lowndes,4,2292599507,lenadeloris@yahoo.com,6/24/21
Tlc Family Home,PERSONAL CARE HOME,3605 SHALLOWFORD ROAD,Marietta,GA,30062,Cobb,3,6784014011,,6/24/21
Tnk Personal Care Home,PERSONAL CARE HOME,1947 HARRISON RD,Augusta,GA,30904,Richmond,3,7069223182,,6/24/21
Tometi Personal Care Home,PERSONAL CARE HOME,2444 BRIAR KNOLL RD,Lithonia,GA,30058,Dekalb,3,3473726387,jtometi@yahoo.com,6/24/21
Top Notch Personal Care Home,PERSONAL CARE HOME,1171 SUTTON ROAD,Forsyth,GA,31029,Monroe,3,4789935652,topnotch.pch1@yahoo.com,6/24/21
"Touch Of Home For The Elderly, A",PERSONAL CARE HOME,503 EAST JEFFERSON STREET,Americus,GA,31709,Sumter,6,2299245182,,6/24/21
"Touch Of Home Pch, A",PERSONAL CARE HOME,6312 WINDY RIDGE WAY,Lithonia,GA,30058,Dekalb,3,6784625881,info@atouchofhomecare.com,6/24/21
Touching Your World Pch,PERSONAL CARE HOME,1888 MOUNTAIN PARK RUN,Loganville,GA,30052,Gwinnett,3,7709727842,rozariof@bellsouth.net,6/24/21
Towne Club Windermere Assisted Living,ASSISTED LIVING COMMUNITY,3950 TOWNE CLUB PARKWAY,Cumming,GA,30041,Forsyth,98,7708447779,adlingtondonna@lcsnet.com,6/24/21
Traces Of Tiger I,PERSONAL CARE HOME,382 BRIDGE CREEK ROAD,Tiger,GA,30576,Rabun,24,7067826208,,6/24/21
Traces Of Tiger Ii,PERSONAL CARE HOME,382 BRIDGE CREEK ROAD,Tiger,GA,30576,Rabun,8,7067826208,cpennin14@gmail.com,6/24/21
Tranquil Gardens Assisted Living & Memory Care,ASSISTED LIVING COMMUNITY,330 TRANQUIL GARDENS DRIVE,Acworth,GA,30102,Cherokee,78,7707799311,info@tranquilgardensassistedliving.com,6/24/21
Tranquility Of Cartersville,PERSONAL CARE HOME,60 MASSELL DRIVE SE,Cartersville,GA,30121,Bartow,32,7703825683,likehome@brooksidecartersville.com,6/24/21
Transitional Care Ii,PERSONAL CARE HOME,6049 COVINGTON HWY,Decatur,GA,30035,Dekalb,16,4702683260,b.davistransitionalcarepch.com,6/24/21
Transitions,PERSONAL CARE HOME,1050 MILLARD ROAD,Stone Mountain,GA,30088,Dekalb,3,6785181179,smr569@yahoo.com,6/24/21
Trayce Manor,PERSONAL CARE HOME,410 EAST SELLERS STREET,Douglas,GA,31533,Coffee,5,9123844554,eva.fedd@pathways.com,6/24/21
Tree Of Life Center Llc,PERSONAL CARE HOME,1093 W LINDSAY DRIVE,Columbus,GA,31906,Muscogee,6,7069840840,treeoflifecenter83@yahoo.com,6/24/21
Treutlen Living Center,PERSONAL CARE HOME,5590 NORTH THIRD STREET,Soperton,GA,30457,Treutlen,15,9125296956,gwitherell@ethicahealth.org,6/24/21
Trinity Family Personal Care Home,PERSONAL CARE HOME,3273 HOPKINS ROAD,Powder Springs,GA,30127,Cobb,3,6785943356,danelle@trinityfamilypch.com,6/24/21
Trinity Manor,PERSONAL CARE HOME,3200 TRINITY CHURCH ROAD,Canton,GA,30115,Cherokee,6,9545496996,,6/24/21
Trinity Personal Care Home Of Georgia,PERSONAL CARE HOME,718 WEED STREET,Augusta,GA,30904,Richmond,6,7067365897,info@trinitypch.com,6/24/21
True Care,PERSONAL CARE HOME,1909 CENTRAL AVE,Augusta,GA,30904,Richmond,11,7063641412,truecare2013@yahoo.com,6/24/21
True Comfort Care Home #5,PERSONAL CARE HOME,1905 DAINELSVILLE ROAD,Athens,GA,30601,Clarke,6,7066136110,truecomfort.net@charter.net,6/24/21
True Comfort Care Home 3,PERSONAL CARE HOME,476 BRIARWOOD LANE,Hull,GA,30646,Madison,3,7065490336,truecomfort.net@charter.net,6/24/21
True Comfort Care Home 4,PERSONAL CARE HOME,1081 HELICAN SPRING ROAD,Athens,GA,30601,Madison,5,7066136110,truecomfort.net@charter.net,6/24/21
True Comfort Care Homes #6,PERSONAL CARE HOME,185 CATALPA DRIVE,Athens,GA,30601,Clarke,4,7065490074,truecomfort.net@charter.net,6/24/21
True Comfort Pch #7,PERSONAL CARE HOME,6226 HWY 72,Colbert,GA,30628,Madison,6,7067887870,truecomfort.net@charter.net,6/24/21
Truecare Of Augusta,PERSONAL CARE HOME,1951 MILTON ROAD,Augusta,GA,30904,Richmond,13,7062242131,truecare2013@yahoo.com,6/24/21
Truly Living Well Personal Care Home,PERSONAL CARE HOME,7078 BETHEL COURT,Riverdale,GA,30296,Clayton,6,6785194984,jeann626@aol.com,6/24/21
Trusting Hands Pch,PERSONAL CARE HOME,603 AVENUE H,West Point,GA,31833,Troup,4,7066455591,trustinghands2017@gmail.com,6/24/21
Truth In Life Pch,PERSONAL CARE HOME,2422 PATRICK AVENUE,Hephzibah,GA,30815,Richmond,5,7622226002,swhitfield5591@gmail.com,6/24/21
Tudor Castle,PERSONAL CARE HOME,2056 TUDOR CASTLE CIRCLE,Decatur,GA,30035,Dekalb,6,7706950864,wrose@tudorcastlepch.com,6/24/21
Twelve Oaks Senior Living,PERSONAL CARE HOME,2000 BELLEVUE ROAD,Dublin,GA,31021,Laurens,26,4782749030,sshriver@bellsouth.net,6/24/21
Union Springs Care,PERSONAL CARE HOME,97 CHESTNUT LANE,Mcdonough,GA,30253,Henry,4,4049003570,unionspringscare@gmail.com,6/24/21
Unique Personal Care Home,PERSONAL CARE HOME,2542 C MILLEDGEVILLE RD,Augusta,GA,30904,Richmond,4,7069937557,uniquepersonalcarehome@gmail.com,6/24/21
Unique Quality Pch,PERSONAL CARE HOME,5732 BARRINGTON RUN,Union City,GA,30291,Fulton,3,7703065380,wayne920@yahoo.com,6/24/21
Unisex Xtended Living,PERSONAL CARE HOME,1616 B QUACCO ROAD,Pooler,GA,31322,Chatham,3,9127130238,uxl_22@yahoo.com,6/24/21
Uphill Springs,PERSONAL CARE HOME,2445 BACKVALLEY ROAD,Lyerly,GA,30730,Chattooga,4,7068952144,jboo73@msn.com,6/24/21
Upper River Pch,PERSONAL CARE HOME,130 UPPER RIVER ROAD,Covington,GA,30016,Newton,6,7707847757,carkfami@yahoo.com,6/24/21
V & T Shady Rest Pc Home,PERSONAL CARE HOME,1386 NEW PETERSBURG ROAD,Lincolnton,GA,30817,Lincoln,2,7063595207,,6/24/21
V H Personal Care Home,PERSONAL CARE HOME,5952 WELLBORN TRAILS,Lithonia,GA,30058,Dekalb,3,4702685434,elmenahazle@gmail.com,6/24/21
"Valencia Personal Care Home, The",PERSONAL CARE HOME,605 S VALENCIA DRIVE,Albany,GA,31707,Dougherty,12,2294207971,valenciacarehome@att.net,6/24/21
Vanderpoole'S Senior Living Estates,PERSONAL CARE HOME,1718 MOSSY ROCK COVE,Lithonia,GA,30058,Dekalb,3,6788065548,,6/24/21
Vanessa'S Personal Touch,PERSONAL CARE HOME,877 MEADOW ROCK DRIVE,Stone Mountain,GA,30083,Dekalb,3,4043120203,mtucker2133@gmail.com,6/24/21
Vauleet'S Personal Care Home,PERSONAL CARE HOME,2811 BLUE GRASS LANE,Decatur,GA,30034,Dekalb,4,4042886240,vauleet@yahoo.com,6/24/21
Velvet Manor Pch,PERSONAL CARE HOME,"2000 AUSTELL ROAD, SW, UNITS 421-425",Marietta,GA,30008,Cobb,6,7706932864,velvetmanorpch@gmail.com,6/24/21
"Veranda At Carnesville, The",PERSONAL CARE HOME,29 MCENTIRE STREET,Carnesville,GA,30521,Franklin,12,7063842082,mandysrtn@gmail.com,6/24/21
"Vernon Springs Senior Living, Inc",PERSONAL CARE HOME,690 MOUNT VERNON HWY NE,Atlanta,GA,30328,Fulton,74,4048438857,mcgillcurt@gmail.com,6/24/21
Vernon Woods Retirement Community,ASSISTED LIVING COMMUNITY,101 VERNON WOODS DRIVE,Lagrange,GA,30240,Troup,46,7068122899,burdicks@wghealth.org,6/24/21
Veterans Parkway Adaptive Gp,PERSONAL CARE HOME,9021 VETERANS PARKWAY,Columbus,GA,31909,Muscogee,6,7066609926,,6/24/21
Victoria Personal Care Home,PERSONAL CARE HOME,2666 NANCY DRIVE,Macon,GA,31206,Bibb,4,4787856600,hhcare73@yahoo.com,6/24/21
Victory Village,PERSONAL CARE HOME,3650 SALEM CHURCH ROAD,Jasper,GA,30143,Pickens,6,7707352219,sunspot30143@yahoo.com,6/24/21
Villa Palazzo Memory Care Community,PERSONAL CARE HOME,1262 HIGHTOWER TRAIL,Atlanta,GA,30350,Fulton,56,7706508800,rfaber@integrohcs.com,6/24/21
Villa Palazzo Personal Care Community,PERSONAL CARE HOME,1260 HIGHTOWER TRAIL,Atlanta,GA,30350,Fulton,107,7706508200,rfarber@integrohcs.com,6/24/21
Villa Rose,PERSONAL CARE HOME,430 MOSLEY RD,Byron,GA,31008,Peach,24,4789562003,kathy5@cox.net,6/24/21
Village Park At Spalding,ASSISTED LIVING COMMUNITY,5701 SPALDING DRIVE,Peachtree Corners,GA,30092,Gwinnett,134,7704160502,information@villageparkseniorliving.com,6/24/21
Village Park Milton,ASSISTED LIVING COMMUNITY,555 WILLIS ROAD,Alpharetta,GA,30009,Fulton,158,4705094557,danielle@galerieliving.com,6/24/21
Village Park Of Alpharetta,ASSISTED LIVING COMMUNITY,12300 MORRIS ROAD,Alpharetta,GA,30005,Fulton,253,6787403499,tammy@villageparkseniorliving.com,6/24/21
Villas #1,PERSONAL CARE HOME,903 BELLEVUE,Dublin,GA,31021,Laurens,15,4782752015,greenwoodplace@gmail.com,6/24/21
Villas #2,PERSONAL CARE HOME,903 BELLEVUE AVENUE,Dublin,GA,31021,Laurens,15,4782752015,greenwoodplace@gmail.com,6/24/21
Villas #3,PERSONAL CARE HOME,903 BELLEVUE AVENUE,Dublin,GA,31021,Laurens,15,4782752015,greewoodplace@gmail.com,6/24/21
"Villas At Canterfield, The",PERSONAL CARE HOME,815 ATLANTA HIGHWAY,Cumming,GA,30040,Forsyth,100,7708884929,katie@thevillasatcanterfield.com,6/24/21
Vincent'S Village Personal Care,PERSONAL CARE HOME,3113 WASHINGTON ROAD,East Point,GA,30344,Fulton,6,4047684210,vinc3350@bellsouth.net,6/24/21
Vine Senior Care,PERSONAL CARE HOME,5111 SPRING STREET,Flowery Branch,GA,30542,Hall,20,6786438206,seniorcaream@gmail.com,6/24/21
Vineville Home,PERSONAL CARE HOME,3712 AGAPE VILLAGE ROAD,Macon,GA,31210,Bibb,4,4783307077,ehardinwaits@wesleyglen.org,6/24/21
Vision Care Home Of Austell,PERSONAL CARE HOME,1420 BLAIRBRIDGE ROAD,Austell,GA,30168,Cobb,3,7708998539,trinityhhc10@gmail.com,6/24/21
Vision Of Life Personal Care Home,PERSONAL CARE HOME,414 RIVER CHASE DRIVE,Jonesboro,GA,30238,Clayton,3,4049528794,chncybrown@gmail.com,6/24/21
Vision Personal Care Home,PERSONAL CARE HOME,960 CURRY PLACE,Macon,GA,31211,Bibb,7,5042704439,benshropshire@aol.com,6/24/21
Vision Senior Care Personal Care Home Llc,PERSONAL CARE HOME,5002 CHAMBLEE TUCKER RD,Tucker,GA,30084,Dekalb,5,7703307557,visionhomecareservice@gmail.com,6/24/21
Volunteers Of America Deer Run Home,PERSONAL CARE HOME,102 DEER ROAD,Springfield,GA,31329,Effingham,6,4702047026,jredding@voase.org,6/24/21
Walden Residential - Dunwoody Ga,PERSONAL CARE HOME,4609 NORTH PEACHTREE ROAD,Atlanta,GA,30338,Dekalb,5,7704578418,crossignol@waldenbehavioralcare.com,6/24/21
Walden'S Cove Pch,PERSONAL CARE HOME,1442 JOHNSON MILL ROAD,Jefferson,GA,30549,Jackson,12,7063672958,waldenscove@gmail.com,6/24/21
Walker Lake Breeze Pch Ii,PERSONAL CARE HOME,3107 SALEM ROAD,Conyers,GA,30013,Newton,0,7707618597,,6/24/21
"Walker, Corbit Ddm Home",PERSONAL CARE HOME,685 HILL STREET,Manchester,GA,31816,Meriwether,4,7068469252,,6/24/21
Walkers-Lakebreeze Pch,PERSONAL CARE HOME,440-A LANG ROAD,Covington,GA,30014,Newton,4,7707840187,,6/24/21
Ware Group Home,PERSONAL CARE HOME,214 EDISON DRIVE,Albany,GA,31705,Dougherty,4,2294365771,maeware@bellsouth.net,6/24/21
Ware Group Home #2,PERSONAL CARE HOME,301 CANNON DRIVE,Albany,GA,31705,Dougherty,4,2298881360,richardware426@gmail.com,6/24/21
Warren Personal Care Home,PERSONAL CARE HOME,6009 ELLEN STREET,Ochlocknee,GA,31773,Thomas,6,2295745704,,6/24/21
Watercrest Newnan Assisted Living And Memory Care,ASSISTED LIVING COMMUNITY,285 SUMMERLIN BLVD,Newnan,GA,30265,Coweta,118,7706372207,lcawthon@watercrestseniorliving.com,6/24/21
"Waterford At Hidden Lake, The",ASSISTED LIVING COMMUNITY,3100 HIDDEN VALLEY DR,Canton,GA,30114,Appling,98,7702248000,ktaylor@capitalseniorliving.net,6/24/21
"Waterford At Oakwood, The",ASSISTED LIVING COMMUNITY,4251 HUDSON DRIVE,Oakwood,GA,30566,Hall,72,7702976900,kpantaleeo@capitalseniorliving.net,6/24/21
Watermark Senior Living I,PERSONAL CARE HOME,5755 CONNER ROAD,Flowery Branch,GA,30542,Hall,16,7709650951,jkshoemaker@outlook.com,6/24/21
Watermark Senior Living Ii,PERSONAL CARE HOME,5761 CONNER ROAD,Flowery Branch,GA,30542,Hall,20,7709673090,watermarkseniorlivinginc@gmail.com,6/24/21
Waters Cove Senior Living Community,PERSONAL CARE HOME,1200 SILVER HILL RD,Stone Mountain,GA,30087,Dekalb,3,4705045086,cwaters@waterscoveseniorliving.com,6/24/21
Watkins Personal Care Home Ii,PERSONAL CARE HOME,404 E. CHURCH STREET,Fort Valley,GA,31030,Peach,23,4786764646,wpchinc@progressivetel.com,6/24/21
Waverly Gardens Of Evans,PERSONAL CARE HOME,550 GIBBS ROAD,Evans,GA,30809,Columbia,20,7066518556,swellman@altrus.us,6/24/21
We Care Personal Care Home Facility,PERSONAL CARE HOME,206 WALNUT DRIVE,Americus,GA,31719,Sumter,6,2299444208,mwilliams@sumterschools.org,6/24/21
We Care Residential Services I,PERSONAL CARE HOME,4660 SUNDRIDGE TRAIL,Fairburn,GA,30213,Fulton,6,7708922590,wecareivu@yahoo.com,6/24/21
We Care Residential Services Ii,PERSONAL CARE HOME,5585 SHORT RD,Fairburn,GA,30213,Fulton,3,7708927212,wecareivu@yahoo.com,6/24/21
We Care Residential Services Iii,PERSONAL CARE HOME,8270 RIDGE RD,Fairburn,GA,30213,Fulton,5,7703063550,wecareivu@yahoo.com,6/24/21
We Care Residential Services Iv,PERSONAL CARE HOME,7565 BUTNER RD,Fairburn,GA,30213,Fulton,4,7705848481,wecareivu@yahoo.com,6/24/21
Weini'S Pch,PERSONAL CARE HOME,1584 SOUTH HAIRSTON ROAD,Stone Mountain,GA,30088,Dekalb,3,4042463649,thehadamugroup@gmail.com,6/24/21
Welcome Home Personal Care Home,PERSONAL CARE HOME,2366 CENTERVILLE ROSEBUD ROAD,Loganville,GA,30052,Gwinnett,6,7707366643,radutrifu@concast.net,6/24/21
Welcome To Serenity,PERSONAL CARE HOME,1237 FLATROCK ROAD,Stockbridge,GA,30281,Henry,3,6783928977,shannon_brianna_brown@yahoo.com/welcometoserenity1237@gmail.,6/24/21
Wellington Court Assisted Living,ASSISTED LIVING COMMUNITY,11350 WOODSTOCK ROAD,Roswell,GA,30075,Fulton,49,7706452340,mlowell@stgeorgevillage.com,6/24/21
Wellspring Adult Care,PERSONAL CARE HOME,6531 ROOSEVELT HIGHWAY,Union City,GA,30291,Fulton,5,4044787137,ponder_nicole1@ yahoo.com,6/24/21
Wellsprings Personal Care Home,PERSONAL CARE HOME,518 E CLAY STREET,Thomasville,GA,31792,Thomas,6,2292369944,tammymetcalf65@gmail.com,6/24/21
Wesby'S Personal Care Home,PERSONAL CARE HOME,1429 HIGHWAY 23 SOUTH,Waynesboro,GA,30830,Burke,6,7064370951,cwhitf1010@aol.com,6/24/21
Wesley Woods Towers Pch,PERSONAL CARE HOME,"1825 CLIFTON ROAD, NE",Atlanta,GA,30329,Dekalb,36,4047286600,jennie.deese@wesleywoods.org,6/24/21
Wesleyan Mens Home,PERSONAL CARE HOME,841 WESLEYAN DRIVE,Macon,GA,31210,Bibb,4,4782542302,ehardinwaits@wesleyglen.org,6/24/21
Wessie'S In-Home Care,PERSONAL CARE HOME,11 PALM AVENUE,Savannah,GA,31404,Chatham,4,9124955197,rubysmalls4806@att.net,6/24/21
West End Group Home,PERSONAL CARE HOME,"684 LAWTON STREET, S. W.",Atlanta,GA,30310,Fulton,5,4047582036,,6/24/21
West Forrest,PERSONAL CARE HOME,280 WEST FORREST STREET,Harlem,GA,30814,Columbia,12,7066992407,alokey123@aol.com,6/24/21
West Personal Care Home,PERSONAL CARE HOME,105 MAPLE CIRCLE,Greensboro,GA,30642,Greene,6,7064531146,,6/24/21
West Personal Care Home Ii,PERSONAL CARE HOME,116 MAPLE CIRCLE,Greensboro,GA,30642,Greene,6,7064537533,,6/24/21
West Personal Care Home Iii,PERSONAL CARE HOME,507 MARTIN LUTHER KING JR DRIVE,Greensboro,GA,30642,Greene,6,7064537911,,6/24/21
West Village Retirement Comm,PERSONAL CARE HOME,409 WEST GOODRICH AVENUE,Thomaston,GA,30286,Upson,24,7066475168,westvillage@windstream.net,6/24/21
Whispering Pines,PERSONAL CARE HOME,"6273 HIGHWAY 41, SOUTH",Bolingbroke,GA,31004,Monroe,15,4789940382,,6/24/21
Whispering Pines Personal Care Home I,PERSONAL CARE HOME,100 EAST PACES DRIVE,Athens,GA,30605,Clarke,15,7063546540,crawfordk@taggartatlantic.com,6/24/21
