Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
STERLING ESTATES,ASSISTED LIVING COMMUNITY,3165 DALLAS HIGHWAY,MARIETTA,GA,30064,COBB,175,6784677643,mgill@sterling-estates.com
STERLING ESTATES SENIOR LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4220 LOWER ROSWELL ROAD,MARIETTA,GA,30068,COBB,110,6789464454,ssodel@hccci.net
STEVENSON PERSONAL CARE HOME,PERSONAL CARE HOME,6285 EMERALD POINTE CIRCLE,COLLEGE PARK,GA,30349,FULTON,5,7709975474,amcdoz@aol.com
STEWART COMMUNITY HOME,PERSONAL CARE HOME,1125 15TH STREET,COLUMBUS,GA,31901,MUSCOGEE,72,7063272707,payroll@sch-info.org
"STEWART HOUSE, THE",PERSONAL CARE HOME,102 SOUTH STREET,CARROLLTON,GA,30117,CARROLL,50,7708280303,tsh.ashleywoodall@gmail.com
STILESBORO PERSONAL CARE HOME,PERSONAL CARE HOME,4549 STILESBORO ROAD,KENNESAW,GA,30152,COBB,10,6782900085,stilesboroal@comcast.net
"STOKES, FRANCES HOME",PERSONAL CARE HOME,3638 LAVISTA ROAD,DECATUR,GA,30033,DEKALB,4,4042481686,scrow@ddmga.org
STONE BROOKE SUITES,PERSONAL CARE HOME,114 STONE BROOKE DRIVE,GRAY,GA,31032,JONES,43,4789860097,kgordon@ethicahealth.org
STONEHENGE SENIOR LIVING I,PERSONAL CARE HOME,61 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,21,7067457703,stonehenge@brmemc.net
STONEHENGE SENIOR LIVING II,PERSONAL CARE HOME,120 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,20,7067458187,stonehengeSL123@gmail.com
STONEHENGE SENIOR LIVING III,PERSONAL CARE HOME,168 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,21,7068352606,stonehengeSL123@gmail.com
STONEHENGE SENIOR LIVING IV,PERSONAL CARE HOME,164 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,8,7067457779,stonehengeSL123@gmail.com
STONEHENGE SENIOR LIVING V,PERSONAL CARE HOME,84 CALDWELL ROAD,BLAIRSVILLE,GA,30512,UNION,24,7068351328,STONEHENGESL123@GMAIL.COM
"SUITES AT CYPRESS POND, THE",PERSONAL CARE HOME,15 KENT ROAD,TIFTON,GA,31794,TIFT,50,2293823333,billwrightglm@gmail.com
SUITES AT POPLAR CREEK (THE),PERSONAL CARE HOME,114 OLD AIRPORT ROAD,LAGRANGE,GA,30240,TROUP,50,7068451500,pcrews@georgialivingseniorcare.com
"SUITES AT STATION EXCHANGE, THE",PERSONAL CARE HOME,3205 TSX GRAND CENTRAL,RICHMOND HILL,GA,31324,BRYAN,65,9124452425,dpurser@georgialiving seniorcare.com
SUITES AT WILLOW POND (THE),PERSONAL CARE HOME,4344 COUNTRY CLUB ROAD,STATESBORO,GA,30458,BULLOCH,50,9124894774,billwrightglm@gmail.com
"SUITES OF WOODLEAF, THE",PERSONAL CARE HOME,2022 E. PINETREE BLVD.,THOMASVILLE,GA,31792,THOMAS,45,2292268682,mtitus@georgialivingseniorcare.com
SUMMER BREEZE SENIOR LIVING,ASSISTED LIVING COMMUNITY,351 WILMINGTON ISLAND ROAD,SAVANNAH,GA,31410,CHATHAM,65,9128988880,patty.dixon@summerbreezeseniorliving.com
SUMMER WILLOW AT JAMES PLACE,PERSONAL CARE HOME,213 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,LAURENS,24,4782723330,shannybennett@hotmail.com
SUMMER WILLOW PERSONAL CARE HOME,PERSONAL CARE HOME,259 NUNEZ-LEXSY ROAD,SWAINSBORO,GA,30401,EMANUEL,24,9125624325,barryboyd1943@gmail.com
SUMMER'S LANDING BAYBERRY TRACE,PERSONAL CARE HOME,315 ARROWHEAD BLVD,JONESBORO,GA,30236,CLAYTON,36,7704715552,cfbrogdon@winterhavenhomesinc.com
SUMMER'S LANDING OF WARNER ROBINS,ASSISTED LIVING COMMUNITY,600 SOUTH KIMBERLY ROAD,WARNER ROBINS,GA,31088,HOUSTON,88,4783283800,kimpitsenbarger@healthmgt.com
SUMMER'S LANDING TILLY MILL,PERSONAL CARE HOME,4821 N PEACHTREE ROAD,DUNWOODY,GA,30338,DEKALB,30,7704529558,sltm.adm@algsenior.com
SUMMER'S LANDING VIDALIA,PERSONAL CARE HOME,311 JERRIEL STREET,VIDALIA,GA,30474,TOOMBS,48,9125371574,slov.adm@algsenior.com; sandrak@affinitylivinggroup.com
SUMMERFIELD PERSONAL CARE HOME,PERSONAL CARE HOME,12166 HWY 212,COVINGTON,GA,30014,JASPER,6,6786006704,summerfieldpch@gmail.com
SUMMERFIELD PERSONAL CARE HOME,PERSONAL CARE HOME,147 SUMMERFIELD DRIVE,MCDONOUGH,GA,30253,HENRY,2,6786006704,summerfieldpch@gmail.com
SUMMERSET,ASSISTED LIVING COMMUNITY,3711 BENJAMIN E MAYS DRIVE SW,ATLANTA,GA,30331,FULTON,180,4046914545,jmwillis@summersetalc.com
SUMTER COUNTY RETIREMENT VILL,PERSONAL CARE HOME,2124 HIGHWAY 280 WEST,PLAINS,GA,31780,SUMTER,48,2298245149,sumterretirementvillage@gmail.com
"SUNABELLA AT SAVANNAH, LLC",ASSISTED LIVING COMMUNITY,11310 WHITE BLUFF ROAD,SAVANNAH,GA,31419,CHATHAM,36,8632260358,david.dixon@sunabellaatsavannah.com
SUNABELLA OF TOWNE LAKE,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,WOODSTOCK,GA,30189,CHEROKEE,44,7705924242,mcruz@insigniaseniorliving.com
SUNABELLA OF TOWNE LAKE LLC,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,WOODSTOCK,GA,30189,CHEROKEE,44,7705924242,louisg@garrardinc.com
SUNNY GROVE,PERSONAL CARE HOME,665 GORDON ROAD,BARNESVILLE,GA,30204,LAMAR,40,6783591246,edriskell@sunnygrovega.com
SUNRISE AT HUNTCLIFF SUMMIT,ASSISTED LIVING COMMUNITY,8480 ROSWELL ROAD,ATLANTA,GA,30350,FULTON,94,6784611000,Huntcliffal.ed@sunriseseniorliving.com
SUNRISE AT PARKWAY,PERSONAL CARE HOME,1339 INTERSTATE PARKWAY,AUGUSTA,GA,30909,RICHMOND,22,7068688817,sunrisepkwy@gmail.com
SUNRISE AT WEBB GIN,ASSISTED LIVING COMMUNITY,1375 WEBB GIN HOUSE ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,100,7707368293,webbgin.ed@sunriseseniorliving.com
SUNRISE GARDEN,PERSONAL CARE HOME,5246 BROWNSMILL ROAD,LITHONIA,GA,30038,DEKALB,3,7705272809,kareemw566@gmail.com
SUNRISE OF BUCKHEAD,ASSISTED LIVING COMMUNITY,"1000 LENOX PARK BOULEVARD, NE",ATLANTA,GA,30319,FULTON,125,4042618700,martin.brown@sunriseseniorliving.com
SUNRISE OF DECATUR,ASSISTED LIVING COMMUNITY,920 CLAIRMONT AVENUE,DECATUR,GA,30030,DEKALB,100,4043776111,decatur.ed@sunriseseniorliving.com
SUNRISE OF EAST COBB,ASSISTED LIVING COMMUNITY,1551 JOHNSON FERRY ROAD NE,MARIETTA,GA,30062,COBB,100,7705090919,Eastcobb.ed@sunriseseniorliving.com
SUNRISE OF FIVE FORKS,ASSISTED LIVING COMMUNITY,3997 FIVE FORKS TRICKUM ROAD,LILBURN,GA,30047,GWINNETT,101,7703817733,licensing@sunriseseniorliving.com
SUNRISE OF IVEY RIDGE,ASSISTED LIVING COMMUNITY,2950 OLD ALABAMA ROAD,ALPHARETTA,GA,30022,FULTON,119,7704756622,
SUNRISE OF JOHNS CREEK,ASSISTED LIVING COMMUNITY,11405 MEDLOCK BRIDGE ROAD,JOHNS CREEK,GA,30097,FULTON,100,7708140505,johnscreek.ed@sunriseseniorliving.com
SUNRISE VILLAGE,PERSONAL CARE HOME,573 PIONEER ROAD,JASPER,GA,30143,PICKENS,6,7062530043,sunrisevillage15@yahoo.com
SUNSET NELLEE'S,PERSONAL CARE HOME,6420 BENNETT DRIVE,REX,GA,30273,CLAYTON,6,6785659940,
SUNSHINE CARE,PERSONAL CARE HOME,3863 AUGUSTA HIGHWAY,LINCOLNTON,GA,30817,LINCOLN,14,7063594773,sunshinecare30817@yahoo.com
SUNSHINE NOEL PCH,PERSONAL CARE HOME,3085 LAKE PORT DRIVE,SNELLVILLE,GA,30039,GWINNETT,6,4044623756,noelbuckle@att.net
SUNSHINE NOEL PCH 2,PERSONAL CARE HOME,7411 PLEASANT HILL ROAD,LITHONIA,GA,30058,DEKALB,6,6789936998,noellebuckle@att.net
SUNSHINE PCH,PERSONAL CARE HOME,1130 EAST 40TH STREET,SAVANNAH,GA,31404,CHATHAM,4,9122368227,
SUNSHINE RESIDENTIAL CARE,PERSONAL CARE HOME,3949 PINE GORGE CIRCLE,DACULA,GA,30019,GWINNETT,5,6785463293,sunshine.pch@gmail.com
SUSAN'S PERSONAL CARE HOME,PERSONAL CARE HOME,114 HAMBLETON STREET,THOMASVILLE,GA,31792,THOMAS,6,2292263318,susancarley@yahoo.com
SWEET SADIE'S PCH,PERSONAL CARE HOME,434 RAILROAD AVE,BLYTHE,GA,30805,RICHMOND,5,7065929130,swill25@aol.com
SYLVANIA PERSONAL CARE HOME,PERSONAL CARE HOME,202 SOUTH HULL STREET,SYLVANIA,GA,30467,SCREVEN,6,9125649154,sylvaniapersonalcare@gmail.com
T & A'S PERSONAL CARE HOME,PERSONAL CARE HOME,5150 ATLANTA HIGHWAY,BOGART,GA,30622,CLARKE,4,7067254827,shebat@bellsouth.net
T C PERSONAL CARE HOME,PERSONAL CARE HOME,3520 LAKE MONROE ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,6,4706893926,tcpch.tcmedicals@gmail.com
T I P ORGANIZATION INC,PERSONAL CARE HOME,4412 LIBERTY PKWY,SAVANNAH,GA,31405,CHATHAM,4,9124414954,tiporganization2014@gmail.com
TABITHA'S RETREAT,PERSONAL CARE HOME,6071 ANTIOCH COURT,POWDER SPRINGS,GA,30127,COBB,3,6783862269,heather@tabithasretreat.com
TALL PINE ESTATES PCH,PERSONAL CARE HOME,3863 WHITAKER ROAD,ROBERTA,GA,31078,CRAWFORD,6,4788364691,
TALLOKAS PCH #1,PERSONAL CARE HOME,189 TALLOKAS ESTATES,MOULTRIE,GA,31768,COLQUITT,3,2299857190,thampton@georgiapines.net
TAPESTRY HOUSE ASSISTED LIVING,ASSISTED LIVING COMMUNITY,2725 HOLCOMB BRIDGE ROAD,ALPHARETTA,GA,30022,FULTON,140,7706490808,llewis@insigniaseniorliving.com
TAPESTRY HOUSE MEMORY CARE,ASSISTED LIVING COMMUNITY,9212 NESBIT FERRY ROAD,ALPHARETTA,GA,30022,FULTON,60,7709920505,mcruz@insigniaseniorliving.com
TAPLEY'S PERSONAL CARE HOME,PERSONAL CARE HOME,4602 HEREFORD FARM ROAD,EVANS,GA,30809,COLUMBIA,18,7063034144,anntapley20012000@yahoo.com
TAPLEY'S PERSONAL CARE HOME # 2,PERSONAL CARE HOME,1372 INTERSTATE PARKWAY,AUGUSTA,GA,30909,RICHMOND,24,7069935952,anntapley20012000@yahoo.com
"TAPLEY'S, ANN PERSONAL CARE HOME 1",PERSONAL CARE HOME,339 MARSHALL STREET,MARTINEZ,GA,30907,COLUMBIA,11,7068685497,anntapley20012000@yahoo.com
"TAPLEY'S, ANN PERSONAL CARE HOME 2",PERSONAL CARE HOME,339 MARSHALL STREET,AUGUSTA,GA,30907,COLUMBIA,11,7063642627,anntapley20012000@yahoo.com
"TAPLEY'S, ANN PERSONAL CARE HOME 3",PERSONAL CARE HOME,339 MARSHALL STREET,MARTINEZ,GA,30907,COLUMBIA,11,7068631785,anntapley20012000@yahoo.com
TARR PERSONAL CARE HOME,PERSONAL CARE HOME,1180 MUNDYS MILL ROAD,JONESBORO,GA,30238,CLAYTON,8,6785935969,tarrpersonalcarehome@gmail.com
TATTNALL-EVANS MANOR,PERSONAL CARE HOME,312 NORTH HENRY STREET,GLENNVILLE,GA,30427,TATTNALL,4,9126544961,
TEBEAU HOUSE,PERSONAL CARE HOME,2019 TEBEAU STREET,WAYCROSS,GA,31501,WARE,15,9122859303,mlaidler@helpathome.com
TEFNUSHABOO,PERSONAL CARE HOME,6349 WINDY RIDGE WAY,LITHONIA,GA,30058,DEKALB,3,6783927192,juneanboone@yahoo.com
TEMPLE PERSONAL HOME CARE LLC,PERSONAL CARE HOME,838 SHADYBROOK DRIVE,MARIETTA,GA,30066,COBB,3,4046601571,TEMPLEPERSONALHOMECARE@GMAIL.COM
TENDER HANDS HOME CARE,PERSONAL CARE HOME,3025 SONYA LANE,SNELLVILLE,GA,30078,GWINNETT,6,6786157891,
TENDER HANDS HOME CARE II LLC,PERSONAL CARE HOME,3600 BRUSHY WOOD DR,LOGANVILLE,GA,30052,GWINNETT,6,7705549414,MARLENE30052@YAHOO.COM
TENDER LOVING CARE,PERSONAL CARE HOME,4722 LIONS HEAD CIRCLE,LITHONIA,GA,30038,DEKALB,3,6784181596,beverlygraham63@yahoo.com
TENDER LOVING CARE PERSONAL CARE HOME,PERSONAL CARE HOME,45 EAST LAWN WAY,COVINGTON,GA,30016,NEWTON,3,6786257166,tlcpersonalcarehome1@gmail.com
TENDER PERSONAL CARE HOME #2,PERSONAL CARE HOME,339 RUSSELL RD,LAWRENCEVILLE,GA,30043,GWINNETT,8,6782428981,tenderpersonal@yahoo.com
TENDER PERSONAL HOME CARE,PERSONAL CARE HOME,1560 TWIN BRIDGE LANE,LAWRENCEVILLE,GA,30043,GWINNETT,6,6789851387,tenderpersonal@yahoo.com
TENNILLE RETIREMENT HOME,PERSONAL CARE HOME,525 NORTH MAIN STREET,TENNILLE,GA,31089,WASHINGTON,24,4785520607,
"TERRACES AT PEACHTREE HILLS PLACE AL, THE",ASSISTED LIVING COMMUNITY,229 PEACHTREE HILLS AVENUE,ATLANTA,GA,30305,FULTON,76,6786195600,sclark@peachtreehillsplace.com
TERRELL'S PERSONAL CARE HOME,PERSONAL CARE HOME,5100 ATLANTA HWY,BOGART,GA,30622,CLARKE,4,7063510272,shebat@bellsouth.net
THE GROVE AT ORCHARD RIDGE RESIDENCES,PERSONAL CARE HOME,494 GROVE PARKWAY,DALTON,GA,30721,WHITFIELD,24,7062595483,mfox@veritasseniorliving.com
THOMAS DD SITE #1,PERSONAL CARE HOME,1517 WRIGHT STREET,THOMASVILLE,GA,31792,THOMAS,3,2292285996,thampton@georgiapines.net
THOMAS KELLY SENIOR LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4083 BUSINESS HWY 27,BUCHANAN,GA,30113,HARALSON,60,7706467777,zkelly@kellyfoundation4seniors.org
THOMAS MR SITE #5,PERSONAL CARE HOME,211 HUNTER'S CHASE CIRCLE,THOMASVILLE,GA,31792,THOMAS,3,2292260634,thampton@georgiapines.net
"THOMAS, INEZ PCH #2",PERSONAL CARE HOME,3405 RICHMOND HILL ROAD,AUGUSTA,GA,30906,RICHMOND,6,7067922702,THOMASPCH1@YAHOO.COM
THOMASTON MANOR,PERSONAL CARE HOME,409 WEST GORDON STREET,THOMASTON,GA,30286,UPSON,12,7066478220,sabrinalancasternp@gmail.com
THRIVE ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,37 BROCK DRIVE,LOOKOUT MOUNTAIN,GA,30750,DADE,70,7069565898,jeramy.ragsdale@thrivesl.com
THRIVE AT AUGUSTA,ASSISTED LIVING COMMUNITY,2222 INDIGO HALL DRIVE,MARTINEZ,GA,30907,COLUMBIA,95,7069552275,hello@thriveataugusta.com
THRIVE AT FREDERICA,ASSISTED LIVING COMMUNITY,3615 FREDERICA ROAD,SAINT SIMONS ISLAND,GA,31522,GLYNN,120,9122954699,tatjana.harper@thriveatfrederica.com
THRIVE AT GREEN ISLAND,ASSISTED LIVING COMMUNITY,6896 RIVER ROAD,COLUMBUS,GA,31904,MUSCOGEE,74,7063830590,bryan.barnes@thriveatgreenisland.com
THRIVE ON SKIDAWAY,ASSISTED LIVING COMMUNITY,5 LAKE ST,SAVANNAH,GA,31411,CHATHAM,47,9122954220,hello@thriveonskidaway.com
TIBIA PERSONAL CARE HOME,PERSONAL CARE HOME,2862 WHIPOORWILL TRAIL,HARTWELL,GA,30643,HART,3,7063761184,diane9206@att.net
"TIGNALL HOUSE, THE",PERSONAL CARE HOME,185 S HULIN AVE,TIGNALL,GA,30668,WILKES,12,7062852483,akaramihalis@yahoo.com
TIMBERWOOD PCH,PERSONAL CARE HOME,359 SHORELINE DRIVE A AND B,THOMASVILLE,GA,31757,THOMAS,6,2292262272,thampton@georgiapines.net
TL & L PERSONAL CARE HOME,PERSONAL CARE HOME,1213 DUNWOODY DRIVE,VALDOSTA,GA,31602,LOWNDES,4,2292450778,tllpch@bellsouth.net
TL&C PERSONAL CARE HOME,PERSONAL CARE HOME,1513 BAYMEADOW DRIVE,VALDOSTA,GA,31601,LOWNDES,4,2292599507,lenadeloris@yahoo.com
TLC FAMILY HOME,PERSONAL CARE HOME,3605 SHALLOWFORD ROAD,MARIETTA,GA,30062,COBB,3,6784014011,
TNK PERSONAL CARE HOME,PERSONAL CARE HOME,1947 HARRISON RD,AUGUSTA,GA,30904,RICHMOND,3,7069223182,
TOMETI PERSONAL CARE HOME,PERSONAL CARE HOME,2444 BRIAR KNOLL RD,LITHONIA,GA,30058,DEKALB,3,3473726387,jtometi@yahoo.com
TOP NOTCH PERSONAL CARE HOME,PERSONAL CARE HOME,1171 SUTTON ROAD,FORSYTH,GA,31029,MONROE,3,4789935652,topnotch.pch1@yahoo.com
"TOUCH OF HOME FOR THE ELDERLY, A",PERSONAL CARE HOME,503 EAST JEFFERSON STREET,AMERICUS,GA,31709,SUMTER,6,2299245182,
"TOUCH OF HOME PCH, A",PERSONAL CARE HOME,6312 WINDY RIDGE WAY,LITHONIA,GA,30058,DEKALB,3,6784625881,info@atouchofhomecare.com
TOUCHING YOUR WORLD PCH,PERSONAL CARE HOME,1888 MOUNTAIN PARK RUN,LOGANVILLE,GA,30052,GWINNETT,3,7709727842,rozariof@bellsouth.net
TOWNE CLUB WINDERMERE ASSISTED LIVING,ASSISTED LIVING COMMUNITY,3950 TOWNE CLUB PARKWAY,CUMMING,GA,30041,FORSYTH,98,7708447779,adlingtondonna@lcsnet.com
TRACES OF TIGER I,PERSONAL CARE HOME,382 BRIDGE CREEK ROAD,TIGER,GA,30576,RABUN,24,7067826208,
TRACES OF TIGER II,PERSONAL CARE HOME,382 BRIDGE CREEK ROAD,TIGER,GA,30576,RABUN,8,7067826208,cpennin14@gmail.com
TRANQUIL GARDENS ASSISTED LIVING & MEMORY CARE,ASSISTED LIVING COMMUNITY,330 TRANQUIL GARDENS DRIVE,ACWORTH,GA,30102,CHEROKEE,78,7707799311,info@tranquilgardensassistedliving.com
TRANQUILITY OF CARTERSVILLE,PERSONAL CARE HOME,60 MASSELL DRIVE SE,CARTERSVILLE,GA,30121,BARTOW,32,7703825683,LikeHome@BrooksideCartersville.com
TRANSITIONAL CARE II,PERSONAL CARE HOME,6049 COVINGTON HWY,DECATUR,GA,30035,DEKALB,16,4702683260,b.davistransitionalcarepch.com
TRANSITIONS,PERSONAL CARE HOME,1050 MILLARD ROAD,STONE MOUNTAIN,GA,30088,DEKALB,3,6785181179,SMR569@YAHOO.COM
TRAYCE MANOR,PERSONAL CARE HOME,410 EAST SELLERS STREET,DOUGLAS,GA,31533,COFFEE,5,9123844554,Eva.Fedd@pathways.com
TREE OF LIFE CENTER LLC,PERSONAL CARE HOME,1093 W LINDSAY DRIVE,COLUMBUS,GA,31906,MUSCOGEE,6,7069840840,Treeoflifecenter83@yahoo.com
TREUTLEN LIVING CENTER,PERSONAL CARE HOME,5590 NORTH THIRD STREET,SOPERTON,GA,30457,TREUTLEN,15,9125296956,gwitherell@ethicahealth.org
TRINITY FAMILY PERSONAL CARE HOME,PERSONAL CARE HOME,3273 HOPKINS ROAD,POWDER SPRINGS,GA,30127,COBB,3,6785943356,danelle@trinityfamilypch.com
TRINITY MANOR,PERSONAL CARE HOME,3200 TRINITY CHURCH ROAD,CANTON,GA,30115,CHEROKEE,6,9545496996,
TRINITY PERSONAL CARE HOME OF GEORGIA,PERSONAL CARE HOME,718 WEED STREET,AUGUSTA,GA,30904,RICHMOND,6,7067365897,info@trinitypch.com
TRUE CARE,PERSONAL CARE HOME,1909 CENTRAL AVE,AUGUSTA,GA,30904,RICHMOND,11,7063641412,truecare2013@yahoo.com
TRUE COMFORT CARE HOME #5,PERSONAL CARE HOME,1905 DAINELSVILLE ROAD,ATHENS,GA,30601,CLARKE,6,7066136110,truecomfort.net@charter.net
TRUE COMFORT CARE HOME 3,PERSONAL CARE HOME,476 BRIARWOOD LANE,HULL,GA,30646,MADISON,3,7065490336,truecomfort.net@charter.net
TRUE COMFORT CARE HOME 4,PERSONAL CARE HOME,1081 HELICAN SPRING ROAD,ATHENS,GA,30601,MADISON,5,7066136110,truecomfort.net@charter.net
TRUE COMFORT CARE HOMES #6,PERSONAL CARE HOME,185 CATALPA DRIVE,ATHENS,GA,30601,CLARKE,4,7065490074,truecomfort.net@charter.net
TRUE COMFORT PCH #7,PERSONAL CARE HOME,6226 HWY 72,COLBERT,GA,30628,MADISON,6,7067887870,truecomfort.net@charter.net
TRUECARE OF AUGUSTA,PERSONAL CARE HOME,1951 MILTON ROAD,AUGUSTA,GA,30904,RICHMOND,13,7062242131,truecare2013@yahoo.com
TRULY LIVING WELL PERSONAL CARE HOME,PERSONAL CARE HOME,7078 BETHEL COURT,RIVERDALE,GA,30296,CLAYTON,6,6785194984,jeann626@aol.com
TRUSTING HANDS PCH,PERSONAL CARE HOME,603 AVENUE H,WEST POINT,GA,31833,TROUP,4,7066455591,trustinghands2017@gmail.com
TRUTH IN LIFE PCH,PERSONAL CARE HOME,2422 PATRICK AVENUE,HEPHZIBAH,GA,30815,RICHMOND,5,7622226002,swhitfield5591@gmail.com
TUDOR CASTLE,PERSONAL CARE HOME,2056 TUDOR CASTLE CIRCLE,DECATUR,GA,30035,DEKALB,6,7706950864,wrose@tudorcastlepch.com
TWELVE OAKS SENIOR LIVING,PERSONAL CARE HOME,2000 BELLEVUE ROAD,DUBLIN,GA,31021,LAURENS,26,4782749030,sshriver@bellsouth.net
UNION SPRINGS CARE,PERSONAL CARE HOME,97 CHESTNUT LANE,MCDONOUGH,GA,30253,HENRY,4,4049003570,unionspringscare@gmail.com
UNIQUE PERSONAL CARE HOME,PERSONAL CARE HOME,2542 C MILLEDGEVILLE RD,AUGUSTA,GA,30904,RICHMOND,4,7069937557,uniquepersonalcarehome@gmail.com
UNIQUE QUALITY PCH,PERSONAL CARE HOME,5732 BARRINGTON RUN,UNION CITY,GA,30291,FULTON,3,7703065380,wayne920@yahoo.com
UNISEX XTENDED LIVING,PERSONAL CARE HOME,1616 B QUACCO ROAD,POOLER,GA,31322,CHATHAM,3,9127130238,uxl_22@yahoo.com
UPHILL SPRINGS,PERSONAL CARE HOME,2445 BACKVALLEY ROAD,LYERLY,GA,30730,CHATTOOGA,4,7068952144,jboo73@msn.com
UPPER RIVER PCH,PERSONAL CARE HOME,130 UPPER RIVER ROAD,COVINGTON,GA,30016,NEWTON,6,7707847757,carkfami@yahoo.com
V & T SHADY REST PC HOME,PERSONAL CARE HOME,1386 NEW PETERSBURG ROAD,LINCOLNTON,GA,30817,LINCOLN,2,7063595207,
V H PERSONAL CARE HOME,PERSONAL CARE HOME,5952 WELLBORN TRAILS,LITHONIA,GA,30058,DEKALB,3,4702685434,elmenahazle@gmail.com
"VALENCIA PERSONAL CARE HOME, THE",PERSONAL CARE HOME,605 S VALENCIA DRIVE,ALBANY,GA,31707,DOUGHERTY,12,2294207971,valenciacarehome@att.net
VANDERPOOLE'S SENIOR LIVING ESTATES,PERSONAL CARE HOME,1718 MOSSY ROCK COVE,LITHONIA,GA,30058,DEKALB,3,6788065548,
VANESSA'S PERSONAL TOUCH,PERSONAL CARE HOME,877 MEADOW ROCK DRIVE,STONE MOUNTAIN,GA,30083,DEKALB,3,4043120203,MTUCKER2133@GMAIL.COM
VAULEET'S PERSONAL CARE HOME,PERSONAL CARE HOME,2811 BLUE GRASS LANE,DECATUR,GA,30034,DEKALB,4,4042886240,vauleet@yahoo.com
VELVET MANOR PCH,PERSONAL CARE HOME,"2000 AUSTELL ROAD, SW, UNITS 421-425",MARIETTA,GA,30008,COBB,6,7706932864,velvetmanorpch@gmail.com
"VERANDA AT CARNESVILLE, THE",PERSONAL CARE HOME,29 MCENTIRE STREET,CARNESVILLE,GA,30521,FRANKLIN,12,7063842082,mandysrtn@gmail.com
"VERNON SPRINGS SENIOR LIVING, INC",PERSONAL CARE HOME,690 MOUNT VERNON HWY NE,ATLANTA,GA,30328,FULTON,74,4048438857,mcgillcurt@gmail.com
VERNON WOODS RETIREMENT COMMUNITY,ASSISTED LIVING COMMUNITY,101 VERNON WOODS DRIVE,LAGRANGE,GA,30240,TROUP,46,7068122899,burdicks@wghealth.org
VETERANS PARKWAY ADAPTIVE GP,PERSONAL CARE HOME,9021 VETERANS PARKWAY,COLUMBUS,GA,31909,MUSCOGEE,6,7066609926,
VICTORIA PERSONAL CARE HOME,PERSONAL CARE HOME,2666 NANCY DRIVE,MACON,GA,31206,BIBB,4,4787856600,hhcare73@yahoo.com
VICTORY VILLAGE,PERSONAL CARE HOME,3650 SALEM CHURCH ROAD,JASPER,GA,30143,PICKENS,6,7707352219,Sunspot30143@yahoo.com
VILLA PALAZZO MEMORY CARE COMMUNITY,PERSONAL CARE HOME,1262 HIGHTOWER TRAIL,ATLANTA,GA,30350,FULTON,56,7706508800,rfaber@integrohcs.com
VILLA PALAZZO PERSONAL CARE COMMUNITY,PERSONAL CARE HOME,1260 HIGHTOWER TRAIL,ATLANTA,GA,30350,FULTON,107,7706508200,rfarber@integrohcs.com
VILLA ROSE,PERSONAL CARE HOME,430 MOSLEY RD,BYRON,GA,31008,PEACH,24,4789562003,kathy5@cox.net
VILLAGE PARK AT SPALDING,ASSISTED LIVING COMMUNITY,5701 SPALDING DRIVE,PEACHTREE CORNERS,GA,30092,GWINNETT,134,7704160502,information@villageparkseniorliving.com
VILLAGE PARK MILTON,ASSISTED LIVING COMMUNITY,555 WILLIS ROAD,ALPHARETTA,GA,30009,FULTON,158,4705094557,danielle@galerieliving.com
VILLAGE PARK OF ALPHARETTA,ASSISTED LIVING COMMUNITY,12300 MORRIS ROAD,ALPHARETTA,GA,30005,FULTON,253,6787403499,tammy@villageparkseniorliving.com
VILLAS #1,PERSONAL CARE HOME,903 BELLEVUE,DUBLIN,GA,31021,LAURENS,15,4782752015,greenwoodplace@gmail.com
VILLAS #2,PERSONAL CARE HOME,903 BELLEVUE AVENUE,DUBLIN,GA,31021,LAURENS,15,4782752015,greenwoodplace@gmail.com
VILLAS #3,PERSONAL CARE HOME,903 BELLEVUE AVENUE,DUBLIN,GA,31021,LAURENS,15,4782752015,greewoodplace@gmail.com
"VILLAS AT CANTERFIELD, THE",PERSONAL CARE HOME,815 ATLANTA HIGHWAY,CUMMING,GA,30040,FORSYTH,100,7708884929,katie@thevillasatcanterfield.com
VINCENT'S VILLAGE PERSONAL CARE,PERSONAL CARE HOME,3113 WASHINGTON ROAD,EAST POINT,GA,30344,FULTON,6,4047684210,vinc3350@bellsouth.net
VINE SENIOR CARE,PERSONAL CARE HOME,5111 SPRING STREET,FLOWERY BRANCH,GA,30542,HALL,20,6786438206,seniorcaream@gmail.com
