HFR Facility Finder,,,,,,,,,,,,
 ,Name,Facility Type,Address,City,State,Zip,County,Bed Capacity,Telephone,Effective Date of License,Administrator,Email
,SOMERBY PEACHTREE CITY,ASSISTED LIVING COMMUNITY,200 ROCKAWAY ROAD,PEACHTREE CITY,GA,30269,FAYETTE,121,4702782240,01/15/2019,,Ljohnston@somerbyliving.com
,SOMERBY SANDY SPRINGS,ASSISTED LIVING COMMUNITY,25 GLENLAKE PARKWAY,SANDY SPRINGS,GA,30328,FULTON,97,7706950230,06/19/2019,Ms SANDRA DOYLE,sdoyle@somerbyliving.com
,SONSHINE MANOR,PERSONAL CARE HOME,760 TAILS CREEK ROAD,ELLIJAY,GA,30540,GILMER,16,6784471546,02/28/2017,Ms AMANDA MULL,sonshinemanor@yahoo.com
,SONSHINE MANOR PERSONAL CARE HOME,PERSONAL CARE HOME,81 WELLBORN STREET,BLAIRSVILLE,GA,30512,UNION,60,7064005500,06/27/2019,Ms FRANCES MULL,sonshinemanor@yahoo.com
,SONYA'S RECOVERY PCH,PERSONAL CARE HOME,2038 RIVER ROAD,ELLENWOOD,GA,30294,DEKALB,2,4046451977,07/10/2017,Ms SONYA JOYNER,sonyajjoyners@gmail.com
,SOUTH HAVEN II PCH,PERSONAL CARE HOME,3985 FLAT SHOALS ROAD B,UNION CITY,GA,30291,FULTON,24,7709969292,02/09/2018,Dr WILLIAM PAYNE,vharps770@comcast.net
,SOUTH HAVEN PERSONAL CARE HOME,PERSONAL CARE HOME,6490 WEST FAYETTEVILLE ROAD,RIVERDALE,GA,30296,CLAYTON,6,7709090802,01/10/2003,Ms VICKI HARPS,
,SOUTHERN BREEZE PCH,PERSONAL CARE HOME,127 S BELAIR ROAD,MARTINEZ,GA,30907,COLUMBIA,14,7065044162,02/13/2013,Ms ANNETTE HOLLEY,
,SOUTHERN CHARM,PERSONAL CARE HOME,110 SOUTH THIRD AVENUE,MCRAE,GA,31055,TELFAIR,20,2298687776,09/15/2004,Ms JANE KNOWLES,janecknowles@live.com
,SOUTHERN CHOICES PCH,PERSONAL CARE HOME,323 BLUESTONE DRIVE,EAST DUBLIN,GA,31027,LAURENS,4,4782749086,02/05/2010,Ms TRACIE PRICE,
,"SOUTHERN COMFORT PERSONAL CARE, LLC",PERSONAL CARE HOME,6735 PULASKI ROAD,STATESBORO,GA,30458,BULLOCH,6,9128525173,06/25/2019,Ms KELIA FRANCIS,keliawfrancis@gmail.com
,SOUTHERN COMFORT SENIOR LIVING,PERSONAL CARE HOME,715 SHADYBROOK DRIVE NE,MARIETTA,GA,30066,COBB,2,7704853499,09/01/2020,Ms EVRILE POCHE,SOUTHERNCOMFORTPCH@GMAIL.COM
,SOUTHERN ELEGANCE,PERSONAL CARE HOME,899 PANNELL ROAD,MONROE,GA,30655,WALTON,5,6786358144,11/25/2020,Ms KATHRYN REED,southele30655@gmail.com
,SOUTHERN HAVEN,PERSONAL CARE HOME,279 HAIG MILL ROAD,DALTON,GA,30721,WHITFIELD,13,2052609009,08/01/2018,,dana@lighthousepch.com
,SOUTHERN HERITAGE I,PERSONAL CARE HOME,812 CARL VINSON PKWY,CENTERVILLE,GA,31028,HOUSTON,15,4789226100,04/20/2018,Ms MARQUESSA FULLWOOD,fawadkhan1947@hotmail.com
,SOUTHERN HERITAGE II,PERSONAL CARE HOME,814 CARL VINSON PKWY,CENTERVILLE,GA,31028,HOUSTON,15,4789226380,04/20/2018,Ms MARQUESSA FULLWOOD,fawadkhan1947@hotmail.com
,SOUTHERN LIVING PERSONAL CARE HOME INC,PERSONAL CARE HOME,739 DOGWOOD DRIVE,COLUMBUS,GA,31907,MUSCOGEE,4,7063261615,03/24/2016,Mr WILLIE HARGROVE,williehargrove91@yahoo.com
,SOUTHERN MAGNOLIA,PERSONAL CARE HOME,405 THOMPSON STREET,VIDALIA,GA,30474,TOOMBS,9,9125372379,04/30/2003,Ms MAE LOIS DAY,maeloisday@yahoo.com
,SOUTHERN MANOR RETIREMENT INN,PERSONAL CARE HOME,1532 FAIR ROAD,STATESBORO,GA,30458,BULLOCH,47,9126812686,12/18/2014,Mr RALPH COWART,askipper82@gmail.com
,SOUTHERN MANOR SENIOR LIVING,PERSONAL CARE HOME,184 PINE LANE,WASHINGTON,GA,30673,WILKES,24,7062248714,01/28/2015,Ms DEBRA SHERRER,rhardy@csrapd.com
,SOUTHERN OAKS PERSONAL CARE HOME,PERSONAL CARE HOME,417 N RIDGE AVE,TIFTON,GA,31794,TIFT,16,2292564572,11/04/2013,Ms JESSICA COPELAND,accessiblehealth@att.net
,SOUTHERN PINES RETIREMENT VILLA,PERSONAL CARE HOME,345 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,22,4787833445,01/22/2008,Ms MARGIE LAYFIELD,margie.layfield@yahoo.com
,SOUTHERN SENIOR LIVING,PERSONAL CARE HOME,215 EAST SELLERS STREET,DOUGLAS,GA,31533,COFFEE,15,9123839883,03/08/2013,Ms BETH HARPER,betsy552003@yahoo.com
,SOUTHERN SENIOR LIVING COMMUNITY,PERSONAL CARE HOME,515 SOUTH HUTCHINSON AVE,ADEL,GA,31620,COOK,22,2292233242,04/09/2013,Mr TODD GRIFFIN,toddgriffin2003@yahoo.com
,SOUTHSIDE GARDEN,PERSONAL CARE HOME,6693 HIGHWAY 11 SOUTH,HILLSBORO,GA,31038,JASPER,6,7064680022,06/18/2003,Ms GLORIA VINSON,missgloria55@yahoo.com
,SPANISH OAKS RETREAT,ASSISTED LIVING COMMUNITY,8510 WHITFIELD AVENUE,SAVANNAH,GA,31406,CHATHAM,36,9125080915,11/19/2014,Mr KEITH MUNGER,kfmunger@aol.com
,SPARKS COMMUNITY NEW DAY PCH,PERSONAL CARE HOME,3302 RADIUM SPRINGS ROAD,ALBANY,GA,31705,DOUGHERTY,6,2293044745,03/19/2021,Ms SONIA MCKENZIE,sparkscommunitynewday@gmail.com
,SPARKS INN RETIREMENT CENTER,ASSISTED LIVING COMMUNITY,7290 LESTER ROAD,UNION CITY,GA,30291,FULTON,150,7709643301,08/21/2015,,hlangston@pruitthealth.com
,SPARKS SERENITY PHASE III,PERSONAL CARE HOME,1701 MAXWELL STREET,AMERICUS,GA,31709,SUMTER,6,2293800245,06/15/2011,,sspar2@bellsouth.net
,SPECIAL TRANSITIONS,PERSONAL CARE HOME,20 AQUINNAH DRIVE,POOLER,GA,31322,CHATHAM,5,9127044848,03/02/2017,Ms LYNETTE FIELDS,
,SPICE OF LIFE PCH,PERSONAL CARE HOME,1458 MILL STREET,AUGUSTA,GA,30901,RICHMOND,15,7067247689,07/08/2004,Ms ELAINE SMALLEY,solpch@gmail.com
,SPIRITUAL LOVING AND CARING HOME,PERSONAL CARE HOME,300 JOE CAREY DRIVE,WINTERVILLE,GA,30683,CLARKE,4,7063533103,08/10/2016,Ms PATSY CLARK,spiritualloving300@gmail.com
,SPRING GARDEN PERSONAL CARE HOME,PERSONAL CARE HOME,3361 GLEN SUMMIT LANE,SNELLVILLE,GA,30039,GWINNETT,5,7702854128,08/04/2008,Ms CARMEL PHILLIPS,
,SPRING HARBOR AT GREEN ISLAND,PERSONAL CARE HOME,100 SPRING HARBOR DRIVE,COLUMBUS,GA,31904,MUSCOGEE,60,7065766000,11/18/2005,Ms MARY WAHLERT,cindy.walker@springharborccrc.org
,SPRING LANE PERSONAL CARE HOME,PERSONAL CARE HOME,1570 SPRING LANE N.W.,ATLANTA,GA,30314,FULTON,5,4047529919,10/09/2003,Ms DOROTHY AMERSULT,
,SPRINGBROOK PERSONAL CARE HOME,PERSONAL CARE HOME,133 BRIARWOOD ROAD,STATESBORO,GA,30458,BULLOCH,4,9126812270,07/24/2017,,
,SPRINGHILL PERSONAL CARE HOME LLC,PERSONAL CARE HOME,4228 MEADOW WAY,MARIETTA,GA,30066,COBB,3,6783241673,01/24/2020,Ms OLUSOLAPE ADENUPE,ebun4christ@hotmail.com
,ST FRANCIS ASSISTED LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4901 HARRISON ROAD,MACON,GA,31206,BIBB,45,4782547900,10/31/2018,Mr JOSE CIMANES,sammycimanes@yahoo.com
,ST GABRIEL OF ATHENS,ASSISTED LIVING COMMUNITY,2040 RESURGENCE DRIVE,WATKINSVILLE,GA,30677,OCONEE,90,7065210550,07/01/2019,Ms LINDSAY PAYNE,clanders@veritashcg.com
,ST IVES ASSISTED LIVING,ASSISTED LIVING COMMUNITY,5835 MEDLOCK BRIDGE PARKWAY,ALPHARETTA,GA,30022,FULTON,44,7704761777,09/10/2015,Mr KEITH GALAS,aowolabi@stivesmemorycare.com
,ST MARYS GROUP HOME OF WESLEY GLEN MINISTRIES,PERSONAL CARE HOME,884 MUSH BLUFF ROAD,SAINT MARYS,GA,31558,CAMDEN,4,9125766686,05/13/2004,Ms ELIZABETH HARDIN-WAITS,ehardinwaits@wesleyglen.org
,ST MARYS HIGHLAND HILLS VILLAGE,ASSISTED LIVING COMMUNITY,1660 JENNINGS MILL ROAD,WATKINSVILLE,GA,30677,OCONEE,59,7063538840,07/01/2014,Ms TANYA ADCOCK,leah.nelms@stmarysathens.org .
,STACEY STREET HOUSE,PERSONAL CARE HOME,509 STACEY STREET,JESUP,GA,31545,WAYNE,4,9125309039,07/24/2017,,pdonaldson@pinelandcsb.org
,STACEY'S PLACE,PERSONAL CARE HOME,5060 JOHN BURRUSS RD,CUMMING,GA,30040,FORSYTH,4,6782241682,04/27/2021,Ms STACEY SCHLIEF,stacey@staceysplaceinc.com
,STANDARD PERSONAL CARE HOME,PERSONAL CARE HOME,2761 KELLEY CHAPEL ROAD,DECATUR,GA,30034,DEKALB,6,6787052396,08/02/2012,,standardpersonalcarehome@live.com
,STERLING ESTATES,ASSISTED LIVING COMMUNITY,3165 DALLAS HIGHWAY,MARIETTA,GA,30064,COBB,175,6784677643,10/25/2016,Ms DEANA HARRIS,mgill@sterling-estates.com
,STERLING ESTATES SENIOR LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4220 LOWER ROSWELL ROAD,MARIETTA,GA,30068,COBB,110,6789464454,04/21/2015,Mr MARSHALL GILL,ssodel@hccci.net
,STEVENSON PERSONAL CARE HOME,PERSONAL CARE HOME,6285 EMERALD POINTE CIRCLE,COLLEGE PARK,GA,30349,FULTON,5,7709975474,11/28/2018,Ms YVONNE WHITE-STEVENSON,amcdoz@aol.com
,STEWART COMMUNITY HOME,PERSONAL CARE HOME,1125 15TH STREET,COLUMBUS,GA,31901,MUSCOGEE,72,7063272707,02/26/2004,Mr JEFF KOEHLER,payroll@sch-info.org
,"STEWART HOUSE, THE",PERSONAL CARE HOME,102 SOUTH STREET,CARROLLTON,GA,30117,CARROLL,50,7708280303,07/16/2019,Ms ASHLEY WOODALL,tsh.ashleywoodall@gmail.com
,STILESBORO PERSONAL CARE HOME,PERSONAL CARE HOME,4549 STILESBORO ROAD,KENNESAW,GA,30152,COBB,10,6782900085,01/15/2020,Mr GARFIELD MCCOOK,stilesboroal@comcast.net
,"STOKES, FRANCES HOME",PERSONAL CARE HOME,3638 LAVISTA ROAD,DECATUR,GA,30033,DEKALB,4,4042481686,04/20/2017,Ms SHERRY MAYS,scrow@ddmga.org
,STONE BROOKE SUITES,PERSONAL CARE HOME,114 STONE BROOKE DRIVE,GRAY,GA,31032,JONES,43,4789860097,06/22/2004,Ms SUSAN MARSHALL-GREGORY,kgordon@ethicahealth.org
,STONEHENGE SENIOR LIVING I,PERSONAL CARE HOME,61 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,21,7067457703,05/21/2014,Ms CINDY ENGLAND,stonehenge@brmemc.net
,STONEHENGE SENIOR LIVING II,PERSONAL CARE HOME,120 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,20,7067458187,05/21/2014,Ms KATHY MARLOW,stonehengeSL123@gmail.com
,STONEHENGE SENIOR LIVING III,PERSONAL CARE HOME,168 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,21,7068352606,05/21/2014,Ms TARA BRIGHAM,stonehengeSL123@gmail.com
,STONEHENGE SENIOR LIVING IV,PERSONAL CARE HOME,164 STONEHENGE DRIVE,BLAIRSVILLE,GA,30512,UNION,8,7067457779,09/14/2015,Ms MELISSA SPAIN,stonehengeSL123@gmail.com
,STONEHENGE SENIOR LIVING V,PERSONAL CARE HOME,84 CALDWELL ROAD,BLAIRSVILLE,GA,30512,UNION,24,7068351328,02/12/2020,Ms TARA BRIGHAM,STONEHENGESL123@GMAIL.COM
,"SUITES AT CYPRESS POND, THE",PERSONAL CARE HOME,15 KENT ROAD,TIFTON,GA,31794,TIFT,50,2293823333,05/05/2004,Mr JOSEPH MARTA,billwrightglm@gmail.com
,SUITES AT POPLAR CREEK (THE),PERSONAL CARE HOME,114 OLD AIRPORT ROAD,LAGRANGE,GA,30240,TROUP,50,7068451500,05/19/2004,Mr PATRICK CREWS,pcrews@georgialivingseniorcare.com
,"SUITES AT STATION EXCHANGE, THE",PERSONAL CARE HOME,3205 TSX GRAND CENTRAL,RICHMOND HILL,GA,31324,BRYAN,65,9124452425,12/23/2019,,dpurser@georgialiving seniorcare.com
,SUITES AT WILLOW POND (THE),PERSONAL CARE HOME,4344 COUNTRY CLUB ROAD,STATESBORO,GA,30458,BULLOCH,50,9124894774,08/10/2004,Mr CHANDLER DENNARD,billwrightglm@gmail.com
,"SUITES OF WOODLEAF, THE",PERSONAL CARE HOME,2022 E. PINETREE BLVD.,THOMASVILLE,GA,31792,THOMAS,45,2292268682,05/08/2003,Ms MARGARET TITUS,mtitus@georgialivingseniorcare.com
,SUMMER BREEZE SENIOR LIVING,ASSISTED LIVING COMMUNITY,351 WILMINGTON ISLAND ROAD,SAVANNAH,GA,31410,CHATHAM,65,9128988880,10/29/2020,,patty.dixon@summerbreezeseniorliving.com
,SUMMER WILLOW AT JAMES PLACE,PERSONAL CARE HOME,213 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,LAURENS,24,4782723330,03/17/2008,Mr GREG BENNETT,shannybennett@hotmail.com
,SUMMER WILLOW PERSONAL CARE HOME,PERSONAL CARE HOME,259 NUNEZ-LEXSY ROAD,SWAINSBORO,GA,30401,EMANUEL,24,9125624325,07/10/2013,,barryboyd1943@gmail.com
,SUMMER'S LANDING BAYBERRY TRACE,PERSONAL CARE HOME,315 ARROWHEAD BLVD,JONESBORO,GA,30236,CLAYTON,36,7704715552,10/29/2018,Ms SHARON FULLER,cfbrogdon@winterhavenhomesinc.com
,SUMMER'S LANDING OF WARNER ROBINS,ASSISTED LIVING COMMUNITY,600 SOUTH KIMBERLY ROAD,WARNER ROBINS,GA,31088,HOUSTON,88,4783283800,01/12/2015,Ms KIM PITSENBARGER,kimpitsenbarger@healthmgt.com
,SUMMER'S LANDING TILLY MILL,PERSONAL CARE HOME,4821 N PEACHTREE ROAD,DUNWOODY,GA,30338,DEKALB,30,7704529558,11/04/2019,,sltm.adm@algsenior.com
,SUMMER'S LANDING VIDALIA,PERSONAL CARE HOME,311 JERRIEL STREET,VIDALIA,GA,30474,TOOMBS,48,9125371574,10/17/2019,,slov.adm@algsenior.com; sandrak@affinitylivinggroup.com
,SUMMERFIELD PERSONAL CARE HOME,PERSONAL CARE HOME,12166 HWY 212,COVINGTON,GA,30014,JASPER,6,6786006704,06/07/2021,Ms BRENDA JACOBS,summerfieldpch@gmail.com
,SUMMERFIELD PERSONAL CARE HOME,PERSONAL CARE HOME,147 SUMMERFIELD DRIVE,MCDONOUGH,GA,30253,HENRY,2,6786006704,12/18/2018,Ms BRENDA JACOBS,summerfieldpch@gmail.com
,SUMMERSET,ASSISTED LIVING COMMUNITY,3711 BENJAMIN E MAYS DRIVE SW,ATLANTA,GA,30331,FULTON,180,4046914545,03/26/2014,Mr JULIUS WILLIS,jmwillis@summersetalc.com
,SUMTER COUNTY RETIREMENT VILL,PERSONAL CARE HOME,2124 HIGHWAY 280 WEST,PLAINS,GA,31780,SUMTER,48,2298245149,02/18/2004,Ms ROBIN ALBRITTON,sumterretirementvillage@gmail.com
,"SUNABELLA AT SAVANNAH, LLC",ASSISTED LIVING COMMUNITY,11310 WHITE BLUFF ROAD,SAVANNAH,GA,31419,CHATHAM,36,8632260358,06/17/2019,,david.dixon@sunabellaatsavannah.com
,SUNABELLA OF TOWNE LAKE,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,WOODSTOCK,GA,30189,CHEROKEE,44,7705924242,10/30/2018,,mcruz@insigniaseniorliving.com
,SUNABELLA OF TOWNE LAKE LLC,ASSISTED LIVING COMMUNITY,1835 EAGLE DRIVE,WOODSTOCK,GA,30189,CHEROKEE,44,7705924242,08/31/2020,Ms SANDY PRICHARD,louisg@garrardinc.com
,SUNNY GROVE,PERSONAL CARE HOME,665 GORDON ROAD,BARNESVILLE,GA,30204,LAMAR,40,6783591246,08/05/2008,,edriskell@sunnygrovega.com
,SUNRISE AT HUNTCLIFF SUMMIT,ASSISTED LIVING COMMUNITY,8480 ROSWELL ROAD,ATLANTA,GA,30350,FULTON,94,6784611000,01/01/2020,Ms KATIE YARBOROUGH,Huntcliffal.ed@sunriseseniorliving.com
,SUNRISE AT PARKWAY,PERSONAL CARE HOME,1339 INTERSTATE PARKWAY,AUGUSTA,GA,30909,RICHMOND,22,7068688817,10/30/2018,Ms ELIZABETH MATOS,sunrisepkwy@gmail.com
,SUNRISE AT WEBB GIN,ASSISTED LIVING COMMUNITY,1375 WEBB GIN HOUSE ROAD,LAWRENCEVILLE,GA,30045,GWINNETT,100,7707368293,12/15/2017,,webbgin.ed@sunriseseniorliving.com
,SUNRISE GARDEN,PERSONAL CARE HOME,5246 BROWNSMILL ROAD,LITHONIA,GA,30038,DEKALB,3,7705272809,12/16/2014,Mr KAREEM WASEEM,kareemw566@gmail.com
,SUNRISE OF BUCKHEAD,ASSISTED LIVING COMMUNITY,"1000 LENOX PARK BOULEVARD, NE",ATLANTA,GA,30319,FULTON,125,4042618700,12/15/2017,,martin.brown@sunriseseniorliving.com
,SUNRISE OF DECATUR,ASSISTED LIVING COMMUNITY,920 CLAIRMONT AVENUE,DECATUR,GA,30030,DEKALB,100,4043776111,12/15/2017,Ms. CHARMAINE HICKS,decatur.ed@sunriseseniorliving.com
,SUNRISE OF EAST COBB,ASSISTED LIVING COMMUNITY,1551 JOHNSON FERRY ROAD NE,MARIETTA,GA,30062,COBB,100,7705090919,01/01/2020,Mr ROBERT HOGAN,Eastcobb.ed@sunriseseniorliving.com
,SUNRISE OF FIVE FORKS,ASSISTED LIVING COMMUNITY,3997 FIVE FORKS TRICKUM ROAD,LILBURN,GA,30047,GWINNETT,101,7703817733,03/15/2021,Ms VERONICA JACKSON,licensing@sunriseseniorliving.com
,SUNRISE OF IVEY RIDGE,ASSISTED LIVING COMMUNITY,2950 OLD ALABAMA ROAD,ALPHARETTA,GA,30022,FULTON,119,7704756622,01/01/2020,Ms KIMBERLY WILLIAMS,
,SUNRISE OF JOHNS CREEK,ASSISTED LIVING COMMUNITY,11405 MEDLOCK BRIDGE ROAD,JOHNS CREEK,GA,30097,FULTON,100,7708140505,12/15/2017,Ms STARLA GLEATON,johnscreek.ed@sunriseseniorliving.com
,SUNRISE VILLAGE,PERSONAL CARE HOME,573 PIONEER ROAD,JASPER,GA,30143,PICKENS,6,7062530043,07/07/2015,Ms TAMMY KINDLE,sunrisevillage15@yahoo.com
,SUNSET NELLEE'S,PERSONAL CARE HOME,6420 BENNETT DRIVE,REX,GA,30273,CLAYTON,6,6785659940,11/13/2003,Ms SHERL PINKSTON - CLAXTON,
,SUNSHINE CARE,PERSONAL CARE HOME,3863 AUGUSTA HIGHWAY,LINCOLNTON,GA,30817,LINCOLN,14,7063594773,03/12/2020,Ms LASHONDA GUNBY,sunshinecare30817@yahoo.com
,SUNSHINE NOEL PCH,PERSONAL CARE HOME,3085 LAKE PORT DRIVE,SNELLVILLE,GA,30039,GWINNETT,6,4044623756,08/21/2008,Ms ANDREA BUCKLE,noelbuckle@att.net
,SUNSHINE NOEL PCH 2,PERSONAL CARE HOME,7411 PLEASANT HILL ROAD,LITHONIA,GA,30058,DEKALB,6,6789936998,09/09/2015,Ms ANDREA BUCKLE,noellebuckle@att.net
,SUNSHINE PCH,PERSONAL CARE HOME,1130 EAST 40TH STREET,SAVANNAH,GA,31404,CHATHAM,4,9122368227,11/05/2003,Ms DONNA STROMAN,
,SUNSHINE RESIDENTIAL CARE,PERSONAL CARE HOME,3949 PINE GORGE CIRCLE,DACULA,GA,30019,GWINNETT,5,6785463293,07/22/2008,Ms FLORICA TODORUT,sunshine.pch@gmail.com
,SUSAN'S PERSONAL CARE HOME,PERSONAL CARE HOME,114 HAMBLETON STREET,THOMASVILLE,GA,31792,THOMAS,6,2292263318,02/19/2004,Ms SUSAN CARLEY,susancarley@yahoo.com
,SWEET SADIE'S PCH,PERSONAL CARE HOME,434 RAILROAD AVE,BLYTHE,GA,30805,RICHMOND,5,7065929130,05/01/2014,Ms SHAUNTISHA WILLIAMS,swill25@aol.com
,SYLVANIA PERSONAL CARE HOME,PERSONAL CARE HOME,202 SOUTH HULL STREET,SYLVANIA,GA,30467,SCREVEN,6,9125649154,02/15/2018,Mrs ALMA SABB,sylvaniapersonalcare@gmail.com
,T & A'S PERSONAL CARE HOME,PERSONAL CARE HOME,5150 ATLANTA HIGHWAY,BOGART,GA,30622,CLARKE,4,7067254827,06/08/2006,Ms BATHSHEBA TERRELL,shebat@bellsouth.net
,T C PERSONAL CARE HOME,PERSONAL CARE HOME,3520 LAKE MONROE ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,6,4706893926,08/10/2020,Mr JOHN TUFUOR,tcpch.tcmedicals@gmail.com
,T I P ORGANIZATION INC,PERSONAL CARE HOME,4412 LIBERTY PKWY,SAVANNAH,GA,31405,CHATHAM,4,9124414954,08/27/2020,Ms ANGELA BRANTLEY,tiporganization2014@gmail.com
,TABITHA'S RETREAT,PERSONAL CARE HOME,6071 ANTIOCH COURT,POWDER SPRINGS,GA,30127,COBB,3,6783862269,06/20/2019,Ms HEATHER LAWRENCE,heather@tabithasretreat.com
,TALL PINE ESTATES PCH,PERSONAL CARE HOME,3863 WHITAKER ROAD,ROBERTA,GA,31078,CRAWFORD,6,4788364691,08/16/2007,Ms CARRIE WATSON,
,TALLOKAS PCH #1,PERSONAL CARE HOME,189 TALLOKAS ESTATES,MOULTRIE,GA,31768,COLQUITT,3,2299857190,08/03/2004,Ms RONELL WILLIAMS,thampton@georgiapines.net
,TAPESTRY HOUSE ASSISTED LIVING,ASSISTED LIVING COMMUNITY,2725 HOLCOMB BRIDGE ROAD,ALPHARETTA,GA,30022,FULTON,140,7706490808,04/06/2015,Ms LISA LEWIS,llewis@insigniaseniorliving.com
,TAPESTRY HOUSE MEMORY CARE,ASSISTED LIVING COMMUNITY,9212 NESBIT FERRY ROAD,ALPHARETTA,GA,30022,FULTON,60,7709920505,03/13/2018,,mcruz@insigniaseniorliving.com
,TAPLEY'S PERSONAL CARE HOME,PERSONAL CARE HOME,4602 HEREFORD FARM ROAD,EVANS,GA,30809,COLUMBIA,18,7063034144,01/26/2015,Ms ANN TAPLEY,anntapley20012000@yahoo.com
,TAPLEY'S PERSONAL CARE HOME # 2,PERSONAL CARE HOME,1372 INTERSTATE PARKWAY,AUGUSTA,GA,30909,RICHMOND,24,7069935952,12/08/2016,,anntapley20012000@yahoo.com
,"TAPLEY'S, ANN PERSONAL CARE HOME 1",PERSONAL CARE HOME,339 MARSHALL STREET,MARTINEZ,GA,30907,COLUMBIA,11,7068685497,11/27/2013,Ms VERONICA LAMPKIN,anntapley20012000@yahoo.com
,"TAPLEY'S, ANN PERSONAL CARE HOME 2",PERSONAL CARE HOME,339 MARSHALL STREET,AUGUSTA,GA,30907,COLUMBIA,11,7063642627,11/27/2013,Ms GERI BARRIOS,anntapley20012000@yahoo.com
,"TAPLEY'S, ANN PERSONAL CARE HOME 3",PERSONAL CARE HOME,339 MARSHALL STREET,MARTINEZ,GA,30907,COLUMBIA,11,7068631785,11/27/2013,Ms JVANNA GRANT,anntapley20012000@yahoo.com
,TARR PERSONAL CARE HOME,PERSONAL CARE HOME,1180 MUNDYS MILL ROAD,JONESBORO,GA,30238,CLAYTON,8,6785935969,04/25/2019,Mrs SUSANNAH TARR,tarrpersonalcarehome@gmail.com
,TATTNALL-EVANS MANOR,PERSONAL CARE HOME,312 NORTH HENRY STREET,GLENNVILLE,GA,30427,TATTNALL,4,9126544961,08/24/2018,Ms SANDRA BARROW,
,TEBEAU HOUSE,PERSONAL CARE HOME,2019 TEBEAU STREET,WAYCROSS,GA,31501,WARE,15,9122859303,02/06/2019,,mlaidler@helpathome.com
,TEFNUSHABOO,PERSONAL CARE HOME,6349 WINDY RIDGE WAY,LITHONIA,GA,30058,DEKALB,3,6783927192,10/03/2019,Ms JUNEAN BOONE,juneanboone@yahoo.com
,TEMPLE PERSONAL HOME CARE LLC,PERSONAL CARE HOME,838 SHADYBROOK DRIVE,MARIETTA,GA,30066,COBB,3,4046601571,08/02/2019,Ms MARIE TSHIMANGA,TEMPLEPERSONALHOMECARE@GMAIL.COM
,TENDER HANDS HOME CARE,PERSONAL CARE HOME,3025 SONYA LANE,SNELLVILLE,GA,30078,GWINNETT,6,6786157891,01/04/2010,Ms MARLENE EASIE,
,TENDER HANDS HOME CARE II LLC,PERSONAL CARE HOME,3600 BRUSHY WOOD DR,LOGANVILLE,GA,30052,GWINNETT,6,7705549414,01/23/2020,Ms MARLENE EASIE,MARLENE30052@YAHOO.COM
,TENDER LOVING CARE,PERSONAL CARE HOME,4722 LIONS HEAD CIRCLE,LITHONIA,GA,30038,DEKALB,3,6784181596,10/30/2003,Ms GERTRUDE GRAHAM,beverlygraham63@yahoo.com
,TENDER LOVING CARE PERSONAL CARE HOME,PERSONAL CARE HOME,45 EAST LAWN WAY,COVINGTON,GA,30016,NEWTON,3,6786257166,09/24/2020,Mrs FELISA STONE,tlcpersonalcarehome1@gmail.com
,TENDER PERSONAL CARE HOME #2,PERSONAL CARE HOME,339 RUSSELL RD,LAWRENCEVILLE,GA,30043,GWINNETT,8,6782428981,07/03/2013,Mr DANIEL EMERICH,tenderpersonal@yahoo.com
,TENDER PERSONAL HOME CARE,PERSONAL CARE HOME,1560 TWIN BRIDGE LANE,LAWRENCEVILLE,GA,30043,GWINNETT,6,6789851387,02/23/2004,Ms MARIOARA EMERICH,tenderpersonal@yahoo.com
,TENNILLE RETIREMENT HOME,PERSONAL CARE HOME,525 NORTH MAIN STREET,TENNILLE,GA,31089,WASHINGTON,24,4785520607,12/11/2003,,
,"TERRACES AT PEACHTREE HILLS PLACE AL, THE",ASSISTED LIVING COMMUNITY,229 PEACHTREE HILLS AVENUE,ATLANTA,GA,30305,FULTON,76,6786195600,10/23/2020,Ms DENISE MASSEY,sclark@peachtreehillsplace.com
,TERRELL'S PERSONAL CARE HOME,PERSONAL CARE HOME,5100 ATLANTA HWY,BOGART,GA,30622,CLARKE,4,7063510272,08/28/2007,Ms BATHSHEBA TERRELL,shebat@bellsouth.net
,THE GROVE AT ORCHARD RIDGE RESIDENCES,PERSONAL CARE HOME,494 GROVE PARKWAY,DALTON,GA,30721,WHITFIELD,24,7062595483,10/30/2020,Ms TERESA CARTER,mfox@veritasseniorliving.com
,THOMAS DD SITE #1,PERSONAL CARE HOME,1517 WRIGHT STREET,THOMASVILLE,GA,31792,THOMAS,3,2292285996,08/07/2006,Ms PATRICIA WHITTED,thampton@georgiapines.net
,THOMAS KELLY SENIOR LIVING COMMUNITY,ASSISTED LIVING COMMUNITY,4083 BUSINESS HWY 27,BUCHANAN,GA,30113,HARALSON,60,7706467777,11/01/2012,Ms EVELYN THOMPSON,zkelly@kellyfoundation4seniors.org
