AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11966281,10513,10/31/20,10/30/22,Assisted Living Facility,PERSONAL ELDER CARE INC,4533 BROOK DRIVE,,WEST PALM BEACH,FL,33417,Palm Beach,(561) 602-9704,4533 BROOK DRIVE,,WEST PALM BEACH,FL,33417,Palm Beach,LICENSED,PERSONAL ELDER CARE INC,6/4/04,NALINI ASHDOWN,4,For-Profit,
11969599,13354,10/30/19,1/27/22,Assisted Living Facility,PERSONAL TOUCH FAMILY HOME 2  LLC,1451 THE 12TH FAIR WAY,,WELLINGTON,FL,33414,Palm Beach,(954) 993-7002,1451 THE 12TH FAIR WAY,,WELLINGTON,FL,33414,Palm Beach,LICENSED,PERSONAL TOUCH FAMILY HOME 2 LLC,9/24/19,ANGELA MCEWAN,6,For-Profit,
11968801,12647,3/30/19,6/27/21,Assisted Living Facility,PERSONAL TOUCH FAMILY HOME  LLC,4702 NW EVER RD,,PORT SAINT LUCIE,FL,34983,St. Lucie,(954) 993-7002,599 CALAMINT POINT,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,PERSONAL TOUCH FAMILY HOME LLC,1/28/15,ANGELA MCEWAN,6,For-Profit,
11967441,11467,10/27/18,1/24/21,Assisted Living Facility,PERSONALIZED HEALTH SERVICES  CORP,8510 SW 12TH ST,,MIAMI,FL,33144-4004,Miami-Dade,(786) 488-2651,8510 SW 12TH ST,,MIAMI,FL,33144-4004,Miami-Dade,IN REVIEW,PERSONALIZED HEALTH SERVICES  CORP,9/4/08,BARBARA RODRIGUEZ,6,For-Profit,
11953610,8638,3/21/20,6/18/22,Assisted Living Facility,PETERSON ASSISTED LIVING FACILITY,1622 SILVER STREET,,JACKSONVILLE,FL,32206,Duval,(904) 356-3022,1622 SILVER STREET,,JACKSONVILLE,FL,32206,Duval,LICENSED,MARY PETERSON,10/16/95,MARY PETERSON,29,For-Profit,
11967871,11895,10/14/18,1/11/21,Assisted Living Facility,PETSHIRL GROUP HOME  INC.,8361 NE 3RD AVE,,MIAMI,FL,33138-3905,Miami-Dade,(305) 754-5465,8361 NE 3RD AVE,,MIAMI,FL,33138-3905,Miami-Dade,IN REVIEW,PETSHIRL,5/6/10,LEONISE WALKER,6,For-Profit,
11967786,11823,6/3/20,6/2/22,Assisted Living Facility,PHEASANT PARADISE,799 PHEASANT RUN COURT,,PORT ORANGE,FL,32127,Volusia,(386) 492-4119,799 PHEASANT RUN COURT,,PORT ORANGE,FL,32127,Volusia,LICENSED,MANILA HOME CARE  INC.,1/19/10,DONATA B. FLORDELIZ,6,For-Profit,www.manilahomecare.com
11966400,10598,2/15/19,2/14/21,Assisted Living Facility,PHOENIX SENIOR LIVING II  INC.,5882 NW 73RD CT,,PARKLAND,FL,33067-2442,Broward,(954) 682-1985,5882 NW 73RD CT,,PARKLAND,FL,33067-2442,Broward,IN REVIEW,PHOENIX SENIOR LIVING II  INC.,1/18/05,GABRIELA JANETA ROMAN,7,For-Profit,place4mom.com
11966467,10637,5/19/19,8/16/21,Assisted Living Facility,PHOENIX SENIOR LIVING III  INC.,10020 NW 50TH MNR,,CORAL SPRINGS,FL,33076-2419,Broward,(954) 682-1985,9609 WATERVIEW WAY,,PARKLAND,FL,33076,Broward,LICENSED,PHOENIX SENIOR LIVING III  INC.,5/19/05,GABRIELA JANETA ROMAN,6,For-Profit,www.assisted-living-florida.com
11942749,7822,5/29/19,8/26/21,Assisted Living Facility,PICKET FENCE MANOR,1662 9TH STREET SOUTH,,SAINT PETERSBURG,FL,33701,Pinellas,(727) 821-7682,1662 9TH STREET SOUTH,,SAINT PETERSBURG,FL,33701,Pinellas,SUSPENDED,DANIEL PARKS,12/1/14,DANIEL LEON PARKS,14,For-Profit,
11969364,13173,5/14/20,5/13/22,Assisted Living Facility,PINCKNEY ESTATES ASSISTED LIVING INC,1823 UNIVERSITY BLVD SOUTH,,JACKSONVILLE,FL,32216,Duval,(904) 226-1817,1823 UNIVERSITY BLVD SOUTH,,JACKSONVILLE,FL,32216,Duval,LICENSED,PINCKNEY ESTATES ASSISTED LIVING INC,2/22/18,BRIAN PINCKNEY,8,For-Profit,
11911947,7613,1/6/20,4/5/22,Assisted Living Facility,PINE CREST MANOR,2835 CR 220,,MIDDLEBURG,FL,32068,Clay,(904) 272-2609,2835 CR 220,,MIDDLEBURG,FL,32068,Clay,LICENSED,PINE CREST MANOR K & V  INC,4/7/94,PURNWATIE DEVI VEERAMAH,25,For-Profit,
11968748,12582,1/21/20,4/20/22,Assisted Living Facility,PINEAPPLE GARDEN  INC,1504 SOUTH FISKE BLVD,,ROCKLEDGE,FL,32955,Brevard,(321) 890-5314,1504 SOUTH FISKE BLVD,,ROCKLEDGE,FL,32955,Brevard,LICENSED,PINEAPPLE GARDEN  INC.,1/21/16,ADAM WARNER,14,For-Profit,http://pineapplefarms.com/assisted-living-facility/
11969678,13449,4/10/20,4/9/22,Assisted Living Facility,PINEAPPLE HOUSE AT SAPPHIRE LAKES  THE,7901 RADIO RD,,NAPLES,FL,34104,Collier,(239) 259-0707,7901 RADIO RD,,NAPLES,FL,34104,Collier,LICENSED,SENIOR CARE RESIDENCES SAPPHIRE LAKES AT NAPLES  LLC,1/22/20,MICHELE BERTUZZI,140,For-Profit,
11969309,13114,1/28/20,7/27/22,Assisted Living Facility,PINEAPPLE PLACE,7048 HAWKINS RD,,SARASOTA,FL,34241,Sarasota,(941) 404-4600,P O BOX 51266,,SARASOTA,FL,34232,Sarasota,LICENSED,NEUROINTERNATIONAL HEALTHCARE LLC,1/8/18,JOHN WALLER,6,For-Profit,www.neurointernational.com
11966790,10931,7/9/19,10/6/21,Assisted Living Facility,PINECREST PLACE,10637 LITHIA PINECREST ROAD,,LITHIA,FL,33547,Hillsborough,(813) 737-4757,7983 CAMDEN WOODS DRIVE,,TAMPA,FL,33619,Hillsborough,LICENSED,NEW ORLEANS AVE  LLC,7/9/19,IDA FIGUEROA-DEBIQUE,16,For-Profit,www.pattyshousealf.com
11969566,13399,1/14/20,4/13/22,Assisted Living Facility,PINEDALE GARDENS ASSISTED LIVING INC,1861 S PINEDALE RD,,EDGEWATER,FL,32141,Volusia,(386) 847-8997,1861 S PINEDALE RD,,EDGEWATER,FL,32141,Volusia,LICENSED,Pinedale Gardens Assisted Living  Inc.,7/30/19,JUAN CARLOS TORRES,8,For-Profit,
11911606,7450,8/1/19,10/29/21,Assisted Living Facility,PINES OF SARASOTA,1251 NORTH ORANGE AVENUE,,SARASOTA,FL,34236,Sarasota,(941) 365-0250,1501 NORTH ORANGE AVENUE,,SARASOTA,FL,34236,Sarasota,LICENSED,PINES OF SARASOTA HEALTHCARE LLC,8/1/17,AMANDA R COLLIER,39,Not-For-Profit,www.pinesofsarasota.org
11967404,11447,1/5/21,1/4/23,Assisted Living Facility,PINES RETIREMENT RESIDENCE  INC.,7740 NW 1ST STREET,,PEMBROKE PINES,FL,33024,Broward,(754) 244-1296,2327 NW 190TH AVENUE,,PEMBROKE PINES,FL,33029,Broward,LICENSED,PINES RETIREMENT RESIDENCE  INC.,8/1/08,JULIA C GIORDANO,6,For-Profit,
11967229,11314,5/5/20,5/4/22,Assisted Living Facility,PLAMAR HOME CARE SERVICES,4407 SW 162ND PL,,MIAMI,FL,33185-5335,Miami-Dade,(305) 456-2936,4407 SW 162ND PL,,MIAMI,FL,33185-5335,Miami-Dade,LICENSED,PLAMAR HOMECARE SERVICES,2/4/08,LAZORO DOMINGUEZ,6,For-Profit,
11968014,11967,1/12/21,1/11/23,Assisted Living Facility,PLANTATION OAKS ASSISTED LIVING AND MEMORY CARE,23301 W US HIGHWAY 27,,HIGH SPRINGS,FL,32643-2110,Alachua,(386) 454-0801,23301 W US HIGHWAY 27,,HIGH SPRINGS,FL,32643-2110,Alachua,LICENSED,HIGH SPRINGS OAKS  LLC,1/12/21,META B MCCLAIN,72,For-Profit,www.posfl.com
11910289,5191,4/18/20,7/16/22,Assisted Living Facility,PLANTATION ON SUMMERS LLC (THE),147 SW SUMMERS LN,,LAKE CITY,FL,32025-0762,Columbia,(386) 755-2737,147 SW SUMMERS LN,,LAKE CITY,FL,32025-0762,Columbia,LICENSED,PLANTATION ON SUMMERS LLC (THE),8/9/10,JENNIFER ALLENDER,64,For-Profit,
11964942,9497,4/13/19,7/11/21,Assisted Living Facility,PLANTATION RETIREMENT INC,2654 GRAND BLVD,,HOLIDAY,FL,34690-3006,Pasco,(727) 831-7510,2654 GRAND BLVD,,HOLIDAY,FL,34690-3006,Pasco,LICENSED,PLANTATION RETIREMENT INC.,4/13/05,ROSEMARY BILLINGSLEY,10,For-Profit,plantationretirement.com
11968594,12473,3/3/20,3/2/22,Assisted Living Facility,PLANTATION SENIOR LIVING INC,4725 NW 4TH COURT,,PLANTATION,FL,33317,Broward,(754) 235-2666,4801 HOLLY DRIVE,,TAMARAC,FL,33319,Broward,LICENSED,PLANTATION SENIOR LIVING INC,12/4/13,MARGUERITE BRENDA SANKARLALL,6,For-Profit,sunflower-plantationseniorliving.com
11968227,12134,2/16/20,5/16/22,Assisted Living Facility,PLATINUM OAKS ASSISTED LIVING FACILITY LLC,3610 MANASSAS AVE,,MELBOURNE,FL,32934,Brevard,(321) 253-2050,4637 CANARD RD,,MELBOURNE,FL,32934,Brevard,LICENSED,PLATINUM OAKS ASSISTED LIVING FACILITY  LLC,12/5/11,DEBORAH BASILE,5,For-Profit,www.platinumoaks.com
11969444,13252,12/14/18,3/13/21,Assisted Living Facility,PLAZA AT PARKSQUARE,2940 NE 207 STREET,,AVENTURA,FL,33180,Miami-Dade,(786) 496-0142,2940 NE 207 STREET,,AVENTURA,FL,33180,Miami-Dade,IN REVIEW,ROYAL INTEGRA PARKSQUARE LESSEE LLC,12/14/18,KEITH LITMAN,150,For-Profit,www.royalseniorcare.com
11911449,5120,11/5/20,11/29/20,Assisted Living Facility,PLAZA OF HALLANDALE BEACH,3535 SW 52ND AVENUE,,PEMBROKE PARK,FL,33023,Broward,(954) 961-8111,3535 SW 52ND AVENUE,,PEMBROKE PARK,FL,33023,Broward,IN LITIGATION,PLAZA OF PEMBROKE ALF LLC,9/1/18,HEIDI TUCKER,120,For-Profit,
11965766,10113,12/7/19,3/6/22,Assisted Living Facility,PLEASANT GROVE MANOR,5701 S PLEASANT GROVE ROAD,,INVERNESS,FL,34452,Citrus,(352) 726-2555,5701 S PLEASANT GROVE ROAD,,INVERNESS,FL,34452,Citrus,LICENSED,HERNANDO ENTERPRISES  INC,9/14/01,JULIANA PEMBERTON,24,For-Profit,themanorsofcitrus.com
11969770,13588,4/20/21,4/19/23,Assisted Living Facility,PLEASANT HILLS LLC,16500 SW 107 CRT,,MIAMI,FL,33157,Miami-Dade,(305) 890-4797,16500 SW 107 CRT,,MIAMI,FL,33157,Miami-Dade,LICENSED,PLEASANT HILLS LLC,2/19/21,LILLIETH KEZIAH JOHNSON,6,For-Profit,
11965889,10188,11/27/20,11/26/22,Assisted Living Facility,PLEASANT RETIREMENT HOME INC,7512 WASHINGTON AVENUE,,LANTANA,FL,33462,Palm Beach,(561) 540-8563,7512 WASHINGTON AVENUE,,LANTANA,FL,33462,Palm Beach,LICENSED,PLEASANT RETIREMENT HOME INC,7/11/02,JEANETTE PEARCE,14,For-Profit,
11922282,7968,12/20/19,3/19/22,Assisted Living Facility,PLEASANTVILLE ALF,609 OAK AVE,,MOUNT DORA,FL,32757-6039,Lake,(352) 383-3140,609 OAK AVE,,MOUNT DORA,FL,32757-6039,Lake,LICENSED,JEM'S TENDER HEART CARE INC,12/28/99,MARILOU OCAMPO,14,For-Profit,
11911610,4692,12/30/20,12/29/22,Assisted Living Facility,PLYMOUTH HARBOR INC,700 JOHN RINGLING BLVD,,SARASOTA,FL,34236,Sarasota,(941) 361-7245,700 JOHN RINGLING BLVD,,SARASOTA,FL,34236,Sarasota,LICENSED,PLYMOUTH HARBOR INCORPORATED,6/13/91,BRANDI BURGESS,70,Not-For-Profit,
11911437,5228,5/1/19,7/29/21,Assisted Living Facility,PLYMOUTH HOME FOR ADULTS INC,3225 PLYMOUTH STREET,,JACKSONVILLE,FL,32205,Duval,(904) 384-5796,3225 PLYMOUTH STREET,,JACKSONVILLE,FL,32205,Duval,LICENSED,PLYMOUTH HOME FOR ADULTS  INC,5/13/91,CARLOS MORALES,57,For-Profit,
11969303,13172,5/11/20,8/8/22,Assisted Living Facility,POET'S WALK SARASOTA,5851 N HONORE AVE,,SARASOTA,FL,34231,Sarasota,(941) 584-5575,5851 NORTH HONORE AVENUE,,SARASOTA,FL,34231,Sarasota,LICENSED,SARASOTA NJ TE LLC,5/11/18,STEPHANIE MARIE SMITH,68,For-Profit,www.poetswalk-springhills.com
11969390,13203,10/18/20,10/17/22,Assisted Living Facility,POINCIANA GARDENS,1664 DUNLAP DRIVE,,KEY WEST,FL,33040,Monroe,(305) 440-3191,1664 DUNLAP DRIVE,,KEY WEST,FL,33040,Monroe,LICENSED,HOUSING AUTHORITY OF THE CITY OF KEY WEST,7/20/18,JESUS CASTILLO SR,58,Not-For-Profit,www.keywestseniorliving.com
11932411,5725,5/31/19,8/28/21,Assisted Living Facility,POINTE OF NORTH GABLES,5890 SW 8 STREET,,MIAMI,FL,33144,Miami-Dade,(305) 266-0284,5890 SW 8 STREET,,MIAMI,FL,33144,Miami-Dade,LICENSED,LIVING CARE SOLUTIONS LLC,5/31/17,LONNIE J STECKLER,126,For-Profit,www.thepointenorthgables.com
11968597,12480,11/10/19,2/7/22,Assisted Living Facility,POMONA PARK ALF,422 PLEASANT ST,,POMONA PARK,FL,32181-2366,Putnam,(386) 649-1172,422 PLEASANT STREET,,POMONA PARK,FL,32181,Putnam,LICENSED,RCNAL LLC,11/10/17,MAY FLOR HARRIS,24,For-Profit,www.alfofpomona.com
11966529,10725,11/22/20,11/21/22,Assisted Living Facility,PONDELLA RESIDENTIAL CARE LLC,1923 NE 6TH STREET,,CAPE CORAL,FL,33909,Lee,(239) 242-0597,1923 NE 6TH STREET,,CAPE CORAL,FL,33909,Lee,LICENSED,PONDELLA RESIDENTIAL CARE LLC,8/24/18,ILOMISE ALEXANDRE,10,For-Profit,
11965559,9935,3/19/21,3/18/23,Assisted Living Facility,PONDS EDGE ASSISTED LIVING FACILITY,7952 PONDS EDGE LN,,ZEPHYRHILLS,FL,33540-1972,Pasco,(813) 298-7985,7952 PONDS EDGE LN,,ZEPHYRHILLS,FL,33540-1972,Pasco,LICENSED,R & D MANAGEMENT SERVICES  LLC,12/19/16,DORIS MARTINEZ,16,For-Profit,alfpondsedge.com
11968820,12680,6/4/19,9/1/21,Assisted Living Facility,PONTE VEDRA GARDENS ALZHEIMER'S SPECIAL CARE CENTER,5125 PALM VALLEY RD,,PONTE VEDRA BEACH,FL,32082,St. Johns,(904) 834-7578,5125 PALM VALLEY RD,,PONTE VEDRA BEACH,FL,32082,St. Johns,LICENSED,ARBOR TERRACE PONTE VEDRA LLC,3/23/15,LINDA JONES,64,For-Profit,https://jeaseniorliving.com/ponte-vedra-gardens/
11969023,12884,11/6/20,11/5/22,Assisted Living Facility,PORT ORANGE ASSISTED LIVING FACILITY,1111 BUTTERMILK LN,,PORT ORANGE,FL,32129,Volusia,(386) 341-1236,1111 BUTTERMILK LN,,PORT ORANGE,FL,32129,Volusia,LICENSED,DANNA LIM BUDANIO,7/25/16,DANNA LIM BUDANIO,8,For-Profit,www.portorangealf.com
11968285,12235,11/6/20,11/5/22,Assisted Living Facility,PORTER'S ADULT CARE INC,700 DAY AVE,,JACKSONVILLE,FL,32205,Duval,(904) 381-8962,8770 HUNTINGTON WOODS CR S,,JACKSONVILLE,FL,32244,Duval,LICENSED,PORTER'S ADULT CARE INC,6/8/16,LA SHANA PORTER,6,For-Profit,
11968673,12536,10/14/20,10/13/22,Assisted Living Facility,PORTLAND ASSISTED LIVING FACILITY,4664 NW 58TH TERRACE,,CORAL SPRINGS,FL,33067,Broward,(954) 603-6954,8758 COBBLESTONE POINT CIRCLE,,BOYNTON BEACH,FL,33472,Palm Beach,LICENSED,PORTLAND HEALTHCARE  INC.,5/21/14,RANDOLPH SAMUEL MOODIE,6,For-Profit,
11966106,10434,3/9/20,3/8/22,Assisted Living Facility,POTTER'S HOUSE AT CANNON POINT INC,5820-5830 NW 27TH COURT,,LAUDERHILL,FL,33313,Broward,(954) 733-3366,5820-5830 NW 27TH COURT,,LAUDERHILL,FL,33313,Broward,LICENSED,POTTER'S HOUSE AT CANNON POINT  INC.,8/1/03,HEATHER ANN MARIE HOLDER,24,For-Profit,
11969780,13535,11/24/20,11/23/22,Assisted Living Facility,PRECIOUS & DESTINY SENIOR LIVING  INC,782 SW 54TH AVE,,MARGATE,FL,33068,Broward,(754) 235-7853,8081 EMERALD WINDS CIR,,BOYNTON BEACH,FL,33473,Palm Beach,LICENSED,PRECIOUS & DESTINY SENIOR LIVING  INC,11/24/20,ERMITH SAINTILUS,6,For-Profit,
11967301,11353,6/22/18,9/19/20,Assisted Living Facility,PRECIOUS MOMENTS ALF INC,9480 DANA ROAD,,MIAMI,FL,33157,Miami-Dade,(305) 259-3958,9480 DANA ROAD,,MIAMI,FL,33157,Miami-Dade,IN REVIEW,PRECIOUS MOMENTS ALF INC,4/25/08,RAFAELA TORRES,6,For-Profit,
11969160,12998,4/6/19,7/4/21,Assisted Living Facility,PRECIOUS MOMENTS FAMILY LIVING INC,4300 ANTHONY LN,,ORLANDO,FL,32822,Orange,(407) 624-6931,4300 ANTHONY LN,,ORLANDO,FL,32822,Orange,LICENSED,PRECIOUS MOMENTS FAMILY LIVING  INC.,1/9/17,ANA I VALLE,6,For-Profit,
11964124,8939,5/27/19,8/24/21,Assisted Living Facility,PRECIOUS TIMES INC,4310 SW 89TH AVE,,MIAMI,FL,33165-5337,Miami-Dade,(305) 229-0342,4310 SW 89TH AVE,,MIAMI,FL,33165-5337,Miami-Dade,LICENSED,PRECIOUS TIMES  INC.,9/6/96,JACQUELINE MORENO,6,For-Profit,
11967271,11329,5/27/20,5/26/22,Assisted Living Facility,PREMIER ASSISTED LIVING,11401 SW 42 TERR,,MIAMI,FL,33165,Miami-Dade,(786) 217-5500,11401 SW 42 TERR,,MIAMI,FL,33165,Miami-Dade,LICENSED,PREMIER ASSISTED LIVING  INC.,3/17/08,JANNETTE OLANO,6,For-Profit,premieralf.com
11965503,9921,6/15/20,2/1/22,Assisted Living Facility,PRESIDENTIAL PLACE,3880 SOUTH CIRCLE DRIVE,,HOLLYWOOD,FL,33021,Broward,(954) 894-0059,3880 SOUTH CIRCLE DRIVE,,HOLLYWOOD,FL,33021,Broward,LICENSED,Hollywood SA Tenant OPCO LLC,8/21/19,TARON J. MORTON,118,For-Profit,www.seniorlifestyle.com
11969675,13441,4/2/20,4/1/22,Assisted Living Facility,PRESTIGE CARE ASSISTED LIVING LLC,4019 WENDY DRIVE,,ORLANDO,FL,32808,Orange,(321) 947-6372,4019 WENDY DRIVE,,ORLANDO,FL,32808,Orange,LICENSED,PRESTIGE CARE ASSISTED LIVING LLC,1/1/20,CALEB DORVAL,5,For-Profit,
11969152,12991,4/5/19,7/3/21,Assisted Living Facility,PRESTIGE CARE AVENTURA LLC,19840 NE 26TH AVE,,AVENTURA,FL,33180-2208,Miami-Dade,(305) 912-7799,19840 NE 26TH AVE,,MIAMI,FL,33180-2208,Miami-Dade,LICENSED,PRESTIGE CARE AVENTURA LLC,12/29/16,ROMAN GOLDENBERG,6,For-Profit,prestigecareaventura.com
11911157,7159,7/19/20,7/18/22,Assisted Living Facility,PRESTIGE MANOR,6040 SOUTHEAST FRONT ROAD,,BELLEVIEW,FL,34420,Marion,(352) 245-7466,6040 SOUTHEAST FRONT ROAD,,BELLEVIEW,FL,34420,Marion,LICENSED,CARROL DILLON-SMITH,4/26/04,CARROL DILLON-SMITH,21,For-Profit,
11966716,10889,4/30/21,4/29/23,Assisted Living Facility,PRESTIGE MANOR III,6333 SE BABB RD,,BELLEVIEW,FL,34420-4280,Marion,(352) 307-6333,6333 SE BABB RD,,BELLEVIEW,FL,34420-4280,Marion,LICENSED,CARROL DILLON-SMITH,2/10/09,CARROL DILLON-SMITH,34,For-Profit,
11969150,12968,2/16/19,5/16/21,Assisted Living Facility,PRESTIGE PLACE ALF,256 BARBAROSSA RD,,PALM BAY,FL,32907,Brevard,(954) 830-5270,256 BARBAROSSA RD,,PALM BAY,FL,32907,Brevard,IN REVIEW,BOBSILYN DUNCAN,12/27/18,BOBSI LYN DUNCAN,6,For-Profit,
11969836,13599,5/26/21,11/25/21,Assisted Living Facility,PRESTIGIOUS LIFE ASSISTED LIVING  INC,601 49TH ST N,,SAINT PETERSBURG,FL,33710,Pinellas,(727) 318-7844,P O BOX 1193,,COCOA,FL,32923,Brevard,PROVISIONAL,PRESTIGIOUS LIFE ASSISTED LIVING  INC,2/5/21,SHEILA MOBLEY,62,For-Profit,
11964847,9295,4/16/21,10/19/21,Assisted Living Facility,PRETTY POND MANOR ALF,38911 PRETTY POND RD,,ZEPHYRHILLS,FL,33540,Pasco,(813) 783-8483,38911 PRETTY POND RD,,ZEPHYRHILLS,FL,33540,Pasco,PROVISIONAL,MISION GLOBAL REMANSO DE PAZ INC.,4/16/21,ANA LORENZO,12,For-Profit,www.prettypondmanor.com
11969482,13311,7/8/19,10/5/21,Assisted Living Facility,PRINCE ADAM'S  PLACE LLC,2346 B SCOTT ST,,HOLLYWOOD,FL,33020,Broward,(954) 854-3889,2620 SW 66TH TERR,,MIRAMAR,FL,33023,Broward,LICENSED,Prince Adam's Place LLC,4/18/19,BERYL V CHEESEMAN,6,For-Profit,
11942762,8303,11/19/19,2/16/22,Assisted Living Facility,PRINCESS GARDENS ALF INC,5120 -22 NW 4 TERRACE,,MIAMI,FL,33126,Miami-Dade,(305) 444-0655,5120 22 NW 4 TERRACE,,MIAMI,FL,33126,Miami-Dade,LICENSED,PRINCESS GARDENS ALF INC,11/19/13,DIDIER GONZALEZ,14,For-Profit,
11969321,13199,10/10/20,10/9/22,Assisted Living Facility,PRISYCO MANOR LLC,8061 GROVELAND AVE,,PENSACOLA,FL,32534,Escambia,(850) 495-2779,8061 GROVELAND AVE,,PENSACOLA,FL,32534,Escambia,LICENSED,PRISYCO MANOR LLC,5/23/18,FAYE ELIZABETH COOPER-FREEMAN,8,For-Profit,www.prisycomanorhome.com
11953342,94,9/3/20,12/4/21,Assisted Living Facility,PROFESSIONAL HOME ALF INC,447 E 26 STREET,,HIALEAH,FL,33013,Miami-Dade,(305) 691-2083,447 E 26 STREET,,HIALEAH,FL,33013,Miami-Dade,LICENSED,PROFESSIONAL HOME ALF INC.,12/5/19,ANGELA FERNANDEZ,26,For-Profit,www.professionalhomecare3.com
11911409,91,10/24/19,1/21/22,Assisted Living Facility,PROFESSIONAL HOME CARE CO,447 EAST 31 STREET,,HIALEAH,FL,33013,Miami-Dade,(305) 696-7364,447 EAST 31 STREET,,HIALEAH,FL,33013,Miami-Dade,LICENSED,PROFESSIONAL HOME CARE CO.,7/20/05,JORGE SUAREZ,15,For-Profit,
11911410,6507,12/18/18,3/17/21,Assisted Living Facility,PROFESSIONAL HOME CARE I,435 EAST 31 STREET,,HIALEAH,FL,33013,Miami-Dade,(305) 696-7364,435 EAST 31 STREET,,HIALEAH,FL,33013,Miami-Dade,IN REVIEW,PROFESSIONAL HOME CARE CO.,5/10/91,JORGE SUAREZ,25,For-Profit,
11969746,13500,1/29/21,8/4/22,Assisted Living Facility,PROMENADE (THE),10730 US HWY 1,,SEBASTIAN,FL,32958,Indian River,(772) 918-4927,10730 US HWY 1,,SEBASTIAN,FL,32958,Indian River,LICENSED,PLEASANTVILLE OF SEBASTIAN LLC,6/18/20,STACEY HENLEY,125,For-Profit,
11969350,13142,3/29/20,6/26/22,Assisted Living Facility,PROMISE POINTE AT TAMPA OAKS,12110 MORRIS BRIDGE RD,,TEMPLE TERRACE,FL,33637,Hillsborough,(813) 694-2153,12110 MORRIS BRIDGE RD,,TEMPLE TERRACE,FL,33637,Hillsborough,LICENSED,TAMPA OAKS SENIOR LIVING  LLC,2/2/18,LAURA K. HOLLIDAY,130,For-Profit,promisepointeseniorliving.com
11969625,13492,7/10/20,7/9/22,Assisted Living Facility,PROVIDENT HOUSE,4170 MUTTER ROAD,,SAINT CLOUD,FL,34769,Osceola,(321) 443-5470,4170 MUTTER ROAD,,SAINT CLOUD,FL,34769,Osceola,LICENSED,PROVIDENT CARE RESIDENTIAL HOME LLC,7/1/18,NADINE ELLIS-MCINTYRE,6,For-Profit,
11966673,10839,6/15/19,9/12/21,Assisted Living Facility,PURE RESTORATION ASSISTED LIVING,1321 LAKEVIEW DR,,INVERNESS,FL,34450,Citrus,(352) 726-9405,1321 LAKEVIEW DR,,INVERNESS,FL,34450,Citrus,LICENSED,PURE RESTORATION ASSISTED LIVING LLC,6/15/17,FRANCIA DAVID,6,For-Profit,www.PureRestorationAssistedLiving.com
11953517,8652,10/11/20,4/22/22,Assisted Living Facility,PURE RESTORATION ASSISTED LIVING OF CRYSTAL RIVER,125 NE 9TH AVE,,CRYSTAL RIVER,FL,34429-4425,Citrus,(352) 563-1218,125 NE 9TH AVE,,CRYSTAL RIVER,FL,34429-4425,Citrus,IN LITIGATION,PURE RESTORATION ASSISTED LIVING OF CRYSTAL RIVER  LLC,1/23/18,FRANCIA DAVID,12,For-Profit,PureRestorationAssistedLiving.com
11967581,11619,7/13/19,10/10/21,Assisted Living Facility,PUTNAM CAREGIVERS LLC,110 ROBERTS COURT,,PALATKA,FL,32177,Putnam,(386) 325-0012,106 WOLFWOOD LANE,,PALATKA,FL,32177,Putnam,LICENSED,PUTNAM CAREGIVERS LLC,4/2/09,BARRINGTON FINDLATER,6,For-Profit,
11965100,9496,6/4/21,7/10/21,Assisted Living Facility,QUALITY CARE ASSISTED LIVING FACILITY  INC.,10215 NW 17TH ST,,CORAL SPRINGS,FL,33071-5810,Broward,(954) 255-1381,10215 NW 17TH ST,,CORAL SPRINGS,FL,33071-5810,Broward,IN LITIGATION,QUALITY CARE ASSISTED LIVING FACILTY. INC.,2/15/99,JANET MARCIA BANTON,6,For-Profit,
11965449,9828,1/11/21,1/10/23,Assisted Living Facility,QUALITY CARE OF FLORIDA  INC,1261 TUMBLEWEED DRIVE,,ORANGE PARK,FL,32065,Clay,(904) 276-7274,4108 QUIET CREEK LOOP,,MIDDLEBURG,FL,32068-5851,Clay,LICENSED,QUALITY CARE OF FL.INC,4/16/00,GABRIELE MENDHI,6,For-Profit,
11968670,12550,11/12/20,11/11/22,Assisted Living Facility,QUALITY HOME CARE SERVICES  INCORPORATED,11104 N 28TH ST,,TAMPA,FL,33612,Hillsborough,(813) 977-0159,11104 N 28TH ST,,TAMPA,FL,33612,Hillsborough,LICENSED,QUALITY HOME CARE SERVICES INC,5/16/12,FRANKLIN HILLS JR,5,For-Profit,QualityHomeCareServicesalf.com
11969140,12973,2/23/19,5/23/21,Assisted Living Facility,QUEEN ELAINE ASSISTED LIVING FACILITY LLC,1210 QUEEN ELAINE DR,,CASSELBERRY,FL,32707,Seminole,(407) 461-3300,1210 QUEEN ELAINE DR,,CASSELBERRY,FL,32707,Seminole,IN REVIEW,QUEEN ELAINE ASSISTED LIVING FACILITY  LLC,12/5/16,LANA WATTS,6,For-Profit,queenelaineassistedliving.com
