PROGRAM_DESCRIPTION,FACILITY_NAME,GEOGRAPHIC_STREET,GEOGRAPHIC_CITY,GEOGRAPHIC_STATE,GEOGRAPHIC_ZIP_CODE,PARISH,MAIL_STREET,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ORIGINAL_LICENSURE_DATE,LICENSURE_EXPIRATION_DATE,ADMINISTRATOR,EMAIL_ADDRESS,TELEPHONE_NUMBER,FAX_PHONE_NUMBER,LDH_REGION_CODE,LICENSURE_NUM
Intermediate Care Facility/Developmentally Delayed,Idaho Street Community Home,3235 Idaho Street ,KENNER,LA,70065,JEFFERSON,2121 38TH STREET,KENNER,LA,70065,12/28/90,12/31/21,Roukayatou  Ousseyni,rouky@ddmsla.com,(504) 513-3159,(504) 405-5487,1,2203783844
Intermediate Care Facility/Developmentally Delayed,Idlewild Group Home,One Dallas Drive ,HOUMA,LA,70360,TERREBONNE,800 N. CAUSEWAY BLVD. SUITE 1C,MANDEVILLE,LA,70448,1/22/90,12/31/21,Jennifer  Vath,jennifer.vath@rescare.com,(985) 876-1498,(985) 876-1498,3,781
Intermediate Care Facility/Developmentally Delayed,Inchbrook Group Home,4532 Inchbrook Drive ,BATON ROUGE,LA,70816,EAST BATON ROUGE,2645 O'NEAL LANE BUILDING A SUITE B,BATON ROUGE,LA,70816,10/30/89,12/31/21,Clifton  Hunt,admin@ddmsla.com,(225) 767-2344,(225) 767-8068,2,2203782243
Intermediate Care Facility/Developmentally Delayed,Inspiration House,196 Esperance Street ,GARYVILLE,LA,70051,ST. JOHN THE BAPTIST,P.O. BOX 206,RESERVE,LA,70084,12/12/88,11/30/21,MS Deborah  Dugas,ddugaslaw@gmail.com,(985) 536-8750,(985) 536-2282,3,549
Intermediate Care Facility/Developmentally Delayed,Ivy Group Home,19944 Pecan Hill Drive ,ZACHARY,LA,70791,EAST BATON ROUGE,20337 MACHOST ROAD,ZACHARY,LA,70791,4/3/03,4/30/22,Kenneth  Ketelson,lsdadmin@trustcaremanagement.com,(225) 654-6502,(225) 570-8157,2,970
Intermediate Care Facility/Developmentally Delayed,Ivy Springs Community Home,27683 Ivy Springs Drive ,INDEPENDENCE,LA,70443,TANGIPAHOA,40052 N HOOVER ROAD,PONCHATOULA,LA,70454,8/1/08,5/31/22,Charmaine  Jones,brandon.dufreche@evergreenls.org,(985) 878-3244,(985) 878-3244,9,1033
Intermediate Care Facility/Developmentally Delayed,Jackie Street Group Home,106 Jackie Street,RAYNE,LA,70578,ACADIA,6400 HIGHWAY 90 WEST,NEW IBERIA,LA,70560,2/15/85,12/31/21,Charlotte  Jackson,joetta.richard@arcofacadiana.org,(337) 393-4124,(337) 393-4125,4,2203784508
Intermediate Care Facility/Developmentally Delayed,Jackson Group Home,325 McKeithen Drive ,ALEXANDRIA,LA,71301,RAPIDES,P.O. BOX 7917,ALEXANDRIA,LA,71306,3/31/96,3/31/22,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 473-0217,(318) 473-0256,6,814
Intermediate Care Facility/Developmentally Delayed,Jake Drive Community Home,14181 North Jake Drive ,HAMMOND,LA,70401,TANGIPAHOA,14455 UNIVERSITY AVE,HAMMOND,LA,70401,1/7/88,12/31/21,Lori  Davis,strawpatch@i-55.com,(985) 542-1959,(985) 542-4841,9,500
Intermediate Care Facility/Developmentally Delayed,Jeff & Nellie Guidry Group Home,925 Center Street ,LAFAYETTE,LA,70501,LAFAYETTE,303 NEW HOPE ROAD ,LAFAYETTE,LA,70506,5/23/89,1/31/22,DIANNA  BRASSEAUX,dbrasseaux@lafayettelarc.org,(337) 988-0640,(337) 524-1461,4,560
Intermediate Care Facility/Developmentally Delayed,Jefferson Group Home,1109 Presidents Drive ,ALEXANDRIA,LA,71303,RAPIDES,P. O. BOX 7917,ALEXANDRIA,LA,71306,8/9/06,8/31/21,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 473-2505,(318) 473-2506,6,946
Intermediate Care Facility/Developmentally Delayed,Jefferson Park Home,8041 Jefferson Park ,BATON ROUGE,LA,70816,EAST BATON ROUGE,"800 NORTH CAUSEWAY BLVD, SUITE 1C",MANDEVILLE,LA,70448,2/26/82,1/31/22,Jennifer  Vath,jennifer.vath@rescare.com,(225) 778-5243,(225) 778-5097,2,2870
Intermediate Care Facility/Developmentally Delayed,Jefferson Street Community Home,1201 West Jefferson Street,LAKE CHARLES,LA,70605,CALCASIEU,3220 2ND AVENUE,LAKE CHARLES,LA,70601,5/8/86,9/30/21,Jennifer  Simon,jennifer.simon@rescare.com,(337) 233-2731,(337) 235-5273,5,464
Intermediate Care Facility/Developmentally Delayed,Jenna Court Community Home,103 Jenna Ct.,SCHRIEVER,LA,70395,TERREBONNE,800 N. CAUSEWAY BLVD. SUITE 1C,MANDEVILLE,LA,70448,12/20/88,11/30/21,Jennifer  Vath,jennifer.vath@rescare.com,(985) 446-7605,(985) 446-7605,3,572
Intermediate Care Facility/Developmentally Delayed,Jericho Home,2515 Brownlee Road ,BOSSIER CITY,LA,71111,BOSSIER,P.O. BOX 715 ,RUSTON,LA,71273,11/1/89,9/30/21,MR Michael L Reynolds,planksr@comcast.net,(318) 742-1630,(318) 742-1630,7,896
Intermediate Care Facility/Developmentally Delayed,John & Mary Hariel Community Home,174 Idlewilde Drive ,MANY,LA,71449,SABINE,P. O. BOX 1150,MANY,LA,71449,8/14/89,7/31/21,Wayne  Martinez,sarcwm@suddenlinkmail.com,(318) 256-0535,(318) 256-0143,7,744
Intermediate Care Facility/Developmentally Delayed,John Tyler Group Home,3906 Briarwood ,ALEXANDRIA,LA,71303,RAPIDES,P.O. BOX 7917,ALEXANDRIA,LA,71306,11/8/07,11/30/21,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 442-6115,(318) 442-6114,6,1016
Intermediate Care Facility/Developmentally Delayed,Johnson Community Home,1103 Lancaster Drive ,ALEXANDRIA,LA,71303,RAPIDES,P.O. BOX 7917,ALEXANDRIA,LA,71306,4/30/08,4/30/22,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 427-1838,(318) 427-1879,6,1031
Intermediate Care Facility/Developmentally Delayed,Jonesboro Community Home,1564 South Hudson St. ,JONESBORO,LA,71251,JACKSON,P.O. BOX 548 ,RUSTON,LA,71273,3/21/81,12/31/21,David  Woods,dwoods4686@gmail.com,(318) 259-8906,(318) 777-0548,8,159
Intermediate Care Facility/Developmentally Delayed,Joy Nalty Hodges Home,6690 Antoinette Street ,BOYCE,LA,71409,RAPIDES,P.O. DRAWER 7768 ,ALEXANDRIA,LA,71306,11/7/06,11/30/21,Christi  Guillot,audrey.hopkins@stmarys-rts.org,(318) 445-6443,(318) 449-8529,6,994
Intermediate Care Facility/Developmentally Delayed,Jude Community Home,2560 Hickory Hill Road ,PINEVILLE,LA,71360,RAPIDES,PO BOX 1098,BALL,LA,71405,10/1/99,9/30/21,Deborah  Graham,coutee218@aol.com,(318) 640-5623,(318) 641-9991,6,806
Intermediate Care Facility/Developmentally Delayed,Julia Street Community Home,30199 Julia Street ,ALBANY,LA,70711,LIVINGSTON,40052 N HOOVER ROAD,PONCHATOULA,LA,70454,2/6/08,4/30/22,Charmaine  Jones,brandon.dufreche@evergreenls.org,(225) 567-9938,(225) 567-9934,9,1032
Intermediate Care Facility/Developmentally Delayed,Julius Street Community Home,505 Julius Street ,LAKE CHARLES,LA,70601,CALCASIEU,1146 HODGES STREET,LAKE CHARLES,LA,70601,8/6/90,7/31/21,Keith W Stevenson,swla.265@evergreenls.org,(337) 562-1999,(337) 433-9496,5,2203784734
Intermediate Care Facility/Developmentally Delayed,K. C. Roy Home,2034 Albert Street ,SAINT MARTINVILLE,LA,70582,ST. MARTIN,P.O. BOX 128 ,SAINT MARTINVILLE,LA,70582,3/15/89,2/28/22,Kerrie  Latiolais,kerrielorio@yahoo.com,(337) 394-4928,(337) 394-5974,4,558
Intermediate Care Facility/Developmentally Delayed,Kent Drive Home,1402 W. Kent Drive ,SULPHUR,LA,70663,CALCASIEU,958 BEGLIS PARKWAY,SULPHUR,LA,70663,11/30/82,10/31/21,Hilda  Trahan,hilda.trahan@evergreenls.org,(337) 527-7016,(337) 527-7016,5,2203781161
Intermediate Care Facility/Developmentally Delayed,Kilpatrick Home,6691 Antoinette St. ,BOYCE,LA,71409,RAPIDES,P.O. DRAWER 7768 ,ALEXANDRIA,LA,71306,11/20/06,11/30/21,Christi  Guillot,audrey.hopkins@stmarys-rts.org,(318) 445-6443,(318) 449-8529,6,993
Intermediate Care Facility/Developmentally Delayed,Kleibert Group Home,4449 HWY 17 ,DELHI,LA,71232,RICHLAND,P.O. BOX 607,DELHI,LA,71232,11/9/10,11/30/21,MS Laura  Nickelson,lauranickelson@yahoo.com,(318) 878-2838,(318) 878-8671,8,1669
Intermediate Care Facility/Developmentally Delayed,Klein Road Group Home,43488 Klein Road,HAMMOND,LA,70403,TANGIPAHOA,40052 N HOOVER ROAD,PONCHATOULA,LA,70454,6/16/15,6/30/21,Charmaine  Jones,brandon.dufreche@evergreenls.org,(985) 549-1913,(985) 549-1913,9,2203782380
Intermediate Care Facility/Developmentally Delayed,Kramer Group Home,2217 Kramer Drive,NEW IBERIA,LA,70560,IBERIA,6400 HIGHWAY 90 WEST,NEW IBERIA,LA,70560,11/3/87,10/31/21,Brandi  Stutes,brandi.stutes@arcofacadiana.org,(337) 364-1158,(337) 492-1010,4,2203782164
Intermediate Care Facility/Developmentally Delayed,La Casa Community Home,11076 General Ott Road ,HAMMOND,LA,70403,TANGIPAHOA,19362 W. SHELTON ROAD ,HAMMOND,LA,70401,12/5/91,10/31/21,Randall  Waguespack,rwaguespack@options4u.org,(985) 345-6269,(985) 345-0297,9,704
Intermediate Care Facility/Developmentally Delayed,La Trouve'',30334 Milton Road ,WALKER,LA,70785,LIVINGSTON,P. O. BOX 727,WALKER,LA,70785,7/1/82,5/31/22,"John J Barnes, Jr.",services@latrouve.com,(225) 665-1450,(225) 667-1920,9,274
Intermediate Care Facility/Developmentally Delayed,Labadieville Home,2435 Hwy. 308 ,THIBODAUX,LA,70301,TERREBONNE,800 N. CAUSEWAY BLVD. SUITE 1C,MANDEVILLE,LA,70448,3/16/06,10/31/21,KYLE  AVANCE,jennifer.vath@rescare.com,(985) 526-1661,(985) 526-1661,3,2203783556
Intermediate Care Facility/Developmentally Delayed,Lake Claiborne Community Home,2195 Airport Loop,HOMER,LA,71040,CLAIBORNE,1412 SIBLEY ROAD,MINDEN,LA,71055,8/31/93,8/31/21,Lesa  Hamilton,terrih@evergreenls.org,(318) 927-2179,(318) 927-2179,7,736
Intermediate Care Facility/Developmentally Delayed,Lakeshore Community Home,1495 Gardena Street ,NEW ORLEANS,LA,70122,ORLEANS,2121 38TH STREET,KENNER,LA,70065,10/28/10,12/31/21,Roukayatou  Ousseyni,rouky@ddmsla.com,(504) 513-3159,(504) 405-5487,1,2203782247
Intermediate Care Facility/Developmentally Delayed,Lakeside Home,1334 Frances Harriet Drive ,BATON ROUGE,LA,70815,EAST BATON ROUGE,"2645 O'NEAL LANE, BUILDING A, SUITE B",BATON ROUGE,LA,70816,1/21/93,8/31/21,Clifton  Hunt,admin@ddmsla.com,(225) 923-0888,(225) 767-8068,2,2203784106
Intermediate Care Facility/Developmentally Delayed,Lakeview Community Home,4813 Hwy 4 East ,COLUMBIA,LA,71418,CALDWELL,1111 MAIN STREET,PINEVILLE,LA,71360,5/9/94,4/30/22,James  Colwell,mtcolwell1114@yahoo.com,(318) 442-2284,(318) 448-1427,8,756
Intermediate Care Facility/Developmentally Delayed,Lamantia #1,143 Central Avenue,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,11/6/15,12/31/21,Jennifer  Hebert,admin@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,2203782552
Intermediate Care Facility/Developmentally Delayed,Lamantia #2,139 Central Avenue,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVE ,JEFFERSON,LA,70121,11/29/94,11/30/21,Jennifer C Hebert,jenniferh@mcs-nola.org,(504) 731-1306,(504) 731-1353,1,2203782700
Intermediate Care Facility/Developmentally Delayed,Landsbury Home,10627 Landsbury Drive ,BATON ROUGE,LA,70809,EAST BATON ROUGE,"800 NORTH CAUSEWAY BLVD, SUITE 1C",MANDEVILLE,LA,70448,8/31/90,1/31/22,Jennifer  Vath,jennifer.vath@rescare.com,(225) 778-5192,(225) 778-5179,2,2939
Intermediate Care Facility/Developmentally Delayed,Ledia Simon Group Home,3779 Heritage Road ,RAYNE,LA,70578,ACADIA,P. O. BOX 810,VILLE PLATTE,LA,70586,12/19/89,6/30/21,Gary J Ortego,southern_comfort_homes@yahoo.com,(337) 235-9462,(337) 235-9546,4,918
Intermediate Care Facility/Developmentally Delayed,Ledoux Provosty Sr Memorial Home,4332 Jeansonne Street,HESSMER,LA,71341,AVOYELLES,1111 MAIN STREET,PINEVILLE,LA,71360,8/11/82,5/31/22,James  Colwell,mtcolwell1114@yahoo.com,(318) 563-4424,(318) 563-4424,6,280
Intermediate Care Facility/Developmentally Delayed,Lee Nichols Group Home,672 Lee Nichols ,DERIDDER,LA,70634,BEAUREGARD,"103 EXCHANGE PLACE, SUITE 100",LAFAYETTE,LA,70503,9/21/88,2/28/21,Jennifer  Simon,jennifer.simon@rescare.com,(337) 233-2731,(337) 235-5273,5,541
Intermediate Care Facility/Developmentally Delayed,Lelia Jackson Community Home,HWY 951 #98 ,JACKSON,LA,70748,EAST FELICIANA,P.O. BOX 498 #98,JACKSON,LA,70748,7/16/91,11/30/21,Jack  Johnson,ada.lord@la.gov,(225) 634-0661,(225) 634-0631,2,703
Intermediate Care Facility/Developmentally Delayed,Lewisville Road Group Home,1303 Lewisville Road ,MINDEN,LA,71055,WEBSTER,1412 SIBLEY ROAD,MINDEN,LA,71055,10/3/83,12/31/21,MS Lesa  Hamilton,terrih@evergreenls.org,(318) 377-7460,(318) 377-7460,7,320
Intermediate Care Facility/Developmentally Delayed,Liberty Four Community Home,134 Progress Road ,VILLE PLATTE,LA,70586,EVANGELINE,P. O. BOX 1287,EUNICE,LA,70535,3/1/88,4/30/22,Frankie  LaFleur,l6edc@aol.com,(337) 546-0667,(337) 546-6827,4,294
Intermediate Care Facility/Developmentally Delayed,Liberty One Community Home,1050 West Vine Street,EUNICE,LA,70535,ST. LANDRY,P. O. BOX 1287,EUNICE,LA,70535,5/9/88,4/30/22,Frankie  LaFleur,l6edc@aol.com,(337) 546-0667,(337) 546-6827,4,523
Intermediate Care Facility/Developmentally Delayed,Liberty Three Community Home,1730 W. Magnolia Street ,EUNICE,LA,70535,ST. LANDRY,P.O. BOX 1287 ,EUNICE,LA,70535,11/29/90,11/30/21,Frankie  LaFleur,l6edc@aol.com,(337) 546-0667,(337) 546-6827,4,651
Intermediate Care Facility/Developmentally Delayed,Liberty Two Community Home,1650 Betty Street ,EUNICE,LA,70535,ST. LANDRY,P.O. BOX 1287 ,EUNICE,LA,70535,2/1/90,1/31/22,Frankie  LaFleur,l6edc@aol.com,(337) 546-0667,(337) 546-6827,4,623
Intermediate Care Facility/Developmentally Delayed,Lightner Community Home,717 South Lightner Ave,IOWA,LA,70647,CALCASIEU,"103 EXCHANGE PLACE, SUITE 100",LAFAYETTE,LA,70503,12/15/93,2/28/21,Jennifer  Simon,jennifer.simon@rescare.com,(337) 233-2731,(337) 235-5273,5,827
Intermediate Care Facility/Developmentally Delayed,Lilinda Street Home,2600 South Vienna ,RUSTON,LA,71270,LINCOLN,P. O. BOX 715,RUSTON,LA,71273,10/31/85,6/30/21,Michael L Reynolds,planksr@comcast.net,(318) 255-9137,(318) 255-8233,8,902
Intermediate Care Facility/Developmentally Delayed,Lillian Marie Community Home,3182 Lillian Marie Drive,GRAY,LA,70359,TERREBONNE,1 MCCORD ROAD,HOUMA,LA,70363,7/29/86,3/31/22,Marylynn  Bisland,execdir@terrebonnearc.org,(985) 873-9734,(985) 223-7387,3,457
Intermediate Care Facility/Developmentally Delayed,Lincoln Group Home,327 McKeithen Drive ,ALEXANDRIA,LA,71301,RAPIDES,P.O. BOX 7917,ALEXANDRIA,LA,71306,1/28/08,2/28/22,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 443-7970,(318) 443-7971,6,1025
Intermediate Care Facility/Developmentally Delayed,Lisa Street Group Home,608 Lisa Street,RAYNE,LA,70578,ACADIA,203 LLAMA ROAD,RAYNE,LA,70578,6/10/81,5/31/22,Brandi  Stutes,joetta.richard@arcofacadiana.org,(337) 384-6842,(337) 367-4043,4,2203784315
Intermediate Care Facility/Developmentally Delayed,Live Oak Community Home,955 Live Oak Court,PONCHATOULA,LA,70454,TANGIPAHOA,40052 N. HOOVER ROAD,PONCHATOULA,LA,70454,11/30/82,4/30/22,Charmaine  Jones,brandon.dufreche@evergreenls.org,(985) 878-3244,(985) 878-3244,9,2203782323
Intermediate Care Facility/Developmentally Delayed,Livingston Road Community Home,78 Camp Livingston Road ,BALL,LA,71405,RAPIDES,P. O. BOX 710,BALL,LA,71405,6/7/88,5/31/22,Karen  Collins,kcollins72@icloud.com,(318) 640-2999,(318) 641-1976,6,524
Intermediate Care Facility/Developmentally Delayed,Lizette Community Home,109 Lizette Drive ,RAYNE,LA,70578,ACADIA,"103 EXCHANGE PLACE, SUITE 100",LAFAYETTE,LA,70503,8/3/87,3/31/22,Jennifer  Simon,jennifer.simon@rescare.com,(337) 233-2731,(337) 235-5273,4,489
Intermediate Care Facility/Developmentally Delayed,Lobdell Community Home ,10015 Greenwell Springs Port Hudson Rd ,ZACHARY,LA,70791,EAST BATON ROUGE,20337 MACHOST ROAD,ZACHARY,LA,70791,5/13/94,9/30/21,Kenneth  Ketelson,lsdadmin@trustcaremanagement.com,(225) 654-6502,(225) 570-8157,2,1041
Intermediate Care Facility/Developmentally Delayed,Lochlomand Group Home,1205 Lochlomand Street ,HARVEY,LA,70058,JEFFERSON,"800 NORTH CAUSEWAY BLVD, SUITE 1C",MANDEVILLE,LA,70448,8/30/87,3/31/22,Jennifer  Vath,jennifer.vath@rescare.com,(985) 237-4148,(504) 362-9526,1,396
Intermediate Care Facility/Developmentally Delayed,Lowe Community Home,302 S. Magnolia ,LAFAYETTE,LA,70501,LAFAYETTE,303 NEW HOPE ROAD ,LAFAYETTE,LA,70506,2/28/84,1/31/22,DIANNA  BRASSEAUX,dbrasseaux@lafayettelarc.org,(337) 988-0640,(337) 524-1461,4,366
Intermediate Care Facility/Developmentally Delayed,Lynn Lane Community Home,3 Lynn Lane ,HAMMOND,LA,70401,TANGIPAHOA,"805 N. WHITTINGTON, SUITE 400",LOUISVILLE,KY,40222,10/31/05,4/30/22,Jennifer  Vath,kyle.avance@rescare.com,(985) 345-7901,(985) 345-7901,9,954
Intermediate Care Facility/Developmentally Delayed,Madeline Group Home,98 Teer Street ,DELHI,LA,71232,RICHLAND,P. O. BOX 607,DELHI,LA,71232,8/25/09,8/31/21,Laura  Nickelson,lauranickelson@yahoo.com,(318) 878-3559,(318) 878-8671,8,1059
Intermediate Care Facility/Developmentally Delayed,Madison Group Home,1315 Presidents' Drive ,ALEXANDRIA,LA,71303,RAPIDES,P.O. BOX 7917,ALEXANDRIA,LA,71306,9/25/06,9/30/21,Isabel  Elliott,isabel.elliott@westsidehabcenter.com,(318) 443-7552,(318) 443-7553,6,947
Intermediate Care Facility/Developmentally Delayed,Magdalene House,1807 Huie-Dellmon Avenue,BOYCE,LA,71409,RAPIDES,P.O. DRAWER 7768,ALEXANDRIA,LA,71306,10/28/19,9/30/21,Christi  Guillot,audrey.hopkins@stmarys-rts.org,(318) 445-6443,(318) 449-8520,6,2203784461
Intermediate Care Facility/Developmentally Delayed,Magnolia Aris Group Home,1009 Aris Avenue ,METAIRIE,LA,70005,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,2/8/93,8/31/21,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 837-3439,(504) 731-1353,1,726
Intermediate Care Facility/Developmentally Delayed,Magnolia Comm Services 821 Jefferson Heights,821 Jefferson Heights,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,12/28/16,1/31/22,Jennifer  Hebert,admin@mcs.nola.org,(504) 304-4364,(504) 731-1353,1,2203783034
Intermediate Care Facility/Developmentally Delayed,Magnolia Deckbar Community Home,520 Deckbar Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,8/15/97,7/31/21,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 832-3158,(504) 731-1353,1,839
Intermediate Care Facility/Developmentally Delayed,Magnolia Drive Community Home,1618 Magnolia Drive ,JENNINGS,LA,70546,JEFFERSON DAVIS,P. O. BOX 370,WELSH,LA,70591,4/19/91,5/31/22,James F Wright,jim@preferredliving.org,(337) 824-4942,(337) 824-4942,5,695
Intermediate Care Facility/Developmentally Delayed,Magnolia Henican Group Home,146 Central Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,3/30/07,3/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,1009
Intermediate Care Facility/Developmentally Delayed,Magnolia Hickory Avenue II Community Home,764 Hickory Avenue ,HARAHAN,LA,70123,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,5/13/97,4/30/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 738-3197,(504) 731-1353,1,834
Intermediate Care Facility/Developmentally Delayed,Magnolia I-10 Service Road,3704 S. I-10 SERVICE ROAD ,METAIRIE,LA,70001,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,1/25/01,12/31/21,Jennifer  Hebert,admin@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,898
Intermediate Care Facility/Developmentally Delayed,Magnolia James Community Home,333 Dodge Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,6/28/91,5/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,699
Intermediate Care Facility/Developmentally Delayed,Magnolia Karen Group Home,100 Central Avenue,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,8/31/78,5/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,201
Intermediate Care Facility/Developmentally Delayed,Magnolia Maine Community Home,119 Maine Street ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,1/4/94,12/31/21,Jennifer C Hebert,admin@mcs-nola.org,(504) 731-1306,(504) 731-1353,1,926
Intermediate Care Facility/Developmentally Delayed,Magnolia Maison Central Group Home,140 Central Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,4/26/99,3/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 731-2874,(504) 731-1353,1,868
Intermediate Care Facility/Developmentally Delayed,Magnolia Maison St. George Community Home,213 St. George Avenue,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,9/1/98,8/31/21,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-9011,(504) 731-1353,1,841
Intermediate Care Facility/Developmentally Delayed,Magnolia River Road Group Home,4461 River Road ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,3/6/92,2/28/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,716
Intermediate Care Facility/Developmentally Delayed,Magnolia Saratoga at Jefferson Heights Community Home,825 Jefferson Heights,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,7/3/97,1/31/22,Jennifer  Hebert,admin@mcs-nola.org,(504) 301-1746,(504) 733-7571,1,2203783056
Intermediate Care Facility/Developmentally Delayed,Magnolia Schwegmann Community Home,117 Newman Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,3/30/07,3/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,1010
Intermediate Care Facility/Developmentally Delayed,Magnolia Shrewsbury Court Community Home,400 Shrewsbury Court ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,6/15/99,5/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,869
Intermediate Care Facility/Developmentally Delayed,Magnolia Shrewsbury Road Community Home,307 Shrewsbury Road ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE ,JEFFERSON,LA,70121,2/1/97,1/31/22,Jennifer  Hebert,admin@mcs-nola.org,(504) 833-8021,(504) 731-1353,1,816
Intermediate Care Facility/Developmentally Delayed,Magnolia St George Avenue Community Home,645 St George Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,6/2/88,5/31/22,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 733-2874,(504) 731-1353,1,515
Intermediate Care Facility/Developmentally Delayed,Magnolia Temple Street Group Home,326 Central Avenue ,JEFFERSON,LA,70121,JEFFERSON,100 CENTRAL AVENUE,JEFFERSON,LA,70121,9/15/94,8/31/21,Jennifer  Hebert,jenniferh@mcs-nola.org,(504) 301-2431,(504) 731-1353,1,2203781918
Intermediate Care Facility/Developmentally Delayed,Maison Grace,1805 Huie-Dellmon Avenue,BOYCE,LA,71409,RAPIDES,P.O. DRAWER 7768,BOYCE,LA,71409,10/28/19,9/30/21,Christi  Guillot,audrey.hopkins@stmarys-rts.org,(318) 445-6443,(318) 449-8520,6,2203784456
Intermediate Care Facility/Developmentally Delayed,Mallard Community Home,103 Mallard Avenue ,WEST MONROE,LA,71291,OUACHITA,901 NORTH 4TH STREET,MONROE,LA,71201,4/26/00,3/31/22,Roma  Kidd,romak@arcomonroe.org,(318) 387-7817,(318) 322-0914,8,2102890357
