State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Email Address,Phone Number,License Number
Intermediate Care Facility/Developmentally Delayed,Thibodaux Group Home,1200 Jefferson Street ,THIBODAUX,LA,70301,LAFOURCHE,jennifer.vath@rescare.com,(337) 447-7646,2203783555
Intermediate Care Facility/Developmentally Delayed,Thirteenth Street Community Home,121 S. Thirteenth Street ,OBERLIN,LA,70655,ALLEN,jim@preferredliving.org,(337) 639-2368,279000067
Intermediate Care Facility/Developmentally Delayed,Thirty Eighth Street Community Home,2204-2206 38th Street ,KENNER,LA,70065,JEFFERSON,rouky@ddmsla.com,(504) 513-3159,2203782262
Intermediate Care Facility/Developmentally Delayed,Timmy Group Home,720 Timmy Street ,SCOTT,LA,70583,LAFAYETTE,jennifer.vath@rescare.com,(337) 233-2731,350
Intermediate Care Facility/Developmentally Delayed,Tison Group Home,130 Tison Road ,CARENCRO,LA,70520,LAFAYETTE,jennifer.simon@rescare.com,(337) 233-2731,419
Intermediate Care Facility/Developmentally Delayed,Toledano Community Home,1622 Toledano Street,NEW ORLEANS,LA,70115,ORLEANS,crofla@aol.com,(504) 366-1828,578
Intermediate Care Facility/Developmentally Delayed,Tommy Mason Group Home,125 North 13th Street,BATON ROUGE,LA,70802,EAST BATON ROUGE,ctemple@harmonycenter.org,(225) 336-5424,805
Intermediate Care Facility/Developmentally Delayed,Trace Drive Home,150 Trace Drive ,RUSTON,LA,71270,LINCOLN,planksr@comcast.net,(318) 255-9137,905
Intermediate Care Facility/Developmentally Delayed,Tracey Lane Community Home,15460 Tracey Lane ,INDEPENDENCE,LA,70443,TANGIPAHOA,jennifer.vath@rescare.com,(985) 878-9605,590
Intermediate Care Facility/Developmentally Delayed,Tram Community Residence,2253 Dummyline Road,WINNSBORO,LA,71295,FRANKLIN,cwhilbun@yahoo.com,(318) 723-4693,700
Intermediate Care Facility/Developmentally Delayed,Trammell Drive Group Home,626 Trammell Drive,BATON ROUGE,LA,70815,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 367-6242,2203784008
Intermediate Care Facility/Developmentally Delayed,Trippi Road Community Home,19004 Trippi Road ,HAMMOND,LA,70401,TANGIPAHOA,jennifer.vath@rescare.com,(985) 542-8025,605
Intermediate Care Facility/Developmentally Delayed,Twenty-Seventh St Group Home,127 Twenty-Seventh Street ,KENNER,LA,70065,JEFFERSON,rouky@ddmsla.com,(504) 513-3159,2203784098
Intermediate Care Facility/Developmentally Delayed,Twenty-Third Street Community Home,1701 23rd Street ,LAKE CHARLES,LA,70601,CALCASIEU,swla.271@evergreenls.org,(337) 474-7252,2203784736
Intermediate Care Facility/Developmentally Delayed,Twin Oaks Group Home,613 Verhagen Rd ,TALLULAH,LA,71282,MADISON,lauranickelson@yahoo.com,(318) 574-2294,979
Intermediate Care Facility/Developmentally Delayed,University Drive Community Home,510 University Drive ,LAKE CHARLES,LA,70605,CALCASIEU,swla.264@evergreenls.org,(337) 474-2041,2203784735
Intermediate Care Facility/Developmentally Delayed,University Drive Community Home,7614 University Drive,SHREVEPORT,LA,71105,CADDO,crobinson@thearccaddobossier.org,(318) 797-6825,143
Intermediate Care Facility/Developmentally Delayed,Utopia Group Home,6309 First St. ,VIOLET,LA,70092,ST. BERNARD,wimoore1@aol.com,(504) 682-9222,507
Intermediate Care Facility/Developmentally Delayed,Van Buren Community Home,508 Heyman Lane ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 448-4729,1027
Intermediate Care Facility/Developmentally Delayed,Vern Trahan Community Home,206 Laura Drive ,LAFAYETTE,LA,70506,LAFAYETTE,dbrasseaux@lafayettelarc.org,(337) 988-0640,301
Intermediate Care Facility/Developmentally Delayed,Verni Community Home,347 Browns Bend Road ,ALEXANDRIA,LA,71303,RAPIDES,karenjcoor@aol.com,(318) 442-7086,705
Intermediate Care Facility/Developmentally Delayed,Verrett Group Home,3725 Bayou Road ,ST BERNARD,LA,70085,ST. BERNARD,wimoore1@aol.com,(504) 682-9823,633
Intermediate Care Facility/Developmentally Delayed,Viola Community Home,2316 Litchwood Lane ,HARVEY,LA,70058,JEFFERSON,viola2316comm@gmail.com,(504) 301-4364,627
Intermediate Care Facility/Developmentally Delayed,Virginia Godfrey Community Home,200 DOCKENS DRIVE,MANY,LA,71449,SABINE,sarcwm@suddenlinkmail.com,(318) 256-5155,2203781903
Intermediate Care Facility/Developmentally Delayed,Visions Group Home,1101 South 10th Street ,LEESVILLE,LA,71446,VERNON,isabel.elliott@westsidehabcenter.com,(337) 239-9120,907
Intermediate Care Facility/Developmentally Delayed,Vivian Group Home,526 East Alabama Ave. ,VIVIAN,LA,71082,CADDO,crobinson@thearccaddobossier.org,(318) 375-3999,144
Intermediate Care Facility/Developmentally Delayed,Vouray Group Home,820 Vouray Street ,KENNER,LA,70065,JEFFERSON,rouky@ddmsla.com,(504) 513-3159,2203784099
Intermediate Care Facility/Developmentally Delayed,Wadesboro Community Home,15212 Wadesboro Rd,PONCHATOULA,LA,70454,TANGIPAHOA,brandon.dufreche@evergreenls.org,(985) 386-9907,2203783038
Intermediate Care Facility/Developmentally Delayed,Warren Taylor Price Sr. Community Home,Hwy 951 #99 ,JACKSON,LA,70748,EAST FELICIANA,ada.lord@la.gov,(225) 634-0661,697
Intermediate Care Facility/Developmentally Delayed,Washington Group Home,1008 President's Drive ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 442-7012,948
Intermediate Care Facility/Developmentally Delayed,Waverly Community Home,254 Waverly Drive ,THIBODAUX,LA,70301,LAFOURCHE,rouky@ddmsla.com,(504) 513-3159,2203784103
Intermediate Care Facility/Developmentally Delayed,Webster Community Home,1804 Dorcheat Road ,MINDEN,LA,71058,WEBSTER,rwatts@delamhc.com,(318) 878-9017,760
Intermediate Care Facility/Developmentally Delayed,Wedgewood Community Home,1416 Wedgewood Street,LAKE CHARLES,LA,70605,CALCASIEU,rvizia@carc.us,(337) 564-6617,2203784805
Intermediate Care Facility/Developmentally Delayed,Weil Drive Community Home,3014 Weil Drive,SULPHUR,LA,70663,CALCASIEU,hilda.trahan@evergreenls.org,(337) 416-0073,2203781946
Intermediate Care Facility/Developmentally Delayed,Wellington Community Home,203 Wellington Drive ,HOUMA,LA,70360,TERREBONNE,execdir@terrebonnearc.org,(985) 853-2224,418
Intermediate Care Facility/Developmentally Delayed,Wells Road Community Home,21106 Wells Road ,PONCHATOULA,LA,70454,TANGIPAHOA,jennifer.vath@rescare.com,(985) 370-5953,481
Intermediate Care Facility/Developmentally Delayed,Wenham Home,13231 Wenham Avenue ,BATON ROUGE,LA,70815,EAST BATON ROUGE,admin@ddmsla.com,(225) 767-2344,2203782241
Intermediate Care Facility/Developmentally Delayed,Wenzel Home,10450 Ellerbe Road ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,930
Intermediate Care Facility/Developmentally Delayed,Wesleyan Community Home,1621 Susek Drive ,PINEVILLE,LA,71360,RAPIDES,mtcolwell1114@yahoo.com,(318) 442-2284,916
Intermediate Care Facility/Developmentally Delayed,West 47th Street Community Home,259 West 47th Street ,CUT OFF,LA,70345,LAFOURCHE,jennifer.vath@rescare.com,(985) 798-5899,575
Intermediate Care Facility/Developmentally Delayed,West Carroll Community Home,3541 Cook Road ,OAK GROVE,LA,71263,WEST CARROLL,rwatts@delamhc.com,(318) 878-9017,785
Intermediate Care Facility/Developmentally Delayed,West Lincoln Community Home,108 West Jefferson Road ,VILLE PLATTE,LA,70586,EVANGELINE,evangelinearc@yahoo.com,(337) 363-5553,582
Intermediate Care Facility/Developmentally Delayed,West Magnolia Group Home,1930 East Main Street,VILLE PLATTE,LA,70586,EVANGELINE,evangelinearc@yahoo.com,(337) 363-5553,568
Intermediate Care Facility/Developmentally Delayed,West Pointe Community Home,6218 West Pointe Blvd.,ALEXANDRIA,LA,71301,RAPIDES,patrick@pecangrovetrainingcenter.net,(318) 448-0291,2203782707
Intermediate Care Facility/Developmentally Delayed,Westside Group Home,2987 North Bolton Avenue ,ALEXANDRIA,LA,71303,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 473-1880,309
Intermediate Care Facility/Developmentally Delayed,Wild Oak Home,9900 Wild Oak Drive ,SHREVEPORT,LA,71106,CADDO,tkennedy@laholyangels.org,(318) 797-8500,936
Intermediate Care Facility/Developmentally Delayed,Willowick Group Home,2008 Willowick Street,LAKE CHARLES,LA,70601,CALCASIEU,swla.268@evergreenls.org,(337) 474-6837,643
Intermediate Care Facility/Developmentally Delayed,Wilson Group Home,502 Boyd Street ,CHENEYVILLE,LA,71325,RAPIDES,isabel.elliott@westsidehabcenter.com,(318) 279-2464,1056
Intermediate Care Facility/Developmentally Delayed,Windermere Community Home,404 Windermere Blvd,ALEXANDRIA,LA,71301,RAPIDES,devans@evergreenls.org,(318) 445-8615,660
Intermediate Care Facility/Developmentally Delayed,Winnie Street Group Home,2119 Winnie Street ,LAKE CHARLES,LA,70601,CALCASIEU,swla.263@evergreenls.org,(337) 436-1716,2203784733
Intermediate Care Facility/Developmentally Delayed,Winnsboro Community Residence,8318 Highway 17 ,WINNSBORO,LA,71295,FRANKLIN,franklincommunityservices@yahoo.com,(318) 435-7034,732
Intermediate Care Facility/Developmentally Delayed,Winston Brown Community Home,5709 Whispering Pines ,PINEVILLE,LA,71360,RAPIDES,devans@evergreenls.org,(318) 448-6306,729
Intermediate Care Facility/Developmentally Delayed,Woodland Drive Community Home,343 Woodland Drive ,BOUTTE,LA,70039,ST. CHARLES,jennifer.vath@rescare.com,(985) 785-2333,467
Intermediate Care Facility/Developmentally Delayed,Woodlands Group Home,1209 Middle Road ,MINDEN,LA,71055,WEBSTER,terrih@evergreenls.org,(318) 377-9171,191
Intermediate Care Facility/Developmentally Delayed,Woodshire Group Residence,155 Woodshire Lane ,RUSTON,LA,71270,LINCOLN,planksr@comcast.net,(318) 255-9137,906
Intermediate Care Facility/Developmentally Delayed,Wyble Group Home,1009 Wyble Street ,OPELOUSAS,LA,70570,ST. LANDRY,jennifer.simon@rescare.com,(337) 223-2731,339
Intermediate Care Facility/Developmentally Delayed,Yale Community Home,532 Yale Place ,BOSSIER CITY,LA,71111,BOSSIER,sandyw@evergreenls.org,(318) 747-3603,509
Intermediate Care Facility/Developmentally Delayed,Yorktown Home,3071 Yorktown Drive ,BATON ROUGE,LA,70808,EAST BATON ROUGE,jennifer.vath@rescare.com,(225) 778-5245,2910
Nursing Home,"Acadia St. Landry Guest Home, Inc.",830 S. Broadway St. ,CHURCH POINT,LA,70525,ACADIA,chad@aslgh.com,(337) 684-6316,356
Nursing Home,Allen Oaks Nursing and Rehab Center,909 E. 6th Avenue ,OAKDALE,LA,71463,ALLEN,Amytolleson75@gmail.com,(318) 335-1469,1009
Nursing Home,Alpine Skilled Nursing and Rehabilitation,2401 N. Service Road,RUSTON,LA,71270,LINCOLN,rlandry@alpineskillednursing.com,(318) 255-6492,2203784267
Nursing Home,Amelia Manor Nursing Home,903 Center Street ,LAFAYETTE,LA,70501,LAFAYETTE,administrator@ameliamanor.com,(337) 234-7331,331
Nursing Home,Arbor Lake Skilled Nursing & Rehabilitaton,1155 Sterlington Highway ,FARMERVILLE,LA,71241,UNION,ALadmin@paramounthcla.com,(318) 368-3103,836
Nursing Home,Ascension Oaks Nursing & Rehab Center,711 W. Cornerview Road ,GONZALES,LA,70737,ASCENSION,aoaksadmin@centralmanagement.com,(225) 644-6581,954
Nursing Home,Assumption Healthcare and Rehabilitation,252 Hwy. 402 ,NAPOLEONVILLE,LA,70390,ASSUMPTION,sstewart@dhcgrp.com,(985) 369-6011,2203782601
Nursing Home,Audubon Health and Rehab,2110 Audubon Ave. ,THIBODAUX,LA,70301,LAFOURCHE,jbeebe@asimgt.com,(985) 446-3109,766
Nursing Home,"Autumn Leaves Nursing & Rehab Center, LLC",342 Country Club Road ,WINNFIELD,LA,71483,WINN,autumnleavesadmin@centralmanagement.com,(318) 628-4152,833
Nursing Home,Avalon Place,4385 Old Sterlington Road ,MONROE,LA,71203,OUACHITA,apadmin@Paramounthcla.com,(318) 322-2000,435
Nursing Home,Avoyelles Manor Nursing Home,"5682 Hwy. 107, South ",DUPONT,LA,71329,AVOYELLES,jakew@amnhome.com,(318) 922-3404,240
Nursing Home,Basile Care Center,2907 E. Schambers ,BASILE,LA,70515,EVANGELINE,basilecare@yahoo.com,(337) 432-6663,830
Nursing Home,"Baton Rouge General Medical Center, SNF",3600 Florida Blvd. ,BATON ROUGE,LA,70806,EAST BATON ROUGE,Edgardo.Tenreiro@brgeneral.org,(225) 387-7161,2203781627
Nursing Home,Baton Rouge Health Care Center,5550 Thomas Road ,BATON ROUGE,LA,70811,EAST BATON ROUGE,cbarberjr@commcare.com,(225) 774-2141,963
Nursing Home,Bayou Chateau Nursing Center,16232 Hwy. 1 ,SIMMESPORT,LA,71369,AVOYELLES,jdevillier@lacourhealthcare.com,(318) 941-2294,333
Nursing Home,Bayou Vista Community Care Center,323 Evergreen Hwy,BUNKIE,LA,71322,AVOYELLES,mbordelon1@commcare.com,(318) 346-2080,2203781987
Nursing Home,Bayside Healthcare Center,3201 Wall Blvd. ,GRETNA,LA,70056,JEFFERSON,eric@hometownhc.com,(504) 393-1515,2203784571
Nursing Home,"Belle Maison Nursing & Rehabilitation Center, LLC",15704 Medical Arts Plaza ,HAMMOND,LA,70403,TANGIPAHOA,bellemaisonadmin@centralmanagement.com,(985) 542-0110,2203784160
Nursing Home,Belle Teche Nursing &  Rehab Center,1306 W. Admiral Doyle Dr. ,NEW IBERIA,LA,70560,IBERIA,belletecheadmin@centralmanagement.com,(337) 364-5472,314
Nursing Home,"Bernice Nursing and Rehabilitation Center, LLC",101 Reeves Street ,BERNICE,LA,71222,UNION,82plee@tarahc.com,(318) 285-7600,904
Nursing Home,Booker T. Washington Skilled Nursing and Rehabilitation,7605 Line Avenue ,SHREVEPORT,LA,71106,CADDO,KBrownlee@BookerTWashingtonNursingHome.com,(318) 219-2608,2203784279
Nursing Home,Bradford Skilled Nursing and Rehabilitation (The),3050 Baird Road ,SHREVEPORT,LA,71118,CADDO,speterson@TheBradfordNursingHome.com,(318) 688-1010,2203784281
Nursing Home,Broadway Nursing and Rehabilitation Ctr. (The),7534 Highway 1 ,LOCKPORT,LA,70374,LAFOURCHE,blipari@elderoutreach.com,(985) 532-1011,989
Nursing Home,Camelot Brookside,3330 Frontage Road ,JENNINGS,LA,70546,JEFFERSON DAVIS,jbilleaud@cci.la,(337) 824-2466,1014
Nursing Home,Camelot Leisure Living,6818 Hwy. 84 ,FERRIDAY,LA,71334,CONCORDIA,mterrell@paramounthcla.com,(318) 757-7557,164
Nursing Home,Camelot of Broussard,418 Albertson Parkway ,BROUSSARD,LA,70518,LAFAYETTE,JRichardson@cci.la,(337) 839-9005,937
Nursing Home,Camelot Place,2021 Rayne-Crowley Highway ,RAYNE,LA,70578,ACADIA,ababin@cci.la,(337) 783-8101,938
Nursing Home,"Capital Oaks Nursing & Rehabilitation Center, LLC",4100 North Blvd. ,BATON ROUGE,LA,70806,EAST BATON ROUGE,coaksadmin@centralmanagement.com,(225) 387-6704,2203783947
Nursing Home,Capitol House Nursing & Rehab Center,11546 Florida Blvd. ,BATON ROUGE,LA,70815,EAST BATON ROUGE,lmontgomery@capitolhouse.com,(225) 275-0474,894
Nursing Home,Care Center (The),11188 Florida Blvd. ,BATON ROUGE,LA,70815,EAST BATON ROUGE,LNuyen@plantationmgt.com,(225) 275-7570,222
Nursing Home,Care Center of DeQuincy (The),602 N. Division Street ,DEQUINCY,LA,70633,CALCASIEU,dequincyadmin@trustcaremanagement.com,(337) 786-2466,857
Nursing Home,Carroll Health and Rehab LLC,307 N. Castleman Street ,OAK GROVE,LA,71263,WEST CARROLL,mhall@paramounthcla.com,(318) 428-3249,2203784817
Nursing Home,Center Point Health Care and Rehab,8225 Summa Avenue ,BATON ROUGE,LA,70809,EAST BATON ROUGE,dlandry@centerpointofbr.com,(225) 766-0130,2203784748
Nursing Home,Chateau D''Ville Rehab and Ret,401 Vatican Drive ,DONALDSONVILLE,LA,70346,ASCENSION,clarose@chateaudville.com,(225) 473-8614,1016
Nursing Home,Chateau De Notre Dame,2832 Burdette Street ,NEW ORLEANS,LA,70125,ORLEANS,acedor@arch-no.org,(504) 866-2741,353
Nursing Home,"Chateau Living Center of Kenner, LLC",716 Village Road,KENNER,LA,70065,JEFFERSON,mbourque@plantationmgt.com,(504) 464-0604,959
Nursing Home,Chateau St. James Rehab and Retirement,1980 Jefferson Hwy. ,LUTCHER,LA,70071,ST. JAMES,cobanion@chateaustjames.com,(225) 869-5725,1017
Nursing Home,Chateau Terrebonne Health Care-SNF,1386 W.Tunnel Blvd. ,HOUMA,LA,70360,TERREBONNE,cpearce@cthealthcare.net,(985) 872-4553,306
Nursing Home,Cherry Ridge,5980 Cherry Ridge Rd. ,BASTROP,LA,71220,MOREHOUSE,kbowers@cherryridgeofbastrop.com,(318) 281-6933,1007
Nursing Home,Christwood,100 Christwood Blvd. ,COVINGTON,LA,70433,ST. TAMMANY,gallen@christwoodrc.com,(985) 302-3321,690
Nursing Home,Claiborne Healthcare Center,1536 Claiborne Ave. ,SHREVEPORT,LA,71103,CADDO,claiborne.adm@nexion-health.com,(318) 631-3426,812
Nursing Home,Claiborne Rehabilitation,6942 HWY. 79 ,HOMER,LA,71040,CLAIBORNE,cradmin@paramounthcla.com,(318) 927-3586,2203782944
Nursing Home,Colfax Reunion Nursing & Rehab Center,366 Webb Smith Drive ,COLFAX,LA,71417,GRANT,jimimhoff@stfcm.us,(318) 627-3207,860
Nursing Home,Colonial Manor Nursing and Rehabilitation Home,307 Foster Street,RAYVILLE,LA,71269,RICHLAND,kelseyknox@colonialmanorguesthome.com,(318) 728-3252,2203783916
Nursing Home,Colonial Nursing Home Inc.,426 N. Washington Street ,MARKSVILLE,LA,71351,AVOYELLES,colonialadmin@trustcaremanagement.com,(318) 253-4556,51
Nursing Home,Colonial Oaks Living Center,4312 Ithaca Street ,METAIRIE,LA,70006,JEFFERSON,Zlanders@colonialoaksliving.com,(504) 887-6414,2203784842
Nursing Home,Colonial Oaks Skilled Nursing and Rehabilitation,4921 Medical Drive ,BOSSIER CITY,LA,71112,BOSSIER,jcopeland@colonialoaksnursinghome.com,(318) 742-5420,2203784284
Nursing Home,Columns Community Care Center(The),3025 Fourth St. ,JONESVILLE,LA,71343,CATAHOULA,lbrouillette@commcare.com,(318) 339-4344,479
Nursing Home,Consolata Home,2319 E. Main Street ,NEW IBERIA,LA,70560,IBERIA,chasdel@cox.net,(337) 365-8226,147
Nursing Home,Cornerstone at the Ranch,103 West Martial Ave,LAFAYETTE,LA,70508,LAFAYETTE,CooperEyre@paramountHCLA.com,(337) 981-5335,2203784592
Nursing Home,Courtyard Manor Nurse Care Ctr & Assisted Living,306 Sidney Martin Rd. ,LAFAYETTE,LA,70507,LAFAYETTE,edawnmiller@cox.net,(337) 237-3940,936
Nursing Home,Courtyard of Natchitoches,708 Keyser Avenue ,NATCHITOCHES,LA,71457,NATCHITOCHES,Anna.warren@nrmchospital.org,(318) 214-4361,978
Nursing Home,Covenant Home,5919 Magazine Street ,NEW ORLEANS,LA,70115,ORLEANS,covenanthome@aol.com,(504) 897-6216,91
Nursing Home,Cypress Point Nursing and Rehabilitation Center,2901 Douglas Street,BOSSIER CITY,LA,71111,BOSSIER,cypresspointadmin@centralmanagement.com,(318) 747-2700,341
Nursing Home,Deerfield Nursing & Rehab Center,522 Main St. ,DELHI,LA,71232,RICHLAND,delbertwilbanks@gmail.com,(318) 878-2417,948
Nursing Home,Delta Grande Skilled Nursing and Rehabilitation,3001 South Grande Street,MONROE,LA,71202,OUACHITA,sbeeson@paramounthcla.com,(318) 322-3100,2203781913
Nursing Home,DeRidder Retirement & Rehab Center,1420 Blankenship Drive ,DERIDDER,LA,70634,BEAUREGARD,deridderadmin@trustcaremanagement.com,(337) 463-9022,885
Nursing Home,"DeSoto Retirement & Rehab Ctr, LLC",635 Schley Street ,MANSFIELD,LA,71052,DESOTO,desotoadmin@trustcaremanagement.com,(318) 872-0276,805
Nursing Home,East Jefferson Hospital SNF,4200 Houma Blvd. ,METAIRIE,LA,70002,JEFFERSON,Ruby.Brewer@lcmchealth.org,(504) 503-4306,2203781705
Nursing Home,Eastridge Nursing Center,2305 Richard St. ,ABBEVILLE,LA,70510,VERMILION,hlawrence@elderoutreach.com,(337) 892-9800,985
Nursing Home,Ellington (The),308 Amelia Street ,RAYNE,LA,70578,ACADIA,DLalande@theellingtonofrayne.com,(337) 334-5111,256
Nursing Home,Encore Healthcare And Rehabilitation Center (The),19110 Crowley-Eunice Hwy,CROWLEY,LA,70526,ACADIA,cgatte@elderoutreach.com,(337) 783-5533,2203781792
Nursing Home,Eunice Manor,3859 Hwy. 190 ,EUNICE,LA,70535,ST. LANDRY,ntoups@eunicemanor.com,(337) 457-2681,929
