Facility Address,Facility ID,Facility Name,Administrator,Telephone,Type,County Name,Facility has Secured Bed?,address,fac_city,fac_st,fac_zip,Facility Email,Open Date,Owner Address,Owner Category,Owner Company,Owner Phone,Cert Beds,Licensed Beds,securebeds
"2195 E EGBERT STREET BRIGHTON, CO 80601",2303GK,INGLENOOK AT BRIGHTON,Mr BENJAMIN COHEN,3036594148,ASSISTED LIVING RESIDENCE,ADAMS,Yes,2195 E EGBERT STREET,BRIGHTON,CO,80601,,5/20/93,"2 CROW CANYON CT #100 SAN RAMON, CA 94583", PARTNERSHIP,"INGLENOOK SENIOR VENTURES, LP",925-362-0354,15,110,12
"10130 MELODY DR NORTHGLENN, CO 80260",23A411,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,Ms NICOLE SCHIAVONE,3037289238,ASSISTED LIVING RESIDENCE,ADAMS,No,10130 MELODY DR,NORTHGLENN,CO,80260,,3/31/15,"1140 US HWY 287 UNIT 400-298 BROOMFIELD, CO 80020", PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,720-628-9092,5,5,0
"11540 MILWAUKEE ST THORNTON, CO 80233",2304JA,A FEATHERED NEST AT THORNTON,Ms ANNETTE FARRELL,3034530810,ASSISTED LIVING RESIDENCE,ADAMS,No,11540 MILWAUKEE ST,THORNTON,CO,80233,anetfarrell@aol.com,10/2/98,"11540 MILWAUKEE STREET THORNTON, CO 80233", PROFIT-CORPORA,A FEATHERED NEST INC,303-866-1552,6,7,0
"8823 PRINCETON STREET WESTMINSTER, CO 80031",230410,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,Ms NICOLE SCHIAVONE,3036505450,ASSISTED LIVING RESIDENCE,ADAMS,No,8823 PRINCETON STREET,WESTMINSTER,CO,80031,nicole@awildflowerassistedliving.com,7/13/86,"1140 US HWY 287 UNIT 400-298 BROOMFIELD, CO 80020", PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,720-628-9092,8,8,0
"14522 E 12TH AVE AURORA, CO 80011",23L581,MY HOME CARE ASSISTED LIVING  INC,Mr ROJAI ELSELL,3038108197,ASSISTED LIVING RESIDENCE,ADAMS,No,14522 E 12TH AVE,AURORA,CO,80011,,12/18/19,"14522 EAST 12TH AVE AURORA, CO 80011", PROFIT-CORPORA,MY HOME CARE ASSISTED LIVING INC,303-810-8197,10,10,0
"2215 EAST EGBERT ST BRIGHTON, CO 80601",23033U,BROOKDALE BRIGHTON,Mr DAVID SANGER,3036379500,ASSISTED LIVING RESIDENCE,ADAMS,No,2215 EAST EGBERT ST,BRIGHTON,CO,80601,,5/22/97,"6111 WESTWOOD PLACE BRENTWOOD, TN 37027", PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,615-221-2250,13,55,0
"2515 E 104TH AVENUE THORNTON, CO 80233",23U240,"VILLAS AT SUNNY ACRES, THE",Mr HUGO IVAN RAMIREZ SANCHEZ,7209771707,ASSISTED LIVING RESIDENCE,ADAMS,No,2515 E 104TH AVENUE,THORNTON,CO,80233,,9/1/06,"29222 RANCHO VIEJO RD. STE 127 SAN JUAN CAPISTRANO, CA 92675", PROFIT-CORPORA,SUNNY ACRES HEALTHCARE INC,949-487-9500,36,36,0
"3197 E HINSDALE AVENUE CENTENNIAL, CO 80122",23N222,SERENITY HOUSE ASSISTED LIVING HINSDALE,Mr MICHAEL ZISLIS,3037414573,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,3197 E HINSDALE AVENUE,CENTENNIAL,CO,80122,michael.zislis@serenityhouse.net,3/8/10,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,8,0
"6770 S KIT CARSON CIRCLE E CENTENNIAL, CO 80122",23S213,SERENITY HOUSE ASSISTED LIVING KIT CARSON,Ms SONIA IDNANI,3035848926,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6770 S KIT CARSON CIRCLE E,CENTENNIAL,CO,80122,michael.zislis@serenityhouse.net,5/17/10,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,8,0
"3068 S KEARNEY STREET DENVER, CO 80222",23W747,SERENITY HOUSE ASSISTED LIVING V,Mr MICHAEL ZISLIS,3037587403,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,3068 S KEARNEY STREET,DENVER,CO,80222,michael.zislis@serenityhouse.net,1/13/04,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,STRAUSS PROPERTIES,303-584-8926,2,8,0
"5750 S KENTON WAY ENGLEWOOD, CO 80111",23N230,SERENITY HOUSE ASSISTED LIVING VIII,Mr MICHAEL ZISLIS,3037414381,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,5750 S KENTON WAY,ENGLEWOOD,CO,80111,michael.zislis@serenityhouse.net,6/13/07,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,7,0
"6128 SOUTH IOLA WAY ENGLEWOOD, CO 80111",23D978,SERENITY HOUSE ASSISTED LIVING IX,Mr MICHAEL ZISLIS,3037216144,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6128 SOUTH IOLA WAY,ENGLEWOOD,CO,80111,zislis@msn.com,12/19/07,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,STRAUSS PROPERTIES,303-584-8926,2,8,0
"5310 W GEDDES AVENUE LITTLETON, CO 80128",23M202,SERENITY HOUSE ASSISTED LIVING LITTLETON,Mr MICHAEL ZISLIS,3039720827,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,5310 W GEDDES AVENUE,LITTLETON,CO,80128,michael.zislis@serenityhouse.net,3/28/11,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,2,8,0
"2337 SOUTH FOREST DRIVE DENVER, CO 80222",23W735,SERENITY HOUSE ASSISTED LIVING VII,Mr MICHAEL ZISLIS,3037570830,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2337 SOUTH FOREST DRIVE,DENVER,CO,80222,michael.zislis@serenityhouse.net,6/27/06,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,STRAUSS PROPERTIES,303-584-8926,3,10,0
"10760 EAST IDA COURT ENGLEWOOD, CO 80111",23048A,SERENITY HOUSE ASSISTED LIVING II,Mr MICHAEL ZISLIS,3036944003,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,10760 EAST IDA COURT,ENGLEWOOD,CO,80111,michael.zislis@serenityhouse.net,3/11/99,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,303-584-8926,3,7,0
"1391-1395  XANADU STREET AURORA, CO 80011",23K605,XANADU ASSISTED LIVING RESIDENCE INC,Mr JAMES RAIL,3033649630,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,1391-1395  XANADU STREET,AURORA,CO,80011,rrailxtrss@q.com,7/19/10,"1391-1395 XANADU STREET AURORA, CO 80011", PROFIT-CORPORA,"XANADU ASSISTED LIVING RESIDENCE, INC",303-364-9630,4,8,0
"7422 S MARION ST CENTENNIAL, CO 80122",2304L5,MASTERS TOUCH HOMES INC,Ms PRISCILLA BAPP,3036940710,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7422 S MARION ST,CENTENNIAL,CO,80122,priscillamiller1@yahoo.com,1/11/99,"1667 S JAMISON PL CENTENNIAL, CO 80122", PROFIT-CORPORA,"MASTER'S TOUCH HOMES, INC.",303-694-0710,4,11,0
"6318 S EMPORIA CIRCLE ENGLEWOOD, CO 80111",2304O6,LIGHTHOUSE ASSISTED LIVING INC-EMPORIA HOUSE,Ms ELISABETH LITTLETON,3037713835,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6318 S EMPORIA CIRCLE,ENGLEWOOD,CO,80111,tom@lighthouseassistedliving.com,,"P. O. BOX 631395 HIGHLANDS RANCH, CO 80163", PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,720-635-1951,4,8,0
"5841 SOUTH KINGSTON WAY ENGLEWOOD, CO 80111",23R848,SERENITY HOUSE ASSISTED LIVING IV,Mr MICHAEL ZISLIS,3035848926,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,5841 SOUTH KINGSTON WAY,ENGLEWOOD,CO,80111,zislis@msn.com,1/28/02,"5290 EAST YALE CIRCLE, SUITE 209 DENVER, CO 80222", PROFIT-CORPORA,STRAUSS PROPERTIES,303-584-8926,7,7,0
"394 NOME STREET AURORA, CO 80010",23T313,MAGNOLIA PLACE ASSISTED LIVING,Mr RONNIE LASUT,7208592792,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,394 NOME STREET,AURORA,CO,80010,magnoliaplace.aurora@gmail.com,5/28/03,"394 NOME STREET AURORA, CO 80010", PROFIT-CORPORA,"CARING GARDENS, INC",720-951-0504,9,9,0
"2602 E WEAVER AVENUE CENTENNIAL, CO 80121",23P631,CARELINK ASSISTED LIVING LLC,Mr CHUKWUMA EMEH,3037979110,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2602 E WEAVER AVENUE,CENTENNIAL,CO,80121,,6/24/08,"18931 E BRUNSWICK PLACE AURORA, CO 80013", PROFIT-CORPORA,PLANET VIEW INC,505-231-5585,12,12,0
"1335 CINNAMON STREET LONGMONT, CO 80501",230367,CINNAMON PARK,Ms TRINI LOPEZ,3037722882,ASSISTED LIVING RESIDENCE,BOULDER,No,1335 CINNAMON STREET,LONGMONT,CO,80501,,11/2/88,"1510 17TH ST. DENVER, CO 80202", PROFIT-CORPORA,SENIOR HOUSING OPTIONS,303-595-4464,48,48,0
"233 MAIN ST DELTA, CO 81416",231113,DELTA HOUSE,Ms MICHELLE TRUJILLO,9708741117,ASSISTED LIVING RESIDENCE,DELTA,No,233 MAIN ST,DELTA,CO,81416,deltahouse@montrose.net,12/31/91,"233 MAIN STREET DELTA, CO 81416", PROFIT-CORPORA,SANFORD & CLAY CARE INC,970-874-9045,24,28,0
"941 S FULTON AVE DENVER, CO 80247",23P643,SCS ASSISTED LIVING DENVER INC,Mr CHIRAG SHAH,3038345646,ASSISTED LIVING RESIDENCE,DENVER,No,941 S FULTON AVE,DENVER,CO,80247,scs.alr.marshall@gmail.com,4/1/04,"PO BOX 270523 LOUISVILLE, CO 80027", PROFIT-CORPORA,SCS ASSISTED LIVING DENVER INC,303-834-5646,10,10,0
"3545 LEYDEN STREET DENVER, CO 80207",23O672,ASSISTED LIVING OF DENVER,Mr CHIRAG SHAH,3038345646,ASSISTED LIVING RESIDENCE,DENVER,No,3545 LEYDEN STREET,DENVER,CO,80207,scs.alr.co@gmail.com,3/9/06,"14776 STONEY CREEK WAY BROOMFIELD, CO 80023", PROFIT-CORPORA,AL OF DENVER INC,303-834-5646,16,16,0
"2801 W 33RD AVE DENVER, CO 80211",230481,DECATUR WEST PERSONAL CARE FACILITY,Ms ANALISA LOPEZ,3034557001,ASSISTED LIVING RESIDENCE,DENVER,No,2801 W 33RD AVE,DENVER,CO,80211,mommyduck1@aol.com,7/17/91,"2801 W. 33RD AVENUE DENVER, CO 80211", PROFIT-CORPORA,"SUE-DANIEL, INC.",303-455-7001,28,32,0
"555 E 11TH AVE DENVER, CO 80203",230472,MONARCH MANOR,Mr JOSH SPARKS,3038614301,ASSISTED LIVING RESIDENCE,DENVER,No,555 E 11TH AVE,DENVER,CO,80203,monarch.jsparks@gmail.com,5/20/94,"555 EAST 11TH AVE DENVER, CO 80203", PROFIT-CORPORA,ALL SPARKS CORP,303-766-4056,39,39,0
"2875 W 33RD AVENUE DENVER, CO 80211",230425,LENNOX GUEST HOME INC THE,Ms LORI HAMILTON,3034778426,ASSISTED LIVING RESIDENCE,DENVER,No,2875 W 33RD AVENUE,DENVER,CO,80211,lennoxgh@gmail.com,,"2875 W. 33RD AVENUE DENVER, CO 80211", PROFIT-CORPORA,"LENNOX GUEST HOME, INC., THE",303-477-8426,55,55,0
"7822 WINDWOOD WAY PARKER, CO 80134",23K566,ARA AT THE PINERY,Ms MANDRIA MOUW,3038777965,ASSISTED LIVING RESIDENCE,DOUGLAS,No,7822 WINDWOOD WAY,PARKER,CO,80134,mmouw@auroraservices.com,8/23/12,"406 TECHNOLOGY DRIVE, SUITE B MENOMONIE, WI 54751", PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES INC,715-235-1839,8,8,0
"11 WESTMARK AVE COLORADO SPRINGS, CO 80906",23U713,CONSTANT CARE OF COLORADO SPRINGS INC,Mr JEFFREY REYNOLDS,7196606826,ASSISTED LIVING RESIDENCE,EL PASO,No,11 WESTMARK AVE,COLORADO SPRINGS,CO,80906,,4/18/14,"2540 CARDIGAN DRIVE COLORADO SPRINGS, CO 80920", PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",719-660-6826,5,8,0
"2107 PRINCETON WAY COLORADO SPRINGS, CO 80909",23C445,SOLANGE HIGHLAND PARK INC,Ms CHEYENNE GARDUNO,7192821155,ASSISTED LIVING RESIDENCE,EL PASO,No,2107 PRINCETON WAY,COLORADO SPRINGS,CO,80909,,6/8/17,, PROFIT-CORPORA,SOLANGE HIGHLAND PARK,,8,8,0
"8320 SUTTERFIELD DR COLORADO SPRINGS, CO 80920",23G932,CONSTANT CARE OF COLORADO SPRINGS II,Mr JEFFREY REYNOLDS,7192602354,ASSISTED LIVING RESIDENCE,EL PASO,No,8320 SUTTERFIELD DR,COLORADO SPRINGS,CO,80920,jeff.reynolds1@yahoo.com,6/9/16,"2540 CARDIGAN DRIVE COLORADO SPRINGS, CO 80920", PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",719-660-6826,8,8,0
"10102 ROLLING RIDGE RD COLORADO SPRINGS, CO 80925",23055B,SOLANGE ASSISTED LIVING INC,Ms REBECCA WHIPPLE,7193824844,ASSISTED LIVING RESIDENCE,EL PASO,No,10102 ROLLING RIDGE RD,COLORADO SPRINGS,CO,80925,,11/10/98,"10102 ROLLING RIDGE RD COLORADO SPRINGS, CO 80925", PROFIT-CORPORA,SOLANGE ASSISTED LIVING INC,719-382-4844,8,10,0
"1410 E BUENA VENTURA STREET COLORADO SPRINGS, CO 80909",230542,"WILLOWS AT CRESTVIEW, THE",Mr RICK SIMPSON,7194731362,ASSISTED LIVING RESIDENCE,EL PASO,No,1410 E BUENA VENTURA STREET,COLORADO SPRINGS,CO,80909,crestviewcare@msn.com,,"1414 N HANCOCK AVENUE COLORADO SPRINGS, CO 80903", PROFIT-CORPORA,PARENT CARE LIFE INC,719-473-6339,11,11,0
"1209 E CARAMILLO ST COLORADO SPRINGS, CO 80909",230543,WHISPERING PINES AT CRESTVIEW,Mr RICK SIMPSON,7194734239,ASSISTED LIVING RESIDENCE,EL PASO,No,1209 E CARAMILLO ST,COLORADO SPRINGS,CO,80909,crestviewcare@msn.com,,"1414 N HANCOCK AVENUE COLORADO SPRINGS, CO 80903", PROFIT-CORPORA,PARENT CARE LIFE INC,719-473-6339,11,11,0
"3116 WELLSHIRE BLVD COLORADO SPRINGS, CO 80910",2305B2,VALLEY HI ASSISTED LIVING,Ms YOLUNDUS MURRIEL,7194478719,ASSISTED LIVING RESIDENCE,EL PASO,No,3116 WELLSHIRE BLVD,COLORADO SPRINGS,CO,80910,yolundusrmurriel@yahoo.com,7/30/98,"3116 WELLSHIRE BLVD COLORADO SPRINGS, CO 80910", PROFIT-CORPORA,VALLEY HI ASSISTED LIVING,719-471-4016,12,12,0
"1125 BROCKDELL DR COLORADO SPRINGS, CO 80911",2305I0,APPLE TREE ASSISTED LIVING,Ms JANELL HIMES,7192821155,ASSISTED LIVING RESIDENCE,EL PASO,No,1125 BROCKDELL DR,COLORADO SPRINGS,CO,80911,,2/18/99,"1125 BROCKDELL DR COLORADO SPRINGS, CO 80911", PROFIT-CORPORA,SOLANGE AT APPLE TREE ASSISTED LIVING INC,719-985-0467,20,48,0
"1425 CEDAR AVENUE CANON CITY, CO 81212",23H131,FREMONT HOME CARE CEDAR,Mr JEFFREY PILGRIM,7193454300,ASSISTED LIVING RESIDENCE,FREMONT,No,1425 CEDAR AVENUE,CANON CITY,CO,81212,fremonthomecare@msn.com,5/16/08,"1815 ELM AVENUE CANON CITY, CO 81212", PROFIT-CORPORA,FREMONT HOME CARE INC,719-269-9300,16,16,0
"7465 W 48TH AVE WHEAT RIDGE, CO 80033",2304J0,"CARING HEARTS, INC",Mr TEFERI BERHANE,3034217368,ASSISTED LIVING RESIDENCE,JEFFERSON,No,7465 W 48TH AVE,WHEAT RIDGE,CO,80033,tber713331@aol.com,9/14/95,"7465 W 48TH AVE WHEAT RIDGE, CO 80033", PROFIT-CORPORA,CARING HEARTS INC,303-421-7368,4,8,0
"6395 W 66TH AVE ARVADA, CO 80003",2304NY,"EQC ACCENT ASSISTED LIVING, INCORPORATED",Mr RODNEY KING,3034569246,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6395 W 66TH AVE,ARVADA,CO,80003,,2/19/98,"6395 WEST 66TH AVENUE ARVADA, CO 80003", PROFIT-CORPORA,EQC ACCENT ASSISTED LIVING INCORPORATED,303-456-9246,6,6,0
"9423 W 64TH AVENUE ARVADA, CO 80004",23X367,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,Ms NICOLE SCHIAVONE,3034240523,ASSISTED LIVING RESIDENCE,JEFFERSON,No,9423 W 64TH AVENUE,ARVADA,CO,80004,,5/3/13,"1140 US HWY 287 UNIT 400-298 BROOMFIELD, CO 80020", PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,720-628-9092,8,8,0
"6197 W 83RD WAY ARVADA, CO 80003",23H526,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,Ms NICOLE SCHIAVONE,3034634363,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6197 W 83RD WAY,ARVADA,CO,80003,nicole@awildflowerassistedliving.com,7/25/06,"1140 US HWY 287 UNIT 400-298 BROOMFIELD, CO 80020", PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,720-628-9092,8,8,0
"8417 W 74TH PLACE ARVADA, CO 80005",23J158,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,Ms NICOLE SCHIAVONE,3034567890,ASSISTED LIVING RESIDENCE,JEFFERSON,No,8417 W 74TH PLACE,ARVADA,CO,80005,,2/8/18,"1140 US HWY 287 UNIT 400-298 BROOMFIELD, CO 80020", PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,720-628-9092,8,8,0
"5420 FIELD COURT ARVADA, CO 80002",2304ML,EQC SILVER ROSE INCORPORATED,Mr RODNEY KING,3034204295,ASSISTED LIVING RESIDENCE,JEFFERSON,No,5420 FIELD COURT,ARVADA,CO,80002,rmking65@msn.com,4/14/98,"5420 FIELD COURT ARVADA, CO 80002", PROFIT-CORPORA,EQC SILVER ROSE INCORPORATED,720-322-6354,10,10,0
"8029 S MARSHALL STREET LITTLETON, CO 80128",2304J4,ALTERNATIVE CARE HOMES-MARSHALL,Mr CHIRAG SHAH,3038345646,ASSISTED LIVING RESIDENCE,JEFFERSON,No,8029 S MARSHALL STREET,LITTLETON,CO,80128,scs.alr.marshall@gmail.com,,"2855 ROCK CREEK CIRCLE APT 112 SUPERIOR, CO 80027", PROFIT-CORPORA,SCS ASSISTED LIVING DENVER INC,,10,10,0
"6845 NEWLAND STREET ARVADA, CO 80003",23S680,ASSISTED LIVING OF ARVADA INC,Mr CHIRAG SHAH,3038345646,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6845 NEWLAND STREET,ARVADA,CO,80003,scs.alr.co@gmail.com,9/27/18,"14776 STONEY CREEK WAY BROOMFIELD, CO 80023", PROFIT-CORPORA,ASSISTED LIVING OF ARVADA INC,303-834-5646,12,12,0
"421 & 431 S FENTON STREET LAKEWOOD, CO 80226",23F110,"RISING SUN SENIOR HOME INC, THE", NANA BOGYAH,3039373473,ASSISTED LIVING RESIDENCE,JEFFERSON,No,421 & 431 S FENTON STREET,LAKEWOOD,CO,80226,therisingsun@comcast.net,4/28/08,"421 S. FENTON STREET LAKEWOOD, CO 80226", PROFIT-CORPORA,THE RISING SUN SENIOR HOME INC,303-937-3473,15,15,0
"410 MAIN ST STRATTON, CO 80836",230186,ASPEN LEAF ASSISTED LIVING RESIDENCE INC-STRATTON,Ms KATHY DYER,7193484666,ASSISTED LIVING RESIDENCE,KIT CARSON,No,410 MAIN ST,STRATTON,CO,80836,kathy@aspenleafassistedliving.com,8/13/99,, PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE - STRATTON,,12,12,0
"419 PAWNEE AVENUE FLAGLER, CO 80815",23W733,ASPEN LEAF ASSISTED LIVING RESIDENCE,Ms KATHY DYER,7197654353,ASSISTED LIVING RESIDENCE,KIT CARSON,No,419 PAWNEE AVENUE,FLAGLER,CO,80815,,1/19/11,"PO BOX 436 FLAGLER, CO 80815", PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE INC,303-906-1643,16,16,0
"1330 E 1ST ST LOVELAND, CO 80537",23036C,PRIMROSE PLACE,Ms MEGAN HART,9706695616,ASSISTED LIVING RESIDENCE,LARIMER,No,1330 E 1ST ST,LOVELAND,CO,80537,,12/13/94,"1330 E. 1ST STREET LOVELAND, CO 80537", PROFIT-CORPORA,"PRIMROSE PLACE, INC.",970-667-5962,18,18,0
"208 19TH STREET S E LOVELAND, CO 80537",230345,HERITAGE HAUS,Ms MEGAN HART,9706695616,ASSISTED LIVING RESIDENCE,LARIMER,No,208 19TH STREET S E,LOVELAND,CO,80537,,6/5/89,"1330 E. 1ST STREET LOVELAND, CO 80537", PROFIT-CORPORA,"PRIMROSE PLACE, INC.",970-667-5962,18,18,0
"4750 WHEATON DRIVE FORT COLLINS, CO 80525",23R289,"RESIDENCE AT OAKRIDGE, THE",Ms CLAUDIA HART,9702295800,ASSISTED LIVING RESIDENCE,LARIMER,No,4750 WHEATON DRIVE,FORT COLLINS,CO,80525,claudiaatoakridge@gmail.com,1/4/02,"4750 WHEATON DRIVE FORT COLLINS, CO 80525", PROFIT-CORPORA,"RESIDENCE AT OAKRIDGE LLC, THE",970-299-5800,65,68,0
"2050 6TH ST LIMON, CO 80828",23S688,ASPEN LEAF ASSISTED LIVING RESIDENCE LIMON INC,Ms KATHY DYER,7197759412,ASSISTED LIVING RESIDENCE,LINCOLN,No,2050 6TH ST,LIMON,CO,80828,,10/29/04,"4565 W HIGHWAY 24 FLORISSANT, CO 80816", PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE LIMON INC,757-572-2805,30,30,0
"807 TAHITI GRAND JUNCTION, CO 81506",23P259,COMFORT CARE-ALZHEIMERS,Ms HEIDI WHITE,9702421967,ASSISTED LIVING RESIDENCE,MESA,No,807 TAHITI,GRAND JUNCTION,CO,81506,kdpuls@yahoo.com,3/29/05,"2148 S. CANYON VIEW GRAND JUNCTION, CO 81507", PROFIT-CORPORA,COMFORT CARE INC,970-243-4682,2,8,0
"448 BOOKCLIFF DR GRAND JUNCTION, CO 81501",2311JT,ASPEN GLEN,Ms DOLORES MACLEOD,9702548403,ASSISTED LIVING RESIDENCE,MESA,No,448 BOOKCLIFF DR,GRAND JUNCTION,CO,81501,aspen_glen@yahoo.com,1/9/00,"448 BOOKCLIFF DRIVE GRAND JUNCTION, CO 81501", PROFIT-CORPORA,ASPEN GLEN,970-254-8403,9,9,0
"3456 F ROAD CLIFTON, CO 81520",231104,BLOSSOM VIEW ASSISTED LIVING,Ms NOELLE CADMAN,9704346707,ASSISTED LIVING RESIDENCE,MESA,No,3456 F ROAD,CLIFTON,CO,81520,wallacebroad@bresnan.net,8/13/86,"3456 F ROAD CLIFTON, CO 81520", PROFIT-CORPORA,BLOSSOM VIEW INC.,970-434-6707,16,16,0
"445 SANDIA DR GRAND JUNCTION, CO 81507",2311RP,COMFORT CARE ASSISTED LIVING & MEMORY CARE,Ms HEIDI WHITE,9702434682,ASSISTED LIVING RESIDENCE,MESA,No,445 SANDIA DR,GRAND JUNCTION,CO,81507,kdpuls@yahoo.com,2/6/00,"2148 S. CANYON VIEW GRAND JUNCTION, CO 81507", PROFIT-CORPORA,COMFORT CARE INC,970-243-4682,35,35,0
"3781 HERITAGE LANE PALISADE, CO 81526",2311QG,"RETREAT AT PALISADE, THE",Ms ELIZABETH HODGES,9704645167,ASSISTED LIVING RESIDENCE,MESA,No,3781 HERITAGE LANE,PALISADE,CO,81526,cparenteau@sloptions.com,,"13759 MADISON ST THORNON, CO 80602", PROFIT-CORPORA,TRIUMPH PROPERTIES LLC,720-732-3297,60,60,0
"2835 PATTERSON RD GRAND JUNCTION, CO 81506",23114D,RETREAT AT HARBOR COVE,Ms MICHELLE VIGIL,9702437224,ASSISTED LIVING RESIDENCE,MESA,No,2835 PATTERSON RD,GRAND JUNCTION,CO,81506,cparenteau@sloption.com,11/5/99,"13759 MADISON ST THORNON, CO 80602", PROFIT-CORPORA,TRIUMPH PROPERTIES LLC,720-732-3297,64,64,0
"24760 ROAD G CORTEZ, CO 81321",231289,MESA VIEW RETIREMENT HOME INC,Ms INA WARREN,9705640716,ASSISTED LIVING RESIDENCE,MONTEZUMA,No,24760 ROAD G,CORTEZ,CO,81321,mesaviewcortez@hotmail.com,7/26/96,"24760 RD. G CORTEZ, CO 81321", PROFIT-CORPORA,"MESA VIEW RETIREMENT HOME, INC.",970-564-0716,16,16,0
"1219 LAKE AVENUE PUEBLO, CO 81004",230654,GOLDEN GATE MANOR II,Ms JOSEPHINE HARRIMAN,7195832473,ASSISTED LIVING RESIDENCE,PUEBLO,No,1219 LAKE AVENUE,PUEBLO,CO,81004,mhrrmn@aol.com,1/1/88,"1337 W ABRIENDO AVENUE PUEBLO, CO 81004", PROFIT-CORPORA,GOLDEN GATE MANOR INC,719-564-0344,10,10,0
"421 & 423 W 11TH ST PUEBLO, CO 81003",23062L,GREENWOOD MANOR,Mr KEVIN WELLS,7195621742,ASSISTED LIVING RESIDENCE,PUEBLO,No,421 & 423 W 11TH ST,PUEBLO,CO,81003,kcarterwells@yahoo.com,4/10/98,"421 WEST 11TH STREET PUEBLO, CO 81003", PROFIT-CORPORA,GREENWOOD MANOR INCORPORATED,719-562-1742,10,16,0
"2109 CHAUTARD PUEBLO, CO 81005",230663,GOLDEN HORIZON,Ms JOSEPHINE HARRIMAN,7195839132,ASSISTED LIVING RESIDENCE,PUEBLO,No,2109 CHAUTARD,PUEBLO,CO,81005,,2/11/92,"1337 W ABRIENDO AVENUE PUEBLO, CO 81004", PROFIT-CORPORA,GOLDEN GATE MANOR INC,719-564-0344,14,14,0
"1033 E EVANS PUEBLO, CO 81004",230667,GOLDEN VALLEY ASSISTED LIVING,Ms JOSEPHINE HARRIMAN,7195450152,ASSISTED LIVING RESIDENCE,PUEBLO,No,1033 E EVANS,PUEBLO,CO,81004,mhrrmn@aol.com,,"1337 W ABRIENDO AVENUE PUEBLO, CO 81004", PROFIT-CORPORA,GOLDEN GATE MANOR INC,719-564-0344,14,14,0
