FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
LONG TERM CARE FACILITY,NJ30905,030905,Peace Care St. Joseph's,PEACE CARE ST JOSEPH'S,537 PAVONIA AVENUE, ,JERSEY CITY,NJ,07306,"JERSEY CITY, NJ  07306",HUDSON,(201) 653-8300,(201) 653-7705,tsheehy@peacecarenj.org,6/30/22,139,. THOMAS SHEEKY JR,"MARGARET ANNA CUSACK CARE CENTER, INC.",537 PAVONIA AVENUE,"JERSEY CITY, NJ  07306",Non-Profit - Corporation,6/15/21,40.7312971,-74.0579144
LONG TERM CARE FACILITY,NJ62101,062101,Phillipsburg Center,PHILLIPSBURG CENTER,843 WILBUR AVENUE, ,PHILLIPSBURG,NJ,08865,"PHILLIPSBURG, NJ  08865",WARREN,(908) 454-2627,(908) 859-2720,Joseph.Dickson@genesishcc.com,1/31/22,60,. JOSEPH DICKSON,843 WILBUR AVENUE OPERATIONS LLC,843 WILBUR AVENUE,"PHILLIPSBURG, NJ  08865",Profit - LLC,6/15/21,40.682891,-75.173148
LONG TERM CARE FACILITY,61628,061628,Phoenix Center for Rehabilitation and Pediatrics,PHOENIX CENTER FOR REHABILITATION AND PEDIATRICS,1433 RINGWOOD AVE, ,HASKELL,NJ,07420,"HASKELL, NJ  07420",PASSAIC,(973) 839-2119,(973) 616-4193,nislam@phoenixcrp.com,12/31/21,227,Ms. NATASHA ISLAM,NO JERSEY PEDIATRIC & ADULT NURSING & WELLNESS CNT,"211 BLVD OF THE AMERICAS, SUITE 209","LAKEWOOD, NJ  08701",,6/15/21,41.0147726,-74.2971923
LONG TERM CARE FACILITY,NJ61413,061413,Pine Acres Convalescent Center,PINE ACRES CONVALESCENT CENTER,51 MADISON AVE, ,MADISON,NJ,07940,"MADISON, NJ  07940",MORRIS,(973) 377-2124,(973) 377-1654,Jrosenberg@pineacresrehab.com,8/31/21,102,Mr. JOSEPH ROSENBERG,"HALLMARK HEALTHCARE, LLC",24 WEST PARKWAY,"CLIFTON, NJ  07014",Profit - LLC,6/15/21,40.7636373,-74.4230901
LONG TERM CARE FACILITY,NJ61323,061323,Pine Brook Care Center,PINE BROOK CARE CENTER,104 PENSION ROAD, ,ENGLISHTOWN,NJ,07726,"ENGLISHTOWN, NJ  07726",MONMOUTH,(732) 446-3600,(732) 446-6164,administrator@pinebrookcare.com,12/31/21,132,Mr. RAANAN ZACKAI,PINE BROOK CARE CENTER,104 PENSION ROAD,"ENGLISHTOWN, NJ  07726",Profit - Corporation,6/15/21,40.316194,-74.3482439
LONG TERM CARE FACILITY,NJ602030,602030,Plaza Healthcare & Rehabilitation Center,PLAZA HEALTHCARE & REHABILITATION CENTER,456 RAHWAY AVENUE, ,ELIZABETH,NJ,07202,"ELIZABETH, NJ  07202",UNION,(908) 354-1300,(908) 629-9610,zevg@plazahealthandrehab.com,12/31/21,128,Mr. BENJAMIN GLUCK,"PLAZA HEALTHCARE & REHABILITATION CENTER, LLC",456 RAHWAY AVENUE,"ELIZABETH, NJ  07202",Profit - LLC,6/15/21,40.6569278,-74.2279692
LONG TERM CARE FACILITY,NJ03009,03009,PowerBack Rehabilitation Moorestown,POWERBACK REHABILITATION MOORESTOWN,212 MARTER AVENUE, ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(856) 291-4800,(610) 612-3786,jeffrey.solarz@genesishcc.com,10/31/21,124,Mr. JEFFREY SOLARZ,200 MARTER AVENUE OPERATIONS LLC,101EAST STATE STREET,"KENNETT SQUARE, PA  19348",,6/15/21,,
LONG TERM CARE FACILITY,NJ12056,12056,PowerBack Rehabilitation Piscataway,POWERBACK REHABILITATION PISCATAWAY,10 STERLING DRIVE, ,PISCATAWAY,NJ,08854,"PISCATAWAY, NJ  08854",MIDDLESEX,(732) 917-2900,(732) 286-5650,Wanda.Mercado@promedica.org,7/31/21,124,. WANDA MERCADO,SKILES AVE & STERLING URBAN RENEWAL OPER LLC,101 E STATE ST,"KENNETT SQUARE, PA  19348",,6/15/21,,
LONG TERM CARE FACILITY,NJ04007,04007,"PowerBack Rehabilitation, Route 73","POWERBACK REHABILITATION, ROUTE 73",113 SOUTH ROUTE 73, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 809-3500,(856) 809-3572,Gary.Bauer@genesishcc.com,1/31/22,124,Mr. GARY BAUER,SR-73 AND LAKESIDE AVENUE OPERATIONS LLC,101 E. STATE STREET,"KENNETT SQUARE, PA  19348",Profit - LLC,6/15/21,39.799667,-74.9289809
LONG TERM CARE FACILITY,NJ61617,061617,Preakness Healthcare Center,PREAKNESS HEALTHCARE CENTER,305 OLDHAM ROAD, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 585-2132,(973) 790-1568,lcorrado@passaiccountynj.org,10/31/21,406,Ms. LUCINDA CORRADO,COUNTY OF PASSAIC,401 GRAND STREET,"PATERSON, NJ  07505",Govt - County,6/15/21,40.9302729,-74.2063786
LONG TERM CARE FACILITY,NJ60115,060115,Preferred Care at Absecon,PREFERRED CARE AT ABSECON,1020 PITNEY ROAD, ,ABSECON,NJ,08201,"ABSECON, NJ  08201",ATLANTIC,(609) 646-5400,(609) 645-9125,JROSENBERG@PCABSECON.COM,5/31/22,162,Mr. JOSHUA ROSENBERG,"ABSECON OPERATOR, LLC",2350 HOSPITAL ROAD,"ALLENWOOD, NJ  08720",,6/15/21,39.44252,-74.495694
LONG TERM CARE FACILITY,NJ476003,476003,Preferred Care at Mercer,PREFERRED CARE AT MERCER,1201 PARKWAY AVENUE, ,EWING,NJ,08628,"EWING, NJ  08628",MERCER,(609) 882-6900,(908) 378-7755,SPick@preferredcare.net,6/30/22,100,Mr. SHLOMO PICK,"PREFERRED CARE AT MERCER, LLC",1201 PARKWAY AVENUE,"EWING, NJ  08628",Profit - LLC,6/15/21,40.2617766,-74.7994229
LONG TERM CARE FACILITY,NJ61220,061220,"PREFERRED CARE AT OLD BRIDGE, LLC","PREFERRED CARE AT OLD BRIDGE, LLC",6989 RT18, ,OLD BRIDGE,NJ,08857,"OLD BRIDGE, NJ  08857",MIDDLESEX,(732) 360-2277,(732) 360-1534,ibauer@pcoldbridge.com,3/31/22,140,Mr. ISRAEL BAUER,"PREFERRED CARE AT OLD BRIDGE, LLC",22 TAFT AVENUE,"LAKEWOOD, NJ  08701",,6/15/21,40.3308236,-74.3609939
LONG TERM CARE FACILITY,NJ61330,061330,Preferred Care at Wall,PREFERRED CARE AT WALL,2350 HOSPITAL ROAD, ,ALLENWOOD,NJ,08720,"ALLENWOOD, NJ  08720",MONMOUTH,(732) 683-8600,(732) 919-0538,sfogel@preferredcarehc.com,12/31/21,135,Mr. SHLOMO FOGEL,"PREFERRED CARE HOLDINGS, LLC",2350 HOSPITAL ROAD,"ALLENWOOD, NJ  08720",Profit - LLC,6/15/21,40.137717,-74.1280139
LONG TERM CARE FACILITY,NJ60409,060409,Premier Cadbury of Cherry Hill,PREMIER CADBURY OF CHERRY HILL,2150 ROUTE 38, ,CHERRY HILL,NJ,08002,"CHERRY HILL, NJ  08002",CAMDEN,(856) 667-4550,(856) 667-6073,Ajacobs@premiercadbury.com,7/31/21,118,Mr. ASHER JACOBS,"PREMIER CADBURY, LLC",920 EAST COUNTY LINE ROAD,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,39.941131,-75.0154699
LONG TERM CARE FACILITY,NJ61107,061107,Princeton Care Center,PRINCETON CARE CENTER,728 BUNN DRIVE, ,PRINCETON,NJ,08540,"PRINCETON, NJ  08540",MERCER,(609) 924-9000,(609) 921-2451,e.bogner@princetoncarecenter.com,12/31/20,119,Mr. EZRA BOGNER,PRINCETON NURSING HOME & REHABILITATION CTR,35 QUARRY STREET,"PRINCETON, NJ  08542",Profit - Corporation,6/15/21,40.377123,-74.65197
LONG TERM CARE FACILITY,NJ61101,061101,Providence Nursing and Rehabilitation Center,PROVIDENCE NURSING AND REHABILITATION CENTER,439 BELLEVUE AVENUE, ,TRENTON,NJ,08618,"TRENTON, NJ  08618",MERCER,(609) 396-2646,(609) 396-9779,mcapuano@broadwayhealthcare.com,8/31/21,106,Mr. MICHAEL CAPUANO,"M.R. OF TRENTON, LLC",18 HEYWARD STREET,"BROOKLYN, NY  11211",Profit - LLC,6/15/21,40.229207,-74.777738
LONG TERM CARE FACILITY,NJ30709,030709,Reformed Church Home,REFORMED CHURCH HOME,1990 ROUTE 18 NORTH, ,OLD BRIDGE,NJ,08857,"OLD BRIDGE, NJ  08857",MIDDLESEX,(732) 607-9230,(732) 607-9231,Kshepard@rchnj.org,7/31/21,108,Ms. KATHERINE SHEPARD,REFORMED CHURCH MINISTRIES TO THE AGING,1990 ROUTE 18N,"OLD BRIDGE, NJ  08857",NonProfit - Religious Affiliation,6/15/21,40.384349,-74.3277206
LONG TERM CARE FACILITY,NJ61614,061614,Regency Gardens Nursing Center,REGENCY GARDENS NURSING CENTER,296 HAMBURG TURNPIKE, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 790-5800,(973) 790-6870,Rgross@regencynursing.com,8/31/21,120,Mr. ROBERT GROSS,REGENCY GARDENS NURSING CENTER LLC,296 HAMBURG TURNPIKE,"WAYNE, NJ  07470",Profit - Partnership,6/15/21,40.9468225,-74.2060554
LONG TERM CARE FACILITY,NJ61801,061801,Regency Heritage Nursing and Rehabilitation Center,REGENCY HERITAGE NURSING AND REHABILITATION CENTER,380 DEMOTT LANE, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(732) 873-2000,(732) 873-2112,mbengio@regencynursing.com,2/28/22,265,Mr. MORDECHAI BENGIO,"REGENCY HERITAGE NURSING AND REHAB CENTER, LLC",643 CROSS STREET,"LAKEWOOD, NJ  08701",Profit - LLC,6/15/21,40.5011729,-74.5168758
LONG TERM CARE FACILITY,NJ61809,061809,Rehab at River's Edge,REHAB AT RIVER'S EDGE,633 ROUTE 28, ,RARITAN,NJ,08869,"RARITAN, NJ  08869",SOMERSET,(908) 526-8950,(908) 575-2271,mbraun@rehabatriversedge.com,5/31/22,138,Mr. SHRAGA BRAUN,"RRE OPERATING, LLC",633 ROUTE 28,"RARITAN, NJ  08869",Profit - LLC,6/15/21,40.5850338,-74.6463449
LONG TERM CARE FACILITY,NJ018251,018251,Renaissance Pavilion,RENAISSANCE PAVILION,61 W JIMMIE LEEDS ROAD, ,POMONA,NJ,08240,"POMONA, NJ  08240",ATLANTIC,(609) 404-3287,(609) 652-7487,cbroomall@bacharach.org,1/31/22,30,"Mr. CHARLES BROOMALL, JR",BACHARACH INSTITUTE FOR REHABILITATION,61 WEST JIMMIE LEEDS ROAD,"POMONA, NJ  08240",NonProfit - Corporation,6/15/21,39.485922,-74.539259
LONG TERM CARE FACILITY,NJ60215,060215,Ridgewood Center,RIDGEWOOD CENTER,330 FRANKLIN TPK, ,RIDGEWOOD,NJ,07450,"RIDGEWOOD, NJ  07450",BERGEN,(201) 447-1900,(201) 447-3974,alok.anand@genesishcc.com,1/31/22,90,Mr. DOMINIC D'AMBROSIO,330 FRANKLIN TURNPIKE OPERATIONS LLC,330 FRANKLIN TURNPIKE,"RIDGEWOOD, NJ  07450",Profit - LLC,6/15/21,40.993696,-74.103686
LONG TERM CARE FACILITY,NJ60415,060415,Riverfront Rehabilitation and Healthcare Center,RIVERFRONT REHABILITATION AND HEALTHCARE CENTER,5101 NORTH PARK DRIVE, ,PENNSAUKEN,NJ,08109,"PENNSAUKEN, NJ  08109",CAMDEN,(856) 665-8844,(856) 665-1888,YRibiat@riverfrontrehab.com,1/31/22,180,. YITZ RIBIAT,"COOPER CARE, LLC","1382 LANE MILL, SUITE 101","LAKEWOOD, NH  08701",,6/15/21,39.928007,-75.070515
LONG TERM CARE FACILITY,61112,061112,Riverside Nursing and Rehabilitation Center,RIVERSIDE NURSING AND REHABILITATION CENTER,325 JERSEY STREET, ,TRENTON,NJ,08611,"TRENTON, NJ  08611",MERCER,(609) 394-3400,(609) 392-0163,clynn@riversidenh.com,4/30/22,131,Ms. CHRISTINA LYNN,"BELMAR HEALTHCARE GROUP, LLC",180 SYLVAN AVENUE,"ENGLEWOOD CLIFFS, NJ  07632",Profit - LLC,6/15/21,40.200252,-74.750942
LONG TERM CARE FACILITY,NJ61004,061004,Rolling Hills Care Center,ROLLING HILLS CARE CENTER,16 CRATETOWN ROAD, ,LEBANON,NJ,08833,"LEBANON, NJ  08833",HUNTERDON,(908) 236-2011,(908) 236-2635,admin@rollinghillscare.com,12/31/21,67,Mr. IAN SINGER,ROLLING HILLS OPERATIONS LLC,16 CRATETOWN ROAD,"LEBANON, NJ  08833",Profit - LLC,6/15/21,40.591421,-74.864123
LONG TERM CARE FACILITY,NJ55501,021203,Roosevelt Care Center,ROOSEVELT CARE CENTER,118 PARSONAGE ROAD, ,EDISON,NJ,08837,"EDISON, NJ  08837",MIDDLESEX,(732) 321-6800,(732) 321-1452,JESSE.IFRAH@ROOSEVELTHEALTH.ORG,6/30/22,362,Mr. JESSE IFRAH,MIDDLESEX COUNTY IMPROVEMENT AUTHORITY,"101 INTERCHANGE PLAZA, SUITE 202","CRANBURY, NJ  08512",Govt - County,6/15/21,40.5510761,-74.3373105
LONG TERM CARE FACILITY,NJ12023,12023,Roosevelt Care Center At Old Bridge,ROOSEVELT CARE CENTER AT OLD BRIDGE,1133 MARLBORO ROAD, ,OLD BRIDGE,NJ,08857,"OLD BRIDGE, NJ  08857",MIDDLESEX,(732) 360-9830,(732) 360-9831,bentzy.davidowitz@roosevelthealthob.org,9/30/21,180,Mr. LIOR BENISTI,MIDDLESEX COUNTY IMPROVEMENT AUTHORITY,"101 INTERCHANGE PLAZA, SUITE 202","CRANBURY, NJ  08512",Govt - County,6/15/21,40.3611973,-74.3181081
LONG TERM CARE FACILITY,NJ61511,061511,Rose Garden Nursing and Rehabilitation Center,ROSE GARDEN NURSING AND REHABILITATION CENTER,1579 OLD FREEHOLD ROAD, ,TOMS RIVER,NJ,08753,"TOMS RIVER, NJ  08753",OCEAN,(732) 505-4477,(732) 349-8036,OCEANCONVA@AOL.COM,4/30/22,128,Mr. ANDREW SHAWN,"OCEAN CONVALESCENT CENTER, INC.",1579 OLD FREEHOLD ROAD,"TOMS RIVER, NJ  08753",Profit - Corporation,6/15/21,39.9998837,-74.1996485
LONG TERM CARE FACILITY,NJ61204,061204,Rose Mountain Care Center,ROSE MOUNTAIN CARE CENTER,ROUTE 1 & 18, ,NEW BRUNSWICK,NJ,08901,"NEW BRUNSWICK, NJ  08901",MIDDLESEX,(732) 828-2400,(732) 828-2494,administrator@rosemountaincarecenter.com,7/31/21,112,Mr. MORDECHAI HOROVITZ,"ROSE MOUNTAIN CARE CENTER, INC.",ROUTE 1 AND 18,"NEW BRUNSWICK, NJ  08901",Profit - Corporation,6/15/21,37.2281641,-77.3901793
LONG TERM CARE FACILITY,NJ476002,476002,Royal Health Gate Nursing & Rehabilitation,ROYAL HEALTH GATE NRSG REHAB,1314 BRUNSWICK AVENUE, ,TRENTON,NJ,08638,"TRENTON, NJ  08638",MERCER,(609) 656-9291,(609) 656-0811,tscarborough@broadwayhealthcare.com,12/31/21,149,Mr. E. THOMAS SCARBOROUGH,ROYAL OPERATIONS LLC,1278 WELLINGTON AVENUE,"TEANECK, NJ  07666",Profit - Corporation,6/15/21,40.242938,-74.7441149
LONG TERM CARE FACILITY,NJ018254,018254,Royal Suites Health Care & Rehabilitation,ROYAL SUITES HEALTH CARE & REHABILITATION,214 WEST JIMMIE LEEDS ROAD, ,GALLOWAY TOWNSHIP,NJ,08205,"GALLOWAY TOWNSHIP, NJ  08205",ATLANTIC,(609) 748-9900,(609) 748-2548,dricchezza@oceanhealthcare.com,12/31/21,186,Mr. ABRAHAM MERMELSTEIN,"ROYAL SUITES CARE CENTER, LLC",214 WEST JIMMIE LEEDS ROAD,"GALLOWAY TOWNSHIP, NJ  08205",Profit - LLC,6/15/21,39.4796764,-74.5613724
LONG TERM CARE FACILITY,NJ22001L,22001L,Runnells Center for Rehabilitation & Healthcare,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY, ,BERKELEY HEIGHTS,NJ,07922,"BERKELEY HEIGHTS, NJ  07922",UNION,(908) 771-5700,(908) 771-9654,administrator@runrehab.org,11/30/21,300,Ms. MICHELLE REICH,RUNNELLS OPERATING LLC,49 HAMLIN ROAD,"EDISON, NJ  08817",Profit - LLC,6/15/21,40.6654,-74.4215
LONG TERM CARE FACILITY,NJ61522,061522,Seacrest Village,SEACREST VILLAGE,1001 CENTER ST, ,LITTLE EGG HARBOR TW,NJ,08087,"LITTLE EGG HARBOR TW, NJ  08087",OCEAN,(609) 296-9292,(609) 296-0508,@seacrestvillagenj.com,10/31/21,171,"Mr. BRIAN HOLLOWAY, JR.","SEACREST VILLAGE, INC.",1001 CENTER STREET,"LIT. EGG HARBOR, NJ  08087",Profit - Corporation,6/15/21,39.578698,-74.367011
LONG TERM CARE FACILITY,30102,030102,Seashore Gardens Living Center,SEASHORE GARDENS LIVING CENTER,22 WEST JIMMIE LEEDS ROAD, ,GALLOWAY TOWNSHIP,NJ,08205,"GALLOWAY TOWNSHIP, NJ  08205",ATLANTIC,(609) 404-4848,(609) 404-4841,pricea@seashoregardens.org,5/31/22,151,Ms. ALYSIA PRICE,HEBREW OLD AGE CENTER T/A SEASHORE GARDENS LIV CTR,22 WEST JIMMIE LEEDS ROAD,"GALLOWAY TWP, NJ  08205",NonProfit - Corporation,6/15/21,39.472947,-74.523201
LONG TERM CARE FACILITY,NJ60805,060805,Shady Lane Gloucester County Home,SHADY LANE GLOUCESTER CO HOME,256 COUNTY HOUSE ROAD, ,CLARKSBORO,NJ,08020,"CLARKSBORO, NJ  08020",GLOUCESTER,(856) 224-6979,(856) 224-8709,mbaylor@gcianj.com,3/31/22,61,Ms. MICHELLE BAYLOR,GLOUCESTER COUNTY IMPROVEMENT AUTHORITY,109 BUDD BOULEVARD,"WOODBURY, NJ  08096",Govt - County,6/15/21,39.799515,-75.211969
LONG TERM CARE FACILITY,NJ656002,656002,Shore Meadows Rehabilitation and Nursing Center,SHORE MEADOWS REHAB & NURSING CENTER,231 WARNER STREET, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 942-0800,(732) 942-9288,JRaphael@broadwayhealthcare.com,12/31/21,149,. JAMES RAPHAEL,"SHORE MEADOWS OPERATIONS, LLC",231 WAENER STREET,"TOMS RIVER, NJ  0875 ",Profit - LLC,6/15/21,40.035252,-74.2431189
LONG TERM CARE FACILITY,NJ60407,060407,SILVER HEALTHCARE CENTER,SILVER HEALTHCARE CENTER,1417 BRACE ROAD, ,CHERRY HILL,NJ,08034,"CHERRY HILL, NJ  08034",CAMDEN,(856) 795-3131,(856) 295-8922,Yfink@silverhccenter.com,12/31/21,256,Mr. YESHAYA FINK,THE SILVERCARE LLC,1417 BRACE ROAD,"CHERRY HILL, NJ  08034",,6/15/21,39.8925993,-75.0175073
LONG TERM CARE FACILITY,NJ60713,060713,Sinai Post Acute Nursing and Rehab Center,SINAI POST ACUTE NURSING AND REHAB CENTER,65 JAY STREET, ,NEWARK,NJ,07103,"NEWARK, NJ  07103",ESSEX,(973) 483-6800,(973) 483-1841,gbondy@sinaipostacutecare.com,12/31/21,430,Ms. GOLDE BONDY,SINAI CENTER FOR REHABILITATION AND HEALTHCARE LLC,65 JAY STREET,"NEWARK, NJ  07102",Profit - LLC,6/15/21,40.7471135,-74.1834448
LONG TERM CARE FACILITY,NJ61425,061425,Skilled Nursing at Fellowship Village,SKILLED NURSING AT FELLOWSHIP VILLAGE,8000 FELLOWSHIP DRIVE, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 580-3800,          ,jellias@fellowshipSL.org,6/30/22,54,Mr. JACK ELLIAS,"FELLOWSHIP SENIOR LIVING, INC.",9000 FELLOWSHIP ROAD,"BASKING RIDGE, NJ  07920",NonProfit - Corporation,6/15/21,40.6568582,-74.5827609
LONG TERM CARE FACILITY,NJ18109,18109,Somerset Woods Rehabilitation & Nursing Center,SOMERSET WOODS REHABILITATION & NURSING CENTER,780 OLD NEW BRUNSWICK ROAD, ,SOMERSET,NJ,08873,"SOMERSET, NJ  08873",SOMERSET,(732) 653-3000,(732) 868-0060,sschwimmer@somersetwoodsnj.com,5/31/22,148,Mr. STEVEN SCHWIMMER,"SOMERSET WOODS REHABILITATION & NURSING CTR, LLC",780 OLD NEW BRUNSWICK ROAD,"SOMERSET, NJ  08875",Profit - LLC,6/15/21,,
LONG TERM CARE FACILITY,NJ60602,060602,South Jersey Extended Care,SOUTH JERSEY EXTENDED CARE,99 MANHEIM AVENUE, ,BRIDGETON,NJ,08302,"BRIDGETON, NJ  08302",CUMBERLAND,(856) 455-2100,(856) 455-0960,MKonig@broadwayhealthcare.com,12/31/21,167,Mr. MICHAEL KONIG,"H.W./WEIDCO/REN, LLC",99 MANHEIM AVENUE,"BRIDGETON, NJ  08302",Profit - LLC,6/15/21,39.433694,-75.217302
LONG TERM CARE FACILITY,NJ62023,062023,South Mountain Healthcare & Rehabilitation,SOUTH MOUNTAIN HC,2385 SPRINGFIELD AVENUE, ,VAUXHALL,NJ,07088,"VAUXHALL, NJ  07088",UNION,(908) 688-3400,(908) 964-7502,admin@smhcenter.com,8/31/21,195,Mr. DAVID BRACHFELD,SOUTH MOUNTAIN REHABILITATION CENTER LLC,2385 SPRINGFIELD AVENUE,"VAUXHALL, NJ  07088",Profit - LLC,6/15/21,40.7154,-74.2876
LONG TERM CARE FACILITY,NJ80413,080413,Southern Ocean Center,SOUTHERN OCEAN CENTER,1361 ROUTE 72 WEST, ,MANAHAWKIN,NJ,08050,"MANAHAWKIN, NJ  08050",OCEAN,(609) 978-0600,(609) 978-1635,john.myers@genesishcc.com,1/31/22,136,Mr. JOHN MYERS,1361 ROUTE 72 WEST OPERATIONS LLC,1361 ROUTE 72 WEST,"MANAHAWKIN, NJ  08050",Profit - LLC,6/15/21,39.725224,-74.291647
LONG TERM CARE FACILITY,NJJWOWMI,10504L,Southern Ocean Medical Center,SOUTHERN OCEAN MEDICAL CENTER,1140 ROUTE 72 WEST, ,MANAHAWKIN,NJ,08050,"MANAHAWKIN, NJ  08050",OCEAN,(609) 978-4182,(609) 978-8920,ANNETTE.NILSEN@hmhn.org,12/31/21,20,Ms. ANNETTE NILSEN,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,6/15/21,39.7163627,-74.2830422
LONG TERM CARE FACILITY,61706,061706,Southgate Health Care Center,SOUTHGATE HEALTH CARE CTR,449 S PENNSVILLE-AUBURN ROAD, ,CARNEYS POINT,NJ,08069,"CARNEYS POINT, NJ  08069",SALEM,(856) 299-8900,(856) 299-9273, jfeifer@southgatehc.com,12/31/21,152,Mr. YECHIEL FEIFER,M AND B  OPERATIONS LLC,4260 ROUTE 9,"HOWELL, NJ  07731",Profit - LLC,6/15/21,39.688423,-75.4704919
LONG TERM CARE FACILITY,NJ62008,062008,Spring Grove Rehabilitation and Healthcare Center,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE, ,NEW PROVIDENCE,NJ,07974,"NEW PROVIDENCE, NJ  07974",UNION,(908) 464-8600,(908) 464-3969,ERosenblum@Springgroverehab.com,12/31/21,106,Mr. ELIYAHU ROSENBLUM,"SPRING GROVE OPERATOR, LLC",144 GALES DRIVE,"NEW PROVIDENCE, NJ  07974",,6/15/21,40.7025,-74.4027
LONG TERM CARE FACILITY,NJ1B4IGL,1B4IGL,St. Catherine Of Siena,ST CATHERINE OF SIENA,7 RYERSON AVENUE, ,CALDWELL,NJ,07006,"CALDWELL, NJ  07006",ESSEX,(973) 226-1577,(973) 226-3977,dradtke@caldwellop.org,8/31/21,30,Ms. DEIRDRE RADTKE,"ST. CATHERINE OF SIENA, INC.",7 RYERSON AVENUE,"CALDWELL, NJ  07006",NonProfit - Corporation,6/15/21,40.8321147,-74.2702595
LONG TERM CARE FACILITY,NJ60737,060737,St. Joseph's Healthcare and Rehab Center,ST JOSEPH'S HEALTHCARE AND REHAB CENTER,315 EAST LINDSLEY ROAD, ,CEDAR GROVE,NJ,07009,"CEDAR GROVE, NJ  07009",ESSEX,(973) 754-4800,(973) 812-4491,grantjason@sjhmc.org,1/31/22,151,Mr. JASON GRANT,ST. JOSEPH'S UNIVERSITY MEDICAL CENTER,703 MAIN STREET,"PATERSON, NJ  07503",Non-Profit - Religious Affiliation,6/15/21,40.86994,-74.224365
LONG TERM CARE FACILITY,NJ61223,061223,St. Joseph's Home Assisted Living & Nursing Ctr Inc DBA St. Joseph's Senior Home,"ST JOSEPH'S HOME AL & NC, INC",1-3 ST JOSEPH'S TERRACE, ,WOODBRIDGE,NJ,07095,"WOODBRIDGE, NJ  07095",MIDDLESEX,(732) 750-0077,(732) 634-1811,info@stjosephseniorhome.com,12/31/21,51,Sr. ELZBIETA LOPATKA,THE LITTLE SERVANT SISTER,ONE ST. JOSEPH'S TERRACE,"WOODBRIDGE, NJ  07095",Non-Profit - Religious Affiliation,6/15/21,40.5434328,-74.2748237
LONG TERM CARE FACILITY,NJ31605,031605,St. Joseph's Home For Elderly,ST JOSEPH'S HOME FOR ELDERLY,140 SHEPHERD LANE, ,TOTOWA,NJ,07512,"TOTOWA, NJ  07512",PASSAIC,(973) 942-0300,(973) 942-1573,twmothersuperior@littlesistersofthepoor.org,4/30/22,41,Ms. EVELYN MANGER,ST. JOSEPH'S HOME-ELDERLY/LITTLE SISTERS,140 SHEPHERD LANE,"TOTOWA, NJ  07512",NonProfit - Corporation,6/15/21,40.9154378,-74.2075596
LONG TERM CARE FACILITY,NJ21126L,21126L,St. Lawrence Rehabilitation Center,ST LAWRENCE REHAB CENTER,2381 LAWRENCEVILLE ROAD, ,LAWRENCEVILLE,NJ,08648,"LAWRENCEVILLE, NJ  08648",MERCER,(609) 896-9500,(609) 895-0242,pkeo@slrc.org,9/30/21,56,Ms. PAM KEO,"MORRIS HALL/ST. LAWRENCE, INC.",2381 LAWRENCEVILLE ROAD,"LAWRENCEVILLE, NJ  08648",NonProfit - Religious Affiliation,6/15/21,40.2881834,-74.7333075
LONG TERM CARE FACILITY,NJ30402,30402,St. Mary's Center for Rehabilitation & Healthcare,ST MARY'S CENTER FOR REHABILITATION & HEALTHCARE,210 ST MARY'S DRIVE, ,CHERRY HILL,NJ,08003,"CHERRY HILL, NJ  08003",CAMDEN,(856) 874-5300,(856) 424-5143,MKogelman@chg.org,11/30/21,215,Ms. MAUREEN KOGELMAN,"CHERRY HILL OPERATING, LLC",460 BAVIEW,"INWOOD, NY  11096",Profit - LLC,6/15/21,39.8800413,-74.9661864
LONG TERM CARE FACILITY,NJ60312,060312,Sterling Manor,STERLING MANOR,794 N FORKLANDING ROAD, ,MAPLE SHADE,NJ,08052,"MAPLE SHADE, NJ  08052",BURLINGTON,(856) 779-9333,(856) 779-1371,yorzel@broadwayhealthcare.com,12/31/21,124,Mr.. YEHUDA ORZEL,"H.W. WEIDCO/STER, LLC",1155 BLOOMFIELD AVE,"CLIFTON, NJ  07012",Profit - LLC,6/15/21,39.9688,-75.0138
