Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal
VALLEY VIEW HEALTH CAMPUS,OHL41999,2765R,4193320357,jody.patynko@valleyviewhc.com,1247 N RIVER ROAD,FREMONT,OH,43420,SANDUSKY,38,"TRILOGY HEALTHCARE OF SANDUSKY, LLC",Residential Care Facility
VAN WERT MANOR,OHL42037,1432R,4192386655,administrator@vanwertmanor.com,160 FOX ROAD,VAN WERT,OH,45891,VAN WERT,18,"HCF OF VAN WERT, INC.",Residential Care Facility
VANCREST ASSISTED & INDEPENDENT,OHL00866,1310R,4196952871,mmurphy@vancrest.com,310 ELIDA ROAD,DELPHOS,OH,45833,ALLEN,108,"VANCREST, LTD",Residential Care Facility
VANCREST ASSISTED LIVING,OHL00835,1436R,4192384646,swhite@vancrest.com,10357 DECATUR ROAD,VAN WERT,OH,45891,VAN WERT,146,RESTHAVEN NURSING HOME,Residential Care Facility
VANCREST ASSISTED LIVING,OHL00835,1436R,4192384646,swhite@vancrest.com,10357 DECATUR ROAD,VAN WERT,OH,45891,VAN WERT,146,VANCREST HEALTH CARE CENTER EATON,Residential Care Facility
VANCREST ASSISTED LIVING,OHL00835,1436R,4192384646,swhite@vancrest.com,10357 DECATUR ROAD,VAN WERT,OH,45891,VAN WERT,146,"VAN RUE, INC",Residential Care Facility
VANCREST ASSISTED LIVING,OHL40788,2488R,9374563010,rdennis@vancrest.com,1600 PARK AVENUE,EATON,OH,45320,PREBLE,66,"VANCREST, LTD.",Residential Care Facility
VANCREST ASSISTED LIVING,OHL40788,2488R,9374563010,rdennis@vancrest.com,1600 PARK AVENUE,EATON,OH,45320,PREBLE,66,"VANCREST, LTD, LLC",Residential Care Facility
VANCREST ASSISTED LIVING OF HOLGATE,OHL41657,2618R,4192640700,hgwin@vancrest.com,600 JOE E BROWN AVENUE,HOLGATE,OH,43527,HENRY,41,"HOLGATE CARE CENTER, LLC",Residential Care Facility
VANCREST OF ADA ASSISTED LIVING,OHL41929,2729R,4195581379,amaidlow@vancrest.com,600 WEST NORTH AVENUE,ADA,OH,45810,HARDIN,44,"VANCREST OF ADA, LLC",Residential Care Facility
VANCREST OF ANTWERP,OHL40519,2449R,4192581312,brian@antwerpmanor.com,204 ARCHER DRIVE,ANTWERP,OH,45813,PAULDING,68,"MANOR HOUSE ASSISTED LIVING, LTD.",Residential Care Facility
VANCREST OF PAYNE,OHL41717,2641R,4192630191,mbradford@vancrest.com,650 NORTH MAIN STREET,PAYNE,OH,45880,PAULDING,43,VANCREST OF PAYNE LLC,Residential Care Facility
VANCREST OF ST MARYS ASSISTED LIVING,OHL42209,2871R,4193943308,svordermark@vancrest.com,1035 HAGER STREET,SAINT MARYS,OH,45885,AUGLAIZE,34,"GRAND LAKE OPERATIONS, LLC",Residential Care Facility
VANCREST OF URBANA ASSISTED LIVING,OHL41841,2494R,9376535291,vcual@vancrest.com,2380 US HWY 68 S,URBANA,OH,43078,CHAMPAIGN,49,"VANCREST OF URBANA, INC.",Residential Care Facility
VICTORIA HOUSE THE,OHL40418,2440R,3307991711,bparsons@continuinghc.com,5295 ASHLEY CIRCLE,AUSTINTOWN,OH,44515,MAHONING,84,"AUSTINTOWN RESIDENTIAL CARE, LLC",Residential Care Facility
VILLA AT THE LAKE,OHL00426,2261R,4405991999,dlf@randallresidence.com,48 PARRISH ROAD,CONNEAUT,OH,44030,ASHTABULA,100,"VILLA AT THE LAKE, LLC",Residential Care Facility
VILLA ST JOSEPH,OHL40662,2463R,2163321100,snall@marymounthcs.org,5200 MARYMOUNT VILLAGE DRIVE,GARFIELD HEIGHTS,OH,44125,CUYAHOGA,12,VILLAGE AT MARYMOUNT,Residential Care Facility
VILLAGE AT ST EDWARD THE,OHL40105,2401R,3306682828,danielle.maur@vased.org,3125 SMITH ROAD,FAIRLAWN,OH,44333,SUMMIT,122,ST. EDWARD HOME,Residential Care Facility
VILLAGE AT WESTERVILLE RETIREMENT CENTER THE,OHL00982,1969R,6148823782,edward.niper@hcr-manorcare.com,215 HUBER VILLAGE BOULEVARD,WESTERVILLE,OH,43081,FRANKLIN,73,HEALTH CARE & RETIREMENT CORP OF AMERICA,Residential Care Facility
VILLAGE AT WESTERVILLE RETIREMENT CENTER THE,OHL00982,1969R,6148823782,edward.niper@hcr-manorcare.com,215 HUBER VILLAGE BOULEVARD,WESTERVILLE,OH,43081,FRANKLIN,73,"HEARTLAND VILLAGE OF WESTERVILLE OH (RC), LLC",Residential Care Facility
VILLAGE GREEN HEALTH CAMPUS,OHL41816,2677R,9375481993,annie.carico@villagegreenhc.com,1315 KITCHEN AID WAY,GREENVILLE,OH,45331,DARKE,38,"TRILOGY HEALTHCARE OF GREENVILLE, LLC",Residential Care Facility
VILLAGE OF ST EDWARD AT GREEN THE,OHL42206,2868R,2342940010,stephanie.covas@vased.org,3813 FORTUNA DRIVE,AKRON,OH,44312,SUMMIT,118,THE VILLAGE OF ST. EDWARD AT GREEN,Residential Care Facility
VILLAGE OF ST EDWARD AT WADSWORTH THE,OHL42156,2843R,2342178735,aubrey.harmath@vased.org,880 MAIN STREET,WADSWORTH,OH,44281,MEDINA,83,THE VILLAGE OF ST.  EDWARD AT WADSWORTH,Residential Care Facility
VILLAGE OF THE FALLS,OHL02979,2331R,4409895200,kdorsey@sprengerhealthcare.com,25920 ELM STREET,OLMSTED FALLS,OH,44138,CUYAHOGA,47,"VILLAGE OF THE FALLS, INC.",Residential Care Facility
VILLAGE OF THE FALLS,OHL02979,2331R,4409895200,kdorsey@sprengerhealthcare.com,25920 ELM STREET,OLMSTED FALLS,OH,44138,CUYAHOGA,47,"OLMSTED FALLS SENIOR LIVING, LLC",Residential Care Facility
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,4192530144,dcrawford@bennglen.com,825 ST. RT. 61,MARENGO,OH,43334,MORROW,21,"MORROW CARE, INC.",Residential Care Facility
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,4192530144,dcrawford@bennglen.com,825 ST. RT. 61,MARENGO,OH,43334,MORROW,21,BENNINGTON GLEN NURSING,Residential Care Facility
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,4192530144,dcrawford@bennglen.com,825 ST. RT. 61,MARENGO,OH,43334,MORROW,21,MORING VIEW CARE CENTER,Residential Care Facility
VILLAS AT SAINT THERESE THE,OHL01193,2228R,6148643576,jwhiteman@carmeliteseniorliving.org,25 NOE-BIXBY ROAD,COLUMBUS,OH,43213,FRANKLIN,158,"THE VILLAS AT SAINT THERESE, INC.",Residential Care Facility
VIOLET SPRINGS HEALTH CAMPUS,OHL42218,2873R,6147516413,valerie.griggs@violetspringshc.com,603 DILEY ROAD,PICKERINGTON,OH,43147,FAIRFIELD,41,"TRILOGY HEALTHCARE OF PICKERINGTON, LLC",Residential Care Facility
VISTA CENTER AT THE RIDGE RESIDENTIAL CARE,OHL00331,1218R,3306529901,bparsons@continuinghc.com,3379 MAIN STREET,MINERAL RIDGE,OH,44440,TRUMBULL,52,MINERAL RIDGE SKILLED NURSING AND RESIDENTIAL CARE,Residential Care Facility
VISTA SPRINGS GREENBRIAR,OHL41983,2756R,4403404000,patty.smiley@vistaspringsliving.com,8668 DAY DRIVE,PARMA,OH,44129,CUYAHOGA,130,"IP VISTA SPRINGS, LLC",Residential Care Facility
VISTA SPRINGS GREENBRIAR,OHL41983,2756R,4403404000,patty.smiley@vistaspringsliving.com,8668 DAY DRIVE,PARMA,OH,44129,CUYAHOGA,130,"IP VISTA SPRINGS PARMA OPCO, LLC",Residential Care Facility
VISTA SPRINGS QUAIL HIGHLANDS,OHL42006,2769R,4408679100,lesley.somrak@nvistaspringsliving.com,7960 AUBURN ROAD,CONCORD TOWNSHIP,OH,44077,LAKE,130,IP VISTA SPRINGS CONCORD OPCO LLC,Residential Care Facility
VISTA SPRINGS RAVINIA ESTATE,OHL42171,2853R,2162324900,sheila.james@vistaspringsliving.com,6046 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,CUYAHOGA,130,IP VISTA SPRINGS RAVINIA OPCO LLC,Residential Care Facility
VISTA VERANDA,OHL00383,2167R,3302964545,kguarnieri@vistaveranda.org,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,PORTAGE,67,EMERITUS CORPORATION,Residential Care Facility
VISTA VERANDA,OHL00383,2167R,3302964545,kguarnieri@vistaveranda.org,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,PORTAGE,67,AMERICAN EAGLE RAVENNA LLC,Residential Care Facility
VISTA VERANDA,OHL00383,2167R,3302964545,kguarnieri@vistaveranda.org,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,PORTAGE,67,"BCC AT RAVENNA, INC.",Residential Care Facility
VITALIA ACTIVE ADULT COMMUNITY AT MONTROSE,OHL42241,2880R,3306653733,jmcaninch@arrowseniorliving.com,4031 HERITAGE CENTER DRIVE,COPLEY,OH,44321,SUMMIT,79,"OMNI HERITAGE CENTER, LLC",Residential Care Facility
VITALIA ACTIVE ADULT COMMUNITY AT ROCKSIDE,OHL42283,2902R,2167505147,easton@vitaliarockside.com,6100 LOMBARDO CENTER SOUTH,SEVEN HILLS,OH,44131,CUYAHOGA,79,"OMNI SLF SEVEN HILLS, LLC",Residential Care Facility
VITALIA ACTIVE ADULT COMMUNITY AT SOLON,OHL42293,2905R,4402642465,jberger@vitaliasolon.com,6050 KRUSE DRIVE,SOLON,OH,44139,CUYAHOGA,75,"OMNI SLF SOLON, LLC",Residential Care Facility
VITALIA SENIOR RESIDENCES AT STOW,OHL42195,2862R,3309223737,kcharles@vitaliastow.com,4291 ALLEN ROAD,STOW,OH,44224,SUMMIT,67,"OMNI ALLEN ROAD, LLC",Residential Care Facility
VITALIA SENIOR RESIDENCES AT STRONGSVILLE,OHL42092,2807R,4408783737,dkencson@vitaliaseniorliving.com,21452 ROYALTON ROAD,STRONGSVILLE,OH,44149,CUYAHOGA,150,"OMNI SLF STRONGSVILLE, LLC",Residential Care Facility
VITALIA SENIOR RESIDENCES AT WESTLAKE,OHL42122,2822R,4408353737,bmassaro@vitaliawestlake.com,26695 CENTER RIDGE DRIVE,WESTLAKE,OH,44145,CUYAHOGA,126,"OMNI SLF WESTLAKE, LLC",Residential Care Facility
WADSWORTH POINTE,OHL00340,2059R,3303361141,kelly.meiser@saberhealth.com,540 GREAT OAKS TRAIL,WADSWORTH,OH,44281,MEDINA,7,"WADSWORTH POINTE INC. /WADSWORTH RE, LLC",Residential Care Facility
WADSWORTH POINTE,OHL00340,2059R,3303361141,kelly.meiser@saberhealth.com,540 GREAT OAKS TRAIL,WADSWORTH,OH,44281,MEDINA,7,"WADSWORTH POINTE HEALTHCARE GROUP, INC",Residential Care Facility
WALNUT CROSSING ASSISTED LIVING AND MEMORY CARE,OHL42059,2791R,9374901506,dmoening@walnutcrossingliving.com,311 PROFESSIONAL WAY,MARYSVILLE,OH,43040,UNION,80,"NXM MARYSVILLE OPERATOR, LLC",Residential Care Facility
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,3308933200,rob.aneshansel@walnuthillsliving.org,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,HOLMES,60,"WALNUT HILLS RETIREMENT COMMUNITIES, INC",Residential Care Facility
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,3308933200,rob.aneshansel@walnuthillsliving.org,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,HOLMES,60,ROLLAND TROYER,Residential Care Facility
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,3308933200,rob.aneshansel@walnuthillsliving.org,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,HOLMES,60,LEVI&LILLIS TROYER,Residential Care Facility
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,3308933200,rob.aneshansel@walnuthillsliving.org,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,HOLMES,60,WALNUT HILLS NURSING HOME,Residential Care Facility
WALTON RETIREMENT HOME,OHL01331,0802R,7404252344,executivedirector@waltonhome.org,1254 EAST MAIN STREET,BARNESVILLE,OH,43713,BELMONT,33,OHIO YEARLY MEETING OF FRIENDS,Residential Care Facility
WALTON RETIREMENT HOME,OHL01331,0802R,7404252344,executivedirector@waltonhome.org,1254 EAST MAIN STREET,BARNESVILLE,OH,43713,BELMONT,33,THE WALTON RETIREMENT HOME,Residential Care Facility
WATERFORD AT LEVIS COMMONS THE,OHL41131,2532R,4198742564,elsmith@capitalseniorliving.net,7100 SOUTH WILKINSON WAY,PERRYSBURG,OH,43551,WOOD,216,"CSL LEVIS COMMONS, LLC",Residential Care Facility
WATERFORD AT MANSFIELD THE,OHL41760,2657R,4197751013,waterfordfrontdesk@outlook.com,1296 SOUTH TRIMBLE ROAD,MANSFIELD,OH,44906,RICHLAND,116,"TRIAD SENIOR LIVING IV, L.P.",Residential Care Facility
WAYNE MANOR,OHL00044,1840R,3303452835,bmalanowski@sprengerhealthcare.com,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,WAYNE,93,"WAYNE MANOR II, INC.",Residential Care Facility
WAYNE MANOR,OHL00044,1840R,3303452835,bmalanowski@sprengerhealthcare.com,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,WAYNE,93,AMHERST MANOR INC,Residential Care Facility
WAYNE MANOR,OHL00044,1840R,3303452835,bmalanowski@sprengerhealthcare.com,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,WAYNE,93,AUTUMN AEGIS INC,Residential Care Facility
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,4197567400,rcasto@castohealthcare.com,600 TRIMBLE ROAD,MANSFIELD,OH,44906,RICHLAND,60,WILLIAM E. CASTO,Residential Care Facility
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,4197567400,rcasto@castohealthcare.com,600 TRIMBLE ROAD,MANSFIELD,OH,44906,RICHLAND,60,"WOODSIDE VILLAGE CARE CENTER, LTD.",Residential Care Facility
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,4197567400,rcasto@castohealthcare.com,600 TRIMBLE ROAD,MANSFIELD,OH,44906,RICHLAND,60,LEXINGTON COURT CARE CENTER,Residential Care Facility
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,4197567400,rcasto@castohealthcare.com,600 TRIMBLE ROAD,MANSFIELD,OH,44906,RICHLAND,60,"WEDGEWOOD ESTATES OF MANSFIELD, LTD",Residential Care Facility
WEILS OF BAINBRIDGE THE,OHL499902,2369R,4405434221,ngandee@theweils.org,16695 CHILLICOTHE ROAD,BAINBRIDGE,OH,44023,GEAUGA,133,MONTEFIORE HOUSING CORPORATION THE,Residential Care Facility
WELLINGTON  AT DAYTON THE,OHL41059,2519R,9378533400,cchelle@capitalseniorliving.net,2656 WEST ALEX BELL ROAD,CENTERVILLE,OH,45459,MONTGOMERY,108,"CSL MIAMI, LLC",Residential Care Facility
WELLINGTON  AT DAYTON THE,OHL41059,2519R,9378533400,cchelle@capitalseniorliving.net,2656 WEST ALEX BELL ROAD,CENTERVILLE,OH,45459,MONTGOMERY,108,"SHP III/CSL MIAMI, LLC",Residential Care Facility
"WELLINGTON AT NORTH BEND CROSSING, THE",OHL41291,2552R,5136614100,ecarroll@capitalseniorliving.net,5156 NORTH BEND CROSSING,CINCINNATI,OH,45247,HAMILTON,146,"CSL CINCINNATI, LLC",Residential Care Facility
"WELLINGTON AT NORTH BEND CROSSING, THE",OHL41291,2552R,5136614100,ecarroll@capitalseniorliving.net,5156 NORTH BEND CROSSING,CINCINNATI,OH,45247,HAMILTON,146,RENAISSANCE WEST LLC,Residential Care Facility
WELLSPRING HEALTH CENTER,OHL500102,1926R,5139482308,bcoury@seniorlifestyle.com,8000 EVERGREEN RIDGE DRIVE,CINCINNATI,OH,45215,HAMILTON,35,"GA HC REIT II WELLSPRING TRS SUB, LLC",Residential Care Facility
WELSH HOME FOR THE AGED,OHL00022,0447R,4403310420,skoch@welshhome.com,22199 CENTER RIDGE ROAD,ROCKY RIVER,OH,44116,CUYAHOGA,12,WOMEN'S WELSH CLUB OF AMERICA,Residential Care Facility
WELSH HOME FOR THE AGED,OHL00022,0447R,4403310420,skoch@welshhome.com,22199 CENTER RIDGE ROAD,ROCKY RIVER,OH,44116,CUYAHOGA,12,WELSH HOME FOR THE AGED,Residential Care Facility
"WESLEY GLEN, THE  HEALTH CENTER",OHL00961,0227R,6143695269,mmilliken@thewesleyway.org,5155 NORTH HIGH STREET,COLUMBUS,OH,43214,FRANKLIN,133,WESLEY GLEN INC,Residential Care Facility
WESLEY RIDGE,OHL01185,2183R,6147590023,kmiller@thewesleyway.org,2225 STATE ROUTE 256,REYNOLDSBURG,OH,43068,FRANKLIN,136,WESLEY RIDGE RESIDENCE CORPORATION,Residential Care Facility
WESLEY WOODS AT NEW ALBANY,OHL42132,2829R,6146564100,dschaffner@thewesleyway.org,4588 WESLEY WOODS BOULEVARD,NEW ALBANY,OH,43054,FRANKLIN,188,THE METHODIST RETIREMENT CENTER OF CENTRAL OHIO,Residential Care Facility
WESLEYAN VILLAGE,OHL00024,0477R,4402849000,swolf@villageliving.org,807 WEST AVENUE,ELYRIA,OH,44035,LORAIN,261,ELYRIA HOME OF E. OH CONF. OF UM CHURCH,Residential Care Facility
WESLEYAN VILLAGE,OHL00024,0477R,4402849000,swolf@villageliving.org,807 WEST AVENUE,ELYRIA,OH,44035,LORAIN,261,ELYRIA UNITED METHODIST VILLAGE,Residential Care Facility
WEST CHESTER ASSISTED LIVING & MEMORY CARE,OHL42166,2849R,5137950125,pbourne@spectrumretirement.com,7047 HAMILTON MASON ROAD,WEST CHESTER,OH,45069,BUTLER,168,"WEST CHESTER OPERATOR, LLC",Residential Care Facility
WEST PARK COMMONS,OHL41788,2493R,2169416100,admin@regencycarelarchwood.com,4106 ROCKY RIVER DRIVE,CLEVELAND,OH,44135,CUYAHOGA,95,"LARCHWOOD CARE, LLC",Residential Care Facility
WEST PARK COMMONS,OHL41788,2493R,2169416100,admin@regencycarelarchwood.com,4106 ROCKY RIVER DRIVE,CLEVELAND,OH,44135,CUYAHOGA,95,"LARCHWOOD HEALTH GROUP, LLC",Residential Care Facility
"WEST VIEW MANOR, INC",OHL50032,0799R,3302648640,bonnie.hall@westviewmanor.org,1715 MECHANICSBURG ROAD,WOOSTER,OH,44691,WAYNE,118,CHURCH OF THE BRETHREN HOME (CORP),Residential Care Facility
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,3307213000,hmordew@ohiomasonichome.org,4931 NETTLETON ROAD,MEDINA,OH,44256,MEDINA,152,MASONIC EASTERN STAR COMMUNITY,Residential Care Facility
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,3307213000,hmordew@ohiomasonichome.org,4931 NETTLETON ROAD,MEDINA,OH,44256,MEDINA,152,BROWING MASONIC COMMUNITY,Residential Care Facility
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,3307213000,hmordew@ohiomasonichome.org,4931 NETTLETON ROAD,MEDINA,OH,44256,MEDINA,152,"WESTERN RESERVE MASONIC COMMUNITY, INC.",Residential Care Facility
WESTERVILLE SENIOR LIVING,OHL42219,2874R,6144234182,ecefo@spectrumretirement.com,363 BRAUN PLACE,WESTERVILLE,OH,43081,FRANKLIN,144,"WESTERVILLE OPERATOR, LLC",Residential Care Facility
WESTERWOOD ASSISTED LIVING,OHL01201,2275R,6148908285,aeley@fvcolumbus.org,5675 PONDEROSA DRIVE,COLUMBUS,OH,43231,FRANKLIN,104,"FRIENDSHIP VILLAGE OF COLUMBUS, OHIO, INC.",Residential Care Facility
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,5138448004,klawrence@community-first.org,855 STAHLHEBER ROAD,HAMILTON,OH,45013,BUTLER,46,COMMUNITY HOME ASSOCIATION,Residential Care Facility
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,5138448004,klawrence@community-first.org,855 STAHLHEBER ROAD,HAMILTON,OH,45013,BUTLER,46,COLONIAL SENIOR SERVICES,Residential Care Facility
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,5138448004,klawrence@community-first.org,855 STAHLHEBER ROAD,HAMILTON,OH,45013,BUTLER,46,FORT HAMILTON HEALTHCARE CORP,Residential Care Facility
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,5138448004,klawrence@community-first.org,855 STAHLHEBER ROAD,HAMILTON,OH,45013,BUTLER,46,COLUMBIA SENIOR SERVICES,Residential Care Facility
WESTWOOD PLACE,OHL40336,2431R,7404722200,csteele@enlivant.com,37950 AIRPORT ROAD,WOODSFIELD,OH,43793,MONROE,62,WESTWOOD LANDING AID OPCO LLC,Residential Care Facility
WHISPERING PINES VILLAGE,OHL39985,2352R,3304829400,jburton@capitalseniorliving.net,937 EAST PARK AVENUE,COLUMBIANA,OH,44408,COLUMBIANA,113,"CSL WHISPERING PINES, LLC",Residential Care Facility
WICKSHIRE DEER PARK,OHL01648,2027R,5137457600,dwoods@wickshiresl.com,3801 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,HAMILTON,178,"S-H THIRTY-FIVE OPCO - AMBER PARK, LLC",Residential Care Facility
WICKSHIRE FAIRBORN,OHL02975,2333R,9377549820,jhamilton@wickshiresl.com,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,GREENE,93,PROVISION LIVING COMMUNITIES LLC,Residential Care Facility
WICKSHIRE FAIRBORN,OHL02975,2333R,9377549820,jhamilton@wickshiresl.com,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,GREENE,93,"HCP ESL FAIRBORN OH OPCO, LLC",Residential Care Facility
WICKSHIRE FAIRBORN,OHL02975,2333R,9377549820,jhamilton@wickshiresl.com,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,GREENE,93,"WICKSHIRE FAIRBORN OPCO, LLC",Residential Care Facility
WICKSHIRE POLAND,OHL00398,2211R,3307071313,cgeorge@wickshiresl.com,335 WEST MCKINLEY WAY,POLAND,OH,44514,MAHONING,85,WICKSHIRE POLAND OPCO LLC,Residential Care Facility
WICKSHIRE POLAND,OHL00398,2211R,3307071313,cgeorge@wickshiresl.com,335 WEST MCKINLEY WAY,POLAND,OH,44514,MAHONING,85,TWENTY PACK MANAGEMENT CORP.,Residential Care Facility
WICKSHIRE POLAND,OHL00398,2211R,3307071313,cgeorge@wickshiresl.com,335 WEST MCKINLEY WAY,POLAND,OH,44514,MAHONING,85,"HCP YOUNGSTOWN OH OPCO, LLC",Residential Care Facility
WIGGINS PLACE,OHL40173,2411R,2168316500,ftwymon@menorahpark.org,27070 CEDAR ROAD,BEACHWOOD,OH,44122,CUYAHOGA,228,MENORAH PARK CENTER FOR SENIOR LIVING,Residential Care Facility
WILLARD HEALTHCARE,OHL32966,0415R,4199350148,msnook@hillstonehc.com,370 EAST HOWARD STREET,WILLARD,OH,44890,HURON,30,"PRISTINE SENIOR LIVING OF WILLARD, LLC",Residential Care Facility
WILLARD HEALTHCARE,OHL32966,0415R,4199350148,msnook@hillstonehc.com,370 EAST HOWARD STREET,WILLARD,OH,44890,HURON,30,"WILLARD HEALTHCARE, LLC",Residential Care Facility
WILLOW BROOK AT DELAWARE RUN,OHL41172,2540R,7402015640,hreed@willow-brook.org,100 DELAWARE CROSSING WEST,DELAWARE,OH,43015,DELAWARE,322,"WILLOW BROOK CHRISTIAN COMMUNITIES, INC",Residential Care Facility
WILLOW BROOK CHRISTIAN HOME,OHL40225,1315R,6148853300,david@willow-brook.org,55 LAZELLE ROAD,COLUMBUS,OH,43235,FRANKLIN,34,WILLOW BROOK CHRISTIAN SERVICES,Residential Care Facility
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,5134225600,legal@providencegrouphc.com,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,BUTLER,21,"MIDDLETOWN POST ACUTE, LLC",Residential Care Facility
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,5134225600,legal@providencegrouphc.com,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,BUTLER,21,"PRISTINE SENIOR LIVING OF MIDDLETOWN, LLC",Residential Care Facility
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,5134225600,legal@providencegrouphc.com,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,BUTLER,21,"PREMIER ESTATES 520, LLC",Residential Care Facility
WILLOWS AT BELLEVUE THE,OHL40986,2507R,4194835000,christine.greilich@willowsatbellevue.com,101 AUXILIARY DRIVE,BELLEVUE,OH,44811,HURON,39,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",Residential Care Facility
WILLOWS AT WILLARD THE,OHL41637,2610R,4199356511,danielle.phillips@willowsatwillard.com,1050 NEAL ZICK ROAD,WILLARD,OH,44890,HURON,37,"TRILOGY HEALTHCARE OF HURON, LLC",Residential Care Facility
"WINDHAVEN HOUSE, INC",OHL40510,2447R,3307435454,mr9898@sbcglobal.net,1012 GLENWOOD AVENUE,YOUNGSTOWN,OH,44502,MAHONING,30,"WINDHAVENHOUSE, INC.",Residential Care Facility
WINDSOR ESTATES ASSISTED LIVING,OHL41601,2599R,3305429155,kduncan@windsorhouseinc.com,5240 WINDSOR WAY,NEW MIDDLETOWN,OH,44442,MAHONING,65,"WINDSOR HOUSE, INC.",Residential Care Facility
WINDSOR HEIGHTS ALZHEIMERS SPECIAL CARE CENTER,OHL41791,2669R,2168391300,propertymgmt@sunshineret.com,23311 HARVARD ROAD,BEACHWOOD,OH,44122,CUYAHOGA,66,"BEACHWOOD CARE GROUP, LLC",Residential Care Facility
WINDSOR HOUSE SENIOR LIVING,OHL42270,2895R,2163022719,ccalabrase@sovereignhealthcare.com,1 NORTH PARK CIRCLE,BROOK PARK,OH,44142,CUYAHOGA,12,WINDSOR HOUSE SENIOR LIVING LLC,Residential Care Facility
WINDSORWOOD PLACE,OHL01349,1981R,7406234600,mike@abbingtononline.com,255 BROWN'S LANE,COSHOCTON,OH,43812,COSHOCTON,56,ABBINGTON COSHOCTON CORP,Residential Care Facility
"WINFIELD AT RICHMOND HEIGHTS, THE",OHL41132,2533R,2162899800,aryan@winfieldrichmondheights.com,261 RICHMOND ROAD,CLEVELAND,OH,44143,CUYAHOGA,123,"CSL RICHMOND HEIGHTS, LLC",Residential Care Facility
"WINFIELD AT RICHMOND HEIGHTS, THE",OHL41132,2533R,2162899800,aryan@winfieldrichmondheights.com,261 RICHMOND ROAD,CLEVELAND,OH,44143,CUYAHOGA,123,"CLEVELAND IL/AL, LLC",Residential Care Facility
WOODED GLEN,OHL42081,2802R,9373421460,stacie.ward@woodedglensl.com,2900 BECHTLE AVENUE,SPRINGFIELD,OH,45504,CLARK,39,"TRILOGY HEALTHCARE OPERATIONS OF SPRINGFIELD II, L",Residential Care Facility
"WOODLAND COUNTRY MANOR, INC",OHL40955,1472R,5135234449,wcm@brecnet.com,4166 SOMERVILLE ROAD,SOMERVILLE,OH,45064,BUTLER,31,"WOODLAND COUNTRY  MANOR, INC.",Residential Care Facility
WOODLANDS ASSISTED LIVING,OHL41370,2457R,3307071400,sdemidovich@woodlandsllc.com,1525 EAST WESTERN RESERVE ROAD,POLAND,OH,44514,MAHONING,86,HAMPTON WOODS ASSISTED LIVING INC.,Residential Care Facility
WOODLANDS ASSISTED LIVING AT AUSTINWOODS,OHL42179,1782R,3305997129,sdemidovich@woodlandsllc.con,4780 KIRK ROAD,AUSTINTOWN,OH,44515,MAHONING,26,"AUSTINWOODS NURSING CENTER, INC.",Residential Care Facility
