NAME,FACID,STATEID,MCARE_ID,TELEPHONE,FAXPHONE,FACEMAIL,ABBREV,ADDRESS,FAC_CITY,FAC_ST,FAC_ZIP,FACTYPE,OPERSTDESC,CLOSEDDATE,CNTYNAME,LIC_BED_TOTAL,OPENDATE,BED_EFFECTIVE_DATE,CERT_BED_TOTAL,OWNCOMP,OWNPHONE,OWNADDR,OWNCITY,OWNST,OWNZIP,PRIMARYOWN,OWNEROFCODE
VILLAGE OF THE FALLS,OHL02979,2331R,,4409895200,4402353870,kdorsey@sprengerhealthcare.com,SL-R,25920 ELM STREET,OLMSTED FALLS,OH,44138,L12,ACTIVE,,CUYAHOGA,47,6/3/02,6/3/13,0,"VILLAGE OF THE FALLS, INC.",4409895200,3885 OBERLIN AVE,LORINA,OH,44053,1,2
VILLAGE OF THE FALLS,OHL02979,2331R,,4409895200,4402353870,kdorsey@sprengerhealthcare.com,SL-R,25920 ELM STREET,OLMSTED FALLS,OH,44138,L12,ACTIVE,,CUYAHOGA,47,6/3/02,6/3/13,0,"OLMSTED FALLS SENIOR LIVING, LLC",,,,,,0,
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,,4192530144,4192530146,dcrawford@bennglen.com,SL-R,825 ST. RT. 61,MARENGO,OH,43334,L12,ACTIVE,,MORROW,21,10/22/99,1/31/02,0,"MORROW CARE, INC.",4192530144,"825 ST. RT. 61, PO BOX 10",MARENGO,OH,43334,1,1
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,,4192530144,4192530146,dcrawford@bennglen.com,SL-R,825 ST. RT. 61,MARENGO,OH,43334,L12,ACTIVE,,MORROW,21,10/22/99,1/31/02,0,BENNINGTON GLEN NURSING,,825 ST RT 61,MARENGO,OH,43334,0,
VILLAS AT BENNINGTON GLEN,OHL01199,2258R,,4192530144,4192530146,dcrawford@bennglen.com,SL-R,825 ST. RT. 61,MARENGO,OH,43334,L12,ACTIVE,,MORROW,21,10/22/99,1/31/02,0,MORING VIEW CARE CENTER,,4531 COLUMBUS ROAD,CENTERBURG,OH,43011,0,
VILLAS AT SAINT THERESE THE,OHL01193,2228R,,6148643576,6148643577,jwhiteman@carmeliteseniorliving.org,SL-R,25 NOE-BIXBY ROAD,COLUMBUS,OH,43213,L12,ACTIVE,,FRANKLIN,158,1/25/99,12/2/19,0,"THE VILLAS AT SAINT THERESE, INC.",,,,,,1,2
VIOLET SPRINGS HEALTH CAMPUS,OHL42218,2873R,,6147516413,6147516426,valerie.griggs@violetspringshc.com,SL-R,603 DILEY ROAD,PICKERINGTON,OH,43147,L12,ACTIVE,,FAIRFIELD,41,11/20/19,11/20/19,0,"TRILOGY HEALTHCARE OF PICKERINGTON, LLC",,,,,,1,2
VISTA CENTER AT THE RIDGE RESIDENTIAL CARE,OHL00331,1218R,,3306529901,3305054819,bparsons@continuinghc.com,SL-R,3379 MAIN STREET,MINERAL RIDGE,OH,44440,L12,ACTIVE,,TRUMBULL,52,2/14/95,6/25/03,0,MINERAL RIDGE SKILLED NURSING AND RESIDENTIAL CARE,,,,,,1,2
VISTA SPRINGS GREENBRIAR,OHL41983,2756R,,4403404000,4408826201,patty.smiley@vistaspringsliving.com,SL-R,8668 DAY DRIVE,PARMA,OH,44129,L12,ACTIVE,,CUYAHOGA,130,1/17/17,2/8/17,0,"IP VISTA SPRINGS, LLC",,,,,,1,2
VISTA SPRINGS GREENBRIAR,OHL41983,2756R,,4403404000,4408826201,patty.smiley@vistaspringsliving.com,SL-R,8668 DAY DRIVE,PARMA,OH,44129,L12,ACTIVE,,CUYAHOGA,130,1/17/17,2/8/17,0,"IP VISTA SPRINGS PARMA OPCO, LLC",,,,,,0,2
VISTA SPRINGS QUAIL HIGHLANDS,OHL42006,2769R,,4408679100,4408679020,lesley.somrak@nvistaspringsliving.com,SL-R,7960 AUBURN ROAD,CONCORD TOWNSHIP,OH,44077,L12,ACTIVE,,LAKE,130,7/6/17,7/6/17,0,IP VISTA SPRINGS CONCORD OPCO LLC,,,,,,1,2
VISTA SPRINGS RAVINIA ESTATE,OHL42171,2853R,,2162324900,2162324901,sheila.james@vistaspringsliving.com,SL-R,6046 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,L12,ACTIVE,,CUYAHOGA,130,7/8/19,7/8/19,0,IP VISTA SPRINGS RAVINIA OPCO LLC,,,,,,1,2
VISTA VERANDA,OHL00383,2167R,,3302964545,3302965504,kguarnieri@vistaveranda.org,SL-R,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,L12,ACTIVE,,PORTAGE,67,2/11/98,7/1/08,0,EMERITUS CORPORATION,,,,,,0,
VISTA VERANDA,OHL00383,2167R,,3302964545,3302965504,kguarnieri@vistaveranda.org,SL-R,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,L12,ACTIVE,,PORTAGE,67,2/11/98,7/1/08,0,AMERICAN EAGLE RAVENNA LLC,,,,,,1,2
VISTA VERANDA,OHL00383,2167R,,3302964545,3302965504,kguarnieri@vistaveranda.org,SL-R,141 CHESTNUT HILL DRIVE,RAVENNA,OH,44266,L12,ACTIVE,,PORTAGE,67,2/11/98,7/1/08,0,"BCC AT RAVENNA, INC.",3302964545,141 CHESTNUT HILL DR,RAVENNA,OH,44266,0,2
VITALIA ACTIVE ADULT COMMUNITY AT MONTROSE,OHL42241,2880R,,3306653733,2344666140,jmcaninch@arrowseniorliving.com,SL-R,4031 HERITAGE CENTER DRIVE,COPLEY,OH,44321,L12,ACTIVE,,SUMMIT,79,5/4/20,9/11/20,0,"OMNI HERITAGE CENTER, LLC",,,,,,1,2
VITALIA ACTIVE ADULT COMMUNITY AT ROCKSIDE,OHL42283,2902R,,2167505147,2168444250,easton@vitaliarockside.com,SL-R,6100 LOMBARDO CENTER SOUTH,SEVEN HILLS,OH,44131,L12,ACTIVE,,CUYAHOGA,79,10/8/20,10/8/20,0,"OMNI SLF SEVEN HILLS, LLC",2165141950,33095 BAINBRIDGE ROAD,SOLON,OH,44139,1,2
VITALIA ACTIVE ADULT COMMUNITY AT SOLON,OHL42293,2905R,,4402642465,4409965007,jberger@vitaliasolon.com,SL-R,6050 KRUSE DRIVE,SOLON,OH,44139,L12,ACTIVE,,CUYAHOGA,75,11/9/20,11/9/20,0,"OMNI SLF SOLON, LLC",2165141950,33095 BAINBRIDGE ROAD,SOLON,OH,44139,1,2
VITALIA SENIOR RESIDENCES AT STOW,OHL42195,2862R,,3309223737,2348886099,kcharles@vitaliastow.com,SL-R,4291 ALLEN ROAD,STOW,OH,44224,L12,ACTIVE,,SUMMIT,67,10/17/19,9/11/20,0,"OMNI ALLEN ROAD, LLC",,,,,,1,2
VITALIA SENIOR RESIDENCES AT STRONGSVILLE,OHL42092,2807R,,4408783737,,dkencson@vitaliaseniorliving.com,SL-R,21452 ROYALTON ROAD,STRONGSVILLE,OH,44149,L12,ACTIVE,,CUYAHOGA,150,3/22/18,9/11/20,0,"OMNI SLF STRONGSVILLE, LLC",,,,,,1,2
VITALIA SENIOR RESIDENCES AT WESTLAKE,OHL42122,2822R,,4408353737,6367241981,bmassaro@vitaliawestlake.com,SL-R,26695 CENTER RIDGE DRIVE,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,126,8/28/18,9/11/20,0,"OMNI SLF WESTLAKE, LLC",,,,,,1,2
WADSWORTH POINTE,OHL00340,2059R,,3303361141,3303340647,kelly.meiser@saberhealth.com,SL-R,540 GREAT OAKS TRAIL,WADSWORTH,OH,44281,L12,ACTIVE,,MEDINA,7,9/3/98,11/29/11,0,"WADSWORTH POINTE INC. /WADSWORTH RE, LLC",,,,,,0,2
WADSWORTH POINTE,OHL00340,2059R,,3303361141,3303340647,kelly.meiser@saberhealth.com,SL-R,540 GREAT OAKS TRAIL,WADSWORTH,OH,44281,L12,ACTIVE,,MEDINA,7,9/3/98,11/29/11,0,"WADSWORTH POINTE HEALTHCARE GROUP, INC",,,,,,1,
WALNUT CROSSING ASSISTED LIVING AND MEMORY CARE,OHL42059,2791R,,9374901506,9376440344,dmoening@walnutcrossingliving.com,SL-R,311 PROFESSIONAL WAY,MARYSVILLE,OH,43040,L12,ACTIVE,,UNION,80,1/1/18,1/1/18,0,"NXM MARYSVILLE OPERATOR, LLC",,,,,,1,2
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,,3308933200,3308933382,rob.aneshansel@walnuthillsliving.org,SL-R,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,L12,ACTIVE,,HOLMES,60,6/1/76,6/1/07,0,"WALNUT HILLS RETIREMENT COMMUNITIES, INC",,,,,,1,
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,,3308933200,3308933382,rob.aneshansel@walnuthillsliving.org,SL-R,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,L12,ACTIVE,,HOLMES,60,6/1/76,6/1/07,0,ROLLAND TROYER,,7750 FORT LAURENS ROAD,STRASBURG,OH,44680,0,
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,,3308933200,3308933382,rob.aneshansel@walnuthillsliving.org,SL-R,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,L12,ACTIVE,,HOLMES,60,6/1/76,6/1/07,0,LEVI&LILLIS TROYER,,PO BOX 8,WALNUT CREEK,OH,44687,0,
WALNUT HILLS RETIREMENT HOME,OHL01337,1607R,,3308933200,3308933382,rob.aneshansel@walnuthillsliving.org,SL-R,4770 OLDE PUMP STREET,WALNUT CREEK,OH,44687,L12,ACTIVE,,HOLMES,60,6/1/76,6/1/07,0,WALNUT HILLS NURSING HOME,,PO BOX 127,WALNUT CREEK,OH,44687,0,1
WALTON RETIREMENT HOME,OHL01331,0802R,,7404252344,7404252927,executivedirector@waltonhome.org,SL-R,1254 EAST MAIN STREET,BARNESVILLE,OH,43713,L12,ACTIVE,,BELMONT,33,9/1/49,1/15/02,0,OHIO YEARLY MEETING OF FRIENDS,7404252344,1254 EAST MAIN ST,BARNESVILLE,OH,43713,0,1
WALTON RETIREMENT HOME,OHL01331,0802R,,7404252344,7404252927,executivedirector@waltonhome.org,SL-R,1254 EAST MAIN STREET,BARNESVILLE,OH,43713,L12,ACTIVE,,BELMONT,33,9/1/49,1/15/02,0,THE WALTON RETIREMENT HOME,,,,,,1,2
WATERFORD AT LEVIS COMMONS THE,OHL41131,2532R,,4198742564,4198742758,elsmith@capitalseniorliving.net,SL-R,7100 SOUTH WILKINSON WAY,PERRYSBURG,OH,43551,L12,ACTIVE,,WOOD,216,4/9/09,6/15/16,0,"CSL LEVIS COMMONS, LLC",,,,,,1,2
WATERFORD AT MANSFIELD THE,OHL41760,2657R,,4197751013,4197751014,waterfordfrontdesk@outlook.com,SL-R,1296 SOUTH TRIMBLE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,116,11/13/14,11/13/14,0,"TRIAD SENIOR LIVING IV, L.P.",,,,,,1,2
WAYNE MANOR,OHL00044,1840R,,3303452835,3303459112,bmalanowski@sprengerhealthcare.com,SL-R,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,L12,ACTIVE,,WAYNE,93,4/2/86,7/11/16,0,"WAYNE MANOR II, INC.",3303459050,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,1,2
WAYNE MANOR,OHL00044,1840R,,3303452835,3303459112,bmalanowski@sprengerhealthcare.com,SL-R,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,L12,ACTIVE,,WAYNE,93,4/2/86,7/11/16,0,AMHERST MANOR INC,,175 NORTH LAKE STREET,AMHERST,OH,44001,0,
WAYNE MANOR,OHL00044,1840R,,3303452835,3303459112,bmalanowski@sprengerhealthcare.com,SL-R,4138 SWANSON BOULEVARD,WOOSTER,OH,44691,L12,ACTIVE,,WAYNE,93,4/2/86,7/11/16,0,AUTUMN AEGIS INC,,1130 TOWER BLVD,LORAIN,OH,44052,0,
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,,4197567400,4197565891,rcasto@castohealthcare.com,SL-R,600 TRIMBLE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,60,9/9/97,1/31/02,0,WILLIAM E. CASTO,,,,,,0,2
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,,4197567400,4197565891,rcasto@castohealthcare.com,SL-R,600 TRIMBLE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,60,9/9/97,1/31/02,0,"WOODSIDE VILLAGE CARE CENTER, LTD.",,,,,,0,2
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,,4197567400,4197565891,rcasto@castohealthcare.com,SL-R,600 TRIMBLE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,60,9/9/97,1/31/02,0,LEXINGTON COURT CARE CENTER,,,,,,0,2
WEDGEWOOD ESTATES OF MANSFIELD,OHL00855,2150R,,4197567400,4197565891,rcasto@castohealthcare.com,SL-R,600 TRIMBLE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,60,9/9/97,1/31/02,0,"WEDGEWOOD ESTATES OF MANSFIELD, LTD",4197567400,600 TRIMBLE RD,MANSFIELD,OH,44906,1,1
WEILS OF BAINBRIDGE THE,OHL499902,2369R,,4405434221,4405431232,ngandee@theweils.org,SL-R,16695 CHILLICOTHE ROAD,BAINBRIDGE,OH,44023,L12,ACTIVE,,GEAUGA,133,6/14/02,7/23/15,0,MONTEFIORE HOUSING CORPORATION THE,,,,,,1,2
WELLINGTON  AT DAYTON THE,OHL41059,2519R,,9378533400,9378533417,cchelle@capitalseniorliving.net,SL-R,2656 WEST ALEX BELL ROAD,CENTERVILLE,OH,45459,L12,ACTIVE,,MONTGOMERY,108,10/23/08,11/23/16,0,"CSL MIAMI, LLC",,,,,,0,2
WELLINGTON  AT DAYTON THE,OHL41059,2519R,,9378533400,9378533417,cchelle@capitalseniorliving.net,SL-R,2656 WEST ALEX BELL ROAD,CENTERVILLE,OH,45459,L12,ACTIVE,,MONTGOMERY,108,10/23/08,11/23/16,0,"SHP III/CSL MIAMI, LLC",,,,,,1,2
"WELLINGTON AT NORTH BEND CROSSING, THE",OHL41291,2552R,,5136614100,5136614212,ecarroll@capitalseniorliving.net,SL-R,5156 NORTH BEND CROSSING,CINCINNATI,OH,45247,L12,ACTIVE,,HAMILTON,146,9/9/09,10/1/15,0,"CSL CINCINNATI, LLC",,,,,,1,2
"WELLINGTON AT NORTH BEND CROSSING, THE",OHL41291,2552R,,5136614100,5136614212,ecarroll@capitalseniorliving.net,SL-R,5156 NORTH BEND CROSSING,CINCINNATI,OH,45247,L12,ACTIVE,,HAMILTON,146,9/9/09,10/1/15,0,RENAISSANCE WEST LLC,,,,,,0,2
WELLSPRING HEALTH CENTER,OHL500102,1926R,,5139482308,5139482346,bcoury@seniorlifestyle.com,SL-R,8000 EVERGREEN RIDGE DRIVE,CINCINNATI,OH,45215,L12,ACTIVE,,HAMILTON,35,4/1/89,2/24/03,0,"GA HC REIT II WELLSPRING TRS SUB, LLC",,,,,,1,2
WELSH HOME FOR THE AGED,OHL00022,0447R,,4403310420,4403317810,skoch@welshhome.com,SL-R,22199 CENTER RIDGE ROAD,ROCKY RIVER,OH,44116,L12,ACTIVE,,CUYAHOGA,12,5/8/89,10/8/02,0,WOMEN'S WELSH CLUB OF AMERICA,4403310420,22199 CENTER RIDGE RD,ROCKY RIVER,OH,44116,1,2
WELSH HOME FOR THE AGED,OHL00022,0447R,,4403310420,4403317810,skoch@welshhome.com,SL-R,22199 CENTER RIDGE ROAD,ROCKY RIVER,OH,44116,L12,ACTIVE,,CUYAHOGA,12,5/8/89,10/8/02,0,WELSH HOME FOR THE AGED,,,,,,0,2
"WESLEY GLEN, THE  HEALTH CENTER",OHL00961,0227R,,6143695269,6144366012,mmilliken@thewesleyway.org,SL-R,5155 NORTH HIGH STREET,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,133,5/1/93,12/29/09,0,WESLEY GLEN INC,6148887492,5155 NORTH HIGH STREET,COLUMBUS,OH,43214,1,
WESLEY RIDGE,OHL01185,2183R,,6147590023,6145011399,kmiller@thewesleyway.org,SL-R,2225 STATE ROUTE 256,REYNOLDSBURG,OH,43068,L12,ACTIVE,,FRANKLIN,136,4/30/98,2/7/03,0,WESLEY RIDGE RESIDENCE CORPORATION,6147590023,2225 ST. RT. 256,REYNOLDSBURG,OH,43068,0,1
WESLEY WOODS AT NEW ALBANY,OHL42132,2829R,,6146564100,6148428167,dschaffner@thewesleyway.org,SL-R,4588 WESLEY WOODS BOULEVARD,NEW ALBANY,OH,43054,L12,ACTIVE,,FRANKLIN,188,7/24/18,10/2/19,0,THE METHODIST RETIREMENT CENTER OF CENTRAL OHIO,,,,,,1,2
WESLEYAN VILLAGE,OHL00024,0477R,,4402849000,4403226954,swolf@villageliving.org,SL-R,807 WEST AVENUE,ELYRIA,OH,44035,L12,ACTIVE,,LORAIN,261,3/22/95,11/29/18,0,ELYRIA HOME OF E. OH CONF. OF UM CHURCH,4402849000,807 WEST AVE,ELYRIA,OH,44035,0,2
WESLEYAN VILLAGE,OHL00024,0477R,,4402849000,4403226954,swolf@villageliving.org,SL-R,807 WEST AVENUE,ELYRIA,OH,44035,L12,ACTIVE,,LORAIN,261,3/22/95,11/29/18,0,ELYRIA UNITED METHODIST VILLAGE,,,,,,1,
WEST CHESTER ASSISTED LIVING & MEMORY CARE,OHL42166,2849R,,5137950125,5137950127,pbourne@spectrumretirement.com,SL-R,7047 HAMILTON MASON ROAD,WEST CHESTER,OH,45069,L12,ACTIVE,,BUTLER,168,3/19/19,3/19/19,0,"WEST CHESTER OPERATOR, LLC",,,,,,1,2
WEST PARK COMMONS,OHL41788,2493R,,2169416100,2163777330,admin@regencycarelarchwood.com,SL-R,4106 ROCKY RIVER DRIVE,CLEVELAND,OH,44135,L12,ACTIVE,,CUYAHOGA,95,7/9/14,6/24/19,0,"LARCHWOOD CARE, LLC",,,,,,1,2
WEST PARK COMMONS,OHL41788,2493R,,2169416100,2163777330,admin@regencycarelarchwood.com,SL-R,4106 ROCKY RIVER DRIVE,CLEVELAND,OH,44135,L12,ACTIVE,,CUYAHOGA,95,7/9/14,6/24/19,0,"LARCHWOOD HEALTH GROUP, LLC",,,,,,0,2
"WEST VIEW MANOR, INC",OHL50032,0799R,,3302648640,3302648396,bonnie.hall@westviewmanor.org,SL-R,1715 MECHANICSBURG ROAD,WOOSTER,OH,44691,L12,ACTIVE,,WAYNE,118,1/1/62,1/19/05,0,CHURCH OF THE BRETHREN HOME (CORP),,,,,,0,
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,,3307213000,9375258335,hmordew@ohiomasonichome.org,SL-R,4931 NETTLETON ROAD,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,152,5/20/98,6/23/20,0,MASONIC EASTERN STAR COMMUNITY,,1630 W NORTH BEND ROAD,CINCINNATI,OH,45224,0,
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,,3307213000,9375258335,hmordew@ohiomasonichome.org,SL-R,4931 NETTLETON ROAD,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,152,5/20/98,6/23/20,0,BROWING MASONIC COMMUNITY,,8883 BROWNING DR,WATERVILLE,OH,43566,0,
WESTERN RESERVE MASONIC COMMUNITY,OHL00388,2188R,,3307213000,9375258335,hmordew@ohiomasonichome.org,SL-R,4931 NETTLETON ROAD,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,152,5/20/98,6/23/20,0,"WESTERN RESERVE MASONIC COMMUNITY, INC.",,,,,,1,
WESTERVILLE SENIOR LIVING,OHL42219,2874R,,6144234182,6149426089,ecefo@spectrumretirement.com,SL-R,363 BRAUN PLACE,WESTERVILLE,OH,43081,L12,ACTIVE,,FRANKLIN,144,11/18/19,11/18/19,0,"WESTERVILLE OPERATOR, LLC",,,,,,1,2
WESTERWOOD ASSISTED LIVING,OHL01201,2275R,,6148908285,6148916556,aeley@fvcolumbus.org,SL-R,5675 PONDEROSA DRIVE,COLUMBUS,OH,43231,L12,ACTIVE,,FRANKLIN,104,2/23/00,9/28/17,0,"FRIENDSHIP VILLAGE OF COLUMBUS, OHIO, INC.",6148908287,5800 FOREST HILLS BOULEVARD,COLUMBUS,OH,43231,1,1
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,,5138448004,5138950102,klawrence@community-first.org,SL-R,855 STAHLHEBER ROAD,HAMILTON,OH,45013,L12,ACTIVE,,BUTLER,46,1/1/66,2/25/03,0,COMMUNITY HOME ASSOCIATION,,,,,,0,
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,,5138448004,5138950102,klawrence@community-first.org,SL-R,855 STAHLHEBER ROAD,HAMILTON,OH,45013,L12,ACTIVE,,BUTLER,46,1/1/66,2/25/03,0,COLONIAL SENIOR SERVICES,5138568600,520 EATON AVENUE,HAMILTON,OH,45013,1,
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,,5138448004,5138950102,klawrence@community-first.org,SL-R,855 STAHLHEBER ROAD,HAMILTON,OH,45013,L12,ACTIVE,,BUTLER,46,1/1/66,2/25/03,0,FORT HAMILTON HEALTHCARE CORP,,520 EATON AVENUE,HAMILTON,OH,45013,0,
WESTOVER RETIREMENT COMMUNITY,OHL500107,0072R,,5138448004,5138950102,klawrence@community-first.org,SL-R,855 STAHLHEBER ROAD,HAMILTON,OH,45013,L12,ACTIVE,,BUTLER,46,1/1/66,2/25/03,0,COLUMBIA SENIOR SERVICES,,520 EATON AVENUE,HAMILTON,OH,45013,0,
WESTWOOD PLACE,OHL40336,2431R,,7404722200,7404725439,csteele@enlivant.com,SL-R,37950 AIRPORT ROAD,WOODSFIELD,OH,43793,L12,ACTIVE,,MONROE,62,8/23/05,4/7/09,0,WESTWOOD LANDING AID OPCO LLC,,,,,,1,2
WHISPERING PINES VILLAGE,OHL39985,2352R,,3304829400,3304823226,jburton@capitalseniorliving.net,SL-R,937 EAST PARK AVENUE,COLUMBIANA,OH,44408,L12,ACTIVE,,COLUMBIANA,113,12/13/01,2/2/16,0,"CSL WHISPERING PINES, LLC",,,,,,1,2
WICKSHIRE DEER PARK,OHL01648,2027R,,5137457600,5137457616,dwoods@wickshiresl.com,SL-R,3801 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,L12,ACTIVE,,HAMILTON,178,1/11/95,1/6/10,0,"S-H THIRTY-FIVE OPCO - AMBER PARK, LLC",,,,,,1,2
WICKSHIRE FAIRBORN,OHL02975,2333R,,9377549820,9377549830,jhamilton@wickshiresl.com,SL-R,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,93,6/19/01,8/12/08,0,PROVISION LIVING COMMUNITIES LLC,,,,,,0,2
WICKSHIRE FAIRBORN,OHL02975,2333R,,9377549820,9377549830,jhamilton@wickshiresl.com,SL-R,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,93,6/19/01,8/12/08,0,"HCP ESL FAIRBORN OH OPCO, LLC",,,,,,0,2
WICKSHIRE FAIRBORN,OHL02975,2333R,,9377549820,9377549830,jhamilton@wickshiresl.com,SL-R,2272 PARK HILLS DRIVE,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,93,6/19/01,8/12/08,0,"WICKSHIRE FAIRBORN OPCO, LLC",,,,,,1,2
WICKSHIRE POLAND,OHL00398,2211R,,3307071313,3307071411,cgeorge@wickshiresl.com,SL-R,335 WEST MCKINLEY WAY,POLAND,OH,44514,L12,ACTIVE,,MAHONING,85,9/2/98,11/13/03,0,WICKSHIRE POLAND OPCO LLC,3307071313,335 W. MCKINLEY WAY,YOUNGSTOWN,OH,44514,1,2
WICKSHIRE POLAND,OHL00398,2211R,,3307071313,3307071411,cgeorge@wickshiresl.com,SL-R,335 WEST MCKINLEY WAY,POLAND,OH,44514,L12,ACTIVE,,MAHONING,85,9/2/98,11/13/03,0,TWENTY PACK MANAGEMENT CORP.,,"1701 HIGHWAY, A1A, SUITE 304",VERO BEACH,FL,32963,0,2
WICKSHIRE POLAND,OHL00398,2211R,,3307071313,3307071411,cgeorge@wickshiresl.com,SL-R,335 WEST MCKINLEY WAY,POLAND,OH,44514,L12,ACTIVE,,MAHONING,85,9/2/98,11/13/03,0,"HCP YOUNGSTOWN OH OPCO, LLC",,,,,,0,2
WIGGINS PLACE,OHL40173,2411R,,2168316500,2168315492,ftwymon@menorahpark.org,SL-R,27070 CEDAR ROAD,BEACHWOOD,OH,44122,L12,ACTIVE,,CUYAHOGA,228,9/10/04,9/10/04,0,MENORAH PARK CENTER FOR SENIOR LIVING,,27100  CEDAR ROAD,BEACHWOOD,OH,44122,1,2
WILLARD HEALTHCARE,OHL32966,0415R,,4199350148,4199336448,msnook@hillstonehc.com,SL-R,370 EAST HOWARD STREET,WILLARD,OH,44890,L12,ACTIVE,,HURON,30,9/23/03,1/1/10,0,"PRISTINE SENIOR LIVING OF WILLARD, LLC",,,,,,0,2
WILLARD HEALTHCARE,OHL32966,0415R,,4199350148,4199336448,msnook@hillstonehc.com,SL-R,370 EAST HOWARD STREET,WILLARD,OH,44890,L12,ACTIVE,,HURON,30,9/23/03,1/1/10,0,"WILLARD HEALTHCARE, LLC",,,,,,1,2
WILLOW BROOK AT DELAWARE RUN,OHL41172,2540R,,7402015640,7402015740,hreed@willow-brook.org,SL-R,100 DELAWARE CROSSING WEST,DELAWARE,OH,43015,L12,ACTIVE,,DELAWARE,322,9/17/09,5/23/18,0,"WILLOW BROOK CHRISTIAN COMMUNITIES, INC",,,,,,1,
WILLOW BROOK CHRISTIAN HOME,OHL40225,1315R,,6148853300,6148858476,david@willow-brook.org,SL-R,55 LAZELLE ROAD,COLUMBUS,OH,43235,L12,ACTIVE,,FRANKLIN,34,3/10/05,3/10/05,0,WILLOW BROOK CHRISTIAN SERVICES,,100 WILLOW BROOK WAY S,DELAWARE,OH,43015,1,2
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,,5134225600,5134226532,legal@providencegrouphc.com,SL-R,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,L12,ACTIVE,,BUTLER,21,2/7/85,1/30/09,0,"MIDDLETOWN POST ACUTE, LLC",,,,,,1,2
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,,5134225600,5134226532,legal@providencegrouphc.com,SL-R,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,L12,ACTIVE,,BUTLER,21,2/7/85,1/30/09,0,"PRISTINE SENIOR LIVING OF MIDDLETOWN, LLC",,,,,,0,2
WILLOW KNOLL POST ACUTE AND SENIOR LIVING,OHL01888,1820R,,5134225600,5134226532,legal@providencegrouphc.com,SL-R,4400 VANNEST AVENUE,MIDDLETOWN,OH,45042,L12,ACTIVE,,BUTLER,21,2/7/85,1/30/09,0,"PREMIER ESTATES 520, LLC",,,,,,0,2
WILLOWS AT BELLEVUE THE,OHL40986,2507R,,4194835000,4194835022,christine.greilich@willowsatbellevue.com,SL-R,101 AUXILIARY DRIVE,BELLEVUE,OH,44811,L12,ACTIVE,,HURON,39,6/24/08,9/21/14,0,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",,,,,,1,2
WILLOWS AT WILLARD THE,OHL41637,2610R,,4199356511,4199331630,danielle.phillips@willowsatwillard.com,SL-R,1050 NEAL ZICK ROAD,WILLARD,OH,44890,L12,ACTIVE,,HURON,37,7/24/12,6/22/15,0,"TRILOGY HEALTHCARE OF HURON, LLC",4199356511,725 WESSOR AVENUE,WILLARD,OH,44890,1,2
