State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
BH RESIDENTIAL FACILITY - ADULT,BH6230,85339,READY4LIFE BEHAVIORAL HEALTH & COUNSELING LLC,5136 WEST ST KATERI DRIVE,BH6230,LAVEEN,AZ,MARICOPA,(602)677-0620,5
BH RESIDENTIAL FACILITY - ADULT,BH6275,85139,RECOVERY IN PROGESS LLC,46158 WEST MORNING VIEW LANE,BH6275,MARICOPA,AZ,PINAL,(623)451-9660,9
BH RESIDENTIAL FACILITY - ADULT,BH5584,85139,"RECOVERY IN PROGRESS, LLC",44980 WEST ED GREEN LANE,BH5584,MARICOPA,AZ,PINAL,(623)451-9660,6
BH RESIDENTIAL FACILITY - ADULT,BH4709,85345,"RECOVERY INNOVATIONS, INC.","11361 NORTH 99TH AVENUE, SUITE 107",BH4709,PEORIA,AZ,MARICOPA,(602)650-1212,13
BH RESIDENTIAL FACILITY - ADULT,BH6627,85205,RED MOUNTAIN REHAB,5327 EAST ENROSE CIRCLE,BH6627,MESA,AZ,MARICOPA,(480)243-5469,10
BH RESIDENTIAL FACILITY - ADULT,BH6432,85306,REDFIELD BEHAVIORAL HEALTH LLC,4842 WEST REDFIELD ROAD,BH6432,GLENDALE,AZ,MARICOPA,(602)888-6779,10
BH RESIDENTIAL FACILITY - ADULT,BH5154,86303,"REFLECTIONS RECOVERY CENTER, LLC",125 WEST CARLETON STREET,BH5154,PRESCOTT,AZ,YAVAPAI,(928)350-8275,10
BH RESIDENTIAL FACILITY - ADULT,BH6676,85138,REHEMA CARE LLC,41629 WEST AVELLA DRIVE,BH6676,MARICOPA,AZ,PINAL,(480)332-0086,6
BH RESIDENTIAL FACILITY - ADULT,BH4563,85138,REHOBOTH RESIDENTIAL FACILITY,19436 NORTH SMITH DRIVE,BH4563,MARICOPA,AZ,PINAL,(480)603-5286,5
BH RESIDENTIAL FACILITY - ADULT,BH5650,85138,REHOBOTH RESIDENTIAL FACILITY 2,41832 WEST ROSA DRIVE,BH5650,MARICOPA,AZ,PINAL,(480)603-5286,10
BH RESIDENTIAL FACILITY - ADULT,BH6726,85037,RELIANCE HEALTH SERVICES LLC,9005 WEST VERNON AVENUE,BH6726,PHOENIX,AZ,MARICOPA,(602)472-0105,5
BH RESIDENTIAL FACILITY - ADULT,BH6706,85041,RESILIENCE CARE LLC,2224 WEST NANCY LANE,BH6706,PHOENIX,AZ,MARICOPA,(480)434-3672,5
BH RESIDENTIAL FACILITY - ADULT,BH4911,85298,RICHLIN REGAL RESIDENCY,7872 SOUTH ABBEY LANE,BH4911,GILBERT,AZ,MARICOPA,(602)288-3657,10
BH RESIDENTIAL FACILITY - ADULT,BH5209,85298,RICHLIN REGAL RESIDENCY,2864 EAST BELLERIVE DRIVE,BH5209,GILBERT,AZ,MARICOPA,(602)288-3657,10
BH RESIDENTIAL FACILITY - ADULT,BH6503,85140,RICHLIN REGAL RESIDENCY,3573 EAST ODESSA DRIVE,BH6503,SAN TAN VALLEY,AZ,PINAL,(602)288-3657,10
BH RESIDENTIAL FACILITY - ADULT,BH6000,85298,RICHLIN REGAL RESIDENCY LLC,6671 SOUTH CRESTVIEW DRIVE,BH6000,GILBERT,AZ,MARICOPA,(602)288-3657,10
BH RESIDENTIAL FACILITY - ADULT,BH6388,85210,RIO DE VIDA,108 EAST 2ND AVENUE,BH6388,MESA,AZ,MARICOPA,(480)784-1514,40
BH RESIDENTIAL FACILITY - ADULT,BH6486,86442,"RIVYVE BEHAVIORAL HEALTH, INC.",2150 SILVER CREEK ROAD,BH6486,BULLHEAD CITY,AZ,MOHAVE,(928)296-8898,90
BH RESIDENTIAL FACILITY - ADULT,BH6756,85128,"RIZE ABOVE BEHAVIORAL HEALTH SERVICES, INC",1230 WEST HARDING AVENUE,BH6756,COOLIDGE,AZ,PINAL,(520)560-2800,5
BH RESIDENTIAL FACILITY - ADULT,BH5793,85083,ROSE BEHAVIORAL CARE,6520 WEST RANGE MULE DRIVE,BH5793,PHOENIX,AZ,MARICOPA,(440)668-8619,8
BH RESIDENTIAL FACILITY - ADULT,BH4922,85053,"ROXBURY COMMONS RESIDENTIAL, LLC",3847 WEST PORT ROYAL LANE,BH4922,PHOENIX,AZ,MARICOPA,(602)235-0767,10
BH RESIDENTIAL FACILITY - ADULT,BH6227,85027,ROYAL BEHAVIORAL HEALTH SERVICES L L C,19432 NORTH 3RD DRIVE,BH6227,PHOENIX,AZ,MARICOPA,(623)606-5661,10
BH RESIDENTIAL FACILITY - ADULT,BH5642,85053,"ROYAL BEHAVIORAL HEALTH SERVICES, LLC",3845 WEST MAUNA LOA,BH5642,PHOENIX,AZ,MARICOPA,(623)755-0431,8
BH RESIDENTIAL FACILITY - ADULT,BH5715,85020,"RTC MANAGEMENT GROUP, LLC",1340 EAST DESERT COVE,BH5715,PHOENIX,AZ,MARICOPA,(480)309-9945,10
BH RESIDENTIAL FACILITY - ADULT,BH4641,85750,SABINO RECOVERY,8505 EAST OCOTILLO DRIVE,BH4641,TUCSON,AZ,PIMA,(520)749-0020,30
BH RESIDENTIAL FACILITY - ADULT,BH5045,85041,SAFE HAVEN BEHAVIORAL HEALTH,2128 WEST BURGESS LANE,BH5045,PHOENIX,AZ,MARICOPA,(602)687-0557,5
BH RESIDENTIAL FACILITY - ADULT,BH6290,85041,SAFE HAVEN BEHAVIORAL HEALTH,2539 WEST SPENCER RUN,BH6290,PHOENIX,AZ,MARICOPA,(602)687-0557,5
BH RESIDENTIAL FACILITY - ADULT,BH6055,85014,"SAGAMAR BEHAVIORAL CARE HOME, LLC",4444 NORTH 13TH PLACE #3,BH6055,PHOENIX,AZ,MARICOPA,(323)899-1114,4
BH RESIDENTIAL FACILITY - ADULT,BH4508,85364,SAGUARO FOUNDATION COMMUNITY LIVING PROGRAMS,2620 SOUTH 16TH DRIVE,BH4508,YUMA,AZ,YUMA,(928)783-6069,6
BH RESIDENTIAL FACILITY - ADULT,BH4835,85350,SAGUARO FOUNDATION COMMUNITY LIVING PROGRAMS,726 WEST JACKSON STREET,BH4835,SOMERTON,AZ,YUMA,(928)783-6069,5
BH RESIDENTIAL FACILITY - ADULT,BH4048,85382,SALTER HOUSE,9834 WEST SALTER DRIVE,BH4048,PEORIA,AZ,MARICOPA,(623)234-2442,7
BH RESIDENTIAL FACILITY - ADULT,BH5399,85383,SALTER HOUSE #2,22432 NORTH 80TH LANE,BH5399,PEORIA,AZ,MARICOPA,(623)203-4708,10
BH RESIDENTIAL FACILITY - ADULT,BH6527,85339,SAMFEST BEHAVIORAL HOMECARE,6905 WEST CARTER ROAD,BH6527,LAVEEN,AZ,MARICOPA,(602)228-4834,10
BH RESIDENTIAL FACILITY - ADULT,BH6222,85138,SANANGA CARE HOMES LLC,41996 WEST QUINTO DRIVE,BH6222,MARICOPA,AZ,PINAL,(520)510-3638,6
BH RESIDENTIAL FACILITY - ADULT,BH6525,85032,"SANCTUARY SOBER LIVING, LLC",4324 EAST FRIESS DRIVE,BH6525,PHOENIX,AZ,MARICOPA,(480)797-2900,10
BH RESIDENTIAL FACILITY - ADULT,BH6613,85040,"SANKOFA, LLC",1761 EAST CHAMBERS STREET,BH6613,PHOENIX,AZ,MARICOPA,(623)326-0617,5
BH RESIDENTIAL FACILITY - ADULT,BH6555,85040,SANTIAGO HOME,1619 EAST CHANUTE PASS,BH6555,PHOENIX,AZ,MARICOPA,(480)232-8600,10
BH RESIDENTIAL FACILITY - ADULT,BH5987,85209,SAWYER HOUSE,2704 SOUTH SAWYER CIRCLE,BH5987,MESA,AZ,MARICOPA,(480)232-8600,8
BH RESIDENTIAL FACILITY - ADULT,BH5753,85260,SCOTTSDALE RECOVERY II LLC,11024 NORTH MILLER ROAD,BH5753,SCOTTSDALE,AZ,MARICOPA,(480)699-9044,10
BH RESIDENTIAL FACILITY - ADULT,BH5497,86305,SEAGLASS RECOVERY LLC,707 WEST GURLEY STREET,BH5497,PRESCOTT,AZ,YAVAPAI,(561)562-6279,20
BH RESIDENTIAL FACILITY - ADULT,BH6356,85021,"SEMPER FIDELIS BEHAVIORAL HEALTH CARE, LLC",8020 NORTH 17TH DRIVE,BH6356,PHOENIX,AZ,MARICOPA,(480)430-5491,5
BH RESIDENTIAL FACILITY - ADULT,BH3337,86004,SEQUELCARE OF  ARIZONA,6070 EAST TREADWAY TRAIL,BH3337,FLAGSTAFF,AZ,COCONINO,(928)777-3280,8
BH RESIDENTIAL FACILITY - ADULT,BH3144,86314,SEQUELCARE OF ARIZONA,3160 NORTH PINE VIEW DRIVE,BH3144,PRESCOTT VALLEY,AZ,YAVAPAI,(928)775-0369,10
BH RESIDENTIAL FACILITY - ADULT,BH3195,86004,SEQUELCARE OF ARIZONA,8800 NORTH MARY'S DRIVE,BH3195,FLAGSTAFF,AZ,COCONINO,(928)777-3280,8
BH RESIDENTIAL FACILITY - ADULT,BH3903,86401,SEQUELCARE OF ARIZONA,3240 HUALAPAI MOUNTAIN ROAD,BH3903,KINGMAN,AZ,MOHAVE,(928)753-2665,14
BH RESIDENTIAL FACILITY - ADULT,BH6272,85282,SERENE LIVING SPACES LLC,1039 EAST LOYOLA DRIVE,BH6272,TEMPE,AZ,MARICOPA,(480)687-9822,5
BH RESIDENTIAL FACILITY - ADULT,BH6674,85353,SERENE SURROUNDINGS BEHAVIORAL HOME,10612 WEST JONES AVENUE,BH6674,TOLLESON,AZ,MARICOPA,(623)298-7721,10
BH RESIDENTIAL FACILITY - ADULT,BH6001,85053,SERENITY BEHAVIORAL HEALTH LLC,15202 NORTH FLAMENCO DRIVE,BH6001,PHOENIX,AZ,MARICOPA,(520)302-6217,5
BH RESIDENTIAL FACILITY - ADULT,BH6069,85339,"SERENITY HOME CARE, L L C",4451 WEST SAINT ANNE AVENUE,BH6069,LAVEEN,AZ,MARICOPA,(858)216-5617,5
BH RESIDENTIAL FACILITY - ADULT,BH6420,85042,"SERENITY HOME CARE, LLC",6858 SOUTH 19TH STREET,BH6420,PHOENIX,AZ,MARICOPA,(858)216-5617,5
BH RESIDENTIAL FACILITY - ADULT,BH6682,85339,"SERENITY HOME CARE, LLC",7004 WEST SHUMWAY FARM ROAD,BH6682,LAVEEN,AZ,MARICOPA,(602)718-1933,5
BH RESIDENTIAL FACILITY - ADULT,BH5593,85296,SERENITY RESIDENTIAL HOMES,3722 EAST ORCHID COURT,BH5593,GILBERT,AZ,MARICOPA,(480)200-9183,8
BH RESIDENTIAL FACILITY - ADULT,BH6082,85248,SERENITY RESIDENTIAL HOMES,101 WEST HACKBERRY DRIVE,BH6082,CHANDLER,AZ,MARICOPA,(480)200-9183,5
BH RESIDENTIAL FACILITY - ADULT,BH5490,85142,SHALOM BEHAVIORAL CARE LLC,35301 NORTH BELGIAN BLUE COURT,BH5490,SAN TAN VALLEY,AZ,PINAL,(520)304-8856,5
BH RESIDENTIAL FACILITY - ADULT,BH6257,85132,"SHALOM BEHAVIORAL CARE, LLC",10612 EAST MARIGOLD LANE,BH6257,FLORENCE,AZ,PINAL,(480)687-0462,7
BH RESIDENTIAL FACILITY - ADULT,BH5979,85308,"SHALOM BEHAVIORAL HEALTH, LLC",4449 WEST KEATING CIRCLE,BH5979,GLENDALE,AZ,MARICOPA,(602)799-0030,5
BH RESIDENTIAL FACILITY - ADULT,BH6405,85028,SHEA HOME LLC,10435 NORTH 40TH STREET,BH6405,PHOENIX,AZ,MARICOPA,(480)266-2461,10
BH RESIDENTIAL FACILITY - ADULT,BH5693,85053,SIERRA BEHAVIORAL HEALTH,18427 NORTH 33RD AVENUE,BH5693,PHOENIX,AZ,MARICOPA,(843)424-7508,4
BH RESIDENTIAL FACILITY - ADULT,BH3923,85739,"SIERRA TUCSON, LLC",39580 SOUTH LAGO DEL ORO PARKWAY,BH3923,TUCSON,AZ,PIMA,(520)624-4000,138
BH RESIDENTIAL FACILITY - ADULT,BH1770,85019,"SIX PINES, ARIZONA HEALTH CARE",5344 NORTH 40TH LANE,BH1770,PHOENIX,AZ,MARICOPA,(602)230-2222,8
BH RESIDENTIAL FACILITY - ADULT,BH6316,85338,SKA-SHIFRA FACILITY,926 SOUTH 176TH AVENUE,BH6316,GOODYEAR,AZ,MARICOPA,(623)282-0663,5
BH RESIDENTIAL FACILITY - ADULT,BH4983,85303,SKA-SHIFRA GROUP HOME,7136 NORTH 73RD DRIVE,BH4983,GLENDALE,AZ,MARICOPA,(623)299-1060,10
BH RESIDENTIAL FACILITY - ADULT,BH4517,85215,SOBA MESA LLC,3755 EAST MENLO STREET,BH4517,MESA,AZ,MARICOPA,(480)664-4053,10
BH RESIDENTIAL FACILITY - ADULT,BH5685,85331,SOBERMAN'S ESTATE,3010 EAST CLOUD ROAD,BH5685,CAVE CREEK,AZ,MARICOPA,(602)295-8013,10
BH RESIDENTIAL FACILITY - ADULT,BH4677,85381,SONORAN SKY COMMUNITY SERVICES,7524 WEST ALEXANDRIA WAY,BH4677,PEORIA,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH4701,85302,SONORAN SKY COMMUNITY SERVICES,4912 WEST ECHO LANE,BH4701,GLENDALE,AZ,MARICOPA,(602)216-0518,5
BH RESIDENTIAL FACILITY - ADULT,BH5001,85301,SONORAN SKY COMMUNITY SERVICES,5148 WEST FRIER DRIVE,BH5001,GLENDALE,AZ,MARICOPA,(602)216-0518,5
BH RESIDENTIAL FACILITY - ADULT,BH5295,85021,SONORAN SKY COMMUNITY SERVICES,1745 WEST LAWRENCE LANE,BH5295,PHOENIX,AZ,MARICOPA,(602)216-0518,5
BH RESIDENTIAL FACILITY - ADULT,BH4769,85308,SONORAN SKY COMMUNITY SERVICES - 42ND AVE,19808 NORTH 42ND AVENUE,BH4769,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH5016,85308,SONORAN SKY COMMUNITY SERVICES - BEHREND,4214 WEST BEHREND DRIVE,BH5016,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH4573,85308,"SONORAN SKY COMMUNITY SERVICES, INC.",3912 WEST POTTER DRIVE,BH4573,GLENDALE,AZ,MARICOPA,(602)885-3252,4
BH RESIDENTIAL FACILITY - ADULT,BH5176,85308,"SONORAN SKY COMMUNITY SERVICES, INC.",4226 WEST MARCO POLO ROAD,BH5176,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH4806,85302,SONORAN SKY COMMUNITY SERVICES-DESERT JEWEL,5650 WEST DESERT JEWEL DRIVE,BH4806,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH4807,85302,SONORAN SKY COMMUNITY SERVICES-HARMONT,5651 WEST HARMONT DRIVE,BH4807,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH4808,85302,SONORAN SKY COMMUNITY SERVICES-LOMA LANE,8028 NORTH 56TH LANE,BH4808,GLENDALE,AZ,MARICOPA,(602)216-0518,4
BH RESIDENTIAL FACILITY - ADULT,BH5367,85022,SONORAN SKY COMMUNITY SERVICES-TIERRA BUENA GROUP HOME,417 EAST TIERRA BUENA,BH5367,PHOENIX,AZ,MARICOPA,(602)603-1735,5
BH RESIDENTIAL FACILITY - ADULT,BH616,85257,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC - SHERIDAN GROUP HOME",7626 EAST SHERIDAN,BH616,SCOTTSDALE,AZ,MARICOPA,(602)285-4226,5
BH RESIDENTIAL FACILITY - ADULT,BH3798,85004,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. -  STAR",313 EAST WILLETTA STREET,BH3798,PHOENIX,AZ,MARICOPA,(602)257-9339,16
BH RESIDENTIAL FACILITY - ADULT,BH3800,85003,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - TOBY I",303 WEST WILLETTA STREET,BH3800,PHOENIX,AZ,MARICOPA,(602)257-9339,16
BH RESIDENTIAL FACILITY - ADULT,BH253,85040,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - VILLA AGAVE",7439 SOUTH 7TH STREET,BH253,PHOENIX,AZ,MARICOPA,(602)257-9339,16
BH RESIDENTIAL FACILITY - ADULT,BH841,85009,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.- HAVEN",2313 WEST YUMA,BH841,PHOENIX,AZ,MARICOPA,(602)257-9339,16
BH RESIDENTIAL FACILITY - ADULT,BH051,85040,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.-COMMUNITY TRANSITION PROGRAM",4015 SOUTH 7TH STREET,BH051,PHOENIX,AZ,MARICOPA,(602)285-4330,14
BH RESIDENTIAL FACILITY - ADULT,BH3794,85029,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.-DESERT COVE",1601 WEST DESERT COVE AVENUE,BH3794,PHOENIX,AZ,MARICOPA,(602)257-9339,15
BH RESIDENTIAL FACILITY - ADULT,BH1863,85541,"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.-ROUND VALLEY RESIDENTIAL",8985 WEST STAGELINE ROAD,BH1863,PAYSON,AZ,GILA,(602)285-4226,16
BH RESIDENTIAL FACILITY - ADULT,BH4510,86442,SOUTHWEST BEHAVIORAL HEALTH SERVICES-MARINA POINTE,401 EMERY STREET,BH4510,BULLHEAD CITY,AZ,MOHAVE,(928)763-7776,10
BH RESIDENTIAL FACILITY - ADULT,BH6431,86326,"SPECTRUM HEALTHCARE GROUP, INC",636 NORTH MAIN STREET,BH6431,COTTONWOOD,AZ,YAVAPAI,(928)634-2236,12
BH RESIDENTIAL FACILITY - ADULT,BH2871,86326,"SPECTRUM HEALTHCARE GROUP, INC.","8 EAST COTTONWOOD STREET, BUILDING B",BH2871,COTTONWOOD,AZ,YAVAPAI,(928)634-2236,12
BH RESIDENTIAL FACILITY - ADULT,BH5703,85705,SPIRIT HEALING,"870 WEST MIRACLE MILE, BLDG B",BH5703,TUCSON,AZ,PIMA,(520)203-8101,21
BH RESIDENTIAL FACILITY - ADULT,BH6084,85143,SPRINGS OF HOPE BEHAVIORAL HOME,1224 WEST VINEYARD PLAINS DRIVE,BH6084,SAN TAN VALLEY,AZ,PINAL,(480)434-8670,5
BH RESIDENTIAL FACILITY - ADULT,BH6737,85323,SPRINGS OF JOY BH,11245 WEST CHASE DRIVE,BH6737,AVONDALE,AZ,MARICOPA,(623)289-7941,5
BH RESIDENTIAL FACILITY - ADULT,BH5278,85323,"SPRINGS OF JOY, LLC",613 SOUTH 125TH AVENUE,BH5278,AVONDALE,AZ,MARICOPA,(253)228-7140,5
BH RESIDENTIAL FACILITY - ADULT,BH5621,85041,STARGATE BEHAVIORAL HEALTH,1924 WEST ALTA VISTA ROAD,BH5621,PHOENIX,AZ,MARICOPA,(216)630-9350,5
BH RESIDENTIAL FACILITY - ADULT,BH6478,85303,STARGATE BEHAVIORAL HEALTH SERVICES LLC,7346 NORTH 72ND AVENUE,BH6478,GLENDALE,AZ,MARICOPA,(216)630-9350,10
BH RESIDENTIAL FACILITY - ADULT,BH5418,85022,STAROAKS BEHAVIORAL HOME,17644 NORTH 17TH STREET,BH5418,PHOENIX,AZ,MARICOPA,(713)909-6953,5
BH RESIDENTIAL FACILITY - ADULT,BH5894,85024,STAROAKS BEHAVIORAL HOME,1112 EAST IRMA LANE,BH5894,PHOENIX,AZ,MARICOPA,(713)909-6953,9
BH RESIDENTIAL FACILITY - ADULT,BH6749,85122,STAROAKS BEHAVIORAL HOME CORPORATION,1642 EAST CARDINAL DRIVE,BH6749,CASA GRANDE,AZ,PINAL,(713)909-6953,6
BH RESIDENTIAL FACILITY - ADULT,BH6266,85037,START LIVING BEHAVIOR HEALTH CENTER LLC,9136 WEST BERKELEY ROAD,BH6266,PHOENIX,AZ,MARICOPA,(602)237-2768,5
BH RESIDENTIAL FACILITY - ADULT,BH2607,85298,STEP TWO RECOVERY CENTER,3771 EAST BROOKS FARM ROAD,BH2607,GILBERT,AZ,MARICOPA,(480)988-3376,8
BH RESIDENTIAL FACILITY - ADULT,BH6543,85024,STERLING RESIDENCES,2301 EAST LONE CACTUS DRIVE,BH6543,PHOENIX,AZ,MARICOPA,(480)868-8697,10
BH RESIDENTIAL FACILITY - ADULT,BH6365,85041,STONE STEPS LLC,3255 WEST JESSICA LANE,BH6365,PHOENIX,AZ,MARICOPA,(775)685-0156,5
BH RESIDENTIAL FACILITY - ADULT,BH6460,85029,STRONG HOLD BEHAVIORAL HEALTH HOMES,2001 WEST SUNNYSIDE AVENUE,BH6460,PHOENIX,AZ,MARICOPA,(602)944-1790,5
BH RESIDENTIAL FACILITY - ADULT,BH6619,85043,STRONG HOLD BEHAVIORAL HEALTH HOMES,2209 SOUTH 65TH DRIVE,BH6619,PHOENIX,AZ,MARICOPA,(602)944-1790,5
BH RESIDENTIAL FACILITY - ADULT,BH6238,85138,STRONG HOUSE OF HEALING,40800 WEST RIO GRANDE DRIVE,BH6238,MARICOPA,AZ,PINAL,(602)832-9500,4
BH RESIDENTIAL FACILITY - ADULT,BH6445,85143,SUCCESS RESIDENCE LLC,5120 EAST WALLACE WAY,BH6445,SAN TAN VALLEY,AZ,PINAL,(480)616-4067,10
BH RESIDENTIAL FACILITY - ADULT,BH4830,85396,SUCCESSFUL JOURNEYS II,20969 WEST THOMAS ROAD,BH4830,BUCKEYE,AZ,MARICOPA,(623)478-9400,6
BH RESIDENTIAL FACILITY - ADULT,BH5170,85021,SUCCESSFUL JOURNEYS III,2106 WEST VISTA AVENUE,BH5170,PHOENIX,AZ,MARICOPA,(623)478-9400,5
BH RESIDENTIAL FACILITY - ADULT,BH3254,85395,"SUCCESSFUL JOURNEYS, LLC",4434 NORTH 153RD LANE,BH3254,GOODYEAR,AZ,MARICOPA,(623)478-9400,6
BH RESIDENTIAL FACILITY - ADULT,BH6117,86301,"SUMMIT BEHAVIORAL HEALTH OF AZ, LLC","1989 WILLOW LAKE ROAD, (BLDG 103-105)",BH6117,PRESCOTT,AZ,YAVAPAI,(928)231-2449,48
BH RESIDENTIAL FACILITY - ADULT,BH5178,85201,SUMMIT BHC MESA,860 NORTH CENTER STREET,BH5178,MESA,AZ,MARICOPA,(480)464-5764,40
BH RESIDENTIAL FACILITY - ADULT,BH4455,85345,SUNRISE BEHAVIORAL HEALTH,9280 WEST SUNNYSLOPE LANE,BH4455,PEORIA,AZ,MARICOPA,(623)242-6408,9
BH RESIDENTIAL FACILITY - ADULT,BH6181,85339,SUPERIOR BEHAVIORAL CARE,7028 SOUTH 58TH AVENUE,BH6181,LAVEEN,AZ,MARICOPA,(480)823-8848,10
BH RESIDENTIAL FACILITY - ADULT,BH6241,85032,"SWEETWATER BEHAVIORAL HEALTH SERVICES, LLC",4132 EAST SWEETWATER AVENUE,BH6241,PHOENIX,AZ,MARICOPA,(623)229-5825,9
BH RESIDENTIAL FACILITY - ADULT,BH6671,85032,SWEETWATER PLACE,13209 NORTH 27TH PLACE,BH6671,PHOENIX,AZ,MARICOPA,(480)580-8244,10
BH RESIDENTIAL FACILITY - ADULT,BH5704,86409,SYCAMORE HOUSE,1743 SYCAMORE AVENUE,BH5704,KINGMAN,AZ,MOHAVE,(928)757-8111,10
BH RESIDENTIAL FACILITY - ADULT,BH5236,85712,TENDER LOVING CARE HOME LLC,6010 EAST SENECA STREET,BH5236,TUCSON,AZ,PIMA,(520)250-7898,10
BH RESIDENTIAL FACILITY - ADULT,BH5666,85710,TENDER LOVING CARE HOME LLC,509 SOUTH STAUNTON DRIVE,BH5666,TUCSON,AZ,PIMA,(520)250-7898,10
BH RESIDENTIAL FACILITY - ADULT,BH4550,85710,"TENDER LOVING CARE HOME, LLC",7232 EAST MONTECITO DRIVE,BH4550,TUCSON,AZ,PIMA,(520)546-1724,6
BH RESIDENTIAL FACILITY - ADULT,BH5427,85353,TEPA BEH. HEALTHCARE SERVICES,12217 WEST WINSLOW AVENUE,BH5427,TOLLESON,AZ,MARICOPA,(623)202-9583,5
BH RESIDENTIAL FACILITY - ADULT,BH6088,85041,THE FAMILY HOUSE BEHAVIORAL SERVICES LLC,3017 WEST PECAN ROAD,BH6088,PHOENIX,AZ,MARICOPA,(602)314-6768,5
BH RESIDENTIAL FACILITY - ADULT,BH2956,86004,"THE GUIDANCE CENTER, INC.",2697 EAST INDUSTRIAL DRIVE,BH2956,FLAGSTAFF,AZ,COCONINO,(928)527-1899,16
BH RESIDENTIAL FACILITY - ADULT,BH4886,86004,"THE GUIDANCE CENTER, INC.",2187 NORTH VICKEY STREET,BH4886,FLAGSTAFF,AZ,COCONINO,(928)527-1899,11
BH RESIDENTIAL FACILITY - ADULT,BH5462,85019,"THE HAMPTON HOUSE, LLC",3638 WEST DENTON LANE,BH5462,PHOENIX,AZ,MARICOPA,(602)320-1166,10
BH RESIDENTIAL FACILITY - ADULT,BH053,85719,THE HAVEN,"1017, 1025 AND 1107 EAST ADELAIDE DRIVE",BH053,TUCSON,AZ,PIMA,(520)623-4590,54
BH RESIDENTIAL FACILITY - ADULT,BH5538,85262,THE HOPE HOUSE #1,28901 NORTH 114TH STREET,BH5538,SCOTTSDALE,AZ,MARICOPA,(480)585-2595,10
BH RESIDENTIAL FACILITY - ADULT,BH5539,85255,THE HOPE HOUSE #2 LLC,9220 EAST VEREDA SOLANA DRIVE,BH5539,SCOTTSDALE,AZ,MARICOPA,(480)585-2595,10
BH RESIDENTIAL FACILITY - ADULT,BH4044,85629,THE OASIS HOME LLC,845 WEST CALLE BARBITAS,BH4044,SAHUARITA,AZ,PIMA,(520)777-5215,10
BH RESIDENTIAL FACILITY - ADULT,BH2831,85629,"THE OASIS HOME, LLC",78 EAST VIA TERESITA,BH2831,SAHUARITA,AZ,PIMA,(520)777-4547,10
BH RESIDENTIAL FACILITY - ADULT,BH6078,85041,THE OLIVE FOUNDATION,6638 SOUTH 6TH AVENUE,BH6078,PHOENIX,AZ,MARICOPA,(202)640-0238,5
BH RESIDENTIAL FACILITY - ADULT,BH6714,85029,THE PHOENIX HOUSE,11624 NORTH 31ST DRIVE,BH6714,PHOENIX,AZ,MARICOPA,(928)899-8585,5
BH RESIDENTIAL FACILITY - ADULT,BH4797,86325,THE SANCTUARY AT SEDONA,2605 SOUTH CACTUS ROAD,BH4797,CORNVILLE,AZ,YAVAPAI,(928)639-1300,12
BH RESIDENTIAL FACILITY - ADULT,BH4484,85756,THE VILLAS,6849 SOUTH TACKWEED WAY,BH4484,TUCSON,AZ,PIMA,(520)288-8285,10
BH RESIDENTIAL FACILITY - ADULT,BH6636,85335,"THE WAY HOME BEHAVIORAL HEALTH, LLC",12334 WEST ASTER DRIVE,BH6636,EL MIRAGE,AZ,MARICOPA,(928)207-5139,5
BH RESIDENTIAL FACILITY - ADULT,BH2325,85207,"TILDA MANOR, INC",1404 NORTH ANANEA STREET,BH2325,MESA,AZ,MARICOPA,(480)830-8588,6
BH RESIDENTIAL FACILITY - ADULT,BH2683,85297,"TILDA MANOR, INC.",3583 EAST WILDHORSE DRIVE,BH2683,GILBERT,AZ,MARICOPA,(480)988-5611,10
BH RESIDENTIAL FACILITY - ADULT,BH3133,85298,"TILDA MANOR, INC.",5985 SOUTH MACK COURT,BH3133,GILBERT,AZ,MARICOPA,(480)457-8297,9
BH RESIDENTIAL FACILITY - ADULT,BH3704,85204,"TILDA MANOR, INC.",3228 EAST ISABELLA AVENUE,BH3704,MESA,AZ,MARICOPA,(480)457-8297,8
BH RESIDENTIAL FACILITY - ADULT,BH4059,85298,"TILDA MANOR, INC.",6229 SOUTH MOCCASIN TRAIL,BH4059,GILBERT,AZ,MARICOPA,(480)457-8742,7
