State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity,Date Accessed
ASSISTED LIVING HOME-DIRECTED,AL4819,85029,Rosewood Care Home,3707 WEST ROSEWOOD AVENUE,AL4819H,Phoenix,AZ,Maricopa,(602)938-6631,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11440,85648,"Royal Assisted Living, Inc.",1045 CAMINO CARALAMPI,AL11440H,Rio Rico,AZ,Santa Cruz,(520)313-5334,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9259,85379,"Royal Caribbean Assisted Living Home, Llc",15844 WEST CARIBBEAN LANE,AL9259H,Surprise,AZ,Maricopa,(602)434-0241,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10747,85387,Royal Oak 2,25786 NORTH DESERT MESA DRIVE,AL10747H,Surprise,AZ,Maricopa,(623)233-6907,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6842,85387,Royal Oak Assisted Living Home,25661 NORTH DESERT MESA DRIVE,AL6842H,Surprise,AZ,Maricopa,(623)792-7185,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10121,85379,Royal Paradise Care Llc,15257 NORTH 135TH DRIVE,AL10121H,Surprise,AZ,Maricopa,(623)556-5919,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10250,85249,Royalty Assisted Living Llc,5670 SOUTH EUCALYPTUS PLACE,AL10250H,Chandler,AZ,Maricopa,(480)228-8048,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11013,85215,"Royalty Home Care Solutions, Llc",6551 EAST MENLO STREET,AL11013H,Mesa,AZ,Maricopa,(480)257-4900,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11849,85212,Rubidium Assisted Living Home Llc,10031 EAST RUBIDIUM AVENUE,AL11849H,Mesa,AZ,Maricopa,(480)292-8603,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10748,85249,"Rustic River Homes, Llc",2124 EAST FIRESTONE DRIVE,AL10748H,Chandler,AZ,Maricopa,(480)659-1076,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9920,86334,"Rutledge Ranch Retreat, Llc",1575 WEST SLICK HORN ALLEY,AL9920H,Paulden,AZ,Yavapai,(928)583-5060,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7052,85018,"Sacred Heart Homes, Inc",3828 NORTH 36TH STREET,AL7052H,Phoenix,AZ,Maricopa,(602)277-8721,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11482,85205,Sacred Life Assisted Living Home Llc,4941 EAST ENCANTO STREET,AL11482H,Mesa,AZ,Maricopa,(480)687-1103,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11785,85050,Sage House - Expedition,3820 EAST EXPEDITION WAY,AL11785H,Phoenix,AZ,Maricopa,(602)926-7298,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11143,85254,Sage House - Hartford,5239 EAST HARTFORD AVENUE,AL11143H,Scottsdale,AZ,Maricopa,(480)516-2979,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9180,85755,"Saguaro Ranch Luxury Assisted Living, Llc",12301 NORTH CAMINO DEL PLATA,AL9180H,Tucson,AZ,Pima,(520)490-4222,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11773,85122,Saint Raphael Assisted Living Home,1538 EAST JAHNS DRIVE,AL11773H,Casa Grande,AZ,Pinal,(520)759-7670,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5017,85743,Sakuta'S Loving Heart Assisted Living Home,6445 NORTH DESERT FOOTHILLS DRIVE,AL5017H,Tucson,AZ,Pima,(520)572-1057,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4577,85743,Sakuta'S Young At Heart Assisted Living Home,6521 NORTH SILVERBELL ROAD,AL4577H,Tucson,AZ,Pima,(520)744-7962,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10411,85249,Salt Cedar Assisted Living Home,6541 SOUTH SALT CEDAR PLACE,AL10411H,Chandler,AZ,Maricopa,(480)629-4690,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11630,85382,Salter Springs Assisted Living Llc,8648 WEST SALTER DRIVE,AL11630H,Peoria,AZ,Maricopa,(623)399-9191,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6201,85629,"San Judas Adult Care Home, Llc",17380 SOUTH CAMINO CARTAGENA,AL6201H,Sahuarita,AZ,Pima,(520)399-2118,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7724,85042,San Judas Group Home,7603 SOUTH 13TH PLACE,AL7724H,Phoenix,AZ,Maricopa,(602)643-5932,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1943,85704,"San Nicolas Assisted Living Home Nw, Inc.",1362 WEST SAN NICOLAS DRIVE,AL1943H,Tucson,AZ,Pima,(520)742-4581,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5179,85704,San Nicolas Ii,6767 NORTH LEONARDO DA VINCI WAY,AL5179H,Tucson,AZ,Pima,(520)742-4581,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6243,85711,San Paulo Village Assisted Living Home,6012 EAST 25TH STREET,AL6243H,Tucson,AZ,Pima,(520)747-3851,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10127,85143,San Tan Valley Assisted Living Ii,35750 NORTH BELGIAN BLUE COURT,AL10127H,San Tan Valley,AZ,Pinal,(602)931-7894,4,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11629,85388,Sanctuary Assisted Living Llc,18003 WEST MAUNA LOA LANE,AL11629H,Surprise,AZ,Maricopa,(623)256-6786,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8018,85310,Sanctuary I Assisted Living,3870 WEST ALAMEDA ROAD,AL8018H,Glendale,AZ,Maricopa,(623)434-2185,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6153,85710,"Santo Nino Adult Care Home, Llc",2290 SOUTH QUAIL HOLLOW DRIVE,AL6153H,Tucson,AZ,Pima,(520)751-9109,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11701,85212,"Santorini Villas Assisted Living Home, Llc",10862 EAST REMBRANDT AVENUE,AL11701H,Mesa,AZ,Maricopa,(480)246-9055,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9489,85048,Sapphire Elite Care Home Llc,4350 EAST MOUNTAIN VISTA DRIVE,AL9489H,Phoenix,AZ,Maricopa,(408)821-6214,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7280,85224,Saragosa Mc Assisted Living Facility,1691 WEST SARAGOSA STREET,AL7280H,Chandler,AZ,Maricopa,(480)214-3226,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11685,85024,Scarlett Care Alh,20652 NORTH 16TH WAY,AL11685H,Phoenix,AZ,Maricopa,(623)516-9762,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6095,85254,Scottsdale Adult Care Home,6943 EAST LUDLOW DRIVE,AL6095H,Scottsdale,AZ,Maricopa,(480)699-3721,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8506,85259,Scottsdale Foothills Assisted Living,10474 EAST CORRINE DRIVE,AL8506H,Scottsdale,AZ,Maricopa,(951)565-0172,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7942,85260,Scottsdale North Inc A L,9883 EAST CORTEZ STREET,AL7942H,Scottsdale,AZ,Maricopa,(480)682-8974,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11670,85254,Scottsdale Palms Assisted Living Llc,12202 NORTH 68TH PLACE,AL11670H,Scottsdale,AZ,Maricopa,(480)201-3700,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9984,85254,Scottsdale Quarter Assisted Living,6321 EAST EVANS DRIVE,AL9984H,Scottsdale,AZ,Maricopa,(609)456-5625,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6621,85749,Searles Care Home,11109 EAST TANQUE VERDE ROAD,AL6621H,Tucson,AZ,Pima,(520)749-3772,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11456,85281,Secret Gardens Assisted Living,1320 WEST 7TH STREET,AL11456H,Tempe,AZ,Maricopa,(480)912-0125,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11484,85395,Sedellas Assisted Living Llc,4538 NORTH 183RD AVENUE,AL11484H,Goodyear,AZ,Maricopa,(586)722-8108,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9359,85741,Sedona Garden Assisted Living,5931 NORTH JAYNES CIRCLE,AL9359H,Tucson,AZ,Pima,(520)971-2539,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11384,85711,Senior Care Assisted Living Llc,5901 EAST JUAREZ STREET,AL11384H,Tucson,AZ,Pima,(520)309-6708,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9548,85120,Senior Haven Assisted Living Home,1111 WEST SUPERSTITION BLVD,AL9548H,Apache Junction,AZ,Pinal,(480)625-1938,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10826,85254,Senior Paradise Living,5045 EAST PARADISE LANE,AL10826H,Scottsdale,AZ,Maricopa,(602)494-7101,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11573,85086,"Senior Sanctuary Of Anthem, Llc.",2213 WEST KELLER COURT,AL11573H,Anthem,AZ,Maricopa,(602)909-9550,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11135,85053,Senior Serenity Assisted Living,3123 WEST SEQUOIA WAY,AL11135H,Phoenix,AZ,Maricopa,(602)384-7468,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11865,85254,Senior Valley Assisted Living Llc,5241 EAST ANDERSON DRIVE,AL11865H,Scottsdale,AZ,Maricopa,(503)716-2033,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10108,85083,Seniors Preserve-Assisted Living Home Llc,6522 WEST BENT TREE DRIVE,AL10108H,Phoenix,AZ,Maricopa,(623)476-5056,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8296,85298,"Serenade Assisted Living, Llc",25403 SOUTH 154TH STREET,AL8296H,Gilbert,AZ,Maricopa,(480)792-6801,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11590,85254,"Serendipity In The Sun, Llc",6501 EAST CORRINE DRIVE,AL11590H,Scottsdale,AZ,Maricopa,(480)758-5758,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10953,85251,"Serene Valley Assisted Living Home, Llc",8704 EAST AMELIA AVENUE,AL10953H,Scottsdale,AZ,Maricopa,(480)580-5035,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11034,86406,Serenity Assisted Living,3677 BLUE COLT DRIVE,AL11034H,Lake Havasu City,AZ,Mohave,(928)505-3908,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11683,85048,Serenity Assisted Living At Lakewood,3540 EAST BROOKWOOD COURT,AL11683H,Phoenix,AZ,Maricopa,(602)315-4979,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8394,85379,Serenity Care Home,13365 WEST BANFF LANE,AL8394H,Surprise,AZ,Maricopa,(623)326-4542,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11579,85711,Serenity Luxury Living L L C,5522 EAST BURNS STREET,AL11579H,Tucson,AZ,Pima,(520)771-9641,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8671,85266,Serenity Of North Scottsdale,29750 NORTH 77TH PLACE,AL8671H,Scottsdale,AZ,Maricopa,(480)585-9757,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10220,85712,Serenity Place Assisted Living,4645 EAST SAN CARLOS PLACE,AL10220H,Tucson,AZ,Pima,(520)867-8599,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10233,85296,Serenity Springs,3100 EAST PALO VERDE STREET,AL10233H,Gilbert,AZ,Maricopa,(602)423-0569,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10691,85260,Serva Assisted Living Of Scottsdale,7412 EAST WETHERSFIELD ROAD,AL10691H,Scottsdale,AZ,Maricopa,(480)471-8600,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9619,85215,Seven Haven Ii Llc,6456 EAST ORION STREET,AL9619H,Mesa,AZ,Maricopa,(480)985-4812,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7214,85205,Seven Haven Llc,4833 EAST MC LELLAN ROAD,AL7214H,Mesa,AZ,Maricopa,(480)325-8227,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8846,85749,"Shady Lane Living, Inc.",11240 EAST SHADY LANE,AL8846H,Tucson,AZ,Pima,(520)749-4846,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4865,85234,Shady Pines Care Home,3178 EAST VAUGHN AVENUE,AL4865H,Gilbert,AZ,Maricopa,(480)306-6568,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9420,85254,Shea Estates Assisted Living,6101 EAST VOLTAIRE AVENUE,AL9420H,Scottsdale,AZ,Maricopa,(480)471-8206,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10828,85028,Shea Manor Assisted Living Home,10433 NORTH 43RD STREET,AL10828H,Phoenix,AZ,Maricopa,(602)935-3271,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11461,85205,Shepherd Manor Llc,1651 NORTH 58TH STREET,AL11461H,Mesa,AZ,Maricopa,(602)703-6889,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11213,85037,Sheridan Garden Assisted Living,2209 NORTH RASCON LOOP,AL11213H,Phoenix,AZ,Maricopa,(623)907-4678,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6223,85303,Sheridan Garden Assisted Living,7419 NORTH 82ND LANE,AL6223H,Glendale,AZ,Maricopa,(602)909-9026,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11690,85305,Sheridan Garden Assisted Living Home,8322 WEST OREGON AVENUE,AL11690H,Glendale,AZ,Maricopa,(623)877-0055,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL3254,85037,Sheridan Garden Assisted Living Home,8937 WEST SHERIDAN,AL3254H,Phoenix,AZ,Maricopa,(602)909-9026,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11786,85257,Sherwood Heights Adult Living,5813 EAST LEWIS AVENUE,AL11786H,Scottsdale,AZ,Maricopa,(602)463-0777,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5391,85706,"Sierra Adult Care, Llc",4933 SOUTH CASSIA WAY,AL5391H,Tucson,AZ,Pima,(520)573-0365,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1140,85739,"Sierra Madre Adult Care Home, Inc.",15525 NORTH LAGO DEL ORO PKWY,AL1140H,Tucson,AZ,Pima,(520)825-9172,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8772,85339,Sierra Vista Assisted Living,3331 WEST IAN DRIVE,AL8772H,Laveen,AZ,Maricopa,(602)628-3642,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11592,85306,Silver Age Residential Care Ii,5019 WEST PARADISE LANE,AL11592H,Glendale,AZ,Maricopa,(602)595-7092,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11593,85051,Silver Age Residential Care Iii,3802 WEST BROWN STREET,AL11593H,Phoenix,AZ,Maricopa,(602)595-7092,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0755,85254,Silver Bells Adult Care Home,5248 EAST MARCONI AVENUE,AL0755H,Scottsdale,AZ,Maricopa,(602)404-0349,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6377,85254,Silver Bells Ii,5541 EAST ANGELA DRIVE,AL6377H,Scottsdale,AZ,Maricopa,(602)293-3488,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10184,85345,Silver Creek Assisted Living,11524 NORTH 86TH AVENUE,AL10184H,Peoria,AZ,Maricopa,(623)374-2355,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10894,85308,Silver Crown Senior Home,20706 NORTH 74TH LANE,AL10894H,Glendale,AZ,Maricopa,(602)585-3934,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7360,85741,Silver Moon Assisted Living Home,3690 WEST ARROWWOOD PLACE,AL7360H,Tucson,AZ,Pima,(520)531-1366,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10845,85027,Silver Star Assisted Living,1851 WEST BEHREND DRIVE,AL10845H,Phoenix,AZ,Maricopa,(623)565-6680,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11196,85053,Silver Sunset Home Care,3116 WEST DAILEY STREET,AL11196H,Phoenix,AZ,Maricopa,(602)504-0915,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7182,85224,Silvergate Assisted Living Home,2144 WEST MANOR STREET,AL7182H,Chandler,AZ,Maricopa,(480)786-3412,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6570,85716,Simancas Assisted Living Home,550 SOUTH COUNTRY CLUB ROAD,AL6570H,Tucson,AZ,Pima,(520)207-0442,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11237,85253,Simply Together Alh Llc,8635 NORTH VIA LA SERENA,AL11237H,Paradise Valley,AZ,Maricopa,(480)590-6529,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11044,85253,Simply Together L L C,6710 EAST FANFOL DRIVE,AL11044H,Paradise Valley,AZ,Maricopa,(623)312-5635,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8120,85018,Sinai Assisted Living Home,3802 NORTH 35TH STREET,AL8120H,Phoenix,AZ,Maricopa,(602)885-9788,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11507,85718,Skyline At Mina Vista Assisted Living,5910 NORTH MINA VISTA,AL11507H,Tucson,AZ,Pima,(520)771-1480,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10642,85050,Soft Touch Assisted Living Llc,3569 EAST UTOPIA ROAD,AL10642H,Phoenix,AZ,Maricopa,(602)935-3110,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11451,85140,Sonora Desert,359 WEST TAMARACK DRIVE,AL11451H,San Tan Valley,AZ,Pinal,(323)228-3385,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6797,85248,"Sonoran Adult Care, Llc",4791 SOUTH VISTA PLACE,AL6797H,Chandler,AZ,Maricopa,(602)705-1456,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7546,85085,Sonoran Hills Assisted Living,31704 NORTH 16TH AVENUE,AL7546H,Phoenix,AZ,Maricopa,(623)322-0745,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10671,85383,"Sonoran Senior Care, Llc",23512 NORTH 102ND AVENUE,AL10671H,Peoria,AZ,Maricopa,(623)223-0556,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11224,85028,Sonoran Sky Assisted Living Care Home,3411 EAST POINSETTIA DRIVE,AL11224H,Phoenix,AZ,Maricopa,(623)399-7094,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11681,85257,"Southwest Comfort Care, Llc",8608 EAST ROANOKE AVENUE,AL11681H,Scottsdale,AZ,Maricopa,(480)687-1800,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10556,85225,Southwest Healing Gardens,13406 EAST BOSTON STREET,AL10556H,Chandler,AZ,Maricopa,(702)686-5553,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9697,85032,"Southwest Senior Care, Llc",3849 EAST SHEENA DRIVE,AL9697H,Phoenix,AZ,Maricopa,(602)796-1945,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11604,85308,Spectrum Life Assisted Living Llc,5330 WEST TONTO ROAD,AL11604H,Glendale,AZ,Maricopa,(602)577-3163,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10890,85212,"Spring Assisted Living, Llc",10535 EAST CORBIN AVENUE,AL10890H,Mesa,AZ,Maricopa,(928)266-3742,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7569,85704,"Spring Days Adult Care Home, Llc",6710 NORTH LEONARDO DA VINCI,AL7569H,Tucson,AZ,Pima,(520)797-3588,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4554,85308,Spring Valley,5941 WEST AUDREY LANE,AL4554H,Glendale,AZ,Maricopa,(602)298-5551,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8954,85042,St Charles Place Llc Iii,6835 SOUTH 19TH PLACE,AL8954H,Phoenix,AZ,Maricopa,(602)595-0084,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11055,85024,St Joseph Assisted Living,1338 EAST TONTO LANE,AL11055H,Phoenix,AZ,Maricopa,(480)624-7611,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10992,85212,St Rita Assisted Living Of The Valley,9909 EAST PAMPA AVENUE,AL10992H,Mesa,AZ,Maricopa,(480)248-7224,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5144,85345,St Therese Adult Care Home,7842 WEST BROWN STREET,AL5144H,Peoria,AZ,Maricopa,(623)792-5166,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11347,85249,"St Therese Care Home 2, Llc",809 EAST CHERRYWOOD PLACE,AL11347H,Chandler,AZ,Maricopa,(480)659-1236,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6156,85710,"St. Anthony'S Adult Care Home, L.L.C.",2302 SOUTH QUAIL HOLLOW DRIVE,AL6156H,Tucson,AZ,Pima,(520)906-0277,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL3064,85042,St. Charles Place,6818 SOUTH 16TH PLACE,AL3064H,Phoenix,AZ,Maricopa,(602)276-0084,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4409,85345,St. Michael'S Manor,8449 WEST SHAW BUTTE DRIVE,AL4409H,Peoria,AZ,Maricopa,(623)486-5987,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11296,85284,St. Walter Group Home Llc,8650 SOUTH LOS FELIZ DRIVE,AL11296H,Tempe,AZ,Maricopa,(480)590-5003,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10761,85202,"Standage Retreat Manor, Llc",1426 WEST 7TH AVENUE,AL10761H,Mesa,AZ,Maricopa,(480)912-1172,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10330,85710,"Starfish Care Homes, Llc",8742 EAST 27TH STREET,AL10330H,Tucson,AZ,Pima,(520)207-1958,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10855,85711,"Starfish Care Homes, Llc",5530 EAST 2ND STREET,AL10855H,Tucson,AZ,Pima,(520)445-6411,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10856,85711,"Starfish Care Homes, Llc",5536 EAST 2ND STREET,AL10856H,Tucson,AZ,Pima,(520)445-7140,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11637,85705,"Starfish Care Homes, Llc",4143 NORTH GARDENVIEW CIRCLE,AL11637H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11638,85705,"Starfish Care Homes, Llc",4185 NORTH GARDENVIEW CIRCLE,AL11638H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11639,85705,"Starfish Care Homes, Llc",4149 NORTH GARDENVIEW CIRCLE,AL11639H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11640,85705,"Starfish Care Homes, Llc",4179 NORTH GARDENVIEW CIRCLE,AL11640H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11641,85705,"Starfish Care Homes, Llc",4155 NORTH GARDENVIEW CIRCLE,AL11641H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11642,85705,"Starfish Care Homes, Llc",4173 NORTH GARDENVIEW CIRCLE,AL11642H,Tucson,AZ,Pima,(520)609-4693,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8789,85750,"Starfish Care Homes, Llc",6611 EAST RIVER HILLS PLACE,AL8789H,Tucson,AZ,Pima,(520)721-6321,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9461,85710,"Starfish Care Homes, Llc",9251 EAST OLD SPANISH TRAIL,AL9461H,Tucson,AZ,Pima,(520)207-7266,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9897,85715,"Starfish Care Homes, Llc",2641 NORTH BAHANA DRIVE,AL9897H,Tucson,AZ,Pima,(520)721-4150,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11840,85306,"Starlight Care Seniors, Llc",16631 NORTH 46TH LANE,AL11840H,Glendale,AZ,Maricopa,(602)412-8545,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11806,85374,Stefan'S Assisted Living,16192 NORTH 159TH AVENUE,AL11806H,Surprise,AZ,Maricopa,(623)440-2867,7,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7188,85388,Sterling Loving Home Care Llc,18426 WEST MARCONI AVENUE,AL7188H,Surprise,AZ,Maricopa,(623)214-1560,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11710,85205,Stoneybrook Estate,5131 EAST DALLAS STREET,AL11710H,Mesa,AZ,Maricopa,(480)213-3528,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11155,85225,Stretchedoutcare L L C,881 EAST CHICAGO STREET,AL11155H,Chandler,AZ,Maricopa,(480)427-5097,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11831,85043,Su Casa Assisted Living,1144 NORTH 59TH AVENUE,AL11831H,Phoenix,AZ,Maricopa,(602)607-5023,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9737,85029,"Sue'S Place, Llc",13230 NORTH 7TH DRIVE,AL9737H,Phoenix,AZ,Maricopa,(602)795-6226,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4721,85614,"Sugar'S Ii Assisted Living Home, Inc.",17802 SOUTH PLACITA OCTUBRE,AL4721H,Green Valley,AZ,Pima,(520)465-2599,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2907,85234,Summa Care - Gilbert,137 NORTH DATE PALM DRIVE,AL2907H,Gilbert,AZ,Maricopa,(480)507-3360,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11612,85212,"Summer Blossoms Assisted Living, Llc",7357 EAST OLLA AVENUE,AL11612H,Mesa,AZ,Maricopa,(480)392-0438,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4715,85083,Summer Breeze Ii Assisted Living Home,5924 WEST HEDGEHOG PLACE,AL4715H,Phoenix,AZ,Maricopa,(623)362-3392,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL0756,85345,Summer Star Care Home,9208 WEST CORTEZ STREET,AL0756H,Peoria,AZ,Maricopa,(623)476-5614,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5068,85204,Summerfield At Jacinto Alh,3342 EAST JACINTO AVENUE,AL5068H,Mesa,AZ,Maricopa,(480)507-2146,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6263,85284,Summerfield At Jentilly Assisted Living Home,8150 SOUTH JENTILLY LANE,AL6263H,Tempe,AZ,Maricopa,(480)214-3425,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10706,85226,Summerfield At Lisbon Alh,791 NORTH LISBON,AL10706H,Chandler,AZ,Maricopa,(480)782-0785,5,7/13/21
